# Frequency	I_corrected	Q_corrected
1.36411000e+10	3.29574254e-01	3.20565808e-01
1.36412800e+10	3.55581625e-01	3.04340349e-01
1.36414600e+10	3.80736574e-01	2.84642846e-01
1.36416400e+10	4.06013428e-01	2.61925152e-01
1.36418200e+10	4.28294328e-01	2.36209844e-01
1.36420000e+10	4.47494081e-01	2.06766350e-01
1.36421800e+10	4.59107775e-01	1.73416462e-01
1.36423600e+10	4.67519124e-01	1.39444029e-01
1.36425400e+10	4.73436627e-01	1.05642151e-01
1.36427200e+10	4.68836823e-01	7.10791269e-02
1.36429000e+10	4.66937880e-01	3.88256830e-02
1.36430800e+10	4.56992963e-01	8.55860891e-03
1.36432600e+10	4.49605048e-01	-1.94702146e-02
1.36434400e+10	4.35392685e-01	-4.48357308e-02
1.36436200e+10	4.17599711e-01	-6.66992581e-02
1.36438000e+10	4.02713936e-01	-8.64787280e-02
1.36439800e+10	3.83110841e-01	-1.02370345e-01
1.36441600e+10	3.63541930e-01	-1.15619142e-01
1.36443400e+10	3.45637127e-01	-1.26873420e-01
1.36445200e+10	3.28042608e-01	-1.35951930e-01
1.36447000e+10	3.14122156e-01	-1.44556378e-01
1.36448800e+10	2.96577968e-01	-1.49757329e-01
1.36450600e+10	2.82428876e-01	-1.54688005e-01
1.36452400e+10	2.68607335e-01	-1.58499777e-01
1.36454200e+10	2.54803346e-01	-1.60770957e-01
1.36456000e+10	2.40556533e-01	-1.61338947e-01
1.36457800e+10	2.27315955e-01	-1.61283703e-01
1.36459600e+10	2.16899192e-01	-1.61982289e-01
1.36461400e+10	2.05458623e-01	-1.61235136e-01
1.36463200e+10	1.95592258e-01	-1.60610082e-01
1.36465000e+10	1.86335463e-01	-1.59729215e-01
1.36466800e+10	1.78369858e-01	-1.58981187e-01
1.36468600e+10	1.71023970e-01	-1.58347075e-01
1.36470400e+10	1.61778213e-01	-1.55167976e-01
1.36472200e+10	1.55172514e-01	-1.53914848e-01
1.36474000e+10	1.48449491e-01	-1.52304253e-01
1.36475800e+10	1.41406403e-01	-1.49479966e-01
1.36477600e+10	1.35673427e-01	-1.47784755e-01
1.36479400e+10	1.29336122e-01	-1.44790033e-01
1.36481200e+10	1.25435182e-01	-1.44284645e-01
1.36483000e+10	1.20016609e-01	-1.41716141e-01
1.36484800e+10	1.14912054e-01	-1.39041479e-01
1.36486600e+10	1.11025252e-01	-1.37735468e-01
1.36488400e+10	1.06490896e-01	-1.35266084e-01
1.36490200e+10	1.02467806e-01	-1.33246315e-01
1.36492000e+10	9.84698093e-02	-1.30824316e-01
1.36493800e+10	9.50182014e-02	-1.29125404e-01
1.36495600e+10	9.23579631e-02	-1.28016288e-01
1.36497400e+10	8.87965809e-02	-1.25512400e-01
1.36499200e+10	8.59640250e-02	-1.24032200e-01
1.36501000e+10	8.27497992e-02	-1.21631743e-01
1.36502800e+10	8.00316003e-02	-1.20230318e-01
1.36504600e+10	7.70012103e-02	-1.17622254e-01
1.36506400e+10	7.43635195e-02	-1.15647588e-01
1.36508200e+10	7.23251611e-02	-1.14580470e-01
1.36510000e+10	7.01367849e-02	-1.13030725e-01
1.36511800e+10	6.81902968e-02	-1.11639975e-01
1.36513600e+10	6.63074728e-02	-1.10429527e-01
1.36515400e+10	6.41146236e-02	-1.08696441e-01
1.36517200e+10	6.25213745e-02	-1.07481599e-01
1.36519000e+10	5.97517236e-02	-1.04747280e-01
1.36520800e+10	5.83254969e-02	-1.03554013e-01
1.36522600e+10	5.65248598e-02	-1.01943210e-01
1.36524400e+10	5.49730886e-02	-1.00658968e-01
1.36526200e+10	5.36156413e-02	-9.95002694e-02
1.36528000e+10	5.22201533e-02	-9.84480565e-02
1.36529800e+10	5.10959987e-02	-9.77401462e-02
1.36531600e+10	4.95492262e-02	-9.61414481e-02
1.36533400e+10	4.80299190e-02	-9.44271255e-02
1.36535200e+10	4.67095534e-02	-9.34511366e-02
1.36537000e+10	4.54081355e-02	-9.19481570e-02
1.36538800e+10	4.42270814e-02	-9.09629058e-02
1.36540600e+10	4.28672875e-02	-8.92766653e-02
1.36542400e+10	4.23086783e-02	-8.89641322e-02
1.36544200e+10	4.11305998e-02	-8.79426439e-02
1.36546000e+10	3.99477243e-02	-8.66270472e-02
1.36547800e+10	3.89512588e-02	-8.56611915e-02
1.36549600e+10	3.80127294e-02	-8.44476431e-02
1.36551400e+10	3.72874419e-02	-8.38976509e-02
1.36553200e+10	3.60564832e-02	-8.24101964e-02
1.36555000e+10	3.51536405e-02	-8.13438840e-02
1.36556800e+10	3.46765689e-02	-8.12004599e-02
1.36558600e+10	3.36715019e-02	-7.97857504e-02
1.36560400e+10	3.29688008e-02	-7.90979261e-02
1.36562200e+10	3.20005831e-02	-7.79003102e-02
1.36564000e+10	3.13160868e-02	-7.71443575e-02
1.36565800e+10	3.07412317e-02	-7.65608815e-02
1.36567600e+10	2.96605078e-02	-7.49876545e-02
1.36569400e+10	2.91373015e-02	-7.46194832e-02
1.36571200e+10	2.84955614e-02	-7.40304547e-02
1.36573000e+10	2.79444383e-02	-7.34289073e-02
1.36574800e+10	2.72259537e-02	-7.26636638e-02
1.36576600e+10	2.67378168e-02	-7.18144235e-02
1.36578400e+10	2.61766111e-02	-7.14328337e-02
1.36580200e+10	2.55457155e-02	-7.03065820e-02
1.36582000e+10	2.47710092e-02	-6.92191882e-02
1.36583800e+10	2.42186392e-02	-6.84862966e-02
1.36585600e+10	2.37388397e-02	-6.79144690e-02
1.36587400e+10	2.32841163e-02	-6.74593351e-02
1.36589200e+10	2.27094523e-02	-6.64958104e-02
1.36591000e+10	2.24351970e-02	-6.66976864e-02
1.36592800e+10	2.19461592e-02	-6.59186740e-02
1.36594600e+10	2.14850785e-02	-6.52788582e-02
1.36596400e+10	2.08497947e-02	-6.43626749e-02
1.36598200e+10	2.03807532e-02	-6.35087574e-02
1.36600000e+10	2.00362121e-02	-6.31174857e-02
1.36601800e+10	1.94344990e-02	-6.22730363e-02
1.36603600e+10	1.90513328e-02	-6.16796631e-02
1.36605400e+10	1.87875229e-02	-6.16335499e-02
1.36607200e+10	1.82908886e-02	-6.09518270e-02
1.36609000e+10	1.80202689e-02	-6.06310118e-02
1.36610800e+10	1.75223056e-02	-5.97330390e-02
1.36612600e+10	1.72490293e-02	-5.95279766e-02
1.36614400e+10	1.68277524e-02	-5.87083869e-02
1.36616200e+10	1.63904460e-02	-5.81231058e-02
1.36618000e+10	1.61150686e-02	-5.76769996e-02
1.36619800e+10	1.57734101e-02	-5.72988612e-02
1.36621600e+10	1.54916455e-02	-5.69965124e-02
1.36623400e+10	1.50636643e-02	-5.63403120e-02
1.36625200e+10	1.48337563e-02	-5.58644435e-02
1.36627000e+10	1.45357575e-02	-5.56889053e-02
1.36628800e+10	1.40779489e-02	-5.46206844e-02
1.36630600e+10	1.38781574e-02	-5.45049379e-02
1.36632400e+10	1.34900232e-02	-5.38852969e-02
1.36634200e+10	1.34052940e-02	-5.38613183e-02
1.36636000e+10	1.31102980e-02	-5.34591263e-02
1.36637800e+10	1.27501729e-02	-5.27129782e-02
1.36639600e+10	1.25299887e-02	-5.27924789e-02
1.36641400e+10	1.22040135e-02	-5.20060700e-02
1.36643200e+10	1.18386720e-02	-5.13542418e-02
1.36645000e+10	1.16353239e-02	-5.09540378e-02
1.36646800e+10	1.13735496e-02	-5.04914698e-02
1.36648600e+10	1.11989451e-02	-5.05883870e-02
1.36650400e+10	1.10073113e-02	-4.99324352e-02
1.36652200e+10	1.07649506e-02	-4.97267087e-02
1.36654000e+10	1.04902221e-02	-4.95581914e-02
1.36655800e+10	1.03925922e-02	-4.92089044e-02
1.36657600e+10	1.00448275e-02	-4.86933612e-02
1.36659400e+10	9.72034383e-03	-4.80050371e-02
1.36661200e+10	9.59868744e-03	-4.79303627e-02
1.36663000e+10	9.34164853e-03	-4.73743226e-02
1.36664800e+10	9.11933805e-03	-4.70405147e-02
1.36666600e+10	8.89876025e-03	-4.67558053e-02
1.36668400e+10	8.79159088e-03	-4.66198162e-02
1.36670200e+10	8.65039310e-03	-4.65943020e-02
1.36672000e+10	8.40037165e-03	-4.58606444e-02
1.36673800e+10	8.15308022e-03	-4.57486584e-02
1.36675600e+10	7.99128702e-03	-4.55088793e-02
1.36677400e+10	7.69830801e-03	-4.48449187e-02
1.36679200e+10	7.59377900e-03	-4.45665715e-02
1.36681000e+10	7.42402518e-03	-4.40351443e-02
1.36682800e+10	7.33720770e-03	-4.42505981e-02
1.36684600e+10	7.13628309e-03	-4.38407030e-02
1.36686400e+10	6.87511102e-03	-4.34230579e-02
1.36688200e+10	6.76638627e-03	-4.33673579e-02
1.36690000e+10	6.54980620e-03	-4.30022984e-02
1.36691800e+10	6.38921891e-03	-4.26606382e-02
1.36693600e+10	6.25327864e-03	-4.23545386e-02
1.36695400e+10	6.05395576e-03	-4.20467662e-02
1.36697200e+10	5.95453601e-03	-4.20831687e-02
1.36699000e+10	5.80670429e-03	-4.16711998e-02
1.36700800e+10	5.66878050e-03	-4.15579666e-02
1.36702600e+10	5.52494548e-03	-4.11204438e-02
1.36704400e+10	5.39121432e-03	-4.09843013e-02
1.36706200e+10	5.17640212e-03	-4.04321477e-02
1.36708000e+10	5.05604397e-03	-4.00821439e-02
1.36709800e+10	4.89189774e-03	-4.00360553e-02
1.36711600e+10	4.78419720e-03	-3.98011922e-02
1.36713400e+10	4.66011622e-03	-3.96776641e-02
1.36715200e+10	4.44017843e-03	-3.95817206e-02
1.36717000e+10	4.39799653e-03	-3.92232948e-02
1.36718800e+10	4.29075696e-03	-3.92023115e-02
1.36720600e+10	4.05774344e-03	-3.84290409e-02
1.36722400e+10	4.00882660e-03	-3.83558085e-02
1.36724200e+10	3.92193265e-03	-3.80399503e-02
1.36726000e+10	3.81791037e-03	-3.78437042e-02
1.36727800e+10	3.57045099e-03	-3.76729337e-02
1.36729600e+10	3.52854807e-03	-3.76061080e-02
1.36731400e+10	3.40937336e-03	-3.75794533e-02
1.36733200e+10	3.27589263e-03	-3.72945493e-02
1.36735000e+10	3.21311772e-03	-3.69277500e-02
1.36736800e+10	3.03854105e-03	-3.67270564e-02
1.36738600e+10	2.93850684e-03	-3.64841929e-02
1.36740400e+10	2.84203703e-03	-3.63208224e-02
1.36742200e+10	2.68755959e-03	-3.58373160e-02
1.36744000e+10	2.59767359e-03	-3.59809757e-02
1.36745800e+10	2.51522280e-03	-3.57434775e-02
1.36747600e+10	2.44021678e-03	-3.54483329e-02
1.36749400e+10	2.37114446e-03	-3.54048879e-02
1.36751200e+10	2.23519048e-03	-3.51501758e-02
1.36753000e+10	2.17369487e-03	-3.50379230e-02
1.36754800e+10	2.00578823e-03	-3.46160029e-02
1.36756600e+10	1.96077220e-03	-3.44483609e-02
1.36758400e+10	1.82991835e-03	-3.45769831e-02
1.36760200e+10	1.85789301e-03	-3.41548285e-02
1.36762000e+10	1.64103935e-03	-3.41101086e-02
1.36763800e+10	1.60192557e-03	-3.38019534e-02
1.36765600e+10	1.45506290e-03	-3.36679331e-02
1.36767400e+10	1.41928782e-03	-3.35997263e-02
1.36769200e+10	1.29071335e-03	-3.30908824e-02
1.36771000e+10	1.12543776e-03	-3.31023610e-02
1.36772800e+10	1.13263709e-03	-3.29497410e-02
1.36774600e+10	1.04423758e-03	-3.28746993e-02
1.36776400e+10	9.76085519e-04	-3.27328546e-02
1.36778200e+10	8.73074764e-04	-3.25140143e-02
1.36780000e+10	7.15213039e-04	-3.25603165e-02
1.36781800e+10	7.45341352e-04	-3.21433426e-02
1.36783600e+10	6.28062063e-04	-3.18586994e-02
1.36785400e+10	4.92505192e-04	-3.16558348e-02
1.36787200e+10	4.76466572e-04	-3.15178038e-02
1.36789000e+10	4.37194779e-04	-3.14927612e-02
1.36790800e+10	3.62609922e-04	-3.11575265e-02
1.36792600e+10	2.33198780e-04	-3.13820055e-02
1.36794400e+10	1.78278423e-04	-3.12692593e-02
1.36796200e+10	7.04149065e-05	-3.10869348e-02
1.36798000e+10	4.90975653e-06	-3.07975432e-02
1.36799800e+10	-5.39826168e-05	-3.05307774e-02
1.36801600e+10	-1.22337590e-04	-3.03545809e-02
1.36803400e+10	-2.68651213e-04	-3.01439592e-02
1.36805200e+10	-2.53577058e-04	-2.99620810e-02
1.36807000e+10	-3.47204791e-04	-3.01240005e-02
1.36808800e+10	-3.84263508e-04	-2.98464438e-02
1.36810600e+10	-5.47690903e-04	-2.98719033e-02
1.36812400e+10	-6.11917724e-04	-2.95941448e-02
1.36814200e+10	-6.84429460e-04	-2.95811904e-02
1.36816000e+10	-7.66614629e-04	-2.93169029e-02
1.36817800e+10	-7.45054240e-04	-2.89934300e-02
1.36819600e+10	-8.09819093e-04	-2.90156161e-02
1.36821400e+10	-8.28975528e-04	-2.89181452e-02
1.36823200e+10	-9.83734395e-04	-2.88632452e-02
1.36825000e+10	-9.62026961e-04	-2.85657394e-02
1.36826800e+10	-1.03968893e-03	-2.85343733e-02
1.36828600e+10	-1.19041742e-03	-2.85577577e-02
1.36830400e+10	-1.14771222e-03	-2.80769555e-02
1.36832200e+10	-1.28646379e-03	-2.81037840e-02
1.36834000e+10	-1.27250457e-03	-2.79576602e-02
1.36835800e+10	-1.37634613e-03	-2.79495744e-02
1.36837600e+10	-1.46091510e-03	-2.79330028e-02
1.36839400e+10	-1.49717026e-03	-2.75567347e-02
1.36841200e+10	-1.57023542e-03	-2.77060443e-02
1.36843000e+10	-1.61781924e-03	-2.73964779e-02
1.36844800e+10	-1.64268486e-03	-2.71203573e-02
1.36846600e+10	-1.74574241e-03	-2.70695128e-02
1.36848400e+10	-1.77721544e-03	-2.68974602e-02
1.36850200e+10	-1.77514188e-03	-2.70004440e-02
1.36852000e+10	-1.87550125e-03	-2.67464991e-02
1.36853800e+10	-1.96206665e-03	-2.67436571e-02
1.36855600e+10	-2.04508116e-03	-2.67300631e-02
1.36857400e+10	-2.08212289e-03	-2.65104366e-02
1.36859200e+10	-2.07516892e-03	-2.63445082e-02
1.36861000e+10	-2.14356874e-03	-2.61433724e-02
1.36862800e+10	-2.20064449e-03	-2.61363115e-02
1.36864600e+10	-2.23700636e-03	-2.59534644e-02
1.36866400e+10	-2.29085527e-03	-2.57980432e-02
1.36868200e+10	-2.33021029e-03	-2.57380266e-02
1.36870000e+10	-2.43167611e-03	-2.58298768e-02
1.36871800e+10	-2.52133363e-03	-2.57821618e-02
1.36873600e+10	-2.47649744e-03	-2.54365113e-02
1.36875400e+10	-2.56103842e-03	-2.54766323e-02
1.36877200e+10	-2.64988259e-03	-2.54192481e-02
1.36879000e+10	-2.64078696e-03	-2.50587122e-02
1.36880800e+10	-2.64504276e-03	-2.50927644e-02
1.36882600e+10	-2.75663045e-03	-2.49078478e-02
1.36884400e+10	-2.83266689e-03	-2.49762003e-02
1.36886200e+10	-2.85264498e-03	-2.48058003e-02
1.36888000e+10	-2.88436017e-03	-2.46714091e-02
1.36889800e+10	-2.97233764e-03	-2.47091422e-02
1.36891600e+10	-2.95977209e-03	-2.45657846e-02
1.36893400e+10	-2.94267803e-03	-2.43919920e-02
1.36895200e+10	-3.02094638e-03	-2.42584565e-02
1.36897000e+10	-3.05432937e-03	-2.40959535e-02
1.36898800e+10	-3.08514564e-03	-2.42143832e-02
1.36900600e+10	-3.16693318e-03	-2.39154916e-02
1.36902400e+10	-3.24511264e-03	-2.40799739e-02
1.36904200e+10	-3.29841587e-03	-2.38546694e-02
1.36906000e+10	-3.32151423e-03	-2.38009674e-02
1.36907800e+10	-3.27082879e-03	-2.35913965e-02
1.36909600e+10	-3.34875335e-03	-2.34318898e-02
1.36911400e+10	-3.44883920e-03	-2.34828955e-02
1.36913200e+10	-3.38992085e-03	-2.33788033e-02
1.36915000e+10	-3.56672632e-03	-2.33284005e-02
1.36916800e+10	-3.59393526e-03	-2.32998142e-02
1.36918600e+10	-3.61301990e-03	-2.31274420e-02
1.36920400e+10	-3.69039954e-03	-2.32227049e-02
1.36922200e+10	-3.56956421e-03	-2.28133401e-02
1.36924000e+10	-3.75866051e-03	-2.28166055e-02
1.36925800e+10	-3.74336082e-03	-2.27304562e-02
1.36927600e+10	-3.82550471e-03	-2.25523401e-02
1.36929400e+10	-3.82684736e-03	-2.25617143e-02
1.36931200e+10	-3.87114823e-03	-2.26224159e-02
1.36933000e+10	-3.91263853e-03	-2.25861606e-02
1.36934800e+10	-3.99445672e-03	-2.23945827e-02
1.36936600e+10	-3.98444185e-03	-2.22755088e-02
1.36938400e+10	-4.04725345e-03	-2.23667523e-02
1.36940200e+10	-4.00933221e-03	-2.21010391e-02
1.36942000e+10	-4.09754565e-03	-2.20396871e-02
1.36943800e+10	-4.14931620e-03	-2.18660020e-02
1.36945600e+10	-4.22485995e-03	-2.19050486e-02
1.36947400e+10	-4.16358224e-03	-2.18684934e-02
1.36949200e+10	-4.20785796e-03	-2.16848119e-02
1.36951000e+10	-4.21187798e-03	-2.17254852e-02
1.36952800e+10	-4.28555101e-03	-2.16378773e-02
1.36954600e+10	-4.35198087e-03	-2.16604741e-02
1.36956400e+10	-4.35456208e-03	-2.13527572e-02
1.36958200e+10	-4.42532445e-03	-2.12813606e-02
1.36960000e+10	-4.46390475e-03	-2.14104502e-02
1.36961800e+10	-4.52208380e-03	-2.11242963e-02
1.36963600e+10	-4.48664746e-03	-2.11065929e-02
1.36965400e+10	-4.46208281e-03	-2.10830056e-02
1.36967200e+10	-4.50811975e-03	-2.10122513e-02
1.36969000e+10	-4.63086123e-03	-2.09921609e-02
1.36970800e+10	-4.62356646e-03	-2.07185789e-02
1.36972600e+10	-4.67353889e-03	-2.06753352e-02
1.36974400e+10	-4.61339012e-03	-2.07200398e-02
1.36976200e+10	-4.71006351e-03	-2.05709321e-02
1.36978000e+10	-4.75387443e-03	-2.06058870e-02
1.36979800e+10	-4.74394560e-03	-2.04327653e-02
1.36981600e+10	-4.90749422e-03	-2.04574689e-02
1.36983400e+10	-4.84861924e-03	-2.03666677e-02
1.36985200e+10	-4.87557105e-03	-2.01781342e-02
1.36987000e+10	-4.94171252e-03	-2.02008371e-02
1.36988800e+10	-4.89748147e-03	-2.00195540e-02
1.36990600e+10	-4.98661525e-03	-2.00492093e-02
1.36992400e+10	-4.99932574e-03	-1.99223584e-02
1.36994200e+10	-5.04791585e-03	-1.99936145e-02
1.36996000e+10	-5.07196978e-03	-1.99841454e-02
1.36997800e+10	-5.12647970e-03	-1.99174014e-02
1.36999600e+10	-5.16756653e-03	-1.97392745e-02
1.37001400e+10	-5.06283703e-03	-1.96902428e-02
1.37003200e+10	-5.10914426e-03	-1.95859762e-02
1.37005000e+10	-5.19411548e-03	-1.93239225e-02
1.37006800e+10	-5.18901012e-03	-1.93135206e-02
1.37008600e+10	-5.23125253e-03	-1.95626580e-02
1.37010400e+10	-5.29282765e-03	-1.92821650e-02
1.37012200e+10	-5.34496186e-03	-1.93821618e-02
1.37014000e+10	-5.41692874e-03	-1.92604925e-02
1.37015800e+10	-5.35053314e-03	-1.92479411e-02
1.37017600e+10	-5.39463075e-03	-1.90746298e-02
1.37019400e+10	-5.42099081e-03	-1.89231342e-02
1.37021200e+10	-5.42078866e-03	-1.88934716e-02
1.37023000e+10	-5.52098563e-03	-1.89210353e-02
1.37024800e+10	-5.49820463e-03	-1.87867726e-02
1.37026600e+10	-5.46790772e-03	-1.87478717e-02
1.37028400e+10	-5.52143371e-03	-1.87575470e-02
1.37030200e+10	-5.60225766e-03	-1.88020851e-02
1.37032000e+10	-5.59462942e-03	-1.83785445e-02
1.37033800e+10	-5.65345349e-03	-1.85263024e-02
1.37035600e+10	-5.65411322e-03	-1.85385259e-02
1.37037400e+10	-5.69993708e-03	-1.83982839e-02
1.37039200e+10	-5.71865529e-03	-1.84559168e-02
1.37041000e+10	-5.71152848e-03	-1.83120551e-02
1.37042800e+10	-5.87226890e-03	-1.82946371e-02
1.37044600e+10	-5.78234397e-03	-1.82291422e-02
1.37046400e+10	-5.70599421e-03	-1.80346495e-02
1.37048200e+10	-5.83730043e-03	-1.79792383e-02
1.37050000e+10	-5.84172755e-03	-1.79338182e-02
1.37051800e+10	-5.84583691e-03	-1.79401419e-02
1.37053600e+10	-5.91186419e-03	-1.78282300e-02
1.37055400e+10	-5.86691374e-03	-1.78620871e-02
1.37057200e+10	-6.05554511e-03	-1.79301657e-02
1.37059000e+10	-5.98448899e-03	-1.78317448e-02
1.37060800e+10	-5.96433765e-03	-1.76639173e-02
1.37062600e+10	-6.03483843e-03	-1.75206243e-02
1.37064400e+10	-6.09571007e-03	-1.75874135e-02
1.37066200e+10	-6.02884799e-03	-1.75466717e-02
1.37068000e+10	-6.10090186e-03	-1.73378449e-02
1.37069800e+10	-6.13511572e-03	-1.73484276e-02
1.37071600e+10	-6.22743137e-03	-1.74451818e-02
1.37073400e+10	-6.22160928e-03	-1.72960298e-02
1.37075200e+10	-6.21285353e-03	-1.72538677e-02
1.37077000e+10	-6.31377839e-03	-1.72911011e-02
1.37078800e+10	-6.27687724e-03	-1.72255316e-02
1.37080600e+10	-6.28183257e-03	-1.69611965e-02
1.37082400e+10	-6.24267171e-03	-1.70631943e-02
1.37084200e+10	-6.27273933e-03	-1.68751962e-02
1.37086000e+10	-6.42323272e-03	-1.70681366e-02
1.37087800e+10	-6.40686661e-03	-1.69236240e-02
1.37089600e+10	-6.35795539e-03	-1.68139973e-02
1.37091400e+10	-6.48218635e-03	-1.69053203e-02
1.37093200e+10	-6.44796652e-03	-1.67898770e-02
1.37095000e+10	-6.48236710e-03	-1.67096773e-02
1.37096800e+10	-6.44800058e-03	-1.66090073e-02
1.37098600e+10	-6.52613928e-03	-1.65702963e-02
1.37100400e+10	-6.56714623e-03	-1.66380057e-02
1.37102200e+10	-6.53773090e-03	-1.64481739e-02
1.37104000e+10	-6.63054347e-03	-1.64766844e-02
1.37105800e+10	-6.66873162e-03	-1.64612668e-02
1.37107600e+10	-6.73217890e-03	-1.64129984e-02
1.37109400e+10	-6.64311113e-03	-1.62096371e-02
1.37111200e+10	-6.59555953e-03	-1.62342850e-02
1.37113000e+10	-6.78058931e-03	-1.62114410e-02
1.37114800e+10	-6.73629434e-03	-1.61944230e-02
1.37116600e+10	-6.75794422e-03	-1.60878479e-02
1.37118400e+10	-6.83346280e-03	-1.61834480e-02
1.37120200e+10	-6.83348903e-03	-1.61272897e-02
1.37122000e+10	-6.84905458e-03	-1.60524548e-02
1.37123800e+10	-6.78431909e-03	-1.58507031e-02
1.37125600e+10	-6.85654177e-03	-1.59017704e-02
1.37127400e+10	-6.85078063e-03	-1.58194449e-02
1.37129200e+10	-6.86407434e-03	-1.56876053e-02
1.37131000e+10	-6.87457879e-03	-1.58001190e-02
1.37132800e+10	-6.99005574e-03	-1.57537479e-02
1.37134600e+10	-7.03994263e-03	-1.58081712e-02
1.37136400e+10	-7.00531775e-03	-1.56923215e-02
1.37138200e+10	-6.97801009e-03	-1.55635794e-02
1.37140000e+10	-7.00384862e-03	-1.56666932e-02
1.37141800e+10	-7.07903521e-03	-1.55231135e-02
1.37143600e+10	-7.10197621e-03	-1.53684704e-02
1.37145400e+10	-7.07767596e-03	-1.53348004e-02
1.37147200e+10	-7.14059549e-03	-1.53548547e-02
1.37149000e+10	-7.19739231e-03	-1.54252762e-02
1.37150800e+10	-7.16981053e-03	-1.52153790e-02
1.37152600e+10	-7.18106146e-03	-1.52351660e-02
1.37154400e+10	-7.19221933e-03	-1.51882987e-02
1.37156200e+10	-7.27809341e-03	-1.51780340e-02
1.37158000e+10	-7.15369256e-03	-1.50235102e-02
1.37159800e+10	-7.22707314e-03	-1.49930269e-02
1.37161600e+10	-7.27971508e-03	-1.50283510e-02
1.37163400e+10	-7.28769064e-03	-1.49925271e-02
1.37165200e+10	-7.36342357e-03	-1.49499902e-02
1.37167000e+10	-7.37485317e-03	-1.48985968e-02
1.37168800e+10	-7.40994385e-03	-1.48877688e-02
1.37170600e+10	-7.39631452e-03	-1.49558767e-02
1.37172400e+10	-7.34550382e-03	-1.45704140e-02
1.37174200e+10	-7.47064447e-03	-1.46734755e-02
1.37176000e+10	-7.42203834e-03	-1.47051112e-02
1.37177800e+10	-7.44405234e-03	-1.46605872e-02
1.37179600e+10	-7.52821483e-03	-1.45578175e-02
1.37181400e+10	-7.51869536e-03	-1.46618487e-02
1.37183200e+10	-7.54345835e-03	-1.45626250e-02
1.37185000e+10	-7.55383725e-03	-1.45478598e-02
1.37186800e+10	-7.52713489e-03	-1.43771473e-02
1.37188600e+10	-7.55912935e-03	-1.44030966e-02
1.37190400e+10	-7.64263696e-03	-1.42631194e-02
1.37192200e+10	-7.59206913e-03	-1.42579117e-02
1.37194000e+10	-7.65668174e-03	-1.41480035e-02
1.37195800e+10	-7.69389640e-03	-1.43392708e-02
1.37197600e+10	-7.75663030e-03	-1.41670333e-02
1.37199400e+10	-7.74967767e-03	-1.41625810e-02
1.37201200e+10	-7.69466308e-03	-1.41362643e-02
1.37203000e+10	-7.73366970e-03	-1.40339854e-02
1.37204800e+10	-7.67475028e-03	-1.40256711e-02
1.37206600e+10	-7.72635801e-03	-1.38721199e-02
1.37208400e+10	-7.75104430e-03	-1.38126310e-02
1.37210200e+10	-7.78012845e-03	-1.39640510e-02
1.37212000e+10	-7.80162861e-03	-1.38343336e-02
1.37213800e+10	-7.88787751e-03	-1.38698816e-02
1.37215600e+10	-7.93681697e-03	-1.38571986e-02
1.37217400e+10	-7.97301928e-03	-1.37684232e-02
1.37219200e+10	-7.94552691e-03	-1.36774784e-02
1.37221000e+10	-7.89282745e-03	-1.35668553e-02
1.37222800e+10	-7.81269598e-03	-1.36650988e-02
1.37224600e+10	-7.87468820e-03	-1.36309730e-02
1.37226400e+10	-7.93061526e-03	-1.35568708e-02
1.37228200e+10	-8.03125569e-03	-1.35370927e-02
1.37230000e+10	-8.01166923e-03	-1.35655505e-02
1.37231800e+10	-8.20144175e-03	-1.35708003e-02
1.37233600e+10	-7.95697317e-03	-1.34105109e-02
1.37235400e+10	-7.98813724e-03	-1.34205069e-02
1.37237200e+10	-8.13461372e-03	-1.33193183e-02
1.37239000e+10	-8.06651823e-03	-1.33328412e-02
1.37240800e+10	-8.12646287e-03	-1.32782987e-02
1.37242600e+10	-8.14739602e-03	-1.32124545e-02
1.37244400e+10	-8.27631745e-03	-1.32732388e-02
1.37246200e+10	-8.23898916e-03	-1.31881298e-02
1.37248000e+10	-8.16396033e-03	-1.30515806e-02
1.37249800e+10	-8.22235751e-03	-1.30961718e-02
1.37251600e+10	-8.18771045e-03	-1.29420418e-02
1.37253400e+10	-8.23589290e-03	-1.29935056e-02
1.37255200e+10	-8.30380217e-03	-1.29856100e-02
1.37257000e+10	-8.23624578e-03	-1.29294851e-02
1.37258800e+10	-8.34842459e-03	-1.29947355e-02
1.37260600e+10	-8.32537269e-03	-1.30215559e-02
1.37262400e+10	-8.36582213e-03	-1.29133032e-02
1.37264200e+10	-8.31541089e-03	-1.27850508e-02
1.37266000e+10	-8.37897061e-03	-1.27474691e-02
1.37267800e+10	-8.34415933e-03	-1.27115808e-02
1.37269600e+10	-8.40293474e-03	-1.26136833e-02
1.37271400e+10	-8.42832990e-03	-1.27081579e-02
1.37273200e+10	-8.54530523e-03	-1.27477747e-02
1.37275000e+10	-8.58450763e-03	-1.26769172e-02
1.37276800e+10	-8.59046592e-03	-1.26065534e-02
1.37278600e+10	-8.50833695e-03	-1.26293966e-02
1.37280400e+10	-8.55059480e-03	-1.25337322e-02
1.37282200e+10	-8.49029086e-03	-1.23973743e-02
1.37284000e+10	-8.57706821e-03	-1.24640342e-02
1.37285800e+10	-8.53259327e-03	-1.23145454e-02
1.37287600e+10	-8.59478273e-03	-1.24285012e-02
1.37289400e+10	-8.68232646e-03	-1.23911920e-02
