# Tempo(us) Tensione(mV)
0.000000	-704.824976
976.000000	-713.370159
1952.000000	-722.983489
2928.000000	-715.353862
3904.000000	-717.184973
4880.000000	-708.334605
5856.000000	-717.795343
6832.000000	-713.675344
7808.000000	-721.152379
8784.000000	-729.850154
9760.000000	-722.983489
10736.000000	-725.272378
11712.000000	-724.814600
12688.000000	-717.642750
13664.000000	-702.230903
14640.000000	-711.539048
15616.000000	-742.667928
16592.000000	-725.272378
17568.000000	-730.307932
18544.000000	-715.659047
19520.000000	-706.503494
20496.000000	-709.860530
21472.000000	-724.356822
22448.000000	-719.931639
23424.000000	-722.067934
24400.000000	-732.902005
25376.000000	-724.356822
26352.000000	-717.337565
27328.000000	-719.626453
28304.000000	-725.882748
29280.000000	-728.476821
30256.000000	-718.863491
31232.000000	-721.762749
32208.000000	-722.373119
33184.000000	-707.876827
34160.000000	-719.931639
35136.000000	-717.490158
36112.000000	-723.136082
37088.000000	-719.473861
38064.000000	-712.607196
39040.000000	-721.304971
40016.000000	-715.964232
40992.000000	-715.048677
41968.000000	-708.639790
42944.000000	-725.119785
43920.000000	-716.574602
44896.000000	-722.373119
45872.000000	-707.876827
46848.000000	-712.607196
47824.000000	-708.029420
48800.000000	-706.808679
49776.000000	-707.419050
50752.000000	-731.986450
51728.000000	-725.272378
52704.000000	-731.528672
53680.000000	-715.964232
54656.000000	-710.623493
55632.000000	-716.422010
56608.000000	-719.931639
57584.000000	-726.187933
58560.000000	-709.860530
59536.000000	-719.321268
60512.000000	-704.672384
61488.000000	-717.795343
62464.000000	-691.702017
63440.000000	-717.795343
64416.000000	-734.275338
65392.000000	-721.457564
66368.000000	-712.759789
67344.000000	-723.593860
68320.000000	-726.493118
69296.000000	-732.444227
70272.000000	-718.710898
71248.000000	-721.152379
72224.000000	-723.136082
73200.000000	-710.470901
74176.000000	-715.659047
75152.000000	-714.590899
76128.000000	-708.029420
77104.000000	-726.645711
78080.000000	-715.048677
79056.000000	-702.536088
80032.000000	-722.525712
81008.000000	-720.542009
81984.000000	-712.149419
82960.000000	-724.967193
83936.000000	-723.746452
84912.000000	-716.422010
85888.000000	-719.779046
86864.000000	-717.337565
87840.000000	-716.116825
88816.000000	-716.116825
89792.000000	-713.217566
90768.000000	-724.814600
91744.000000	-709.707938
92720.000000	-715.659047
93696.000000	-718.253121
94672.000000	-726.493118
95648.000000	-715.659047
96624.000000	-718.863491
97600.000000	-715.506455
98576.000000	-724.356822
99552.000000	-722.067934
100528.000000	-709.555345
101504.000000	-722.220527
102480.000000	-715.964232
103456.000000	-704.367199
104432.000000	-726.798303
105408.000000	-726.798303
106384.000000	-712.454604
107360.000000	-707.266457
108336.000000	-726.798303
109312.000000	-702.078310
110288.000000	-706.503494
111264.000000	-716.879788
112240.000000	-725.424970
113216.000000	-722.067934
114192.000000	-722.373119
115168.000000	-714.133122
116144.000000	-727.103488
117120.000000	-725.577563
118096.000000	-725.730155
119072.000000	-709.707938
120048.000000	-719.931639
121024.000000	-731.070894
122000.000000	-731.223487
122976.000000	-720.084231
123952.000000	-722.525712
124928.000000	-717.032380
125904.000000	-714.590899
126880.000000	-710.623493
127856.000000	-711.386456
128832.000000	-716.116825
129808.000000	-710.318308
130784.000000	-711.844234
131760.000000	-716.269417
132736.000000	-716.422010
133712.000000	-733.664968
134688.000000	-712.912381
135664.000000	-718.405713
136640.000000	-732.596820
137616.000000	-710.013123
138592.000000	-712.759789
139568.000000	-717.947935
140544.000000	-710.623493
141520.000000	-720.999786
142496.000000	-719.473861
143472.000000	-715.353862
144448.000000	-712.302011
145424.000000	-728.019044
146400.000000	-718.558306
147376.000000	-715.964232
148352.000000	-715.506455
149328.000000	-711.539048
150304.000000	-726.187933
151280.000000	-731.681265
152256.000000	-721.457564
153232.000000	-721.762749
154208.000000	-713.675344
155184.000000	-720.694601
156160.000000	-713.217566
157136.000000	-712.302011
158112.000000	-722.983489
159088.000000	-723.593860
160064.000000	-712.454604
161040.000000	-715.659047
162016.000000	-718.558306
162992.000000	-717.642750
163968.000000	-731.833857
164944.000000	-710.165716
165920.000000	-718.253121
166896.000000	-713.980529
167872.000000	-721.304971
168848.000000	-728.782006
169824.000000	-721.457564
170800.000000	-718.405713
171776.000000	-708.944975
172752.000000	-724.662008
173728.000000	-707.113865
174704.000000	-704.519791
175680.000000	-721.304971
176656.000000	-723.593860
177632.000000	-707.876827
178608.000000	-725.119785
179584.000000	-736.411634
180560.000000	-702.841273
181536.000000	-718.863491
182512.000000	-706.961272
183488.000000	-719.931639
184464.000000	-724.356822
185440.000000	-718.710898
186416.000000	-719.016083
187392.000000	-715.048677
188368.000000	-722.067934
189344.000000	-711.081271
190320.000000	-715.659047
191296.000000	-711.233863
192272.000000	-725.272378
193248.000000	-732.291635
194224.000000	-720.236824
195200.000000	-731.070894
196176.000000	-704.824976
197152.000000	-718.863491
198128.000000	-727.561266
199104.000000	-720.389416
200080.000000	-717.184973
201056.000000	-730.460524
202032.000000	-719.168676
203008.000000	-718.100528
203984.000000	-724.967193
204960.000000	-717.337565
205936.000000	-707.724235
206912.000000	-718.100528
207888.000000	-714.743492
208864.000000	-711.539048
209840.000000	-722.220527
210816.000000	-712.454604
211792.000000	-717.032380
212768.000000	-732.291635
213744.000000	-705.740532
214720.000000	-714.133122
215696.000000	-716.422010
216672.000000	-716.422010
217648.000000	-706.656087
218624.000000	-715.811640
219600.000000	-713.217566
220576.000000	-726.035340
221552.000000	-723.593860
222528.000000	-728.324229
223504.000000	-723.136082
224480.000000	-710.928678
225456.000000	-719.168676
226432.000000	-715.659047
227408.000000	-723.288675
228384.000000	-717.947935
229360.000000	-713.064974
230336.000000	-718.710898
231312.000000	-726.798303
232288.000000	-715.353862
233264.000000	-720.999786
234240.000000	-722.830897
235216.000000	-716.574602
236192.000000	-720.542009
237168.000000	-717.032380
238144.000000	-708.792383
239120.000000	-735.038301
240096.000000	-710.013123
241072.000000	-728.324229
242048.000000	-714.133122
243024.000000	-718.863491
244000.000000	-715.506455
244976.000000	-724.051637
245952.000000	-723.136082
246928.000000	-714.133122
247904.000000	-713.370159
248880.000000	-716.879788
249856.000000	-721.304971
250832.000000	-711.233863
251808.000000	-720.999786
252784.000000	-722.373119
253760.000000	-731.070894
254736.000000	-715.353862
255712.000000	-722.067934
256688.000000	-720.999786
257664.000000	-719.016083
258640.000000	-730.460524
259616.000000	-710.013123
260592.000000	-728.171636
261568.000000	-710.776086
262544.000000	-717.032380
263520.000000	-730.002747
264496.000000	-722.373119
265472.000000	-725.424970
266448.000000	-724.051637
267424.000000	-715.201270
268400.000000	-720.236824
269376.000000	-723.136082
270352.000000	-718.405713
271328.000000	-715.506455
272304.000000	-725.272378
273280.000000	-702.078310
274256.000000	-712.912381
275232.000000	-725.577563
276208.000000	-716.116825
277184.000000	-710.623493
278160.000000	-726.950896
279136.000000	-708.487197
280112.000000	-717.795343
281088.000000	-716.879788
282064.000000	-712.607196
283040.000000	-718.100528
284016.000000	-711.081271
284992.000000	-711.996826
285968.000000	-710.165716
286944.000000	-714.438307
287920.000000	-705.587939
288896.000000	-712.912381
289872.000000	-723.593860
290848.000000	-717.490158
291824.000000	-710.470901
292800.000000	-708.792383
293776.000000	-722.525712
294752.000000	-728.934599
295728.000000	-714.590899
296704.000000	-723.899045
297680.000000	-716.574602
298656.000000	-707.113865
299632.000000	-717.184973
300608.000000	-726.493118
301584.000000	-705.893124
302560.000000	-725.424970
303536.000000	-712.302011
