Time	Channel C	Channel D
(ms)	(mV)	(mV)

0.55654398	105.45365906	20.92959404
0.55657598	104.95315552	20.22766685
0.55660798	104.95315552	20.22766685
0.55663998	104.95315552	20.52674866
0.55667198	104.85549164	20.42909050
0.55670398	105.05691528	19.92248344
0.55673598	104.95315552	19.51963806
0.55676798	105.45365906	20.12390518
0.55679998	105.15457153	20.12390518
0.55683198	105.15457153	20.22766685
0.55686398	104.85549164	21.03335571
0.55689598	104.35498810	20.92959404
0.55692798	105.05691528	21.33243752
0.55695998	105.65507507	20.02624512
0.55699198	105.05691528	19.92248344
0.55702398	105.65507507	20.12390518
0.55705598	105.15457153	20.42909050
0.55708798	105.15457153	19.82482338
0.55711998	105.05691528	19.22055817
0.55715198	104.95315552	19.62340164
0.55718398	105.55741882	20.02624512
0.55721598	104.65406799	19.01913452
0.55724798	104.95315552	19.82482338
0.55727998	105.45365906	19.42197800
0.55731198	105.25833893	19.11679268
0.55734398	105.15457153	19.31821632
0.55737598	105.55741882	19.01913452
0.55740798	105.25833893	18.51863098
0.55743998	105.25833893	18.91537285
0.55747198	105.35599518	18.61628914
0.55750398	105.55741882	18.72005463
0.55753598	104.75173187	18.21344566
0.55756798	105.45365906	18.81771278
0.55759998	105.05691528	18.91537285
0.55763198	105.25833893	19.22055817
0.55766398	105.75884247	19.22055817
0.55769598	105.55741882	18.72005463
0.55772798	105.35599518	18.51863098
0.55775998	105.45365906	18.72005463
0.55779198	105.15457153	18.21344566
0.55782398	105.65507507	18.41486931
0.55785598	105.15457153	18.72005463
0.55788798	105.65507507	18.51863098
0.55791998	105.35599518	18.61628914
0.55795198	105.25833893	19.11679268
0.55798398	105.65507507	18.61628914
0.55801598	105.75884247	18.31720924
0.55804798	105.65507507	19.22055817
0.55807998	104.85549164	18.72005463
0.55811198	105.05691528	18.81771278
0.55814398	105.45365906	18.41486931
0.55817598	105.35599518	18.01202393
0.55820798	105.85649872	17.81060219
0.55823998	105.85649872	17.60918045
0.55827198	105.35599518	18.51863098
0.55830398	105.15457153	18.61628914
0.55833598	105.45365906	18.61628914
0.55836798	105.75884247	18.11578751
0.55839998	105.45365906	17.20633698
0.55843198	106.35700226	18.01202393
0.55846398	105.85649872	17.60918045
0.55849598	105.45365906	17.40775681
0.55852798	105.95415497	17.51152039
0.55855998	106.35700226	18.11578751
0.55859198	105.85649872	17.40775681
0.55862398	105.05691528	17.31009865
0.55865598	105.25833893	17.81060219
0.55868798	106.05792236	17.71294212
0.55871998	105.65507507	17.60918045
0.55875198	105.35599518	18.31720924
0.55878398	105.65507507	17.10867500
0.55881598	106.25934601	16.70583153
0.55884798	105.65507507	17.40775681
0.55887998	105.65507507	16.80349159
0.55891198	105.85649872	17.31009865
0.55894398	105.95415497	17.00491333
0.55897598	106.15558624	16.90725327
0.55900798	105.65507507	17.40775681
0.55903998	105.75884247	17.60918045
0.55907198	106.15558624	17.10867500
0.55910398	105.65507507	16.90725327
0.55913598	105.85649872	17.20633698
0.55916798	106.05792236	17.51152039
0.55919998	106.05792236	17.00491333
0.55923198	106.15558624	17.00491333
0.55926398	105.75884247	16.70583153
0.55929598	106.35700226	16.40064812
0.55932798	106.05792236	17.20633698
0.55935998	106.46076965	16.40064812
0.55939198	105.45365906	16.70583153
0.55942398	106.05792236	16.30298615
0.55945598	105.75884247	15.79638100
0.55948798	105.85649872	15.59495831
0.55951998	105.75884247	16.30298615
0.55955198	105.45365906	16.50440979
0.55958398	106.25934601	15.79638100
0.55961598	106.15558624	16.19922447
0.55964798	106.05792236	15.29587746
0.55967998	106.46076965	16.10156631
0.55971198	105.85649872	15.90014362
0.55974398	106.05792236	16.30298615
0.55977598	106.25934601	15.69872093
0.55980798	106.25934601	16.19922447
0.55983998	106.35700226	16.10156631
0.55987198	106.15558624	15.49729919
0.55990398	105.95415497	15.19211388
0.55993598	106.05792236	15.69872093
0.55996798	105.85649872	15.09445477
0.55999998	105.95415497	15.29587746
0.56003198	106.15558624	15.79638100
0.56006398	105.95415497	15.59495831
0.56009598	106.55842590	15.39353561
0.56012798	106.15558624	15.19211388
0.56015998	106.05792236	15.19211388
0.56019198	106.25934601	14.99069214
0.56022398	106.15558624	15.19211388
0.56025598	105.95415497	15.39353561
0.56028798	105.95415497	14.89303303
0.56031998	106.05792236	15.29587746
0.56035198	105.65507507	15.39353561
0.56038398	106.35700226	14.99069214
0.56041598	106.05792236	15.29587746
0.56044798	105.85649872	15.09445477
0.56047998	106.15558624	14.58784771
0.56051198	105.75884247	14.89303303
0.56054398	106.65608215	14.49018860
0.56057598	106.25934601	14.49018860
0.56060798	106.05792236	14.28876591
0.56063998	106.35700226	14.58784771
0.56067198	106.46076965	14.69161034
0.56070398	106.25934601	15.19211388
0.56073598	106.75984955	14.69161034
0.56076798	106.46076965	14.08734322
0.56079998	106.55842590	14.28876591
0.56083198	105.75884247	13.78826237
0.56086398	106.85750580	14.08734322
0.56089598	106.46076965	14.69161034
0.56092798	106.15558624	14.69161034
0.56095998	106.96127319	14.78926945
0.56099198	105.95415497	14.28876591
0.56102398	106.25934601	14.28876591
0.56105598	106.05792236	13.58683968
0.56108798	106.55842590	14.49018860
0.56111998	106.65608215	13.88592148
0.56115198	105.85649872	13.38541794
0.56118398	106.35700226	13.88592148
0.56121598	106.65608215	13.48307705
0.56124798	106.65608215	14.08734322
0.56127998	106.05792236	13.38541794
0.56131198	106.55842590	13.88592148
0.56134398	106.15558624	13.28165436
0.56137598	106.46076965	13.88592148
0.56140798	106.85750580	13.38541794
0.56143998	106.46076965	13.98968410
0.56147198	106.55842590	13.88592148
0.56150398	106.55842590	13.58683968
0.56153598	106.35700226	13.28165436
0.56156798	106.25934601	13.28165436
0.56159998	106.96127319	13.18399620
0.56163198	106.55842590	13.58683968
0.56166398	106.96127319	13.88592148
0.56169598	106.46076965	13.38541794
0.56172798	106.46076965	12.98257351
0.56175998	106.46076965	13.08023262
0.56179198	107.26035309	12.98257351
0.56182398	106.55842590	13.08023262
0.56185598	106.65608215	12.57972908
0.56188798	105.75884247	13.18399620
0.56191998	106.55842590	12.87881088
0.56195198	106.75984955	12.98257351
0.56198398	106.15558624	12.37830734
0.56201598	106.55842590	12.67738819
0.56204798	105.85649872	11.97546291
0.56207998	106.65608215	12.57972908
0.56211198	106.65608215	12.78115177
0.56214398	106.96127319	12.78115177
0.56217598	106.65608215	13.28165436
0.56220798	107.26035309	13.58683968
0.56223998	106.65608215	12.17688560
0.56227198	106.96127319	12.27454376
0.56230398	107.35800934	12.37830734
0.56233598	106.85750580	12.37830734
0.56236798	106.25934601	11.87170029
0.56239998	106.55842590	11.87170029
0.56243198	106.25934601	12.27454376
0.56246398	106.65608215	11.87170029
0.56249598	106.96127319	11.77404118
0.56252798	106.75984955	11.67027760
0.56255998	107.05892944	11.37119675
0.56259198	106.75984955	11.97546291
0.56262398	106.96127319	11.87170029
0.56265598	106.65608215	11.97546291
0.56268798	107.55943298	11.87170029
0.56271998	107.05892944	11.26743317
0.56275198	106.55842590	11.26743317
0.56278398	107.46177673	11.57261848
0.56281598	107.05892944	11.57261848
0.56284798	106.65608215	11.77404118
0.56287998	106.55842590	11.37119675
0.56291198	106.96127319	11.77404118
0.56294398	106.65608215	10.56550789
0.56297598	106.96127319	10.66316700
0.56300798	106.85750580	10.26032257
0.56303998	106.75984955	10.76693058
0.56307198	107.05892944	11.16977501
0.56310398	106.85750580	10.56550789
0.56313598	107.46177673	11.26743317
0.56316798	106.96127319	10.76693058
0.56319998	106.85750580	9.96124172
0.56323198	106.85750580	11.16977501
0.56326398	106.75984955	11.16977501
0.56329598	107.16268921	11.26743317
0.56332798	106.85750580	10.66316700
0.56335998	106.65608215	10.66316700
0.56339198	106.96127319	11.16977501
0.56342398	106.96127319	10.36408615
0.56345598	107.26035309	10.66316700
0.56348798	106.05792236	10.16266346
0.56351998	107.26035309	10.16266346
0.56355198	106.96127319	10.36408615
0.56358398	106.55842590	10.36408615
0.56361598	107.26035309	10.66316700
0.56364798	106.55842590	10.36408615
0.56367998	107.05892944	10.76693058
0.56371198	107.46177673	10.36408615
0.56374398	107.16268921	10.36408615
0.56377598	106.55842590	10.86458969
0.56380798	107.26035309	10.46174526
0.56383998	107.05892944	9.85747814
0.56387198	106.85750580	10.76693058
0.56390398	106.96127319	9.85747814
0.56393598	107.16268921	9.75981903
0.56396798	106.46076965	10.36408615
0.56399998	106.96127319	9.85747814
0.56403198	106.85750580	9.96124172
0.56406398	107.05892944	10.36408615
0.56409598	106.96127319	9.75981903
0.56412798	106.55842590	8.95413017
0.56415998	107.46177673	9.75981903
0.56419198	107.16268921	9.25931549
0.56422398	106.75984955	9.15555191
0.56425598	106.85750580	8.65504932
0.56428798	106.96127319	8.75270844
0.56431998	106.65608215	9.05789375
0.56435198	106.96127319	9.15555191
0.56438398	106.96127319	9.25931549
0.56441598	107.35800934	9.35697460
0.56444798	107.05892944	9.25931549
0.56447998	107.16268921	9.65605640
0.56451198	107.05892944	9.96124172
0.56454398	106.85750580	8.65504932
0.56457598	106.55842590	9.25931549
0.56460798	107.55943298	8.25220490
0.56463998	106.55842590	8.75270844
0.56467198	107.05892944	8.34986401
0.56470398	107.05892944	8.55128574
0.56473598	107.26035309	8.55128574
0.56476798	107.05892944	8.55128574
0.56479998	106.35700226	8.75270844
0.56483198	107.26035309	8.45362663
0.56486398	107.35800934	8.55128574
0.56489598	107.66319275	8.14844131
0.56492798	107.66319275	8.85647106
0.56495998	106.75984955	8.05078316
0.56499198	106.85750580	7.74559736
0.56502398	107.66319275	8.25220490
0.56505598	107.86461639	8.45362663
0.56508798	107.35800934	7.84936047
0.56511998	106.85750580	7.94701958
0.56515198	106.96127319	8.45362663
0.56518398	107.35800934	8.25220490
0.56521598	107.16268921	7.64793873
0.56524798	106.96127319	8.05078316
0.56527998	107.35800934	7.74559736
0.56531198	107.46177673	8.45362663
0.56534398	106.55842590	7.84936047
0.56537598	107.35800934	7.64793873
0.56540798	107.55943298	7.24509430
0.56543998	107.66319275	7.54417515
0.56547198	107.76085663	7.64793873
0.56550398	107.46177673	8.05078316
0.56553598	106.55842590	7.34275341
0.56556798	107.35800934	7.24509430
0.56559998	107.55943298	8.34986401
0.56563198	106.96127319	7.74559736
0.56566398	106.85750580	8.05078316
0.56569598	107.86461639	6.53706455
0.56572798	107.16268921	7.54417515
0.56575998	107.26035309	6.64082718
0.56579198	107.16268921	6.53706455
0.56582398	107.16268921	6.93990898
0.56585598	107.86461639	6.43940544
0.56588798	107.26035309	7.14133120
0.56591998	107.35800934	6.84224939
0.56595198	107.16268921	7.34275341
0.56598398	106.75984955	6.84224939
0.56601598	107.26035309	6.33564234
0.56604798	107.26035309	6.33564234
0.56607998	107.16268921	6.73848677
0.56611198	107.05892944	6.53706455
0.56614398	106.85750580	6.23798323
0.56617598	106.96127319	6.03656101
0.56620798	107.96227264	6.64082718
0.56623998	107.35800934	6.13422060
0.56627198	107.05892944	6.64082718
0.56630398	107.46177673	6.93990898
0.56633598	107.35800934	6.43940544
0.56636798	107.66319275	6.43940544
0.56639998	107.26035309	6.53706455
0.56643198	107.35800934	6.23798323
0.56646398	107.16268921	6.73848677
0.56649598	107.35800934	5.43229485
0.56652798	106.85750580	6.13422060
0.56655998	107.46177673	5.43229485
0.56659198	107.76085663	5.73137617
0.56662398	107.55943298	6.23798323
0.56665598	107.55943298	5.83513880
0.56668798	107.26035309	6.53706455
0.56671998	107.16268921	5.73137617
0.56675198	107.26035309	5.93279839
0.56678398	107.55943298	4.92568731
0.56681598	106.96127319	5.02945042
0.56684798	107.35800934	5.83513880
0.56687998	107.26035309	5.02945042
0.56691198	107.46177673	5.23087263
0.56694398	107.35800934	5.02945042
0.56697598	107.26035309	5.23087263
0.56700798	106.85750580	5.83513880
0.56703998	107.26035309	5.83513880
0.56707198	107.66319275	5.23087263
0.56710398	107.35800934	4.72426510
0.56713598	107.46177673	5.23087263
0.56716798	106.55842590	4.92568731
0.56719998	107.55943298	4.52894688
0.56723198	106.96127319	4.22376204
0.56726398	107.05892944	5.43229485
0.56729598	107.66319275	4.52894688
0.56732798	107.46177673	4.52894688
0.56735998	107.16268921	4.72426510
0.56739198	107.16268921	5.02945042
0.56742398	106.96127319	5.73137617
0.56745598	107.05892944	4.52894688
0.56748798	107.55943298	4.42518377
0.56751998	107.35800934	3.61949515
0.56755198	107.66319275	4.42518377
0.56758398	106.65608215	4.42518377
0.56761598	107.35800934	4.82802820
0.56764798	107.66319275	3.41807318
0.56767998	106.25934601	5.23087263
0.56771198	107.66319275	4.62660599
0.56774398	107.55943298	3.52183580
0.56777598	107.05892944	3.82091737
0.56780798	107.16268921	3.72325826
0.56783998	107.05892944	3.92468023
0.56787198	107.05892944	3.61949515
0.56790398	106.85750580	4.12610245
0.56793598	107.05892944	3.52183580
0.56796798	107.66319275	3.72325826
0.56799998	107.66319275	3.32041359
0.56803198	107.16268921	3.21665072
0.56806398	107.26035309	2.91756940
0.56809598	107.66319275	2.61238432
0.56812798	107.76085663	3.41807318
0.56815998	107.35800934	3.32041359
0.56819198	107.55943298	4.42518377
0.56822398	107.05892944	4.12610245
0.56825598	106.96127319	3.92468023
0.56828798	107.76085663	3.21665072
0.56831998	106.75984955	3.61949515
0.56835198	107.26035309	3.21665072
0.56838398	107.05892944	3.21665072
0.56841598	107.35800934	3.21665072
0.56844798	107.55943298	2.61238432
0.56847998	107.35800934	2.51472521
0.56851198	107.55943298	2.91756940
0.56854398	107.26035309	3.32041359
0.56857598	107.46177673	3.01522851
0.56860798	107.05892944	2.71614742
0.56863998	106.96127319	2.71614742
0.56867198	107.16268921	2.61238432
0.56870398	107.66319275	2.81380653
0.56873598	107.26035309	2.61238432
0.56876798	107.46177673	2.71614742
0.56879998	107.55943298	2.61238432
0.56883198	107.46177673	3.01522851
0.56886398	107.26035309	2.00811791
0.56889598	107.35800934	2.11188102
0.56892798	107.76085663	1.60527360
0.56895998	107.55943298	2.41096210
0.56899198	107.26035309	1.91045868
0.56902398	107.66319275	1.91045868
0.56905598	107.86461639	1.60527360
0.56908798	107.35800934	1.30619216
0.56911998	107.05892944	1.40385151
0.56915198	107.05892944	1.70903659
0.56918398	107.46177673	1.80669570
0.56921598	106.96127319	1.70903659
0.56924798	107.35800934	2.11188102
0.56927998	107.46177673	2.31330299
0.56931198	107.46177673	1.91045868
0.56934398	107.46177673	1.70903659
0.56937598	107.55943298	1.80669570
0.56940798	106.75984955	2.11188102
0.56943998	107.66319275	1.10477006
0.56947198	107.66319275	1.50761425
0.56950398	107.26035309	0.70192575
0.56953598	108.16370392	0.79958493
0.56956798	107.55943298	1.70903659
0.56959998	107.46177673	1.20242918
0.56963198	107.16268921	1.70903659
0.56966398	107.76085663	1.50761425
0.56969598	107.76085663	1.30619216
0.56972798	107.16268921	1.10477006
0.56975998	107.26035309	1.20242918
0.56979198	107.66319275	0.90334785
0.56982398	107.46177673	0.90334785
0.56985598	107.66319275	1.00100708
0.56988798	107.66319275	1.40385151
0.56991998	107.05892944	1.20242918
0.56995198	107.66319275	0.79958493
0.56998398	107.26035309	0.70192575
0.57001598	107.26035309	0.29908139
0.57004798	107.35800934	0.79958493
0.57007998	107.66319275	0.70192575
0.57011198	107.55943298	1.30619216
0.57014398	107.86461639	1.10477006
0.57017598	107.26035309	0.70192575
0.57020798	107.05892944	0.39674062
0.57023998	106.65608215	1.30619216
0.57027198	107.66319275	0.39674062
0.57030398	107.26035309	0.59816277
0.57033598	107.96227264	0.19531846
0.57036798	107.26035309	0.59816277
0.57039998	107.86461639	0.09765923
0.57043198	107.46177673	-0.10376292
0.57046398	107.96227264	0.29908139
0.57049598	107.76085663	0.39674062
0.57052798	107.96227264	-0.20142215
0.57055998	107.55943298	0.09765923
0.57059198	107.26035309	-0.20142215
0.57062398	106.96127319	-0.80568862
0.57065598	107.55943298	-0.60426652
0.57068798	107.66319275	-0.10376292
0.57071998	107.35800934	0.09765923
0.57075198	107.96227264	-0.40284431
0.57078398	107.86461639	-0.90945154
0.57081598	107.16268921	0.50050354
0.57084798	107.16268921	-0.10376292
0.57087998	107.66319275	-1.00711071
0.57091198	107.35800934	-0.90945154
0.57094398	107.66319275	-0.90945154
0.57097598	107.76085663	-0.90945154
0.57100798	107.46177673	-0.90945154
0.57103998	107.76085663	-1.31229591
0.57107198	107.66319275	-0.80568862
0.57110398	107.46177673	-1.31229591
0.57113598	107.86461639	-1.61137724
0.57116798	107.76085663	-1.31229591
0.57119998	108.36511993	-0.90945154
0.57123198	107.76085663	-1.11087370
0.57126398	107.46177673	-0.50660723
0.57129598	108.16370392	-0.60426652
0.57132798	107.86461639	-1.61137724
0.57135998	107.86461639	-1.31229591
0.57139198	107.76085663	-0.60426652
0.57142398	108.05993652	-1.71514022
0.57145598	107.55943298	-1.31229591
0.57148798	107.86461639	-0.70802939
0.57151998	107.76085663	-2.21564364
0.57155198	107.26035309	-1.51371813
0.57158398	107.35800934	-2.41706610
0.57161598	107.76085663	-1.31229591
0.57164798	107.86461639	-1.40995514
0.57167998	107.55943298	-1.61137724
0.57171198	107.16268921	-1.91656232
0.57174398	107.76085663	-2.01422143
0.57177598	107.66319275	-1.51371813
0.57180798	107.55943298	-1.40995514
0.57183998	107.55943298	-1.91656232
0.57187198	107.86461639	-2.11798453
0.57190398	107.55943298	-1.11087370
0.57193598	107.96227264	-1.51371813
0.57196798	107.55943298	-2.72225118
0.57199998	107.86461639	-1.81279933
0.57203198	107.76085663	-2.01422143
0.57206398	107.76085663	-2.11798453
0.57209598	107.66319275	-1.61137724
0.57212798	107.76085663	-2.21564364
0.57215998	107.76085663	-3.22275448
0.57219198	107.76085663	-2.61848807
0.57222398	107.66319275	-1.71514022
0.57225598	107.46177673	-2.01422143
0.57228798	108.16370392	-2.72225118
0.57231998	107.55943298	-2.52082872
0.57235198	107.96227264	-3.42417669
0.57238398	107.55943298	-3.32651758
0.57241598	107.35800934	-3.12509537
0.57244798	107.66319275	-3.22275448
0.57247998	108.05993652	-2.72225118
0.57251198	107.86461639	-2.52082872
0.57254398	107.76085663	-2.81991029
0.57257598	108.36511993	-2.31940651
0.57260798	107.96227264	-2.81991029
0.57263998	107.76085663	-3.62559867
0.57267198	107.35800934	-2.92367315
0.57270398	107.76085663	-3.22275448
0.57273598	107.96227264	-2.92367315
0.57276798	107.46177673	-2.92367315
0.57279998	107.76085663	-2.92367315
0.57283198	108.36511993	-3.12509537
0.57286398	107.76085663	-3.12509537
0.57289598	107.86461639	-3.42417669
0.57292798	107.35800934	-4.02844286
0.57295998	108.26135254	-3.22275448
0.57299198	108.36511993	-3.52793956
0.57302398	107.55943298	-3.82702088
0.57305598	107.96227264	-3.42417669
0.57308798	107.46177673	-3.72936177
0.57311998	107.86461639	-4.13220644
0.57315198	107.66319275	-3.82702088
0.57318398	108.16370392	-4.53505039
0.57321598	107.86461639	-3.42417669
0.57324798	107.96227264	-3.82702088
0.57327998	107.76085663	-4.13220644
0.57331198	107.76085663	-4.22986507
0.57334398	107.96227264	-3.93078399
0.57337598	107.26035309	-4.53505039
0.57340798	107.26035309	-3.93078399
0.57343998	107.66319275	-4.63270950
0.57347198	107.76085663	-4.22986507
0.57350398	107.35800934	-3.93078399
0.57353598	107.76085663	-3.82702088
0.57356798	107.86461639	-4.13220644
0.57359998	107.55943298	-4.13220644
0.57363198	108.16370392	-4.63270950
0.57366398	107.26035309	-4.13220644
0.57369598	107.55943298	-4.22986507
0.57372798	108.16370392	-4.02844286
0.57375998	108.05993652	-4.43128729
0.57379198	107.66319275	-4.93179083
0.57382398	107.86461639	-4.73036861
0.57385598	108.05993652	-4.02844286
0.57388798	107.55943298	-4.43128729
0.57391998	106.65608215	-4.73036861
0.57395198	107.86461639	-5.13321304
0.57398398	107.76085663	-4.63270950
0.57401598	107.86461639	-4.43128729
0.57404798	108.46278381	-4.53505039
0.57407998	107.86461639	-4.93179083
0.57411198	107.96227264	-5.23697615
0.57414398	107.86461639	-4.93179083
0.57417598	107.96227264	-5.13321304
0.57420798	107.46177673	-4.02844286
0.57423998	107.66319275	-4.83413219
0.57427198	108.16370392	-5.73747969
0.57430398	107.46177673	-5.23697615
0.57433598	107.96227264	-4.83413219
0.57436798	107.16268921	-5.43839836
0.57439998	107.46177673	-5.63982058
0.57443198	107.96227264	-5.43839836
0.57446398	108.36511993	-5.13321304
0.57449598	107.66319275	-5.93890190
0.57452798	107.46177673	-5.93890190
0.57455998	107.55943298	-5.43839836
0.57459198	107.26035309	-5.13321304
0.57462398	107.66319275	-5.43839836
0.57465598	107.66319275	-5.53605747
0.57468798	107.26035309	-5.73747969
0.57471998	107.46177673	-6.04266500
0.57475198	107.46177673	-6.14032412
0.57478398	107.35800934	-5.63982058
0.57481598	107.96227264	-5.43839836
0.57484798	107.55943298	-6.14032412
0.57487998	107.66319275	-6.04266500
0.57491198	107.86461639	-6.54316854
0.57494398	107.96227264	-5.73747969
0.57497598	107.76085663	-6.34174633
0.57500798	108.16370392	-6.34174633
0.57503998	107.86461639	-6.44550896
0.57507198	107.05892944	-6.14032412
0.57510398	107.55943298	-6.24408674
0.57513598	108.16370392	-6.34174633
0.57516798	107.96227264	-6.54316854
0.57519998	108.16370392	-6.04266500
0.57523198	107.96227264	-6.84835339
0.57526398	107.86461639	-6.54316854
0.57529598	107.55943298	-6.84835339
0.57532798	107.55943298	-6.64693117
0.57535998	107.46177673	-6.54316854
0.57539198	107.96227264	-7.14743471
0.57542398	108.05993652	-6.54316854
0.57545598	108.05993652	-7.14743471
0.57548798	107.76085663	-6.84835339
0.57551998	108.26135254	-6.94601250
0.57555198	107.86461639	-6.54316854
0.57558398	107.86461639	-7.34885693
0.57561598	107.86461639	-6.94601250
0.57564798	107.55943298	-7.14743471
0.57567998	107.86461639	-6.14032412
0.57571198	108.05993652	-8.45973015
0.57574398	107.76085663	-7.45261955
0.57577598	108.26135254	-7.25119734
0.57580798	107.76085663	-6.84835339
0.57583998	107.66319275	-7.45261955
0.57587198	107.86461639	-7.14743471
0.57590398	107.05892944	-6.74459076
0.57593598	107.46177673	-7.55027914
0.57596798	108.05993652	-8.66115284
0.57599998	108.16370392	-8.15454578
0.57603198	107.86461639	-7.95312357
0.57606398	107.55943298	-7.65404177
0.57609598	108.05993652	-7.85546446
0.57612798	107.66319275	-7.95312357
0.57615998	108.26135254	-8.05688572
0.57619198	107.96227264	-7.65404177
0.57622398	107.55943298	-7.85546446
0.57625598	107.76085663	-7.55027914
0.57628798	107.66319275	-8.45973015
0.57631998	107.76085663	-7.95312357
0.57635198	107.26035309	-8.15454578
0.57638398	107.86461639	-8.35596848
0.57641598	107.96227264	-7.85546446
0.57644798	107.35800934	-7.95312357
0.57647998	107.66319275	-8.45973015
0.57651198	107.86461639	-8.86257458
0.57654398	107.96227264	-8.35596848
0.57657598	107.96227264	-8.55739021
0.57660798	107.76085663	-8.96023464
0.57663998	107.76085663	-8.35596848
0.57667198	108.26135254	-9.46073723
0.57670398	107.76085663	-8.35596848
0.57673598	107.86461639	-8.75881195
0.57676798	108.05993652	-9.46073723
0.57679998	107.76085663	-8.75881195
0.57683198	107.66319275	-8.75881195
0.57686398	107.96227264	-9.36307907
0.57689598	107.46177673	-9.36307907
0.57692798	107.66319275	-9.06399632
0.57695998	107.76085663	-8.45973015
0.57699198	108.16370392	-9.26541901
0.57702398	107.55943298	-9.16165638
0.57705598	107.86461639	-9.06399632
0.57708798	107.55943298	-9.26541901
0.57711998	107.26035309	-9.56450081
0.57715198	107.86461639	-9.16165638
0.57718398	107.86461639	-8.96023464
0.57721598	107.76085663	-9.86358166
0.57724798	107.66319275	-9.26541901
0.57727998	107.96227264	-9.86358166
0.57731198	107.26035309	-9.86358166
0.57734398	108.26135254	-9.56450081
0.57737598	106.85750580	-10.06500435
0.57740798	107.55943298	-10.26642609
0.57743998	107.46177673	-9.76592255
0.57747198	108.05993652	-9.46073723
0.57750398	107.35800934	-9.86358166
0.57753598	107.96227264	-9.86358166
0.57756798	107.66319275	-10.26642609
0.57759998	107.16268921	-9.76592255
0.57763198	107.55943298	-10.06500435
0.57766398	107.96227264	-9.76592255
0.57769598	107.55943298	-10.57161140
0.57772798	107.86461639	-10.46784878
0.57775998	107.86461639	-10.77303410
0.57779198	107.76085663	-10.26642609
0.57782398	107.76085663	-10.37018967
0.57785598	107.35800934	-10.46784878
0.57788798	108.26135254	-10.57161140
0.57791998	107.16268921	-10.77303410
0.57795198	107.26035309	-11.07211494
0.57798398	107.66319275	-11.17587757
0.57801598	108.05993652	-10.26642609
0.57804798	107.86461639	-11.47495937
0.57807998	107.16268921	-10.87069225
0.57811198	107.26035309	-11.37730026
0.57814398	107.26035309	-11.17587757
0.57817598	107.96227264	-10.87069225
0.57820798	107.35800934	-10.87069225
0.57823998	107.66319275	-10.66927052
0.57827198	107.55943298	-10.87069225
0.57830398	107.66319275	-10.66927052
0.57833598	106.96127319	-11.37730026
0.57836798	107.26035309	-11.98156643
0.57839998	107.55943298	-11.47495937
0.57843198	107.66319275	-11.17587757
0.57846398	107.55943298	-10.97445583
0.57849598	107.96227264	-10.77303410
0.57852798	107.76085663	-11.07211494
0.57855998	107.66319275	-11.57872200
0.57859198	107.35800934	-11.37730026
0.57862398	107.46177673	-10.87069225
0.57865598	107.55943298	-11.87780380
0.57868798	107.55943298	-11.47495937
0.57871998	107.55943298	-11.57872200
0.57875198	107.55943298	-11.67638111
0.57878398	107.55943298	-11.07211494
0.57881598	107.05892944	-11.78014469
0.57884798	107.26035309	-12.07922649
0.57887998	107.86461639	-12.18298817
0.57891198	107.05892944	-12.38441086
0.57894398	107.76085663	-12.78725529
0.57897598	107.96227264	-12.07922649
0.57900798	107.35800934	-12.28064823
0.57903998	107.66319275	-11.67638111
0.57907198	107.76085663	-12.07922649
0.57910398	107.55943298	-11.98156643
0.57913598	107.35800934	-11.87780380
0.57916798	107.76085663	-11.98156643
0.57919998	107.76085663	-12.68349266
0.57923198	107.05892944	-12.68349266
0.57926398	107.35800934	-12.98867702
0.57929598	107.35800934	-13.19009876
0.57932798	107.86461639	-12.58583260
0.57935998	107.76085663	-12.48207092
0.57939198	107.86461639	-12.88491440
0.57942398	107.35800934	-12.98867702
0.57945598	107.35800934	-12.28064823
0.57948798	107.76085663	-13.59294319
0.57951998	107.26035309	-12.28064823
0.57955198	107.46177673	-13.08633709
0.57958398	107.05892944	-12.78725529
0.57961598	107.16268921	-12.48207092
0.57964798	107.26035309	-13.48918152
0.57967998	107.66319275	-12.98867702
0.57971198	107.66319275	-13.08633709
0.57974398	106.75984955	-13.48918152
0.57977598	107.16268921	-13.08633709
0.57980798	107.16268921	-12.48207092
0.57983998	107.66319275	-13.28775883
0.57987198	107.55943298	-13.28775883
0.57990398	107.26035309	-13.59294319
0.57993598	107.35800934	-13.89202499
0.57996798	107.26035309	-12.98867702
0.57999998	107.26035309	-13.48918152
0.58003198	107.05892944	-13.39152145
0.58006398	107.35800934	-14.29486942
0.58009598	107.05892944	-13.89202499
0.58012798	107.76085663	-14.19110680
0.58015998	107.55943298	-13.39152145
0.58019198	107.76085663	-13.08633709
0.58022398	106.85750580	-13.69060326
0.58025598	106.96127319	-13.89202499
0.58028798	106.96127319	-14.79537296
0.58031998	107.26035309	-14.09344769
0.58035198	107.55943298	-14.19110680
0.58038398	107.46177673	-13.69060326
0.58041598	107.66319275	-13.59294319
0.58044798	107.55943298	-14.09344769
0.58047998	107.26035309	-13.28775883
0.58051198	107.66319275	-14.09344769
0.58054398	107.05892944	-14.09344769
0.58057598	107.46177673	-15.19821739
0.58060798	106.55842590	-14.89913654
0.58063998	106.65608215	-14.89913654
0.58067198	106.96127319	-14.39252853
0.58070398	107.16268921	-14.79537296
0.58073598	107.16268921	-14.59395123
0.58076798	107.96227264	-14.39252853
