Time,Channel A
(ms),(V)

-0.00020800,-3.00988793
-0.00010400,-2.90139461
0.00000000,-3.00180054
0.00010400,-2.88201547
0.00020800,-3.04940939
0.00031200,-3.03811765
0.00041600,-3.01171899
0.00052000,-2.95342875
0.00062400,-3.09762859
0.00072800,-3.09518719
0.00083200,-2.90963459
0.00093600,-2.88888216
0.00104000,-3.07199311
0.00114400,-3.06573677
0.00124800,-3.07565546
0.00135200,-2.87453842
0.00145600,-3.13150430
0.00156000,-3.01431322
0.00166400,-3.05185103
0.00176800,-3.10953093
0.00187200,-2.96594143
0.00197600,-2.99737549
0.00208000,-3.11777091
0.00218400,-3.03872800
0.00228800,-2.95968509
0.00239200,-3.05383468
0.00249600,-3.02621531
0.00260000,-3.08511615
0.00270400,-3.04940939
0.00280800,-3.05566573
0.00291200,-2.93710136
0.00301600,-3.09518719
0.00312000,-3.09076214
0.00322400,-3.15652943
0.00332800,-3.01614428
0.00343200,-2.98974586
0.00353600,-3.15713978
0.00364000,-3.06634712
0.00374400,-3.13715029
0.00384800,-2.89132357
0.00395200,-3.08191156
0.00405600,-3.02560496
0.00416000,-2.99615455
0.00426400,-3.15973377
0.00436800,-3.07443476
0.00447200,-3.15652943
0.00457600,-3.08511615
0.00468000,-3.02743626
0.00478400,-3.27631450
0.00488800,-3.09945989
0.00499200,-3.05307174
0.00509600,-3.11838126
0.00520000,-3.00805688
0.00530400,-3.15149379
0.00540800,-3.09884953
0.00551200,-3.03750730
0.00561600,-3.07885981
0.00572000,-3.10388494
0.00582400,-3.14279604
0.00592800,-3.06436348
0.00603200,-3.03247166
0.00613600,-3.07000947
0.00624000,-3.08008051
0.00634400,-3.00302124
0.00644800,-3.10586882
0.00655200,-3.19162583
0.00665600,-3.04818869
0.00676000,-3.06497383
0.00686400,-3.16721082
0.00696800,-3.08633685
0.00707200,-3.08191156
0.00717600,-3.06573677
0.00728000,-3.13837099
0.00738400,-3.06756806
0.00748800,-3.13592935
0.00759200,-3.05185103
0.00769600,-3.22046566
0.00780000,-3.00103760
0.00790400,-3.09076214
0.00800800,-3.05871773
0.00811200,-3.14584804
0.00821600,-2.96533108
0.00832000,-3.11899161
0.00842400,-3.16660047
0.00852800,-3.15530872
0.00863200,-3.21481967
0.00873600,-3.07000947
0.00884000,-2.95602274
0.00894400,-3.10586882
0.00904800,-3.16415906
0.00915200,-3.16095471
0.00925600,-3.11899161
0.00936000,-3.07702875
0.00946400,-3.08389544
0.00956800,-3.08893085
0.00967200,-3.18979454
0.00977600,-3.06695771
0.00988000,-3.21420932
0.00998400,-3.14584804
0.01008800,-3.02301097
0.01019200,-3.00988793
0.01029600,-3.01736498
0.01040000,-3.07199311
0.01050400,-2.86568809
0.01060800,-3.06009102
0.01071200,-3.12707901
0.01081600,-3.01995921
0.01092000,-3.16339612
0.01102400,-3.05383468
0.01112800,-3.13776064
0.01123200,-2.98730421
0.01133600,-3.06192207
0.01144000,-3.00927758
0.01154400,-3.00607324
0.01164800,-2.96533108
0.01175200,-3.00866723
0.01185600,-3.05001974
0.01196000,-2.97784352
