Time,Channel A
(ms),(V)

-0.00020800,-2.05069113
-0.00010400,-1.90588093
0.00000000,-1.96172976
0.00010400,-2.02368236
0.00020800,-2.04199338
0.00031200,-1.82882166
0.00041600,-1.99743640
0.00052000,-1.95547354
0.00062400,-2.02688670
0.00072800,-1.89397871
0.00083200,-2.12149429
0.00093600,-1.86758018
0.00104000,-2.04382467
0.00114400,-1.99682605
0.00124800,-1.94158757
0.00135200,-1.95547354
0.00145600,-1.72841573
0.00156000,-2.03695798
0.00166400,-2.04123044
0.00176800,-1.99560535
0.00187200,-1.70522177
0.00197600,-1.96798611
0.00208000,-1.97164834
0.00218400,-2.00247192
0.00228800,-1.86071348
0.00239200,-1.96981716
0.00249600,-1.81188393
0.00260000,-1.93350017
0.00270400,-1.77236247
0.00280800,-1.62816250
0.00291200,-1.77297282
0.00301600,-1.86269724
0.00312000,-1.95547354
0.00322400,-1.93594170
0.00332800,-1.94921720
0.00343200,-1.74413276
0.00353600,-1.94845426
0.00364000,-1.86452830
0.00374400,-1.89275801
0.00384800,-1.84194469
0.00395200,-1.99484241
0.00405600,-1.88146615
0.00416000,-2.04824972
0.00426400,-1.89840388
0.00436800,-2.03634763
0.00447200,-1.88772237
0.00457600,-1.89077425
0.00468000,-1.78609574
0.00478400,-1.95165873
0.00488800,-1.68401134
0.00499200,-1.81814015
0.00509600,-1.95287943
0.00520000,-1.91778314
0.00530400,-1.92220831
0.00540800,-1.88833272
0.00551200,-1.73604536
0.00561600,-1.79311502
0.00572000,-1.81249428
0.00582400,-1.94097722
0.00592800,-1.78807950
0.00603200,-1.96859646
0.00613600,-1.73543501
0.00624000,-1.89275801
0.00634400,-1.82378614
0.00644800,-1.78304386
0.00655200,-1.78044987
0.00665600,-1.87078464
0.00676000,-1.91473126
0.00686400,-1.79494607
0.00696800,-1.67577136
0.00707200,-1.83690906
0.00717600,-1.93975651
0.00728000,-1.89153719
0.00738400,-1.84133422
0.00748800,-1.98614454
0.00759200,-2.00491357
0.00769600,-2.03756833
0.00780000,-2.10837126
0.00790400,-1.94280827
0.00800800,-1.85506761
0.00811200,-1.86071348
0.00821600,-1.82744837
0.00832000,-1.81875062
0.00842400,-2.05389571
0.00852800,-1.86452830
0.00863200,-1.85201573
0.00873600,-1.98797572
0.00884000,-1.80867946
0.00894400,-1.99423206
0.00904800,-1.77541423
0.00915200,-1.76854765
0.00925600,-1.95852530
0.00936000,-1.76046026
0.00946400,-1.82378614
0.00956800,-2.01879930
0.00967200,-1.83248389
0.00977600,-1.96172976
0.00988000,-1.82378614
0.00998400,-2.02444530
0.01008800,-1.92037725
0.01019200,-1.77800834
0.01029600,-2.03314304
0.01040000,-1.97302163
0.01050400,-1.75923944
0.01060800,-2.01620531
0.01071200,-1.72841573
0.01081600,-1.94357133
0.01092000,-1.93151641
0.01102400,-1.98614454
0.01112800,-1.91213715
0.01123200,-2.02368236
0.01133600,-1.96539199
0.01144000,-1.92281866
0.01154400,-1.84438610
0.01164800,-2.05252242
0.01175200,-1.85262609
0.01185600,-2.04260373
0.01196000,-2.08334613
