Time,Channel A
(ms),(V)

-0.00020800,-2.12851334
-0.00010400,-2.31208229
0.00000000,-2.13965273
0.00010400,-2.03497410
0.00020800,-2.38929415
0.00031200,-2.12469864
0.00041600,-2.15979481
0.00052000,-2.19733262
0.00062400,-2.28522587
0.00072800,-2.24372077
0.00083200,-2.37861252
0.00093600,-2.33726001
0.00104000,-2.16986609
0.00114400,-2.33848071
0.00124800,-2.22434163
0.00135200,-2.30338454
0.00145600,-2.19367051
0.00156000,-2.12912393
0.00166400,-1.94357133
0.00176800,-1.86834311
0.00187200,-2.10089421
0.00197600,-1.93655205
0.00208000,-2.23181868
0.00218400,-2.07388520
0.00228800,-2.15918446
0.00239200,-2.13599038
0.00249600,-2.12210464
0.00260000,-2.20679331
0.00270400,-2.14789271
0.00280800,-2.25135040
0.00291200,-2.26630449
0.00301600,-2.22693563
0.00312000,-2.15796375
0.00322400,-2.28080082
0.00332800,-2.27332377
0.00343200,-2.20374155
0.00353600,-2.32093263
0.00364000,-2.20999789
0.00374400,-2.12652969
0.00384800,-2.14789271
0.00395200,-2.18176818
0.00405600,-2.27576518
0.00416000,-2.36106443
0.00426400,-2.32840967
0.00436800,-2.44438004
0.00447200,-2.20297861
0.00457600,-2.18176818
0.00468000,-2.26508379
0.00478400,-2.19428086
0.00488800,-2.23502302
0.00499200,-2.15857410
0.00509600,-2.11966300
0.00520000,-2.12530899
0.00530400,-2.30017996
0.00540800,-2.02124095
0.00551200,-2.22251034
0.00561600,-2.19672227
0.00572000,-2.08838153
0.00582400,-2.15231776
0.00592800,-2.15033412
0.00603200,-2.27454448
0.00613600,-2.30964088
0.00624000,-2.12347794
0.00634400,-2.22189999
0.00644800,-2.00811791
0.00655200,-2.25074005
0.00665600,-2.20114756
0.00676000,-2.01376390
0.00686400,-2.34153271
0.00696800,-2.21243930
0.00707200,-2.10898161
0.00717600,-2.15170741
0.00728000,-2.15292835
0.00738400,-2.28827786
0.00748800,-2.10455632
0.00759200,-2.12088370
0.00769600,-2.19611192
0.00780000,-2.13599038
0.00790400,-2.30277419
0.00800800,-2.25699639
0.00811200,-2.19244981
0.00821600,-2.27011943
0.00832000,-2.15536976
0.00842400,-2.19550157
0.00852800,-2.09265423
0.00863200,-2.03756833
0.00873600,-2.26386309
0.00884000,-2.04763937
0.00894400,-1.95730460
0.00904800,-2.16162610
0.00915200,-2.22189999
0.00925600,-2.01879930
0.00936000,-2.21366000
0.00946400,-2.04626608
0.00956800,-2.17673278
0.00967200,-2.23181868
0.00977600,-2.19244981
0.00988000,-2.18741417
0.00998400,-2.16284680
0.01008800,-2.20999789
0.01019200,-2.05389571
0.01029600,-1.98858607
0.01040000,-2.31833863
0.01050400,-2.19244981
0.01060800,-2.21808529
0.01071200,-2.27820683
0.01081600,-2.26325274
0.01092000,-2.10776091
0.01102400,-2.05816817
0.01112800,-2.25012970
0.01123200,-2.05069113
0.01133600,-2.12652969
0.01144000,-2.12469864
0.01154400,-2.20862460
0.01164800,-2.08197260
0.01175200,-2.21121860
0.01185600,-2.11157560
0.01196000,-2.25440240
