7.576000000000000000e+09	1.617190500000000074e-03	-4.240876900000000067e-03
7.576001250000000000e+09	3.417282900000000092e-03	-4.040174799999999948e-03
7.576002500000000000e+09	1.788449500000000069e-03	-5.543669999999999674e-03
7.576003750000000000e+09	2.235865999999999982e-03	-5.869782500000000208e-03
7.576005000000000000e+09	3.292687900000000178e-03	-6.065042399999999792e-03
7.576006250000000000e+09	1.964204900000000083e-03	-5.221312999999999996e-03
7.576007500000000000e+09	2.030599200000000187e-03	-5.219877999999999844e-03
7.576008750000000000e+09	2.044887899999999880e-03	-4.545844200000000342e-03
7.576010000000000000e+09	1.185409099999999933e-03	-5.349710599999999913e-03
7.576011250000000000e+09	4.640669800000000317e-03	-5.564133700000000425e-03
7.576012500000000000e+09	1.992857399999999925e-03	-4.769805999999999699e-03
7.576013750000000000e+09	2.630015500000000041e-03	-3.908876500000000101e-03
7.576015000000000000e+09	2.833134399999999876e-03	-5.527416599999999611e-03
7.576016250000000000e+09	2.743493300000000162e-03	-6.458495600000000066e-03
7.576017500000000000e+09	2.359772500000000169e-03	-5.345862899999999709e-03
7.576018750000000000e+09	1.803716000000000130e-04	-5.255724300000000349e-03
7.576020000000000000e+09	3.350923300000000112e-03	-4.705318600000000205e-03
7.576021250000000000e+09	2.220917599999999974e-03	-3.989500899999999864e-03
7.576022500000000000e+09	1.757107599999999928e-03	-5.026307199999999892e-03
7.576023750000000000e+09	3.904788499999999919e-03	-4.400180800000000336e-03
7.576025000000000000e+09	2.626434999999999881e-03	-3.807780800000000031e-03
7.576026250000000000e+09	2.443766600000000198e-03	-5.707915499999999774e-03
7.576027500000000000e+09	1.406672400000000007e-03	-4.678315899999999604e-03
7.576028750000000000e+09	2.840958599999999969e-03	-4.082159299999999803e-03
7.576030000000000000e+09	2.839753600000000187e-03	-3.458936299999999797e-03
7.576031250000000000e+09	1.080804299999999982e-03	-6.370428099999999628e-03
7.576032500000000000e+09	3.239338200000000095e-03	-4.987543199999999732e-03
7.576033750000000000e+09	3.246088399999999975e-03	-4.176486299999999756e-03
7.576035000000000000e+09	1.592804099999999999e-03	-5.586070000000000271e-03
7.576036250000000000e+09	1.911370300000000012e-03	-6.619513599999999817e-03
7.576037500000000000e+09	2.549759500000000137e-03	-5.304526500000000117e-03
7.576038750000000000e+09	2.840236800000000162e-03	-3.822990100000000103e-03
7.576040000000000000e+09	1.039891499999999989e-03	-5.306489699999999976e-03
7.576041250000000000e+09	1.914901899999999976e-03	-4.340728700000000100e-03
7.576042500000000000e+09	3.258299300000000193e-03	-4.471676200000000018e-03
7.576043750000000000e+09	2.540121700000000024e-03	-3.260593699999999803e-03
7.576045000000000000e+09	1.089410999999999982e-03	-4.775592399999999647e-03
7.576046250000000000e+09	1.691462699999999935e-03	-2.609277699999999929e-03
