C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=10.0
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
7.21222,-0.23592
7.214,-0.236296
7.21563,-0.236651
7.216,-0.236733
7.218,-0.237188
7.21896,-0.237413
7.22,-0.23766
7.222,-0.238151
7.22222,-0.238206
7.224,-0.238661
7.2254,-0.239031
7.226,-0.239193
7.228,-0.239746
7.22851,-0.239891
7.23,-0.240322
7.23155,-0.240784
7.232,-0.240923
7.234,-0.241549
7.23451,-0.241714
7.236,-0.242202
7.23741,-0.242681
7.238,-0.242884
7.24,-0.243597
7.24025,-0.243687
7.242,-0.244341
7.24302,-0.244732
7.244,-0.24512
7.24572,-0.245819
7.246,-0.245935
7.248,-0.246788
7.24836,-0.246948
7.25,-0.247683
7.25095,-0.248121
7.252,-0.248621
7.25347,-0.24934
7.254,-0.249606
7.25593,-0.250606
7.256,-0.250641
7.258,-0.251729
7.25834,-0.251921
7.26,-0.252874
7.2607,-0.253287
7.262,-0.25408
7.263,-0.254705
7.264,-0.255351
7.26524,-0.256177
7.266,-0.256693
7.26744,-0.257705
7.268,-0.258111
7.26958,-0.259292
7.27,-0.259611
7.27168,-0.260938
7.272,-0.261198
7.27373,-0.262647
7.274,-0.262882
7.27573,-0.26442
7.276,-0.264668
7.27768,-0.26626
7.278,-0.266567
7.2796,-0.268169
7.28,-0.268588
7.28146,-0.270148
7.282,-0.270742
7.28329,-0.272202
7.284,-0.27304
7.28507,-0.274332
7.286,-0.275498
7.28681,-0.27654
7.288,-0.278129
7.28851,-0.27883
7.29,-0.280951
7.29017,-0.281204
7.2918,-0.283665
7.292,-0.283983
7.29338,-0.286216
7.294,-0.287247
7.29494,-0.288859
7.296,-0.290768
7.29645,-0.291599
7.29793,-0.294436
7.298,-0.294573
7.29938,-0.297376
7.3,-0.298696
7.30079,-0.300421
7.302,-0.303172
7.30217,-0.303574
7.30352,-0.306838
7.304,-0.308043
7.30484,-0.310217
7.306,-0.313359
7.30613,-0.313715
7.30739,-0.317334
7.308,-0.319175
7.30862,-0.321078
7.30982,-0.32495
7.31,-0.325556
7.31099,-0.328955
7.312,-0.332579
7.31214,-0.333094
7.31326,-0.337373
7.314,-0.340331
7.31436,-0.341794
7.31543,-0.346361
7.316,-0.348918
7.31647,-0.351076
7.31749,-0.355944
7.318,-0.35846
7.31849,-0.360968
7.31947,-0.366151
7.32,-0.369105
7.32042,-0.371496
7.32135,-0.377005
7.322,-0.381022
7.32226,-0.382683
7.32315,-0.388531
7.324,-0.394418
7.32402,-0.394552
7.32487,-0.400748
7.3257,-0.407122
7.326,-0.409534
7.32651,-0.413675
7.3273,-0.42041
7.328,-0.426663
7.32807,-0.427327
7.32883,-0.434427
7.32957,-0.441712
7.33,-0.44615
7.33029,-0.449181
7.33099,-0.456835
7.33168,-0.464674
7.332,-0.468409
7.33236,-0.472696
7.33301,-0.480901
7.33366,-0.489286
7.334,-0.493927
7.33428,-0.49785
7.3349,-0.50659
7.3355,-0.515503
7.336,-0.523274
7.33608,-0.524585
7.33666,-0.533831
7.33721,-0.543239
7.33776,-0.552801
7.338,-0.557103
7.33829,-0.562512
7.33882,-0.572366
7.33933,-0.582356
7.33982,-0.592475
7.34,-0.596133
7.34031,-0.602713
7.34079,-0.613064
7.34125,-0.623517
7.3417,-0.634063
7.342,-0.641104
7.34215,-0.644693
7.34258,-0.655396
7.34301,-0.666161
7.34342,-0.676978
7.34382,-0.687834
7.344,-0.692677
7.34422,-0.698718
7.3446,-0.709619
7.34498,-0.720524
7.34535,-0.731421
7.34571,-0.742298
7.346,-0.75124
7.34606,-0.753142
7.3464,-0.763943
7.34674,-0.774687
7.34707,-0.785362
7.34739,-0.795958
7.3477,-0.806462
7.348,-0.816564
7.34801,-0.816864
7.34831,-0.827152
7.3486,-0.837317
7.34889,-0.847348
7.34916,-0.857235
7.34944,-0.866971
7.3497,-0.876546
7.34996,-0.885953
7.35,-0.887268
7.35022,-0.895184
7.35047,-0.904233
7.35071,-0.913093
7.35095,-0.92176
7.35118,-0.930227
7.3514,-0.938492
7.35163,-0.94655
7.35184,-0.954399
7.352,-0.960114
7.35205,-0.962036
7.35226,-0.969459
7.35246,-0.976667
7.35266,-0.983659
7.35285,-0.990436
7.35304,-0.996997
7.35322,-1.00334
7.3534,-1.00948
7.35358,-1.0154
7.35375,-1.02111
7.35392,-1.02661
7.354,-1.02931
7.35408,-1.03191
7.35424,-1.03701
7.3544,-1.04191
7.35455,-1.04662
7.3547,-1.05113
7.35484,-1.05546
7.35499,-1.05961
7.35513,-1.06357
7.35526,-1.06737
7.35539,-1.07099
7.35552,-1.07445
7.35565,-1.07776
7.35578,-1.0809
7.3559,-1.0839
7.356,-1.08639
7.35601,-1.08675
7.35613,-1.08946
7.35624,-1.09203
7.35635,-1.09448
7.35646,-1.09679
7.35657,-1.09899
7.35667,-1.10106
7.35677,-1.10303
7.35687,-1.10488
7.35697,-1.10663
7.35706,-1.10829
7.35715,-1.10984
7.35724,-1.1113
7.35733,-1.11268
7.35741,-1.11397
7.3575,-1.11518
7.35758,-1.11632
7.35766,-1.11738
7.35774,-1.11837
7.35781,-1.11929
7.35789,-1.12015
7.35796,-1.12095
7.358,-1.12137
7.35803,-1.12169
7.3581,-1.12237
7.35817,-1.12301
7.35823,-1.12359
7.3583,-1.12413
7.35836,-1.12462
7.35842,-1.12507
7.35848,-1.12548
7.35854,-1.12585
7.3586,-1.12618
7.35866,-1.12648
7.35871,-1.12675
7.35877,-1.12699
7.35882,-1.1272
7.35887,-1.12738
7.35892,-1.12754
7.35897,-1.12767
7.35902,-1.12778
7.35906,-1.12787
7.35911,-1.12794
7.35915,-1.12799
7.3592,-1.12802
7.35924,-1.12804
7.35928,-1.12804
7.35932,-1.12803
7.35936,-1.128
7.3594,-1.12796
7.35944,-1.12791
7.35948,-1.12785
7.35951,-1.12778
7.35955,-1.12769
7.35958,-1.1276
7.35962,-1.12751
7.35965,-1.1274
7.35968,-1.12729
7.35971,-1.12717
7.35975,-1.12705
7.35978,-1.12692
7.3598,-1.12679
7.35983,-1.12665
7.35986,-1.12651
7.35989,-1.12636
7.35992,-1.12621
7.35994,-1.12606
7.35997,-1.12591
7.35999,-1.12576
7.36,-1.12571
7.36002,-1.1256
7.36004,-1.12544
7.36006,-1.12528
7.36009,-1.12512
7.36011,-1.12496
7.36013,-1.1248
7.36015,-1.12464
7.36017,-1.12448
7.36019,-1.12432
7.36021,-1.12415
7.36023,-1.12399
7.36025,-1.12383
7.36027,-1.12367
7.36029,-1.12352
7.36031,-1.12336
7.36032,-1.1232
7.36034,-1.12304
7.36036,-1.12289
7.36037,-1.12274
7.36039,-1.12258
7.3604,-1.12243
7.36042,-1.12228
7.36043,-1.12214
7.36045,-1.12199
7.36046,-1.12185
7.36048,-1.1217
7.36049,-1.12156
7.3605,-1.12142
7.36052,-1.12129
7.36053,-1.12115
7.36054,-1.12102
7.36055,-1.12088
7.36056,-1.12075
7.36058,-1.12063
7.36059,-1.1205
7.3606,-1.12038
7.36061,-1.12025
7.36062,-1.12013
7.36063,-1.12001
7.36064,-1.1199
7.36065,-1.11978
7.36066,-1.11967
7.36067,-1.11956
7.36068,-1.11945
7.36068,-1.11934
7.36069,-1.11923
7.3607,-1.11913
7.36071,-1.11903
7.36072,-1.11892
7.36073,-1.11883
7.36073,-1.11873
7.36074,-1.11863
7.36075,-1.11854
7.36076,-1.11845
7.36076,-1.11836
7.36077,-1.11827
7.36078,-1.11818
7.36078,-1.1181
7.36079,-1.11801
7.36079,-1.11793
7.3608,-1.11785
7.36081,-1.11777
7.36081,-1.11769
7.36082,-1.11762
7.36082,-1.11754
7.36083,-1.11747
7.36083,-1.1174
7.36084,-1.11733
7.36084,-1.11726
7.36085,-1.11719
7.36085,-1.11713
7.36086,-1.11706
7.36086,-1.117
7.36087,-1.11694
7.36087,-1.11687
7.36088,-1.11681
7.36088,-1.11676
7.36089,-1.1167
7.36089,-1.11664
7.36089,-1.11659
7.3609,-1.11653
7.3609,-1.11647
7.36091,-1.11641
7.36091,-1.11635
7.36092,-1.11628
7.36092,-1.11622
7.36092,-1.11615
7.36093,-1.11608
7.36093,-1.11601
7.36094,-1.11594
7.36094,-1.11586
7.36095,-1.11578
7.36096,-1.1157
7.36096,-1.11562
7.36097,-1.11554
7.36097,-1.11546
7.36098,-1.11537
7.36098,-1.11528
7.36099,-1.11518
7.361,-1.11509
7.361,-1.11499
7.36101,-1.11489
7.36102,-1.11479
7.36102,-1.11468
7.36103,-1.11457
7.36104,-1.11446
7.36105,-1.11435
7.36105,-1.11423
7.36106,-1.11411
7.36107,-1.11398
7.36108,-1.11385
7.36109,-1.11372
7.36109,-1.11359
7.3611,-1.11345
7.36111,-1.1133
7.36112,-1.11316
7.36113,-1.11301
7.36114,-1.11285
7.36115,-1.11269
7.36116,-1.11252
7.36117,-1.11235
7.36118,-1.11218
7.36119,-1.112
7.3612,-1.11182
7.36122,-1.11162
7.36123,-1.11143
7.36124,-1.11123
7.36125,-1.11102
7.36126,-1.11081
7.36128,-1.11059
7.36129,-1.11036
7.3613,-1.11013
7.36132,-1.10988
7.36133,-1.10964
7.36135,-1.10938
7.36136,-1.10912
7.36138,-1.10885
7.36139,-1.10857
7.36141,-1.10828
7.36142,-1.10798
7.36144,-1.10768
7.36146,-1.10736
7.36147,-1.10704
7.36149,-1.1067
7.36151,-1.10636
7.36153,-1.106
7.36155,-1.10563
7.36157,-1.10525
7.36159,-1.10486
7.36161,-1.10446
7.36163,-1.10404
7.36165,-1.10361
7.36167,-1.10316
7.36169,-1.1027
7.36172,-1.10223
7.36174,-1.10174
7.36176,-1.10124
7.36179,-1.10072
7.36181,-1.10018
7.36184,-1.09962
7.36186,-1.09905
7.36189,-1.09845
7.36192,-1.09784
7.36195,-1.0972
7.36198,-1.09655
7.362,-1.09599
7.36201,-1.09587
7.36204,-1.09517
7.36207,-1.09445
7.3621,-1.0937
7.36213,-1.09292
7.36216,-1.09212
7.3622,-1.0913
7.36223,-1.09044
7.36227,-1.08955
7.3623,-1.08864
7.36234,-1.08769
7.36238,-1.08671
7.36242,-1.0857
7.36246,-1.08465
7.3625,-1.08356
7.36254,-1.08244
7.36258,-1.08127
7.36263,-1.08007
7.36267,-1.07882
7.36272,-1.07753
7.36276,-1.0762
7.36281,-1.07482
7.36286,-1.07338
7.36291,-1.0719
7.36296,-1.07037
7.36302,-1.06878
7.36307,-1.06714
7.36312,-1.06543
7.36318,-1.06367
7.36324,-1.06184
7.3633,-1.05995
7.36336,-1.058
7.36342,-1.05597
7.36348,-1.05387
7.36355,-1.0517
7.36361,-1.04945
7.36368,-1.04713
7.36375,-1.04472
7.36382,-1.04222
7.3639,-1.03964
7.36397,-1.03697
7.364,-1.03591
7.36405,-1.0342
7.36412,-1.03134
7.3642,-1.02838
7.36429,-1.02532
7.36437,-1.02215
7.36446,-1.01887
7.36454,-1.01548
7.36463,-1.01198
7.36473,-1.00835
7.36482,-1.00461
7.36492,-1.00074
7.36501,-0.996743
7.36511,-0.992614
7.36522,-0.988349
7.36532,-0.983946
7.36543,-0.979402
7.36554,-0.974712
7.36565,-0.969874
7.36577,-0.964886
7.36589,-0.959742
7.366,-0.954884
7.36601,-0.954442
7.36613,-0.948982
7.36626,-0.943358
7.36639,-0.93757
7.36652,-0.931614
7.36666,-0.925488
7.3668,-0.919189
7.36694,-0.912718
7.36709,-0.906071
7.36724,-0.899247
7.36739,-0.892246
7.36755,-0.885067
7.36771,-0.877709
7.36787,-0.870173
7.368,-0.864244
7.36804,-0.862459
7.36821,-0.854567
7.36839,-0.8465
7.36857,-0.838257
7.36875,-0.829843
7.36894,-0.821258
7.36913,-0.812507
7.36933,-0.803592
7.36953,-0.794518
7.36974,-0.785289
7.36995,-0.77591
7.37,-0.773639
7.37017,-0.766386
7.37039,-0.756725
7.37061,-0.746932
7.37085,-0.737015
7.37108,-0.72698
7.37133,-0.716837
7.37157,-0.706593
7.37183,-0.696257
7.372,-0.689411
7.37209,-0.68584
7.37236,-0.675351
7.37263,-0.664799
7.37291,-0.654195
7.37319,-0.643551
7.37349,-0.632876
7.37379,-0.622183
7.374,-0.614707
7.37409,-0.611482
7.37441,-0.600785
7.37473,-0.590104
7.37506,-0.579449
7.37539,-0.568833
7.37574,-0.558267
7.376,-0.550383
7.37609,-0.547762
7.37645,-0.537329
7.37682,-0.526978
7.3772,-0.516722
7.37758,-0.506569
7.37798,-0.49653
7.378,-0.495973
7.37838,-0.486614
7.3788,-0.47683
7.37922,-0.467187
7.37965,-0.457693
7.38,-0.450396
7.3801,-0.448355
7.38055,-0.439181
7.38102,-0.430177
7.38149,-0.42135
7.38198,-0.412703
7.382,-0.412383
7.38248,-0.404244
7.38299,-0.395974
7.38351,-0.387899
7.384,-0.380705
7.38405,-0.380022
7.38459,-0.372344
7.38515,-0.364868
7.38573,-0.357596
7.386,-0.354265
7.38631,-0.350528
7.38691,-0.343665
7.38753,-0.337006
7.388,-0.332133
7.38816,-0.330552
7.3888,-0.324302
7.38946,-0.318254
7.39,-0.313536
7.39013,-0.312406
7.39082,-0.306757
7.39153,-0.301304
7.392,-0.29784
7.39225,-0.296044
7.39299,-0.290975
7.39375,-0.286093
7.394,-0.284533
7.39452,-0.281396
7.39532,-0.276879
7.396,-0.273198
7.39613,-0.272538
7.39696,-0.268371
7.39781,-0.264372
7.398,-0.263498
7.39868,-0.260537
7.39957,-0.256863
7.4,-0.25516
7.40048,-0.253344
7.40141,-0.249977
7.402,-0.247962
7.40236,-0.246758
7.40334,-0.243681
7.404,-0.241721
7.40434,-0.240742
7.40536,-0.237937
7.406,-0.236288
7.40641,-0.235261
7.40748,-0.23271
7.408,-0.231541
7.40858,-0.23028
7.4097,-0.227967
7.41,-0.227379
7.41085,-0.225765
7.412,-0.223716
7.41203,-0.223672
7.41323,-0.221682
7.414,-0.220483
7.41446,-0.219793
7.41572,-0.217999
7.416,-0.217619
7.41701,-0.216297
7.418,-0.215076
7.41833,-0.214684
7.41968,-0.213155
7.42,-0.212812
7.42106,-0.211708
7.422,-0.21079
7.42248,-0.210338
7.42393,-0.209042
7.424,-0.20898
7.42541,-0.207817
7.426,-0.207356
7.42693,-0.20666
7.428,-0.205896
7.42848,-0.205567
7.43,-0.20458
7.43007,-0.204537
7.4317,-0.203565
7.432,-0.203392
7.43336,-0.202649
7.434,-0.202317
7.43506,-0.201787
7.436,-0.201342
7.43681,-0.200975
7.438,-0.200458
7.43859,-0.200212
7.44,-0.199653
7.44042,-0.199494
7.442,-0.19892
7.44229,-0.19882
7.444,-0.198251
7.4442,-0.198187
7.446,-0.197639
7.44616,-0.197593
7.448,-0.19708
7.44816,-0.197037
7.45,-0.196567
7.45021,-0.196515
7.452,-0.196096
7.45231,-0.196027
7.454,-0.195664
7.45446,-0.19557
7.456,-0.195266
7.45666,-0.195142
7.458,-0.194899
7.45891,-0.194742
7.46,-0.194561
7.46121,-0.194369
7.462,-0.194248
7.46357,-0.19402
7.464,-0.193959
7.46598,-0.193695
7.466,-0.193692
7.468,-0.193444
7.46845,-0.193391
7.47,-0.193214
7.47097,-0.193108
7.472,-0.193
7.47356,-0.192843
7.474,-0.192801
7.476,-0.192615
7.4762,-0.192597
7.478,-0.192442
7.47891,-0.192367
7.48,-0.192281
7.48168,-0.192153
7.482,-0.19213
7.484,-0.191989
7.48452,-0.191953
7.486,-0.191856
7.48742,-0.191767
7.488,-0.191732
7.49,-0.191615
7.4904,-0.191593
7.492,-0.191505
7.49344,-0.19143
7.494,-0.191402
7.496,-0.191304
7.49655,-0.191278
7.498,-0.191211
7.49973,-0.191135
7.5,-0.191124
7.502,-0.191041
7.50299,-0.191001
7.504,-0.190962
7.506,-0.190887
7.50633,-0.190875
7.508,-0.190816
7.50975,-0.190757
7.51,-0.190748
7.512,-0.190683
7.51324,-0.190644
7.514,-0.190621
7.516,-0.190561
7.51682,-0.190537
7.518,-0.190504
7.52,-0.190448
7.52048,-0.190436
7.522,-0.190395
7.524,-0.190344
7.52422,-0.190338
7.526,-0.190294
7.528,-0.190246
7.52806,-0.190244
7.53,-0.190199
7.53198,-0.190154
7.536,-0.190066
7.538,-0.190024
7.54,-0.189982
7.542,-0.189942
7.544,-0.189902
7.546,-0.189862
7.548,-0.189824
7.55,-0.189785
7.552,-0.189748
7.554,-0.18971
7.556,-0.189674
7.558,-0.189637
7.56,-0.189601
7.562,-0.189564
7.564,-0.189528
7.566,-0.189493
7.568,-0.189457
7.57,-0.189421
7.572,-0.189386
7.574,-0.18935
7.576,-0.189315
7.578,-0.189279
7.58,-0.189244
7.582,-0.189208
7.584,-0.189173
7.586,-0.189137
7.588,-0.189101
7.59,-0.189065
7.592,-0.189029
7.594,-0.188992
7.596,-0.188956
7.598,-0.188919
7.6,-0.188883
7.602,-0.188846
7.604,-0.188808
7.606,-0.188771
7.608,-0.188733
7.61,-0.188695
7.612,-0.188657
7.614,-0.188619
7.616,-0.18858
7.618,-0.188542
7.62,-0.188503
7.622,-0.188463
7.624,-0.188424
7.626,-0.188384
7.628,-0.188344
7.63,-0.188303
7.632,-0.188263
7.634,-0.188222
7.636,-0.18818
7.638,-0.188139
7.64,-0.188097
7.642,-0.188055
7.644,-0.188013
7.646,-0.18797
7.648,-0.187927
7.65,-0.187884
7.652,-0.187841
7.654,-0.187797
7.656,-0.187753
7.658,-0.187709
7.66,-0.187664
7.662,-0.187619
7.664,-0.187574
7.666,-0.187529
7.668,-0.187483
7.67,-0.187437
7.672,-0.187391
7.674,-0.187344
7.676,-0.187297
7.678,-0.18725
7.68,-0.187203
7.682,-0.187155
7.684,-0.187107
7.686,-0.187059
7.688,-0.18701
7.69,-0.186961
7.692,-0.186912
7.694,-0.186863
7.696,-0.186813
7.698,-0.186763
7.7,-0.186713
7.702,-0.186663
7.704,-0.186612
7.706,-0.186561
7.708,-0.18651
7.71,-0.186459
7.712,-0.186407
7.714,-0.186355
7.716,-0.186303
7.718,-0.18625
7.72,-0.186197
7.722,-0.186144
7.724,-0.186091
7.726,-0.186038
7.728,-0.185984
7.73,-0.18593
7.732,-0.185876
7.734,-0.185821
7.736,-0.185767
7.738,-0.185712
7.74,-0.185656
7.742,-0.185601
7.744,-0.185545
7.746,-0.185489
7.748,-0.185433
7.75,-0.185377
7.752,-0.18532
7.754,-0.185264
7.756,-0.185207
7.758,-0.185149
7.76,-0.185092
7.762,-0.185034
7.764,-0.184976
7.766,-0.184918
7.768,-0.18486
7.77,-0.184801
7.772,-0.184742
7.774,-0.184683
7.776,-0.184624
7.778,-0.184564
7.78,-0.184505
7.782,-0.184445
7.784,-0.184385
7.786,-0.184325
7.788,-0.184264
7.79,-0.184203
7.792,-0.184142
7.794,-0.184081
7.796,-0.18402
7.798,-0.183959
7.8,-0.183897
7.802,-0.183835
7.804,-0.183773
7.806,-0.183711
7.808,-0.183648
7.81,-0.183586
7.812,-0.183523
7.814,-0.18346
7.816,-0.183396
7.818,-0.183333
7.82,-0.183269
7.822,-0.183206
7.824,-0.183142
7.826,-0.183077
7.828,-0.183013
7.83,-0.182949
7.832,-0.182884
7.834,-0.182819
7.836,-0.182754
7.838,-0.182689
7.84,-0.182623
7.842,-0.182558
7.844,-0.182492
7.846,-0.182426
7.848,-0.18236
7.85,-0.182294
7.852,-0.182227
7.854,-0.182161
7.856,-0.182094
7.858,-0.182027
7.86,-0.18196
7.862,-0.181893
7.864,-0.181825
7.866,-0.181758
7.868,-0.18169
7.87,-0.181622
7.872,-0.181554
7.874,-0.181486
7.876,-0.181418
7.878,-0.181349
7.88,-0.18128
7.882,-0.181212
7.884,-0.181143
7.886,-0.181073
7.888,-0.181004
7.89,-0.180935
7.892,-0.180865
7.894,-0.180795
7.896,-0.180725
7.898,-0.180655
7.9,-0.180585
7.902,-0.180515
7.904,-0.180444
7.906,-0.180374
7.908,-0.180303
7.91,-0.180232
7.912,-0.180161
7.914,-0.18009
7.916,-0.180019
7.918,-0.179947
7.92,-0.179875
7.922,-0.179804
7.924,-0.179732
7.926,-0.17966
7.928,-0.179588
7.93,-0.179515
7.932,-0.179443
7.934,-0.17937
7.936,-0.179298
7.938,-0.179225
7.94,-0.179152
7.942,-0.179079
7.944,-0.179006
7.946,-0.178932
7.948,-0.178859
7.95,-0.178785
7.952,-0.178711
7.954,-0.178638
7.956,-0.178564
7.958,-0.178489
7.96,-0.178415
7.962,-0.178341
7.964,-0.178266
7.966,-0.178192
7.968,-0.178117
7.97,-0.178042
7.972,-0.177967
7.974,-0.177892
7.976,-0.177817
7.978,-0.177742
7.98,-0.177666
7.982,-0.17759
7.984,-0.177515
7.986,-0.177439
7.988,-0.177363
7.99,-0.177287
7.992,-0.177211
7.994,-0.177135
7.996,-0.177058
7.998,-0.176982
8,-0.176905
8.002,-0.176828
8.004,-0.176751
8.006,-0.176675
8.008,-0.176597
8.01,-0.17652
8.012,-0.176443
8.014,-0.176366
8.016,-0.176288
8.018,-0.17621
8.02,-0.176133
8.022,-0.176055
8.024,-0.175977
8.026,-0.175899
8.028,-0.175821
8.03,-0.175743
8.032,-0.175664
8.034,-0.175586
8.036,-0.175507
8.038,-0.175429
8.04,-0.17535
8.042,-0.175271
8.044,-0.175192
8.046,-0.175113
8.048,-0.175034
8.05,-0.174954
8.052,-0.174875
8.054,-0.174795
8.056,-0.174716
8.058,-0.174636
8.06,-0.174556
8.062,-0.174477
8.064,-0.174397
8.066,-0.174317
8.068,-0.174236
8.07,-0.174156
8.072,-0.174076
8.074,-0.173995
8.076,-0.173915
8.078,-0.173834
8.08,-0.173753
8.082,-0.173673
8.084,-0.173592
8.086,-0.173511
8.088,-0.173429
8.09,-0.173348
8.092,-0.173267
8.094,-0.173186
8.096,-0.173104
8.098,-0.173023
8.1,-0.172941
8.102,-0.172859
8.104,-0.172777
8.106,-0.172695
8.108,-0.172613
8.11,-0.172531
8.112,-0.172449
8.114,-0.172367
8.116,-0.172285
8.118,-0.172202
8.12,-0.17212
8.122,-0.172037
8.124,-0.171954
8.126,-0.171871
8.128,-0.171789
8.13,-0.171706
8.132,-0.171623
8.134,-0.17154
8.136,-0.171456
8.138,-0.171373
8.14,-0.17129
8.142,-0.171206
8.144,-0.171123
8.146,-0.171039
8.148,-0.170955
8.15,-0.170872
8.152,-0.170788
8.154,-0.170704
8.156,-0.17062
8.158,-0.170536
8.16,-0.170452
8.162,-0.170367
8.164,-0.170283
8.166,-0.170199
8.168,-0.170114
8.17,-0.17003
8.172,-0.169945
8.174,-0.16986
8.176,-0.169776
8.178,-0.169691
8.18,-0.169606
8.182,-0.169521
8.184,-0.169436
8.186,-0.169351
8.188,-0.169265
8.19,-0.16918
8.192,-0.169095
8.194,-0.169009
8.196,-0.168924
8.198,-0.168838
8.2,-0.168753
8.202,-0.168667
8.204,-0.168581
8.206,-0.168495
8.208,-0.168409
8.21,-0.168323
8.212,-0.168237
8.214,-0.168151
8.216,-0.168065
8.218,-0.167979
8.22,-0.167892
8.222,-0.167806
8.224,-0.167719
8.226,-0.167633
8.228,-0.167546
8.23,-0.16746
8.232,-0.167373
8.234,-0.167286
8.236,-0.167199
8.238,-0.167112
8.24,-0.167025
8.242,-0.166938
8.244,-0.166851
8.246,-0.166764
8.248,-0.166676
8.25,-0.166589
8.252,-0.166502
8.254,-0.166414
8.256,-0.166327
8.258,-0.166239
8.26,-0.166152
8.262,-0.166064
8.264,-0.165976
8.266,-0.165888
8.268,-0.1658
8.27,-0.165712
8.272,-0.165624
8.274,-0.165536
8.276,-0.165448
8.278,-0.16536
8.28,-0.165272
8.282,-0.165184
8.284,-0.165095
8.286,-0.165007
8.288,-0.164918
8.29,-0.16483
8.292,-0.164741
8.294,-0.164653
8.296,-0.164564
8.298,-0.164475
8.3,-0.164386
8.302,-0.164297
8.304,-0.164208
8.306,-0.164119
8.308,-0.16403
8.31,-0.163941
8.312,-0.163852
8.314,-0.163763
8.316,-0.163674
8.318,-0.163585
8.32,-0.163495
8.322,-0.163406
8.324,-0.163316
8.326,-0.163227
8.328,-0.163137
8.33,-0.163048
8.332,-0.162958
8.334,-0.162868
8.336,-0.162778
8.338,-0.162689
8.34,-0.162599
8.342,-0.162509
8.344,-0.162419
8.346,-0.162329
8.348,-0.162239
8.35,-0.162149
8.352,-0.162059
8.354,-0.161968
8.356,-0.161878
8.358,-0.161788
8.36,-0.161697
8.362,-0.161607
8.364,-0.161517
8.366,-0.161426
8.368,-0.161336
8.37,-0.161245
8.372,-0.161154
8.374,-0.161064
8.376,-0.160973
8.378,-0.160882
8.38,-0.160791
8.382,-0.1607
8.384,-0.16061
8.386,-0.160519
8.388,-0.160428
8.39,-0.160337
8.392,-0.160246
8.394,-0.160154
8.396,-0.160063
8.398,-0.159972
8.4,-0.159881
8.402,-0.15979
8.404,-0.159698
8.406,-0.159607
8.408,-0.159515
8.41,-0.159424
8.412,-0.159333
8.414,-0.159241
8.416,-0.159149
8.418,-0.159058
8.42,-0.158966
8.422,-0.158874
8.424,-0.158783
8.426,-0.158691
8.428,-0.158599
8.43,-0.158507
8.432,-0.158415
8.434,-0.158324
8.436,-0.158232
8.438,-0.15814
8.44,-0.158048
8.442,-0.157956
8.444,-0.157863
8.446,-0.157771
8.448,-0.157679
8.45,-0.157587
8.452,-0.157495
8.454,-0.157402
8.456,-0.15731
8.458,-0.157218
8.46,-0.157125
8.462,-0.157033
8.464,-0.156941
8.466,-0.156848
8.468,-0.156756
8.47,-0.156663
8.472,-0.15657
8.474,-0.156478
8.476,-0.156385
8.478,-0.156293
8.48,-0.1562
8.482,-0.156107
8.484,-0.156014
8.486,-0.155922
8.488,-0.155829
8.49,-0.155736
8.492,-0.155643
8.494,-0.15555
8.496,-0.155457
8.498,-0.155364
8.5,-0.155271
C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=14.8
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
6.5,-0.22129
6.502,-0.221278
6.504,-0.221266
6.506,-0.221254
6.508,-0.221242
6.51,-0.221229
6.512,-0.221217
6.514,-0.221205
6.516,-0.221192
6.518,-0.22118
6.52,-0.221168
6.522,-0.221155
6.524,-0.221142
6.526,-0.22113
6.528,-0.221117
6.53,-0.221104
6.532,-0.221092
6.534,-0.221079
6.536,-0.221066
6.538,-0.221053
6.54,-0.22104
6.542,-0.221027
6.544,-0.221014
6.546,-0.221001
6.548,-0.220988
6.55,-0.220975
6.552,-0.220961
6.554,-0.220948
6.556,-0.220935
6.558,-0.220921
6.56,-0.220908
6.562,-0.220895
6.564,-0.220881
6.566,-0.220868
6.568,-0.220854
6.57,-0.22084
6.572,-0.220827
6.574,-0.220813
6.576,-0.220799
6.578,-0.220786
6.58,-0.220772
6.582,-0.220758
6.584,-0.220744
6.586,-0.22073
6.588,-0.220716
6.59,-0.220703
6.592,-0.220689
6.594,-0.220675
6.596,-0.22066
6.598,-0.220646
6.6,-0.220632
6.602,-0.220618
6.604,-0.220604
6.606,-0.22059
6.608,-0.220576
6.61,-0.220561
6.612,-0.220547
6.614,-0.220533
6.616,-0.220518
6.618,-0.220504
6.62,-0.22049
6.622,-0.220475
6.624,-0.220461
6.626,-0.220446
6.628,-0.220432
6.63,-0.220417
6.632,-0.220403
6.634,-0.220388
6.636,-0.220374
6.638,-0.220359
6.64,-0.220345
6.642,-0.22033
6.644,-0.220316
6.646,-0.220301
6.648,-0.220286
6.65,-0.220272
6.652,-0.220257
6.654,-0.220242
6.656,-0.220228
6.658,-0.220213
6.66,-0.220198
6.662,-0.220184
6.664,-0.220169
6.666,-0.220154
6.668,-0.22014
6.67,-0.220125
6.672,-0.22011
6.674,-0.220096
