C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_sonnet_new.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-2D_sonnet_new
14.4908,-1.22898
14.4918,-1.2409
14.492,-1.24334
14.4928,-1.25292
14.4937,-1.26504
14.494,-1.26869
14.4946,-1.27724
14.4956,-1.28951
14.496,-1.29571
14.4964,-1.30184
14.4973,-1.31422
14.498,-1.32444
14.4981,-1.32662
14.499,-1.33904
14.4998,-1.35146
14.5,-1.35492
14.5006,-1.36387
14.5013,-1.37625
14.502,-1.38711
14.5021,-1.38859
14.5028,-1.40087
14.5035,-1.41308
14.504,-1.42096
14.5042,-1.42521
14.5049,-1.43723
14.5056,-1.44914
14.506,-1.45631
14.5063,-1.46092
14.5069,-1.47256
14.5075,-1.48404
14.508,-1.49293
14.5081,-1.49535
14.5087,-1.50649
14.5093,-1.51744
14.5099,-1.52818
14.51,-1.53045
14.5104,-1.53871
14.511,-1.54902
14.5115,-1.5591
14.512,-1.56835
14.512,-1.56894
14.5125,-1.57854
14.513,-1.58789
14.5135,-1.59698
14.514,-1.60581
14.514,-1.60596
14.5145,-1.61437
14.5149,-1.62267
14.5153,-1.63069
14.5158,-1.63845
14.516,-1.64238
14.5162,-1.64593
14.5166,-1.65314
14.517,-1.66007
14.5174,-1.66673
14.5178,-1.67313
14.518,-1.67654
14.5182,-1.67925
14.5185,-1.68512
14.5189,-1.69072
14.5192,-1.69606
14.5196,-1.70115
14.5199,-1.706
14.52,-1.70715
14.5202,-1.71059
14.5206,-1.71496
14.5209,-1.71909
14.5212,-1.72299
14.5215,-1.72667
14.5218,-1.73014
14.522,-1.73279
14.5221,-1.7334
14.5223,-1.73646
14.5226,-1.73932
14.5229,-1.74199
14.5231,-1.74449
14.5234,-1.74681
14.5236,-1.74895
14.5239,-1.75094
14.524,-1.75197
14.5241,-1.75277
14.5243,-1.75445
14.5246,-1.75599
14.5248,-1.75739
14.525,-1.75866
14.5252,-1.75981
14.5254,-1.76083
14.5256,-1.76175
14.5258,-1.76255
14.526,-1.76325
14.526,-1.76325
14.5262,-1.76386
14.5264,-1.76437
14.5265,-1.7648
14.5267,-1.76514
14.5269,-1.7654
14.5271,-1.76559
14.5272,-1.76571
14.5274,-1.76577
14.5275,-1.76576
14.5277,-1.7657
14.5278,-1.76558
14.528,-1.76542
14.528,-1.7654
14.5281,-1.7652
14.5283,-1.76494
14.5284,-1.76464
14.5285,-1.7643
14.5287,-1.76393
14.5288,-1.76352
14.5289,-1.76308
14.529,-1.76262
14.5292,-1.76213
14.5293,-1.76162
14.5294,-1.76108
14.5295,-1.76053
14.5296,-1.75995
14.5297,-1.75937
14.5298,-1.75876
14.5299,-1.75815
14.53,-1.75752
14.53,-1.75752
14.5301,-1.75689
14.5302,-1.75624
14.5303,-1.75559
14.5304,-1.75493
14.5305,-1.75427
14.5305,-1.7536
14.5306,-1.75293
14.5307,-1.75226
14.5308,-1.75159
14.5309,-1.75091
14.5309,-1.75024
14.531,-1.74957
14.5311,-1.7489
14.5312,-1.74823
14.5312,-1.74756
14.5313,-1.7469
14.5314,-1.74624
14.5314,-1.74558
14.5315,-1.74493
14.5315,-1.74429
14.5316,-1.74365
14.5317,-1.74302
14.5317,-1.74239
14.5318,-1.74177
14.5318,-1.74115
14.5319,-1.74054
14.5319,-1.73994
14.532,-1.73934
14.532,-1.73925
14.532,-1.73875
14.5321,-1.73817
14.5321,-1.7376
14.5322,-1.73704
14.5322,-1.73648
14.5323,-1.73593
14.5323,-1.73538
14.5324,-1.73485
14.5324,-1.73432
14.5324,-1.7338
14.5325,-1.73329
14.5325,-1.73279
14.5326,-1.73229
14.5326,-1.7318
14.5326,-1.73132
14.5327,-1.73085
14.5327,-1.73039
14.5327,-1.72993
14.5328,-1.72948
14.5328,-1.72904
14.5328,-1.72861
14.5329,-1.72818
14.5329,-1.72776
14.5329,-1.72735
14.533,-1.72695
14.533,-1.72655
14.533,-1.72616
14.533,-1.72578
14.5331,-1.72541
14.5331,-1.72504
14.5331,-1.72468
14.5331,-1.72432
14.5332,-1.72398
14.5332,-1.72364
14.5332,-1.7233
14.5332,-1.72297
14.5332,-1.72265
14.5333,-1.72234
14.5333,-1.72203
14.5333,-1.72172
14.5333,-1.72143
14.5333,-1.72113
14.5334,-1.72085
14.5334,-1.72057
14.5334,-1.7203
14.5334,-1.72003
14.5334,-1.71976
14.5335,-1.71951
14.5335,-1.71925
14.5335,-1.719
14.5335,-1.71876
14.5335,-1.71853
14.5335,-1.71829
14.5335,-1.71806
14.5336,-1.71784
14.5336,-1.71762
14.5336,-1.71741
14.5336,-1.7172
14.5336,-1.71699
14.5336,-1.71679
14.5336,-1.7166
14.5337,-1.71641
14.5337,-1.71622
14.5337,-1.71603
14.5337,-1.71585
14.5337,-1.71568
14.5337,-1.7155
14.5337,-1.71533
14.5337,-1.71517
14.5337,-1.71501
14.5338,-1.71485
14.5338,-1.71469
14.5338,-1.71454
14.5338,-1.71439
14.5338,-1.71425
14.5338,-1.71411
14.5338,-1.71397
14.5338,-1.71383
14.5338,-1.7137
14.5338,-1.71357
14.5338,-1.71344
14.5338,-1.71339
14.5338,-1.71332
14.5339,-1.71319
14.5339,-1.71307
14.5339,-1.71296
14.5339,-1.71284
14.5339,-1.71273
14.5339,-1.71262
14.5339,-1.71251
14.5339,-1.7124
14.5339,-1.71228
14.5339,-1.71217
14.5339,-1.71205
14.5339,-1.71192
14.5339,-1.71179
14.5339,-1.71166
14.534,-1.71153
14.534,-1.71139
14.534,-1.71125
14.534,-1.71111
14.534,-1.71096
14.534,-1.71081
14.534,-1.71079
14.534,-1.71066
14.534,-1.7105
14.534,-1.71034
14.534,-1.71017
14.534,-1.71
14.5341,-1.70982
14.5341,-1.70965
14.5341,-1.70946
14.5341,-1.70927
14.5341,-1.70908
14.5341,-1.70888
14.5341,-1.70868
14.5341,-1.70847
14.5342,-1.70826
14.5342,-1.70804
14.5342,-1.70782
14.5342,-1.70759
14.5342,-1.70735
14.5342,-1.70711
14.5342,-1.70686
14.5342,-1.70661
14.5343,-1.70635
14.5343,-1.70608
14.5343,-1.70581
14.5343,-1.70553
14.5343,-1.70524
14.5343,-1.70494
14.5344,-1.70464
14.5344,-1.70433
14.5344,-1.70401
14.5344,-1.70368
14.5344,-1.70335
14.5345,-1.703
14.5345,-1.70265
14.5345,-1.70228
14.5345,-1.70191
14.5345,-1.70153
14.5346,-1.70114
14.5346,-1.70074
14.5346,-1.70032
14.5346,-1.6999
14.5346,-1.69946
14.5347,-1.69902
14.5347,-1.69856
14.5347,-1.69809
14.5348,-1.6976
14.5348,-1.69711
14.5348,-1.6966
14.5348,-1.69608
14.5349,-1.69554
14.5349,-1.69499
14.5349,-1.69442
14.535,-1.69384
14.535,-1.69324
14.535,-1.69262
14.5351,-1.69199
14.5351,-1.69134
14.5351,-1.69068
14.5352,-1.68999
14.5352,-1.68929
14.5352,-1.68856
14.5353,-1.68782
14.5353,-1.68706
14.5353,-1.68627
14.5354,-1.68546
14.5354,-1.68463
14.5355,-1.68378
14.5355,-1.6829
14.5356,-1.682
14.5356,-1.68107
14.5357,-1.68012
14.5357,-1.67914
14.5358,-1.67813
14.5358,-1.67709
14.5359,-1.67602
14.5359,-1.67493
14.536,-1.67379
14.536,-1.67292
14.536,-1.67263
14.5361,-1.67144
14.5361,-1.6702
14.5362,-1.66894
14.5362,-1.66763
14.5363,-1.66629
14.5364,-1.66491
14.5364,-1.66349
14.5365,-1.66202
14.5366,-1.66052
14.5366,-1.65896
14.5367,-1.65737
14.5368,-1.65572
14.5369,-1.65403
14.5369,-1.65228
14.537,-1.65049
14.5371,-1.64864
14.5372,-1.64673
14.5373,-1.64477
14.5373,-1.64275
14.5374,-1.64067
14.5375,-1.63852
14.5376,-1.63631
14.5377,-1.63404
14.5378,-1.63169
14.5379,-1.62928
14.538,-1.62697
14.538,-1.62679
14.5381,-1.62423
14.5382,-1.62158
14.5383,-1.61886
14.5384,-1.61606
14.5385,-1.61317
14.5387,-1.6102
14.5388,-1.60713
14.5389,-1.60397
14.539,-1.60072
14.5392,-1.59737
14.5393,-1.59391
14.5394,-1.59036
14.5396,-1.58669
14.5397,-1.58292
14.5398,-1.57903
14.54,-1.57503
14.54,-1.57461
14.5401,-1.57091
14.5403,-1.56667
14.5404,-1.5623
14.5406,-1.5578
14.5408,-1.55318
14.5409,-1.54841
14.5411,-1.54351
14.5413,-1.53847
14.5415,-1.53328
14.5416,-1.52794
14.5418,-1.52246
14.542,-1.51773
14.542,-1.51682
14.5422,-1.51102
14.5424,-1.50506
14.5426,-1.49894
14.5428,-1.49265
14.5431,-1.48619
14.5433,-1.47956
14.5435,-1.47276
14.5437,-1.46578
14.544,-1.45862
14.544,-1.4582
14.5442,-1.45128
14.5445,-1.44376
14.5447,-1.43605
14.545,-1.42816
14.5453,-1.42008
14.5455,-1.41181
14.5458,-1.40336
14.546,-1.39778
14.5461,-1.39471
14.5464,-1.38588
14.5467,-1.37686
14.547,-1.36766
14.5473,-1.35827
14.5476,-1.34869
14.548,-1.33893
14.548,-1.33795
14.5483,-1.329
14.5486,-1.31889
14.549,-1.30861
14.5494,-1.29816
14.5497,-1.28754
14.55,-1.27989
14.5501,-1.27677
14.5505,-1.26585
14.5509,-1.25478
14.5513,-1.24358
14.5517,-1.23224
14.552,-1.22449
14.5521,-1.22078
14.5526,-1.2092
14.553,-1.19752
14.5535,-1.18574
14.5539,-1.17387
14.554,-1.17233
14.5544,-1.16193
14.5549,-1.14992
14.5554,-1.13786
14.5559,-1.12575
14.556,-1.12376
14.5564,-1.11362
14.557,-1.10146
14.5575,-1.0893
14.558,-1.07891
14.5581,-1.07714
14.5587,-1.06501
14.5592,-1.0529
14.5598,-1.04084
14.56,-1.03779
14.5605,-1.02883
14.5611,-1.0169
14.5617,-1.00504
14.562,-1.00027
14.5624,-0.993282
14.5631,-0.981629
14.5638,-0.970094
14.564,-0.966194
14.5645,-0.958689
14.5652,-0.947424
14.5659,-0.936311
14.566,-0.935323
14.5667,-0.92536
14.5675,-0.91458
14.568,-0.907417
14.5683,-0.90398
14.5691,-0.893569
14.5699,-0.883356
14.57,-0.882224
14.5708,-0.873346
14.5716,-0.863547
14.572,-0.859499
14.5725,-0.853966
14.5734,-0.844606
14.574,-0.839006
14.5744,-0.835474
14.5753,-0.826572
14.576,-0.820524
14.5763,-0.817905
14.5773,-0.809474
14.578,-0.80385
14.5783,-0.801283
14.5794,-0.793332
14.58,-0.788798
14.5804,-0.785622
14.5815,-0.778154
14.582,-0.775198
14.5827,-0.770926
14.5838,-0.763938
14.584,-0.762898
14.585,-0.757189
14.586,-0.751761
14.5862,-0.750676
14.5874,-0.744397
14.588,-0.741666
14.5887,-0.738349
14.59,-0.732529
14.59,-0.732504
14.5913,-0.726934
14.592,-0.724176
14.5927,-0.721558
14.594,-0.716597
14.5941,-0.716398
14.5955,-0.711449
14.596,-0.70969
14.5969,-0.706707
14.598,-0.703386
14.5984,-0.702166
14.5999,-0.697821
14.6,-0.697623
14.6015,-0.693666
14.602,-0.692349
14.6031,-0.689696
14.604,-0.687513
14.6047,-0.685906
14.606,-0.683074
14.6064,-0.682289
14.608,-0.678993
14.6081,-0.678839
14.6098,-0.675551
14.61,-0.675235
14.6116,-0.672419
14.612,-0.67177
14.6134,-0.669437
14.614,-0.66857
14.6153,-0.666599
14.616,-0.66561
14.6172,-0.663899
14.618,-0.662869
14.6192,-0.661331
14.62,-0.660326
14.6212,-0.658889
14.622,-0.657964
14.6233,-0.656568
14.624,-0.655766
14.6254,-0.654362
14.626,-0.653718
14.6275,-0.652266
14.628,-0.651807
14.6297,-0.650273
14.63,-0.650021
14.632,-0.648379
14.632,-0.648349
14.634,-0.646783
14.6343,-0.646579
14.636,-0.645312
14.6366,-0.644866
14.638,-0.643928
14.639,-0.643237
14.64,-0.642626
14.6415,-0.641686
14.642,-0.641397
14.644,-0.640237
14.6441,-0.640208
14.646,-0.639139
14.6466,-0.6388
14.648,-0.638098
14.6493,-0.637455
14.65,-0.637111
14.652,-0.636172
14.652,-0.63617
14.654,-0.635278
14.6548,-0.634941
14.656,-0.634426
14.6576,-0.633763
14.658,-0.633612
14.66,-0.632833
14.6605,-0.632632
14.662,-0.632087
14.6635,-0.631545
14.664,-0.631371
14.666,-0.630683
14.6666,-0.630497
14.668,-0.630021
14.6697,-0.629485
14.67,-0.629382
14.672,-0.628765
14.6729,-0.628506
14.674,-0.628169
14.676,-0.627592
14.6761,-0.627555
14.678,-0.627032
14.6795,-0.62663
14.68,-0.626488
14.682,-0.625959
14.6829,-0.625727
14.684,-0.625443
14.686,-0.624941
14.6864,-0.624844
14.688,-0.62445
14.69,-0.623976
14.69,-0.623971
14.692,-0.623501
14.6936,-0.623122
14.694,-0.623041
14.696,-0.622589
14.6974,-0.622279
14.698,-0.622146
14.7,-0.621709
14.7012,-0.621443
14.702,-0.62128
14.704,-0.620857
14.7052,-0.620612
14.706,-0.62044
14.708,-0.620027
14.7092,-0.619784
14.71,-0.61962
14.712,-0.619218
14.7133,-0.618956
14.714,-0.618819
14.716,-0.618424
14.7175,-0.618126
14.718,-0.618033
14.72,-0.617645
14.7218,-0.617291
14.722,-0.61726
14.724,-0.616877
14.726,-0.616497
14.7263,-0.616449
14.728,-0.616119
14.73,-0.615743
14.7308,-0.615599
14.732,-0.615369
14.734,-0.614996
14.7354,-0.614737
14.736,-0.614624
14.738,-0.614254
14.74,-0.613885
14.7401,-0.613862
14.742,-0.613517
14.744,-0.61315
14.745,-0.612972
14.746,-0.612783
14.748,-0.612417
14.7499,-0.612065
14.75,-0.612051
14.752,-0.611686
14.754,-0.611321
14.755,-0.611139
14.756,-0.610957
14.758,-0.610592
14.76,-0.610227
14.7602,-0.610193
14.762,-0.609863
14.764,-0.609498
14.7655,-0.609224
14.766,-0.609133
14.768,-0.608768
14.77,-0.608403
14.7709,-0.60823
14.772,-0.608037
14.774,-0.607671
14.776,-0.607304
14.7765,-0.607211
14.778,-0.606937
14.78,-0.60657
14.782,-0.606202
14.7822,-0.606164
14.784,-0.605834
14.786,-0.605465
14.788,-0.605095
14.788,-0.605089
14.79,-0.604725
14.792,-0.604354
14.794,-0.603982
14.794,-0.603982
14.796,-0.60361
14.798,-0.603237
14.8,-0.602863
14.8001,-0.602843
14.802,-0.602489
14.804,-0.602114
14.806,-0.601738
14.8064,-0.60167
14.808,-0.601361
14.81,-0.600983
14.812,-0.600605
14.8128,-0.600462
14.814,-0.600226
14.816,-0.599846
14.818,-0.599466
14.8193,-0.599218
14.826,-0.597935
14.828,-0.59755
14.83,-0.597165
14.832,-0.596778
14.834,-0.596391
14.836,-0.596003
14.838,-0.595614
14.84,-0.595224
14.842,-0.594834
14.844,-0.594443
14.846,-0.59405
14.848,-0.593657
14.85,-0.593264
14.852,-0.592869
14.854,-0.592474
14.856,-0.592078
14.858,-0.591681
14.86,-0.591283
14.862,-0.590884
14.864,-0.590485
14.866,-0.590085
14.868,-0.589684
14.87,-0.589282
14.872,-0.58888
14.874,-0.588477
14.876,-0.588073
14.878,-0.587668
14.88,-0.587263
14.882,-0.586857
14.884,-0.58645
14.886,-0.586042
14.888,-0.585634
14.89,-0.585225
14.892,-0.584815
14.894,-0.584404
14.896,-0.583993
14.898,-0.583581
14.9,-0.583169
14.902,-0.582756
14.904,-0.582342
14.906,-0.581927
14.908,-0.581512
14.91,-0.581096
14.912,-0.58068
14.914,-0.580263
14.916,-0.579845
14.918,-0.579426
14.92,-0.579007
14.922,-0.578588
14.924,-0.578167
14.926,-0.577747
14.928,-0.577325
14.93,-0.576903
14.932,-0.57648
14.934,-0.576057
14.936,-0.575633
14.938,-0.575209
14.94,-0.574784
14.942,-0.574358
14.944,-0.573932
14.946,-0.573506
14.948,-0.573079
14.95,-0.572651
14.952,-0.572223
14.954,-0.571794
14.956,-0.571365
14.958,-0.570935
14.96,-0.570505
14.962,-0.570074
14.964,-0.569643
14.966,-0.569211
14.968,-0.568779
14.97,-0.568346
14.972,-0.567913
14.974,-0.567479
14.976,-0.567045
14.978,-0.56661
14.98,-0.566175
14.982,-0.56574
14.984,-0.565304
14.986,-0.564867
14.988,-0.56443
14.99,-0.563993
14.992,-0.563555
14.994,-0.563117
14.996,-0.562679
14.998,-0.56224
15,-0.561801
15.002,-0.561361
15.004,-0.560921
15.006,-0.56048
15.008,-0.560039
15.01,-0.559598
15.012,-0.559156
15.014,-0.558714
15.016,-0.558272
15.018,-0.557829
15.02,-0.557386
15.022,-0.556942
15.024,-0.556498
15.026,-0.556054
15.028,-0.55561
15.03,-0.555165
15.032,-0.554719
15.034,-0.554274
15.036,-0.553828
15.038,-0.553382
15.04,-0.552935
15.042,-0.552488
15.044,-0.552041
15.046,-0.551593
15.048,-0.551146
15.05,-0.550698
15.052,-0.550249
15.054,-0.5498
15.056,-0.549351
15.058,-0.548902
15.06,-0.548453
15.062,-0.548003
15.064,-0.547553
15.066,-0.547102
15.068,-0.546651
15.07,-0.5462
15.072,-0.545749
15.074,-0.545298
15.076,-0.544846
15.078,-0.544394
15.08,-0.543942
15.082,-0.543489
15.084,-0.543037
15.086,-0.542584
15.088,-0.54213
15.09,-0.541677
15.092,-0.541223
15.094,-0.540769
15.096,-0.540315
15.098,-0.539861
15.1,-0.539406
15.102,-0.538952
15.104,-0.538497
15.106,-0.538041
15.108,-0.537586
15.11,-0.53713
15.112,-0.536674
15.114,-0.536218
15.116,-0.535762
15.118,-0.535306
15.12,-0.534849
15.122,-0.534392
15.124,-0.533935
15.126,-0.533478
15.128,-0.533021
15.13,-0.532563
15.132,-0.532106
15.134,-0.531648
15.136,-0.53119
15.138,-0.530731
15.14,-0.530273
15.142,-0.529814
15.144,-0.529356
15.146,-0.528897
15.148,-0.528438
15.15,-0.527979
15.152,-0.527519
15.154,-0.52706
15.156,-0.5266
15.158,-0.52614
15.16,-0.52568
15.162,-0.52522
15.164,-0.52476
15.166,-0.5243
15.168,-0.523839
15.17,-0.523379
15.172,-0.522918
15.174,-0.522457
15.176,-0.521996
15.178,-0.521535
15.18,-0.521074
15.182,-0.520612
15.184,-0.520151
15.186,-0.519689
15.188,-0.519227
15.19,-0.518766
15.192,-0.518304
15.194,-0.517842
15.196,-0.51738
15.198,-0.516917
15.2,-0.516455
15.202,-0.515993
15.204,-0.51553
15.206,-0.515067
15.208,-0.514605
15.21,-0.514142
15.212,-0.513679
15.214,-0.513216
15.216,-0.512753
15.218,-0.51229
15.22,-0.511826
15.222,-0.511363
15.224,-0.5109
15.226,-0.510436
15.228,-0.509972
15.23,-0.509509
15.232,-0.509045
15.234,-0.508581
15.236,-0.508117
15.238,-0.507653
15.24,-0.507189
15.242,-0.506725
15.244,-0.506261
15.246,-0.505797
15.248,-0.505333
15.25,-0.504869
15.252,-0.504404
15.254,-0.50394
15.256,-0.503475
15.258,-0.503011
15.26,-0.502546
15.262,-0.502082
15.264,-0.501617
15.266,-0.501152
15.268,-0.500687
15.27,-0.500223
15.272,-0.499758
15.274,-0.499293
15.276,-0.498829
15.278,-0.498363
15.28,-0.497898
15.282,-0.497433
15.284,-0.496968
15.286,-0.496503
15.288,-0.496038
15.29,-0.495573
15.292,-0.495107
15.294,-0.494642
15.296,-0.494177
15.298,-0.493712
15.3,-0.493246
15.302,-0.492781
15.304,-0.492316
15.306,-0.49185
15.308,-0.491385
15.31,-0.49092
15.312,-0.490454
15.314,-0.489989
15.316,-0.489523
15.318,-0.489058
15.32,-0.488593
15.322,-0.488127
15.324,-0.487662
15.326,-0.487196
15.328,-0.486731
15.33,-0.486265
15.332,-0.4858
15.334,-0.485334
15.336,-0.484869
15.338,-0.484403
15.34,-0.483938
15.342,-0.483473
15.344,-0.483007
15.346,-0.482542
15.348,-0.482076
15.35,-0.481611
15.352,-0.481145
15.354,-0.48068
15.356,-0.480215
15.358,-0.479749
15.36,-0.479284
15.362,-0.478818
15.364,-0.478353
15.366,-0.477888
15.368,-0.477422
15.37,-0.476957
15.372,-0.476492
15.374,-0.476027
15.376,-0.475561
15.378,-0.475096
15.38,-0.474631
15.382,-0.474166
15.384,-0.473701
15.386,-0.473236
15.388,-0.472771
15.39,-0.472305
15.392,-0.47184
15.394,-0.471375
15.396,-0.470911
15.398,-0.470446
15.4,-0.469981
15.402,-0.469516
15.404,-0.469051
15.406,-0.468586
15.408,-0.468122
15.41,-0.467657
15.412,-0.467192
15.414,-0.466728
15.416,-0.466263
15.418,-0.465798
15.42,-0.465334
15.422,-0.46487
15.424,-0.464405
15.426,-0.463941
15.428,-0.463477
15.43,-0.463012
15.432,-0.462548
15.434,-0.462084
15.436,-0.46162
15.438,-0.461156
15.44,-0.460692
15.442,-0.460228
15.444,-0.459764
15.446,-0.4593
15.448,-0.458836
15.45,-0.458373
15.452,-0.457909
15.454,-0.457445
15.456,-0.456982
15.458,-0.456518
15.46,-0.456055
15.462,-0.455591
15.464,-0.455128
15.466,-0.454665
15.468,-0.454202
15.47,-0.453739
15.472,-0.453276
15.474,-0.452813
15.476,-0.45235
15.478,-0.451887
15.48,-0.451424
15.482,-0.450961
15.484,-0.450499
15.486,-0.450036
15.488,-0.449574
15.49,-0.449111
15.492,-0.448649
15.494,-0.448187
15.496,-0.447724
15.498,-0.447262
15.5,-0.4468
15.502,-0.446338
15.504,-0.445876
15.506,-0.445415
15.508,-0.444953
15.51,-0.444491
15.512,-0.44403
15.514,-0.443568
15.516,-0.443107
15.518,-0.442646
15.52,-0.442184
15.522,-0.441723
15.524,-0.441262
15.526,-0.440801
15.528,-0.44034
15.53,-0.43988
15.532,-0.439419
15.534,-0.438958
15.536,-0.438498
15.538,-0.438037
15.54,-0.437577
15.542,-0.437117
15.544,-0.436657
15.546,-0.436197
15.548,-0.435737
15.55,-0.435277
15.552,-0.434817
15.554,-0.434357
15.556,-0.433898
15.558,-0.433438
15.56,-0.432979
15.562,-0.43252
15.564,-0.43206
15.566,-0.431601
15.568,-0.431142
15.57,-0.430683
15.572,-0.430225
15.574,-0.429766
15.576,-0.429307
15.578,-0.428849
15.58,-0.428391
15.582,-0.427932
15.584,-0.427474
15.586,-0.427016
15.588,-0.426558
15.59,-0.4261
15.592,-0.425643
15.594,-0.425185
15.596,-0.424728
15.598,-0.42427
15.6,-0.423813
15.602,-0.423356
15.604,-0.422899
15.606,-0.422442
15.608,-0.421985
15.61,-0.421528
15.612,-0.421072
15.614,-0.420615
15.616,-0.420159
15.618,-0.419703
15.62,-0.419246
15.622,-0.41879
15.624,-0.418335
15.626,-0.417879
15.628,-0.417423
15.63,-0.416968
15.632,-0.416512
15.634,-0.416057
15.636,-0.415602
15.638,-0.415147
15.64,-0.414692
15.642,-0.414237
15.644,-0.413782
15.646,-0.413328
15.648,-0.412873
15.65,-0.412419
15.652,-0.411965
15.654,-0.411511
15.656,-0.411057
15.658,-0.410603
15.66,-0.41015
15.662,-0.409696
15.664,-0.409243
15.666,-0.40879
15.668,-0.408336
15.67,-0.407883
15.672,-0.407431
15.674,-0.406978
15.676,-0.406525
15.678,-0.406073
15.68,-0.40562
15.682,-0.405168
15.684,-0.404716
15.686,-0.404264
15.688,-0.403813
15.69,-0.403361
15.692,-0.402909
15.694,-0.402458
15.696,-0.402007
15.698,-0.401556
15.7,-0.401105
15.702,-0.400654
15.704,-0.400203
15.706,-0.399753
15.708,-0.399303
15.71,-0.398852
15.712,-0.398402
15.714,-0.397952
15.716,-0.397503
15.718,-0.397053
15.72,-0.396603
15.722,-0.396154
15.724,-0.395705
15.726,-0.395256
15.728,-0.394807
15.73,-0.394358
15.732,-0.39391
15.734,-0.393461
15.736,-0.393013
15.738,-0.392565
15.74,-0.392117
15.742,-0.391669
15.744,-0.391221
15.746,-0.390774
15.748,-0.390326
15.75,-0.389879
15.752,-0.389432
15.754,-0.388985
15.756,-0.388538
15.758,-0.388092
15.76,-0.387645
15.762,-0.387199
15.764,-0.386753
15.766,-0.386307
15.768,-0.385861
15.77,-0.385415
15.772,-0.38497
15.774,-0.384524
15.776,-0.384079
15.778,-0.383634
15.78,-0.383189
15.782,-0.382744
15.784,-0.3823
15.786,-0.381855
15.788,-0.381411
15.79,-0.380967
15.792,-0.380523
15.794,-0.38008
15.796,-0.379636
15.798,-0.379193
15.8,-0.378749
15.802,-0.378306
15.804,-0.377863
15.806,-0.377421
15.808,-0.376978
15.81,-0.376536
15.812,-0.376094
15.814,-0.375651
15.816,-0.37521
15.818,-0.374768
15.82,-0.374326
15.822,-0.373885
15.824,-0.373444
15.826,-0.373003
15.828,-0.372562
15.83,-0.372121
15.832,-0.371681
15.834,-0.37124
15.836,-0.3708
15.838,-0.37036
15.84,-0.36992
15.842,-0.369481
15.844,-0.369041
15.846,-0.368602
15.848,-0.368163
15.85,-0.367724
15.852,-0.367285
15.854,-0.366847
15.856,-0.366408
15.858,-0.36597
15.86,-0.365532
15.862,-0.365094
15.864,-0.364657
15.866,-0.364219
15.868,-0.363782
15.87,-0.363345
15.872,-0.362908
15.874,-0.362471
15.876,-0.362034
15.878,-0.361598
15.88,-0.361162
15.882,-0.360726
15.884,-0.36029
15.886,-0.359854
15.888,-0.359419
15.89,-0.358984
15.892,-0.358549
15.894,-0.358114
15.896,-0.357679
15.898,-0.357245
15.9,-0.35681
15.902,-0.356376
15.904,-0.355942
15.906,-0.355508
15.908,-0.355075
15.91,-0.354641
15.912,-0.354208
15.914,-0.353775
15.916,-0.353343
15.918,-0.35291
15.92,-0.352478
15.922,-0.352045
15.924,-0.351613
15.926,-0.351181
15.928,-0.35075
15.93,-0.350318
15.932,-0.349887
15.934,-0.349456
15.936,-0.349025
15.938,-0.348595
15.94,-0.348164
15.942,-0.347734
15.944,-0.347304
15.946,-0.346874
15.948,-0.346444
15.95,-0.346015
15.952,-0.345586
15.954,-0.345157
15.956,-0.344728
15.958,-0.344299
15.96,-0.343871
15.962,-0.343443
15.964,-0.343015
15.966,-0.342587
15.968,-0.342159
15.97,-0.341732
15.972,-0.341305
15.974,-0.340877
15.976,-0.340451
15.978,-0.340024
15.98,-0.339598
15.982,-0.339172
15.984,-0.338746
15.986,-0.33832
15.988,-0.337894
15.99,-0.337469
15.992,-0.337044
15.994,-0.336619
15.996,-0.336194
15.998,-0.33577
16,-0.335346
