7.403000000000000000e+09	7.338333699999999640e-03	-2.523857699999999815e-03
7.403002125000000000e+09	5.746380899999999591e-03	-4.050076199999999745e-03
7.403004250000000000e+09	6.000094400000000223e-03	-3.094119000000000209e-03
7.403006375000000000e+09	5.126530899999999676e-03	-2.953643599999999925e-03
7.403008500000000000e+09	6.295427299999999809e-03	-2.372293499999999881e-03
7.403010625000000000e+09	5.631153499999999590e-03	-1.933677300000000068e-03
7.403012750000000000e+09	6.348244999999999756e-03	-2.919879700000000029e-03
7.403014875000000000e+09	6.732745200000000117e-03	-2.542885500000000108e-03
7.403017000000000000e+09	6.549556500000000385e-03	-3.211860600000000180e-03
7.403019125000000000e+09	6.056384799999999999e-03	-3.190364099999999821e-03
7.403021250000000000e+09	5.344774000000000053e-03	-2.958632899999999975e-03
7.403023375000000000e+09	5.016508299999999920e-03	-3.128413500000000198e-03
7.403025500000000000e+09	7.051932599999999676e-03	-2.590643200000000181e-03
7.403027625000000000e+09	6.520040700000000189e-03	-2.197046299999999910e-03
7.403029750000000000e+09	4.968097200000000380e-03	-3.260328500000000008e-03
7.403031875000000000e+09	5.555477999999999979e-03	-3.174187699999999994e-03
7.403034000000000000e+09	6.098867299999999672e-03	-2.226241500000000068e-03
7.403036125000000000e+09	5.849978999999999943e-03	-2.915139599999999956e-03
7.403038250000000000e+09	6.052656200000000077e-03	-2.222887399999999916e-03
7.403040375000000000e+09	5.779438300000000125e-03	-3.078982699999999878e-03
7.403042500000000000e+09	7.651227200000000096e-03	-3.223980200000000056e-03
7.403044625000000000e+09	7.063183599999999993e-03	-2.650359699999999940e-03
7.403046750000000000e+09	6.526815200000000115e-03	-2.283768900000000129e-03
7.403048875000000000e+09	5.151643499999999758e-03	-3.977808200000000280e-03
7.403051000000000000e+09	6.706044599999999752e-03	-2.000650599999999855e-03
7.403053125000000000e+09	6.929725299999999963e-03	-3.409527700000000109e-03
7.403055250000000000e+09	4.892215000000000105e-03	-2.976281400000000028e-03
7.403057375000000000e+09	5.260839300000000329e-03	-2.744812799999999959e-03
7.403059500000000000e+09	7.218029100000000406e-03	-3.035626699999999841e-03
7.403061625000000000e+09	5.422088599999999592e-03	-3.089892800000000172e-03
7.403063750000000000e+09	5.328107399999999598e-03	-3.287915099999999795e-03
7.403065875000000000e+09	6.201243900000000253e-03	-2.057251600000000163e-03
7.403068000000000000e+09	5.707850999999999897e-03	-4.071496699999999774e-03
7.403070125000000000e+09	6.421949599999999918e-03	-3.278656699999999823e-03
7.403072250000000000e+09	6.636201999999999900e-03	-2.606040000000000006e-03
7.403074375000000000e+09	6.301802700000000250e-03	-1.558546600000000051e-03
7.403076500000000000e+09	5.706244099999999674e-03	-2.742040500000000013e-03
7.403078625000000000e+09	5.847092600000000119e-03	-2.447032100000000061e-03
7.403080750000000000e+09	6.351318800000000167e-03	-2.674543699999999951e-03
7.403082875000000000e+09	6.729460799999999882e-03	-1.900231899999999929e-03
7.403085000000000000e+09	6.008347100000000288e-03	-2.567921400000000055e-03
7.403087125000000000e+09	6.225279499999999966e-03	-1.573976500000000105e-03
7.403089250000000000e+09	5.696620200000000397e-03	-4.477047799999999897e-03
7.403091375000000000e+09	6.514560099999999569e-03	-2.346431600000000155e-03
7.403093500000000000e+09	6.007453599999999609e-03	-1.653101699999999941e-03
7.403095625000000000e+09	5.424505900000000345e-03	-2.728334199999999862e-03
7.403097750000000000e+09	6.192942199999999960e-03	-2.796782700000000066e-03
7.403099875000000000e+09	4.937213200000000260e-03	-2.856819300000000127e-03
7.403102000000000000e+09	6.115505599999999584e-03	-2.916069700000000105e-03
7.403104125000000000e+09	6.220216399999999903e-03	-3.196676700000000097e-03
7.403106250000000000e+09	6.394526600000000408e-03	-2.563604900000000016e-03
7.403108375000000000e+09	7.139374900000000287e-03	-3.275948400000000017e-03
7.403110500000000000e+09	4.374509799999999789e-03	-1.975506799999999976e-03
7.403112625000000000e+09	5.977437999999999849e-03	-3.270904900000000132e-03
7.403114750000000000e+09	6.070315899999999612e-03	-4.940064699999999892e-03
7.403116875000000000e+09	5.951601200000000008e-03	-4.210529200000000249e-03
7.403119000000000000e+09	6.368773700000000121e-03	-2.960250199999999842e-03
7.403121125000000000e+09	6.103999899999999583e-03	-2.604921100000000093e-03
7.403123250000000000e+09	6.396956599999999854e-03	-3.098563899999999798e-03
7.403125375000000000e+09	5.609180899999999942e-03	-3.807110800000000107e-03
7.403127500000000000e+09	7.414490400000000279e-03	-2.223822099999999899e-03
7.403129625000000000e+09	6.329200999999999577e-03	-1.486465300000000067e-03
7.403131750000000000e+09	5.744891099999999834e-03	-3.189573199999999869e-03
7.403133875000000000e+09	6.458023999999999709e-03	-2.191938400000000182e-03
7.403136000000000000e+09	5.685993400000000433e-03	-3.172091200000000215e-03
