Freq	I	Q
7.989920000000000000e+09	1.385203919999999922e-02	-4.336286499999999697e-03
7.989925000000000000e+09	1.382717370000000057e-02	-4.361798499999999801e-03
7.989930000000000000e+09	1.382416160000000081e-02	-4.386792599999999806e-03
7.989935000000000000e+09	1.379772379999999986e-02	-4.422613700000000390e-03
7.989940000000000000e+09	1.378996090000000029e-02	-4.462643199999999713e-03
7.989945000000000000e+09	1.377243210000000072e-02	-4.507522600000000122e-03
7.989950000000000000e+09	1.374488110000000006e-02	-4.514199600000000194e-03
7.989955000000000000e+09	1.374749479999999927e-02	-4.551316599999999900e-03
7.989960000000000000e+09	1.370458050000000066e-02	-4.589185499999999703e-03
7.989965000000000000e+09	1.371025109999999929e-02	-4.611024000000000025e-03
7.989970000000000000e+09	1.368139059999999921e-02	-4.647372700000000113e-03
7.989975000000000000e+09	1.368817630000000035e-02	-4.677584999999999729e-03
7.989980000000000000e+09	1.365708319999999962e-02	-4.702549000000000312e-03
7.989985000000000000e+09	1.364346879999999915e-02	-4.725657799999999700e-03
7.989990000000000000e+09	1.363750340000000061e-02	-4.750971700000000339e-03
7.989995000000000000e+09	1.361305529999999944e-02	-4.810410999999999680e-03
7.990000000000000000e+09	1.359821580000000057e-02	-4.825443799999999846e-03
7.990005000000000000e+09	1.356588300000000080e-02	-4.835004099999999985e-03
7.990010000000000000e+09	1.354762999999999974e-02	-4.879525099999999609e-03
7.990015000000000000e+09	1.353061730000000053e-02	-4.878794900000000406e-03
7.990020000000000000e+09	1.351021510000000037e-02	-4.946313800000000198e-03
7.990025000000000000e+09	1.346459449999999961e-02	-4.972258900000000106e-03
7.990030000000000000e+09	1.346182679999999993e-02	-4.989442099999999783e-03
7.990035000000000000e+09	1.344401720000000001e-02	-5.050884000000000276e-03
7.990040000000000000e+09	1.344907939999999934e-02	-5.079911299999999991e-03
7.990045000000000000e+09	1.339468350000000071e-02	-5.095252899999999641e-03
7.990050000000000000e+09	1.340428209999999960e-02	-5.115104799999999931e-03
7.990055000000000000e+09	1.337375290000000078e-02	-5.174470900000000331e-03
7.990060000000000000e+09	1.338098539999999989e-02	-5.173842199999999746e-03
7.990065000000000000e+09	1.335581620000000046e-02	-5.211542500000000168e-03
7.990070000000000000e+09	1.330790029999999978e-02	-5.247398000000000340e-03
7.990075000000000000e+09	1.329032779999999962e-02	-5.277847500000000178e-03
7.990080000000000000e+09	1.327973179999999975e-02	-5.304570599999999976e-03
7.990085000000000000e+09	1.325443389999999937e-02	-5.324460900000000350e-03
7.990090000000000000e+09	1.323360810000000047e-02	-5.354952799999999902e-03
7.990095000000000000e+09	1.321565079999999920e-02	-5.381587600000000381e-03
7.990100000000000000e+09	1.319422439999999933e-02	-5.429457000000000380e-03
7.990105000000000000e+09	1.317931240000000045e-02	-5.434674799999999854e-03
7.990110000000000000e+09	1.316135189999999983e-02	-5.483133400000000414e-03
7.990115000000000000e+09	1.315025990000000082e-02	-5.515851900000000307e-03
7.990120000000000000e+09	1.312373640000000057e-02	-5.521348700000000380e-03
7.990125000000000000e+09	1.312429539999999950e-02	-5.561623800000000187e-03
7.990130000000000000e+09	1.308702930000000056e-02	-5.587057900000000181e-03
7.990135000000000000e+09	1.307098729999999973e-02	-5.620114499999999576e-03
7.990140000000000000e+09	1.303844529999999974e-02	-5.670699599999999736e-03
7.990145000000000000e+09	1.301999799999999964e-02	-5.663169299999999684e-03
