frequency,Re(S21),Im(S21),Amplitude,phase
8396400000.0,0.009650609,0.0064453115,0.011605011607185632,0.5888322990370474
8396400260.0,0.0096290705,0.0064395948,0.01158392765352742,0.5894545686627473
8396400520.0,0.0096489185,0.0064125336,0.011585431169825801,0.5865605750615243
8396400780.0,0.0096520882,0.006388654,0.011574873932457978,0.584690787997845
8396401040.0,0.0096369782,0.0063983301,0.01156762624291783,0.586109279177686
8396401300.0,0.0096513597,0.0063897232,0.011574856657056378,0.584802554126015
8396401560.0,0.0096436075,0.0063844306,0.011565471010740229,0.5847910026990278
8396401820.0,0.0096321288,0.0063657482,0.011545590299572937,0.5839905786098144
8396402080.0,0.0096638248,0.0063759016,0.01157763494751746,0.5832127719287712
8396402340.0,0.0096411458,0.0063449332,0.011541658011278964,0.5820552487504811
8396402600.0,0.0096625738,0.0063459792,0.011560137734788417,0.581111824743228
8396402860.0,0.0096581,0.0063389899,0.011552561991277173,0.5808187194038695
8396403120.0,0.0096601033,0.0063351329,0.011552121217652337,0.5804444389812922
8396403380.0,0.0096530817,0.006312248,0.011533709772678473,0.5791190910886395
8396403640.0,0.0096774176,0.0063149619,0.011555568147141938,0.5781630727446024
8396403900.0,0.0096676736,0.0062927426,0.011535272960185715,0.5770115621112301
8396404160.0,0.0096433428,0.0062954119,0.011516348003988652,0.5783583534126208
8396404420.0,0.0096312208,0.0062794787,0.011497489588693103,0.5777742822578293
8396404680.0,0.0096689,0.0062861963,0.011532731295410192,0.5764778238208481
8396404940.0,0.009644788,0.0062688261,0.011503048128082626,0.5763543670994857
8396405201.0,0.0096520798,0.0062643136,0.011506705407922504,0.5756802082525185
8396405461.0,0.0096644364,0.0062581718,0.011513732896326899,0.5746484941067201
8396405721.0,0.0096539138,0.0062510828,0.01150104724928501,0.5746284144258783
8396405981.0,0.0096436222,0.0062642989,0.011499603899477323,0.576079529250987
8396406241.0,0.0096370861,0.0062374225,0.011479497721691462,0.5744263029995499
8396406501.0,0.0096699725,0.0062598064,0.011519268393272084,0.5745063813979048
8396406761.0,0.0096249251,0.0062487111,0.011475433481654331,0.5758279538343336
8396407021.0,0.0096368266,0.0062507088,0.011486504578019592,0.5754096226895751
8396407281.0,0.0096490137,0.0062399633,0.011490892366049497,0.5740479260965999
8396407541.0,0.009655044,0.0062229642,0.011486738356749389,0.5725201657587472
8396407801.0,0.0096270014,0.0061968481,0.011449021020597156,0.5719297705322546
8396408061.0,0.0096516549,0.0062133715,0.011478694512256447,0.5719776841616667
8396408321.0,0.0096386186,0.0061890378,0.011454569280688592,0.5708074906905112
8396408581.0,0.0096430865,0.0062035026,0.011466148514417952,0.5716584795619445
8396408841.0,0.0096578887,0.0062150984,0.011484871016396756,0.5718103076116652
8396409101.0,0.0096703256,0.0062091916,0.011492138945188832,0.570792441559694
8396409361.0,0.0096540418,0.0062051047,0.011476229668933493,0.5712594159453376
8396409621.0,0.0096674722,0.0061967695,0.011483029694897732,0.5700164116566905
8396409881.0,0.0096413323,0.0061859557,0.011455188188824562,0.5704530903079577
8396410141.0,0.0096627401,0.0061646798,0.011461754807911223,0.56788214632778
8396410401.0,0.0096686416,0.0061934512,0.011482224007396475,0.5697181495306727
8396410661.0,0.0096514121,0.0061811743,0.01146109380691943,0.569627032633012
8396410921.0,0.0096602693,0.0061885882,0.011472551017873128,0.5697548519725957
8396411181.0,0.0096508867,0.0061957764,0.011468533441335638,0.5707239314245897
8396411441.0,0.0096608891,0.0061830894,0.01147010779072678,0.5693220305347786
8396411701.0,0.0096545976,0.0061635113,0.011454262366610669,0.5681784841689328
8396411961.0,0.0096574409,0.0061620848,0.011455891664090747,0.5679399741525912
8396412221.0,0.0096479299,0.0061557139,0.011444446905550621,0.5679177097707901
8396412481.0,0.0096502695,0.0061319867,0.01143367667513854,0.5660582027373295
8396412741.0,0.0096448276,0.0061596678,0.011443959403985956,0.5683547863281174
8396413001.0,0.0096560786,0.0061795688,0.01146415825446035,0.5692895702103695
8396413261.0,0.0096506497,0.0061324229,0.011434231511411446,0.5660725681468598
8396413521.0,0.0096582241,0.00615021,0.01145016924809065,0.5670289075143324
8396413781.0,0.0096432519,0.0061484848,0.011436615432140956,0.5676048458814102
8396414041.0,0.0096454118,0.0061179942,0.011422076073236987,0.5652523297102383
8396414301.0,0.009643053,0.006123609,0.011423093203930798,0.5657780086141007
8396414561.0,0.0096671372,0.0061211777,0.011442130836457043,0.5644702694616468
8396414821.0,0.0096580046,0.0061310077,0.011439681301115013,0.5656233389596373
8396415082.0,0.009670439,0.0061560585,0.011463614033460096,0.5668869142873
8396415342.0,0.00964797,0.0061121007,0.011421081388723246,0.5646966001311923
8396415602.0,0.0096593136,0.006118697,0.01143419399000008,0.5646530111619203
8396415862.0,0.0096477291,0.0061327025,0.0114319165821175,0.5662302290698995
8396416122.0,0.0096478686,0.0061210379,0.01142578108910294,0.565362110381757
8396416382.0,0.0096613227,0.0061132117,0.01143295734281171,0.5641536691480435
8396416642.0,0.0096736806,0.0060980077,0.011435287239946168,0.5624522865519166
8396416902.0,0.0096554617,0.0060964038,0.011419022722318286,0.5631842786454261
8396417162.0,0.0096548125,0.0061124985,0.011427074967928516,0.5644055556354758
8396417422.0,0.0096555745,0.006102776,0.011422521342997186,0.563650712600942
8396417682.0,0.0096688872,0.0060916483,0.011427841383971722,0.5622052062463487
8396417942.0,0.0096501953,0.0061012402,0.011417153818103624,0.5637887284822398
8396418202.0,0.0096618211,0.0061041512,0.011428536601020563,0.5634604051073653
8396418462.0,0.0096693929,0.0060652189,0.011414203404508246,0.5602225001269853
8396418722.0,0.0096845883,0.006101115,0.011446172058104049,0.5621737615504304
8396418982.0,0.0096772983,0.0060988612,0.011438802836138419,0.5623467541107435
8396419242.0,0.0096409906,0.0060679005,0.01139158093625238,0.5617467795709357
8396419502.0,0.0096553661,0.0060736733,0.011406822602292107,0.561503796887248
