frequency,Re(S21),Im(S21),amplitude,phase
5000000000.0,-0.3174385787801603,-0.4349843960653307,0.5384966816223555,-2.201224049267836
5001101101.0,-0.3146109313255784,-0.4325557022556823,0.5348686508512667,-2.1996303625614155
5002202202.0,-0.31219859783335785,-0.4306919762948035,0.531943176414397,-2.1980237244360983
5003303303.0,-0.3097555811779581,-0.4294683588587069,0.5295201519599473,-2.19564446631097
5004404404.0,-0.30751814418342455,-0.4290540112241802,0.527877593339191,-2.1926659399027995
5005505506.0,-0.30550312926799755,-0.42908399420674825,0.526730705462436,-2.189523432927505
5006606607.0,-0.3036834908542235,-0.4295356609932529,0.5260461450123154,-2.1862076050914507
5007707708.0,-0.3022415421479231,-0.4303158864776938,0.525853317908177,-2.1831120164588906
5008808809.0,-0.30116564840562604,-0.4316110351934277,0.5262972862178974,-2.180024727216658
5009909910.0,-0.3004319197622408,-0.43325694632702055,0.5272294756106114,-2.1770970204751725
5011011011.0,-0.30034697269066074,-0.43533831801682943,0.5288929524376049,-2.1747225543401485
5012112112.0,-0.30057783988556924,-0.4374374720261067,0.5307528424444524,-2.17283460301738
5013213213.0,-0.3013955279187097,-0.4397371328952851,0.5331116302392618,-2.171655811065363
5014314314.0,-0.3028481832749326,-0.4420771313203033,0.5358630535400961,-2.1714231039671414
5015415415.0,-0.3048420974039232,-0.4443172243466684,0.538838102031353,-2.172126343348461
5016516517.0,-0.3074788993517838,-0.44670842001802524,0.5423022091616305,-2.173641126903946
5017617618.0,-0.3106544075372761,-0.44878450430719063,0.5458147050314666,-2.1762768843600417
5018718719.0,-0.3143735358988548,-0.45058179055383785,0.549413023191343,-2.1799809103590486
5019819820.0,-0.3186561336877048,-0.4521081234619252,0.5531215841359473,-2.1847517712048465
5020920921.0,-0.3233889213721843,-0.4531013745527165,0.5566697854992902,-2.190673177170621
5022022022.0,-0.32858255970692535,-0.4535424146699231,0.5600600150414058,-2.197763809439706
5023123123.0,-0.3340272903895831,-0.4534596644196527,0.5632050230427557,-2.205678857567634
5024224224.0,-0.33977739694571185,-0.4526635569024594,0.5659973279290195,-2.2146928145235254
5025325325.0,-0.34545545739098754,-0.451204037347528,0.5682645126698709,-2.2242259742753663
5026426426.0,-0.35117435349523585,-0.44911261399545527,0.570110135502455,-2.2344210713563815
5027527528.0,-0.3565978382200496,-0.44639814951112894,0.5713434397192051,-2.2448256411913587
5028628629.0,-0.3617673742588456,-0.4431724209449671,0.5720816617969525,-2.255405325022931
5029729730.0,-0.36652150292058105,-0.4394858183739242,0.5722637474582497,-2.2659149401753775
5030830831.0,-0.3707318176903363,-0.43515203668256797,0.5716636910605464,-2.276426757285046
5031931932.0,-0.3744102911068691,-0.43033556543210727,0.5704136788003088,-2.2868117102865546
5033033033.0,-0.3776753754727028,-0.42525525317093293,0.5687536545710465,-2.297005936329692
5034134134.0,-0.3801908927195758,-0.42018602150151174,0.5666581046558646,-2.3062656528187175
5035235235.0,-0.3820778623350026,-0.4149200748005934,0.5640409217060542,-2.3150103909427755
5036336336.0,-0.3834409949552386,-0.40976597741601967,0.561190834618643,-2.323018629944978
5037437437.0,-0.38425925135712985,-0.40486617251679846,0.5581861606148472,-2.330086803944213
5038538539.0,-0.38452625545928454,-0.4000422128498797,0.5548821615436628,-2.3364206454706187
5039639640.0,-0.3843960298085426,-0.39556417756818846,0.5515716873696177,-2.341876600023762
5040740741.0,-0.38392411152710026,-0.3913941581240394,0.5482582515799456,-2.3465599752389297
