C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_sonnet_new.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-2D_sonnet_new
11.6,-0.113774
11.6041,-0.113389
11.6087,-0.112985
11.6135,-0.112605
11.6183,-0.112246
11.62,-0.112131
11.6233,-0.111908
11.6284,-0.11159
11.6336,-0.11129
11.639,-0.111007
11.64,-0.110956
11.6444,-0.110741
11.65,-0.110491
11.6557,-0.110254
11.66,-0.110091
11.6616,-0.110032
11.6676,-0.109822
11.6737,-0.109623
11.68,-0.109436
11.7,-0.108928
11.72,-0.108522
11.74,-0.10819
11.76,-0.107911
11.78,-0.107669
11.8,-0.107456
11.82,-0.107262
11.84,-0.107083
11.86,-0.106914
11.88,-0.106752
11.9,-0.106596
11.92,-0.106442
11.94,-0.10629
11.96,-0.106139
11.98,-0.105987
12,-0.105835
12.02,-0.105682
12.04,-0.105528
12.06,-0.105372
12.08,-0.105214
12.1,-0.105054
12.12,-0.104892
12.14,-0.104727
12.16,-0.104561
12.18,-0.104393
12.2,-0.104222
12.22,-0.104049
12.24,-0.103875
12.26,-0.103698
12.28,-0.103519
12.3,-0.103338
12.32,-0.103155
12.34,-0.102971
12.36,-0.102784
12.38,-0.102596
12.4,-0.102407
12.42,-0.102215
12.44,-0.102022
12.46,-0.101828
12.48,-0.101631
12.5,-0.101434
12.52,-0.101235
12.54,-0.101035
12.56,-0.100834
12.58,-0.100631
12.6,-0.100427
12.62,-0.100222
12.64,-0.100016
12.66,-0.0998087
12.68,-0.0996006
12.7,-0.0993915
12.72,-0.0991815
12.74,-0.0989706
12.76,-0.0987588
12.78,-0.0985463
12.8,-0.098333
12.82,-0.098119
12.84,-0.0979043
12.86,-0.0976889
12.88,-0.0974729
12.9,-0.0972564
12.92,-0.0970393
12.94,-0.0968217
12.96,-0.0966036
12.98,-0.0963851
13,-0.0961662
13.02,-0.0959469
13.04,-0.0957272
13.06,-0.0955072
13.08,-0.095287
13.1,-0.0950665
13.12,-0.0948458
13.14,-0.0946248
13.16,-0.0944037
13.18,-0.0941825
13.2,-0.0939612
13.22,-0.0937398
13.24,-0.0935183
13.26,-0.0932969
13.28,-0.0930754
13.3,-0.092854
13.32,-0.0926326
13.34,-0.0924113
13.36,-0.0921902
13.38,-0.0919692
13.4,-0.0917484
13.42,-0.0915277
13.44,-0.0913073
13.46,-0.0910872
13.48,-0.0908673
13.5,-0.0906478
13.52,-0.0904285
13.54,-0.0902097
13.56,-0.0899912
13.58,-0.0897732
13.6,-0.0895556
13.62,-0.0893384
13.64,-0.0891218
13.66,-0.0889057
13.68,-0.0886901
13.7,-0.0884751
13.72,-0.0882607
13.74,-0.0880469
13.76,-0.0878338
13.78,-0.0876214
13.8,-0.0874097
13.82,-0.0871987
13.84,-0.0869884
13.86,-0.086779
13.88,-0.0865703
13.9,-0.0863625
13.92,-0.0861556
13.94,-0.0859496
13.96,-0.0857444
13.98,-0.0855403
14,-0.0853371
14.02,-0.0851348
14.04,-0.0849337
14.06,-0.0847335
14.08,-0.0845345
14.1,-0.0843365
14.12,-0.0841397
14.14,-0.083944
14.16,-0.0837495
14.18,-0.0835562
14.2,-0.0833642
14.22,-0.0831734
14.24,-0.0829839
14.26,-0.0827957
14.28,-0.0826089
14.3,-0.0824234
14.32,-0.0822393
14.34,-0.0820567
14.36,-0.0818754
14.38,-0.0816957
14.4,-0.0815175
14.42,-0.0813408
14.44,-0.0811656
14.46,-0.080992
14.48,-0.08082
14.5,-0.0806497
14.52,-0.0804809
14.54,-0.0803138
14.56,-0.0801484
14.58,-0.0799845
14.6,-0.0798224
14.62,-0.079662
14.64,-0.0795032
14.66,-0.0793463
14.68,-0.079191
14.7,-0.0790376
14.72,-0.078886
14.74,-0.0787361
14.76,-0.0785882
14.78,-0.078442
14.8,-0.0782978
14.82,-0.0781554
14.84,-0.078015
14.86,-0.0778765
14.88,-0.0777399
14.9,-0.0776053
14.92,-0.0774727
14.94,-0.0773421
14.96,-0.0772135
14.98,-0.0770869
15,-0.0769624
15.02,-0.07684
15.04,-0.0767196
15.06,-0.0766013
15.08,-0.0764852
15.1,-0.0763711
15.12,-0.0762592
15.14,-0.0761495
15.16,-0.076042
15.18,-0.0759366
15.2,-0.0758334
15.22,-0.0757325
15.24,-0.0756337
15.26,-0.0755373
15.28,-0.075443
15.3,-0.0753511
15.32,-0.0752614
15.34,-0.075174
15.36,-0.0750889
15.38,-0.0750061
15.4,-0.0749256
15.42,-0.0748475
15.44,-0.0747717
15.46,-0.0746982
15.48,-0.0746271
15.5,-0.0745584
15.52,-0.0744921
15.54,-0.0744282
15.56,-0.0743666
15.58,-0.0743075
15.6,-0.0742508
15.62,-0.0741965
15.64,-0.0741446
15.66,-0.0740952
15.68,-0.0740482
15.7,-0.0740037
15.72,-0.0739616
15.74,-0.073922
15.76,-0.0738848
15.78,-0.0738501
15.8,-0.0738178
15.82,-0.0737881
15.84,-0.0737608
15.86,-0.073736
15.88,-0.0737137
15.9,-0.0736939
15.92,-0.0736765
15.94,-0.0736617
15.96,-0.0736493
15.98,-0.0736394
16,-0.073632
16.02,-0.0736271
16.04,-0.0736247
16.06,-0.0736248
16.08,-0.0736274
16.1,-0.0736324
16.12,-0.0736399
16.14,-0.0736499
16.16,-0.0736624
16.18,-0.0736773
16.2,-0.0736947
16.22,-0.0737146
16.24,-0.0737369
16.26,-0.0737616
16.28,-0.0737888
16.3,-0.0738185
16.32,-0.0738505
16.34,-0.073885
16.36,-0.0739218
16.38,-0.0739611
16.4,-0.0740028
16.42,-0.0740468
16.44,-0.0740932
16.46,-0.0741419
16.48,-0.074193
16.5,-0.0742464
16.52,-0.0743021
16.54,-0.0743601
16.56,-0.0744204
16.58,-0.074483
16.6,-0.0745478
16.62,-0.0746148
16.64,-0.0746841
16.66,-0.0747555
16.68,-0.0748291
16.7,-0.0749049
16.72,-0.0749828
16.74,-0.0750629
16.76,-0.075145
16.78,-0.0752291
16.8,-0.0753154
16.82,-0.0754036
16.84,-0.0754938
16.86,-0.075586
16.88,-0.0756802
16.9,-0.0757762
16.92,-0.0758741
16.94,-0.0759739
16.96,-0.0760755
16.98,-0.0761789
17,-0.076284
C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_sonnet_new.son DE_EMBEDDED Lk=6.0
FREQUENCY (GHz), DB[S21]-2D_sonnet_new
5,-0.0532348
5.02,-0.0534958
5.04,-0.0537571
5.06,-0.0540186
5.08,-0.0542804
5.1,-0.0545423
5.12,-0.0548043
5.14,-0.0550664
5.16,-0.0553285
5.18,-0.0555906
5.2,-0.0558527
5.22,-0.0561146
5.24,-0.0563765
5.26,-0.0566381
5.28,-0.0568996
5.3,-0.0571608
5.32,-0.0574217
5.34,-0.0576824
5.36,-0.0579426
5.38,-0.0582026
5.4,-0.0584621
5.42,-0.0587212
5.44,-0.0589798
5.46,-0.0592379
5.48,-0.0594955
5.5,-0.0597526
5.52,-0.0600091
5.54,-0.060265
5.56,-0.0605202
5.58,-0.0607748
5.6,-0.0610288
5.62,-0.061282
5.64,-0.0615345
5.66,-0.0617863
5.68,-0.0620373
5.7,-0.0622876
5.72,-0.062537
5.74,-0.0627857
5.76,-0.0630334
5.78,-0.0632804
5.8,-0.0635264
5.82,-0.0637716
5.84,-0.0640159
5.86,-0.0642592
5.88,-0.0645016
5.9,-0.0647431
5.92,-0.0649836
5.94,-0.0652231
5.96,-0.0654616
5.98,-0.0656992
6,-0.0659357
6.02,-0.0661712
6.04,-0.0664056
6.06,-0.0666391
6.08,-0.0668714
6.1,-0.0671027
6.12,-0.0673329
6.14,-0.0675621
6.16,-0.0677901
6.18,-0.0680171
6.2,-0.0682429
6.22,-0.0684677
6.24,-0.0686913
6.26,-0.0689138
6.28,-0.0691351
6.3,-0.0693554
6.32,-0.0695744
6.34,-0.0697924
6.36,-0.0700092
6.38,-0.0702248
6.4,-0.0704393
6.42,-0.0706526
6.44,-0.0708647
6.46,-0.0710757
6.48,-0.0712855
6.5,-0.0714941
6.52,-0.0717015
6.54,-0.0719078
6.56,-0.0721128
6.58,-0.0723167
6.6,-0.0725194
6.62,-0.0727209
6.64,-0.0729212
6.66,-0.0731204
6.68,-0.0733183
6.7,-0.073515
6.72,-0.0737106
6.74,-0.0739049
6.76,-0.0740981
6.78,-0.07429
6.8,-0.0744808
6.82,-0.0746703
6.84,-0.0748587
6.86,-0.0750459
6.88,-0.0752318
6.9,-0.0754166
6.92,-0.0756002
6.94,-0.0757826
6.96,-0.0759637
6.98,-0.0761437
7,-0.0763225
7.02,-0.0765001
7.04,-0.0766765
7.06,-0.0768517
7.08,-0.0770257
7.1,-0.0771986
7.12,-0.0773702
7.14,-0.0775406
7.16,-0.0777099
7.18,-0.077878
7.2,-0.0780448
7.22,-0.0782105
7.24,-0.078375
7.26,-0.0785383
7.28,-0.0787005
7.3,-0.0788614
7.32,-0.0790212
7.34,-0.0791798
7.36,-0.0793372
7.38,-0.0794934
7.4,-0.0796484
7.42,-0.0798023
7.44,-0.079955
7.46,-0.0801065
7.48,-0.0802568
7.5,-0.0804059
7.52,-0.0805539
7.54,-0.0807007
7.56,-0.0808463
7.58,-0.0809908
7.6,-0.081134
7.62,-0.0812761
7.64,-0.0814171
7.66,-0.0815568
7.68,-0.0816954
7.7,-0.0818328
7.72,-0.081969
7.74,-0.0821041
7.76,-0.082238
7.78,-0.0823708
7.8,-0.0825023
7.82,-0.0826327
7.84,-0.082762
7.86,-0.08289
7.88,-0.0830169
7.9,-0.0831427
7.92,-0.0832673
7.94,-0.0833907
7.96,-0.083513
7.98,-0.0836341
8,-0.083754
8.02,-0.0838728
8.04,-0.0839904
8.06,-0.0841069
8.08,-0.0842222
8.1,-0.0843364
8.12,-0.0844495
8.14,-0.0845614
8.16,-0.0846721
8.18,-0.0847817
8.2,-0.0848902
8.22,-0.0849976
8.24,-0.0851038
8.26,-0.0852089
8.28,-0.0853129
8.3,-0.0854157
8.32,-0.0855175
8.34,-0.0856181
8.36,-0.0857177
8.38,-0.0858161
8.4,-0.0859135
8.42,-0.0860098
8.44,-0.086105
8.46,-0.0861992
8.48,-0.0862923
8.5,-0.0863844
8.52,-0.0864754
8.54,-0.0865654
8.56,-0.0866544
8.58,-0.0867425
8.6,-0.0868295
8.62,-0.0869156
8.64,-0.0870007
8.66,-0.0870849
8.68,-0.0871681
8.7,-0.0872505
8.72,-0.087332
8.74,-0.0874127
8.76,-0.0874925
8.78,-0.0875715
8.8,-0.0876498
8.82,-0.0877273
8.84,-0.0878041
8.86,-0.0878803
8.88,-0.0879557
8.9,-0.0880306
8.92,-0.0881049
8.94,-0.0881786
8.96,-0.088252
8.98,-0.0883248
9,-0.0883973
9.02,-0.0884695
9.04,-0.0885415
9.06,-0.0886133
9.08,-0.088685
9.1,-0.0887566
9.12,-0.0888283
9.14,-0.0889002
9.16,-0.0889723
9.18,-0.0890447
9.2,-0.0891176
9.22,-0.0891911
9.24,-0.0892653
9.26,-0.0893404
9.28,-0.0894165
9.3,-0.0894937
9.32,-0.0895724
9.34,-0.0896525
9.36,-0.0897345
9.38,-0.0898184
9.4,-0.0899046
9.42,-0.0899934
9.44,-0.090085
9.46,-0.0901799
9.48,-0.0902783
9.5,-0.0903807
9.52,-0.0904876
9.54,-0.0905995
9.56,-0.0907169
9.58,-0.0908406
9.6,-0.0909712
9.62,-0.0911096
9.64,-0.0912567
9.66,-0.0914136
9.68,-0.0915815
9.7,-0.0917617
9.72,-0.0919559
9.74,-0.0921658
9.76,-0.0923938
9.78,-0.0926422
9.8,-0.092914
9.82,-0.0932127
9.84,-0.0935424
9.86,-0.0939083
9.88,-0.0943161
9.9,-0.0947735
9.92,-0.0952893
9.94,-0.0958749
9.96,-0.0965446
9.98,-0.0973163
10,-0.0982135
10.02,-0.0992669
10.04,-0.100517
10.06,-0.102021
10.08,-0.103854
10.0856,-0.104445
10.0912,-0.10506
10.0965,-0.105698
10.1,-0.106129
10.1018,-0.106361
10.1069,-0.10705
10.112,-0.107766
10.1169,-0.10851
10.12,-0.109008
10.1217,-0.109284
10.1264,-0.110088
10.1309,-0.110923
10.1354,-0.111792
10.1398,-0.112695
10.14,-0.11274
10.1441,-0.113633
10.1482,-0.114609
10.1523,-0.115623
10.1563,-0.116677
10.16,-0.117718
10.1602,-0.117773
10.164,-0.118913
10.1677,-0.120098
10.1713,-0.12133
10.1749,-0.122611
10.1784,-0.123943
10.18,-0.124603
10.1817,-0.125327
10.1851,-0.126767
10.1883,-0.128264
10.1915,-0.12982
10.1945,-0.131439
10.1976,-0.133121
10.2,-0.134563
10.2005,-0.134871
10.2034,-0.136689
10.2062,-0.13858
10.2089,-0.140545
10.2116,-0.142589
10.2143,-0.144713
10.2168,-0.14692
10.2193,-0.149215
10.22,-0.14985
10.2218,-0.151599
10.2242,-0.154078
10.2265,-0.156653
10.2288,-0.159328
10.231,-0.162108
10.2332,-0.164995
10.2353,-0.167994
10.2374,-0.171109
10.2395,-0.174343
10.24,-0.175238
10.2414,-0.177701
10.2434,-0.181187
10.2453,-0.184804
10.2471,-0.188559
10.249,-0.192453
10.2507,-0.196494
10.2525,-0.200684
10.2541,-0.205028
10.2558,-0.209531
10.2574,-0.214198
10.259,-0.219033
10.26,-0.222302
10.2605,-0.224041
10.262,-0.229226
10.2635,-0.234593
10.2649,-0.240147
10.2663,-0.245893
10.2677,-0.251834
10.2691,-0.257975
10.2704,-0.264321
10.2716,-0.270875
10.2729,-0.277641
10.2741,-0.284623
10.2753,-0.291826
10.2765,-0.299251
10.2776,-0.306903
10.2787,-0.314784
10.2798,-0.322896
10.28,-0.324303
10.2809,-0.331242
10.2819,-0.339823
10.2829,-0.348642
10.2839,-0.357698
10.2849,-0.366992
10.2858,-0.376524
10.2868,-0.386294
10.2877,-0.3963
10.2886,-0.406542
10.2894,-0.417016
10.2903,-0.427719
10.2911,-0.438649
10.2919,-0.4498
10.2927,-0.461169
10.2934,-0.472749
10.2942,-0.484534
10.2949,-0.496517
10.2956,-0.508691
10.2963,-0.521048
10.297,-0.533577
10.2977,-0.54627
10.2984,-0.559116
10.299,-0.572104
10.2996,-0.585222
10.3,-0.593567
10.3002,-0.598459
10.3008,-0.611801
10.3014,-0.625236
10.302,-0.63875
10.3025,-0.652329
10.3031,-0.665958
10.3036,-0.679623
10.3041,-0.693309
10.3046,-0.707001
10.3051,-0.720685
10.3056,-0.734344
10.3061,-0.747964
10.3065,-0.761531
10.307,-0.775028
10.3074,-0.788443
10.3079,-0.80176
10.3083,-0.814966
10.3087,-0.828047
10.3091,-0.84099
10.3095,-0.853783
10.3099,-0.866414
10.3102,-0.878872
10.3106,-0.891146
10.311,-0.903226
10.3113,-0.915102
10.3117,-0.926767
10.312,-0.938213
10.3123,-0.949431
10.3126,-0.960416
10.3129,-0.971163
10.3132,-0.981666
10.3135,-0.991921
10.3138,-1.00193
10.3141,-1.01168
10.3144,-1.02117
10.3147,-1.03041
10.3149,-1.03938
10.3152,-1.0481
10.3154,-1.05657
10.3157,-1.06477
10.3159,-1.07272
10.3162,-1.08042
10.3164,-1.08786
10.3166,-1.09506
10.3168,-1.10201
10.3171,-1.10872
10.3173,-1.11519
10.3175,-1.12143
10.3177,-1.12744
10.3179,-1.13323
10.3181,-1.13879
10.3182,-1.14414
10.3184,-1.14929
10.3186,-1.15422
10.3188,-1.15896
10.3189,-1.16351
10.3191,-1.16786
10.3193,-1.17204
10.3194,-1.17603
10.3196,-1.17986
10.3197,-1.18351
10.3199,-1.18701
10.32,-1.18949
10.32,-1.19035
10.3202,-1.19355
10.3203,-1.19659
10.3205,-1.1995
10.3206,-1.20227
10.3207,-1.20491
10.3208,-1.20743
10.321,-1.20982
10.3211,-1.2121
10.3212,-1.21427
10.3213,-1.21634
10.3214,-1.2183
10.3215,-1.22016
10.3216,-1.22193
10.3217,-1.2236
10.3219,-1.22519
10.322,-1.2267
10.322,-1.22813
10.3221,-1.22948
10.3222,-1.23077
10.3223,-1.23198
10.3224,-1.23312
10.3225,-1.2342
10.3226,-1.23522
10.3227,-1.23619
10.3228,-1.2371
10.3228,-1.23795
10.3229,-1.23876
10.323,-1.23952
10.3231,-1.24023
10.3231,-1.2409
10.3232,-1.24153
10.3233,-1.24212
10.3233,-1.24268
10.3234,-1.2432
10.3235,-1.24368
10.3235,-1.24413
10.3236,-1.24456
10.3237,-1.24495
10.3237,-1.24532
10.3238,-1.24566
10.3238,-1.24597
10.3239,-1.24627
10.3239,-1.24654
10.324,-1.24679
10.324,-1.24702
10.3241,-1.24723
10.3241,-1.24742
10.3242,-1.2476
10.3242,-1.24776
10.3243,-1.24791
10.3243,-1.24804
10.3244,-1.24816
10.3244,-1.24827
10.3244,-1.24836
10.3245,-1.24845
10.3245,-1.24852
10.3246,-1.24858
10.3246,-1.24864
10.3246,-1.24868
10.3247,-1.24872
10.3247,-1.24875
10.3247,-1.24877
10.3248,-1.24879
10.3248,-1.2488
10.3248,-1.2488
10.3249,-1.2488
10.3249,-1.2488
10.3249,-1.24878
10.325,-1.24877
10.325,-1.24875
10.325,-1.24872
10.325,-1.2487
10.3251,-1.24867
10.3251,-1.24863
10.3251,-1.2486
10.3252,-1.24856
10.3252,-1.24851
10.3252,-1.24847
10.3252,-1.24842
10.3252,-1.24838
10.3253,-1.24833
10.3253,-1.24828
10.3253,-1.24823
10.3253,-1.24817
10.3254,-1.24812
10.3254,-1.24806
10.3254,-1.24801
10.3254,-1.24795
10.3254,-1.24789
10.3254,-1.24784
10.3255,-1.24778
10.3255,-1.24772
10.3255,-1.24766
10.3255,-1.2476
10.3255,-1.24755
10.3255,-1.24749
10.3256,-1.24743
10.3256,-1.24737
10.3256,-1.24731
10.3256,-1.24725
10.3256,-1.2472
10.3256,-1.24714
10.3256,-1.24708
10.3257,-1.24702
10.3257,-1.24697
10.3257,-1.24691
10.3257,-1.24686
10.3257,-1.2468
10.3257,-1.24675
10.3257,-1.24669
10.3257,-1.24664
10.3258,-1.24659
10.3258,-1.24654
10.3258,-1.24648
10.3258,-1.24643
10.3258,-1.24638
10.3258,-1.24633
10.3258,-1.24628
10.3258,-1.24624
10.3258,-1.24619
10.3258,-1.24614
10.3258,-1.24609
10.3259,-1.24605
10.3259,-1.246
10.3259,-1.24596
10.3259,-1.24592
10.3259,-1.24587
10.3259,-1.24583
10.3259,-1.24579
10.3259,-1.24575
10.3259,-1.24571
10.3259,-1.24567
10.3259,-1.24563
10.3259,-1.24559
10.3259,-1.24555
10.3259,-1.24552
10.326,-1.24548
10.326,-1.24545
10.326,-1.24541
10.326,-1.24537
10.326,-1.24534
10.326,-1.2453
10.326,-1.24527
10.326,-1.24523
10.326,-1.24519
10.326,-1.24515
10.326,-1.2451
10.326,-1.24506
10.326,-1.24501
10.326,-1.24497
10.326,-1.24492
10.3261,-1.24487
10.3261,-1.24482
10.3261,-1.24477
10.3261,-1.24472
10.3261,-1.24466
10.3261,-1.2446
10.3261,-1.24455
10.3261,-1.24448
10.3261,-1.24442
10.3261,-1.24436
10.3261,-1.24429
10.3261,-1.24422
10.3262,-1.24415
10.3262,-1.24408
10.3262,-1.24401
10.3262,-1.24393
10.3262,-1.24385
10.3262,-1.24377
10.3262,-1.24368
10.3262,-1.2436
10.3262,-1.2435
10.3263,-1.24341
10.3263,-1.24332
10.3263,-1.24322
10.3263,-1.24311
10.3263,-1.24301
10.3263,-1.2429
10.3263,-1.24279
10.3264,-1.24267
10.3264,-1.24255
10.3264,-1.24242
10.3264,-1.24229
10.3264,-1.24216
10.3264,-1.24202
10.3264,-1.24188
10.3265,-1.24173
10.3265,-1.24158
10.3265,-1.24142
10.3265,-1.24126
10.3265,-1.24109
10.3266,-1.24092
10.3266,-1.24074
10.3266,-1.24055
10.3266,-1.24036
10.3266,-1.24016
10.3267,-1.23995
10.3267,-1.23973
10.3267,-1.23951
10.3267,-1.23928
10.3267,-1.23904
10.3268,-1.23879
10.3268,-1.23854
10.3268,-1.23827
10.3268,-1.238
10.3269,-1.23771
10.3269,-1.23742
10.3269,-1.23711
10.327,-1.23679
10.327,-1.23646
10.327,-1.23612
10.327,-1.23576
10.3271,-1.2354
10.3271,-1.23501
10.3271,-1.23462
10.3272,-1.23421
10.3272,-1.23378
10.3272,-1.23334
10.3273,-1.23288
10.3273,-1.2324
10.3273,-1.2319
10.3274,-1.23139
10.3274,-1.23086
10.3275,-1.2303
10.3275,-1.22972
10.3275,-1.22913
10.3276,-1.2285
10.3276,-1.22786
10.3277,-1.22719
10.3277,-1.22649
10.3278,-1.22576
10.3278,-1.22501
10.3279,-1.22423
10.3279,-1.22341
10.328,-1.22257
10.328,-1.22169
10.3281,-1.22078
10.3281,-1.21983
10.3282,-1.21884
10.3282,-1.21781
10.3283,-1.21674
10.3284,-1.21563
10.3284,-1.21448
10.3285,-1.21328
10.3286,-1.21203
10.3286,-1.21073
10.3287,-1.20939
10.3288,-1.20798
10.3288,-1.20652
10.3289,-1.20501
10.329,-1.20343
10.3291,-1.20179
10.3291,-1.20008
10.3292,-1.19831
10.3293,-1.19646
10.3294,-1.19454
10.3295,-1.19255
10.3296,-1.19048
10.3296,-1.18832
10.3297,-1.18608
10.3298,-1.18375
10.3299,-1.18133
10.33,-1.17881
10.3301,-1.1762
10.3302,-1.17348
10.3303,-1.17066
10.3304,-1.16773
10.3306,-1.16468
10.3307,-1.16152
10.3308,-1.15824
10.3309,-1.15483
10.331,-1.15129
10.3311,-1.14762
10.3313,-1.1438
10.3314,-1.13985
10.3315,-1.13575
10.3317,-1.13149
10.3318,-1.12709
10.332,-1.12252
10.3321,-1.11778
10.3323,-1.11288
10.3324,-1.1078
10.3326,-1.10254
10.3327,-1.0971
10.3329,-1.09147
10.3331,-1.08565
10.3332,-1.07963
10.3334,-1.07341
10.3336,-1.06698
10.3338,-1.06035
10.334,-1.0535
10.3341,-1.04644
10.3343,-1.03916
10.3345,-1.03166
10.3348,-1.02393
10.335,-1.01597
10.3352,-1.00778
10.3354,-0.999365
10.3356,-0.990713
10.3359,-0.981827
10.3361,-0.972707
10.3363,-0.963351
10.3366,-0.953762
10.3368,-0.943939
10.3371,-0.933884
10.3374,-0.923599
10.3376,-0.913088
10.3379,-0.902353
10.3382,-0.891398
10.3385,-0.880228
10.3388,-0.868849
10.3391,-0.857265
10.3394,-0.845485
10.3397,-0.833514
10.34,-0.824234
10.3401,-0.821362
10.3404,-0.809036
10.3408,-0.796547
10.3411,-0.783903
10.3415,-0.771116
10.3418,-0.758196
10.3422,-0.745156
10.3426,-0.732008
10.343,-0.718763
10.3434,-0.705436
10.3438,-0.692039
10.3442,-0.678587
10.3447,-0.665093
10.3451,-0.651573
10.3456,-0.63804
10.346,-0.624508
10.3465,-0.610994
10.347,-0.59751
10.3475,-0.584072
10.348,-0.570694
10.3485,-0.55739
10.3491,-0.544174
10.3496,-0.53106
10.3502,-0.51806
10.3508,-0.505188
10.3513,-0.492455
10.3519,-0.479873
10.3526,-0.467454
10.3532,-0.455208
10.3538,-0.443145
10.3545,-0.431274
10.3552,-0.419604
10.3559,-0.408142
10.3566,-0.396897
10.3573,-0.385874
10.358,-0.375079
10.3588,-0.364517
10.3596,-0.354194
10.36,-0.348628
10.3604,-0.344111
10.3612,-0.334273
10.362,-0.324682
10.3629,-0.31534
10.3637,-0.306247
10.3646,-0.297404
10.3655,-0.288812
10.3665,-0.280469
10.3674,-0.272374
10.3684,-0.264526
10.3694,-0.256923
10.3704,-0.249563
10.3715,-0.242442
10.3725,-0.235558
10.3736,-0.228907
10.3748,-0.222485
10.3759,-0.216289
10.3771,-0.210313
10.3783,-0.204554
10.3795,-0.199007
10.38,-0.196967
10.3808,-0.193667
10.3821,-0.18853
10.3834,-0.183589
10.3848,-0.178841
10.3861,-0.17428
10.3876,-0.169901
10.389,-0.165698
10.3905,-0.161667
10.392,-0.157802
10.3936,-0.154099
10.3952,-0.150551
10.3968,-0.147154
10.3984,-0.143903
10.4,-0.141065
10.4002,-0.140793
10.4019,-0.137819
10.4037,-0.134976
10.4055,-0.13226
10.4074,-0.129665
10.4093,-0.127188
10.4113,-0.124824
10.4133,-0.122568
10.4153,-0.120417
10.4174,-0.118366
10.4196,-0.116412
10.42,-0.116038
10.4218,-0.11455
10.424,-0.112777
10.4263,-0.111089
10.4287,-0.109482
10.4311,-0.107954
10.4336,-0.1065
10.4361,-0.105119
10.4387,-0.103806
10.44,-0.103178
10.4413,-0.102558
10.4441,-0.101373
10.4468,-0.100249
10.4497,-0.0991813
10.4526,-0.0981687
10.4555,-0.0972085
10.4586,-0.0962982
10.46,-0.0959006
10.4617,-0.0954356
10.4649,-0.0946184
10.4682,-0.0938446
10.4715,-0.0931122
10.4749,-0.0924192
10.4784,-0.0917637
10.48,-0.0914842
10.482,-0.091144
10.4857,-0.0905583
10.4894,-0.090005
10.4933,-0.0894826
10.4972,-0.0889895
10.5,-0.0886597
10.5012,-0.0885242
10.5053,-0.0880855
10.5095,-0.087672
10.5138,-0.0872823
10.5183,-0.0869154
10.52,-0.0867785
10.5228,-0.0865701
10.5274,-0.0862452
10.5321,-0.0859396
10.537,-0.0856525
10.54,-0.0854843
10.5419,-0.0853828
10.547,-0.0851296
10.5522,-0.084892
10.5575,-0.0846691
10.56,-0.0845701
10.5629,-0.0844603
10.5685,-0.0842646
10.5742,-0.0840814
10.58,-0.08391
10.6,-0.0834241
10.62,-0.0830604
10.64,-0.0827838
10.66,-0.0825701
10.68,-0.0824026
10.7,-0.0822692
10.72,-0.0821611
10.74,-0.0820718
10.76,-0.0819966
10.78,-0.0819319
10.8,-0.081875
10.82,-0.0818238
10.84,-0.0817766
10.86,-0.0817323
10.88,-0.0816899
10.9,-0.0816486
10.92,-0.0816079
10.94,-0.0815673
10.96,-0.0815264
10.98,-0.0814849
11,-0.0814427
11.02,-0.0813996
11.04,-0.0813555
11.06,-0.0813101
11.08,-0.0812636
11.1,-0.0812158
11.12,-0.0811667
11.14,-0.0811163
11.16,-0.0810645
11.18,-0.0810114
11.2,-0.0809569
11.22,-0.0809011
11.24,-0.080844
11.26,-0.0807855
11.28,-0.0807258
11.3,-0.0806648
11.32,-0.0806026
11.34,-0.0805391
11.36,-0.0804745
11.38,-0.0804086
11.4,-0.0803416
11.42,-0.0802735
11.44,-0.0802042
11.46,-0.0801339
11.48,-0.0800625
11.5,-0.0799901
11.52,-0.0799166
11.54,-0.0798422
11.56,-0.0797668
11.58,-0.0796904
11.6,-0.0796132
11.62,-0.0795349
11.64,-0.0794559
11.66,-0.0793759
11.68,-0.0792951
11.7,-0.0792134
11.72,-0.0791309
11.74,-0.0790476
11.76,-0.0789635
11.78,-0.0788786
11.8,-0.078793
11.82,-0.0787066
11.84,-0.0786195
11.86,-0.0785316
11.88,-0.078443
11.9,-0.0783537
11.92,-0.0782638
11.94,-0.0781731
11.96,-0.0780817
11.98,-0.0779897
12,-0.077897
12.02,-0.0778036
12.04,-0.0777096
12.06,-0.0776149
12.08,-0.0775196
12.1,-0.0774236
12.12,-0.077327
12.14,-0.0772297
12.16,-0.0771318
12.18,-0.0770334
12.2,-0.0769345
12.22,-0.0768351
12.24,-0.0767354
12.26,-0.0766353
12.28,-0.0765348
12.3,-0.0764339
12.32,-0.0763327
12.34,-0.0762312
12.36,-0.0761294
12.38,-0.0760272
12.4,-0.0759249
12.42,-0.0758222
12.44,-0.0757193
12.46,-0.0756162
12.48,-0.0755129
12.5,-0.0754094
12.52,-0.0753057
12.54,-0.0752019
12.56,-0.0750979
12.58,-0.0749938
12.6,-0.0748896
12.62,-0.0747854
12.64,-0.074681
12.66,-0.0745767
12.68,-0.0744723
12.7,-0.0743679
12.72,-0.0742635
12.74,-0.0741591
12.76,-0.0740548
