C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_2port.son DE_EMBEDDED Lk=13.0
FREQUENCY (GHz), DB[S21]-Photon_count_2_V5_2D_2_5CELL_mod_2port
8.085,-0.172381
8.086,-0.172352
8.087,-0.172324
8.088,-0.172296
8.089,-0.172267
8.09,-0.172239
8.091,-0.17221
8.092,-0.172181
8.093,-0.172153
8.094,-0.172124
8.095,-0.172095
8.096,-0.172066
8.097,-0.172037
8.098,-0.172009
8.099,-0.17198
8.1,-0.171951
8.101,-0.171922
8.102,-0.171893
8.103,-0.171863
8.104,-0.171834
8.105,-0.171805
8.106,-0.171776
8.107,-0.171747
8.108,-0.171717
8.109,-0.171688
8.11,-0.171659
8.111,-0.171629
8.112,-0.1716
8.113,-0.17157
8.114,-0.171541
8.115,-0.171511
8.116,-0.171481
8.117,-0.171452
8.118,-0.171422
8.119,-0.171392
8.12,-0.171362
8.121,-0.171332
8.122,-0.171303
8.123,-0.171273
8.124,-0.171243
8.125,-0.171213
8.126,-0.171183
8.127,-0.171153
8.128,-0.171122
8.129,-0.171092
8.13,-0.171062
8.131,-0.171032
8.132,-0.171002
8.133,-0.170971
8.134,-0.170941
8.135,-0.17091
8.136,-0.17088
8.137,-0.17085
8.138,-0.170819
8.139,-0.170788
8.14,-0.170758
8.141,-0.170727
8.142,-0.170697
8.143,-0.170666
8.144,-0.170635
8.145,-0.170604
8.146,-0.170574
8.147,-0.170543
8.148,-0.170512
8.149,-0.170481
8.15,-0.17045
8.151,-0.170419
8.152,-0.170388
8.153,-0.170357
8.154,-0.170326
8.155,-0.170295
8.156,-0.170263
8.157,-0.170232
8.158,-0.170201
8.159,-0.17017
8.16,-0.170138
8.161,-0.170107
8.162,-0.170076
8.163,-0.170044
8.164,-0.170013
8.165,-0.169981
8.166,-0.16995
8.167,-0.169918
8.168,-0.169886
8.169,-0.169855
8.17,-0.169823
8.171,-0.169791
8.172,-0.16976
8.173,-0.169728
8.174,-0.169696
8.175,-0.169664
8.176,-0.169632
8.177,-0.1696
8.178,-0.169568
8.179,-0.169536
8.18,-0.169504
8.181,-0.169472
8.182,-0.16944
8.183,-0.169408
8.184,-0.169376
8.185,-0.169344
8.186,-0.169312
8.187,-0.169279
8.188,-0.169247
8.189,-0.169215
8.19,-0.169182
8.191,-0.16915
8.192,-0.169118
8.193,-0.169085
8.194,-0.169053
8.195,-0.16902
8.196,-0.168987
8.197,-0.168955
8.198,-0.168922
8.199,-0.16889
8.2,-0.168857
8.201,-0.168824
8.202,-0.168792
8.203,-0.168759
8.204,-0.168726
8.205,-0.168693
8.206,-0.16866
8.207,-0.168627
8.208,-0.168594
8.209,-0.168561
8.21,-0.168528
8.211,-0.168495
8.212,-0.168462
8.213,-0.168429
8.214,-0.168396
8.215,-0.168363
8.216,-0.16833
8.217,-0.168297
8.218,-0.168263
8.219,-0.16823
8.22,-0.168197
8.221,-0.168163
8.222,-0.16813
8.223,-0.168097
8.224,-0.168063
8.225,-0.16803
8.226,-0.167996
8.227,-0.167963
8.228,-0.167929
8.229,-0.167896
8.23,-0.167862
8.231,-0.167828
8.232,-0.167795
8.233,-0.167761
8.234,-0.167727
8.235,-0.167693
C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_2port.son DE_EMBEDDED Lk=14.2
FREQUENCY (GHz), DB[S21]-Photon_count_2_V5_2D_2_5CELL_mod_2port
7.035,-0.2021
7.036,-0.202096
7.037,-0.202091
7.038,-0.202085
7.039,-0.20208
7.04,-0.202074
7.041,-0.202069
7.042,-0.202064
7.043,-0.202059
7.044,-0.202053
7.045,-0.202048
7.046,-0.202043
7.047,-0.202038
7.048,-0.202033
7.049,-0.202028
7.05,-0.202023
7.051,-0.202018
7.052,-0.202013
7.053,-0.202008
7.054,-0.202003
7.055,-0.201998
7.056,-0.201993
7.057,-0.201988
7.058,-0.201983
7.059,-0.201979
7.06,-0.201974
7.061,-0.201969
7.062,-0.201965
7.063,-0.20196
7.064,-0.201955
7.065,-0.201951
7.066,-0.201946
7.067,-0.201942
7.068,-0.201938
7.069,-0.201933
7.07,-0.201929
7.071,-0.201925
7.072,-0.20192
7.073,-0.201916
7.074,-0.201912
7.075,-0.201908
7.076,-0.201904
7.077,-0.2019
7.078,-0.201896
7.079,-0.201892
7.08,-0.201888
7.081,-0.201884
7.082,-0.20188
7.083,-0.201876
7.084,-0.201872
7.085,-0.201869
7.086,-0.201865
7.087,-0.201861
7.088,-0.201858
7.089,-0.201854
7.09,-0.201851
7.091,-0.201847
7.092,-0.201844
7.093,-0.201841
7.094,-0.201837
7.095,-0.201834
7.096,-0.201831
7.097,-0.201828
7.098,-0.201825
7.099,-0.201822
7.1,-0.201819
7.101,-0.201816
7.102,-0.201813
7.103,-0.20181
7.104,-0.201808
7.105,-0.201805
7.106,-0.201802
7.107,-0.2018
7.108,-0.201797
7.109,-0.201795
7.11,-0.201792
7.111,-0.20179
7.112,-0.201788
7.113,-0.201785
7.114,-0.201783
7.115,-0.201781
7.116,-0.201779
7.117,-0.201777
7.118,-0.201775
7.119,-0.201773
7.12,-0.201772
7.121,-0.20177
7.122,-0.201768
7.123,-0.201767
7.124,-0.201765
7.125,-0.201764
7.126,-0.201762
7.127,-0.201761
7.128,-0.20176
7.129,-0.201759
7.13,-0.201758
7.131,-0.201757
7.132,-0.201756
7.133,-0.201755
7.134,-0.201754
7.135,-0.201753
7.136,-0.201753
7.137,-0.201752
7.138,-0.201752
7.139,-0.201751
7.14,-0.201751
7.141,-0.201751
7.142,-0.20175
7.143,-0.20175
7.144,-0.20175
7.145,-0.20175
7.146,-0.201751
7.147,-0.201751
7.148,-0.201751
7.149,-0.201752
7.15,-0.201752
7.151,-0.201753
7.152,-0.201753
7.153,-0.201754
7.154,-0.201755
7.155,-0.201756
7.156,-0.201757
7.157,-0.201758
7.158,-0.201759
7.159,-0.201761
7.16,-0.201762
7.161,-0.201764
7.162,-0.201765
7.163,-0.201767
7.164,-0.201769
7.165,-0.201771
7.166,-0.201773
7.167,-0.201775
7.168,-0.201777
7.169,-0.20178
7.17,-0.201782
7.171,-0.201785
7.172,-0.201787
7.173,-0.20179
7.174,-0.201793
7.175,-0.201796
7.176,-0.201799
7.177,-0.201802
7.178,-0.201806
7.179,-0.201809
7.18,-0.201813
7.181,-0.201817
7.182,-0.20182
7.183,-0.201824
7.184,-0.201828
7.185,-0.201833
7.186,-0.201837
7.187,-0.201841
7.188,-0.201846
7.189,-0.201851
7.19,-0.201856
7.191,-0.201861
7.192,-0.201866
7.193,-0.201871
7.194,-0.201876
7.195,-0.201882
7.196,-0.201888
7.197,-0.201894
7.198,-0.201899
7.199,-0.201906
7.2,-0.201912
7.201,-0.201918
7.202,-0.201925
7.203,-0.201931
7.204,-0.201938
7.205,-0.201945
7.206,-0.201953
7.207,-0.20196
7.208,-0.201967
7.209,-0.201975
7.21,-0.201983
7.211,-0.201991
7.212,-0.201999
7.213,-0.202007
7.214,-0.202016
7.215,-0.202024
7.216,-0.202033
7.217,-0.202042
7.218,-0.202051
7.219,-0.202061
7.22,-0.20207
7.221,-0.20208
7.222,-0.20209
7.223,-0.2021
7.224,-0.20211
7.225,-0.202121
7.226,-0.202131
7.227,-0.202142
7.228,-0.202153
7.229,-0.202165
7.23,-0.202176
7.231,-0.202188
7.232,-0.202199
7.233,-0.202212
7.234,-0.202224
7.235,-0.202236
7.236,-0.202249
7.237,-0.202262
7.238,-0.202275
7.239,-0.202289
7.24,-0.202302
7.241,-0.202316
7.242,-0.20233
7.243,-0.202344
7.244,-0.202359
7.245,-0.202374
7.246,-0.202389
7.247,-0.202404
7.248,-0.202419
7.249,-0.202435
7.25,-0.202451
7.251,-0.202467
7.252,-0.202484
7.253,-0.202501
7.254,-0.202518
7.255,-0.202535
7.256,-0.202553
7.257,-0.202571
7.258,-0.202589
7.259,-0.202607
7.26,-0.202626
7.261,-0.202645
7.262,-0.202664
7.263,-0.202684
7.264,-0.202704
7.265,-0.202724
7.266,-0.202744
7.267,-0.202765
7.268,-0.202786
7.269,-0.202808
7.27,-0.202829
7.271,-0.202851
7.272,-0.202874
7.273,-0.202897
7.274,-0.20292
7.275,-0.202943
7.276,-0.202967
7.277,-0.202991
7.278,-0.203015
7.279,-0.20304
7.28,-0.203065
7.281,-0.203091
7.282,-0.203117
7.283,-0.203143
7.284,-0.20317
7.285,-0.203197
7.286,-0.203224
7.287,-0.203252
7.288,-0.20328
7.289,-0.203309
7.29,-0.203338
7.291,-0.203368
7.292,-0.203397
7.293,-0.203428
7.294,-0.203459
7.295,-0.20349
7.296,-0.203521
7.297,-0.203554
7.298,-0.203586
7.299,-0.203619
7.3,-0.203653
7.301,-0.203687
7.302,-0.203721
7.303,-0.203756
7.304,-0.203791
7.305,-0.203827
7.306,-0.203864
7.307,-0.203901
7.308,-0.203938
7.309,-0.203976
7.31,-0.204015
7.311,-0.204054
7.312,-0.204093
7.313,-0.204133
7.314,-0.204174
7.315,-0.204216
7.316,-0.204257
7.317,-0.2043
7.318,-0.204343
7.319,-0.204387
7.32,-0.204431
7.321,-0.204476
7.322,-0.204522
7.323,-0.204568
7.324,-0.204615
7.325,-0.204662
7.326,-0.204711
7.327,-0.204759
7.328,-0.204809
7.329,-0.204859
7.33,-0.20491
7.331,-0.204962
7.332,-0.205015
7.333,-0.205068
7.334,-0.205122
7.335,-0.205176
7.336,-0.205232
7.337,-0.205288
7.338,-0.205345
7.339,-0.205403
7.34,-0.205462
7.341,-0.205522
7.342,-0.205582
7.343,-0.205644
7.344,-0.205706
7.345,-0.205769
7.346,-0.205833
7.347,-0.205898
7.348,-0.205964
7.349,-0.206031
7.35,-0.206098
7.351,-0.206167
7.352,-0.206237
7.353,-0.206308
7.354,-0.20638
7.355,-0.206453
7.356,-0.206527
7.357,-0.206602
7.358,-0.206678
7.359,-0.206755
7.36,-0.206834
7.361,-0.206913
7.362,-0.206994
7.363,-0.207076
7.364,-0.207159
7.365,-0.207244
7.366,-0.207329
7.367,-0.207416
7.368,-0.207505
7.369,-0.207594
7.37,-0.207685
7.371,-0.207778
7.372,-0.207872
7.373,-0.207967
7.374,-0.208064
7.375,-0.208162
7.376,-0.208262
7.377,-0.208363
7.378,-0.208466
7.379,-0.20857
7.38,-0.208676
7.381,-0.208784
7.382,-0.208893
7.383,-0.209005
7.384,-0.209118
7.385,-0.209232
7.386,-0.209349
7.387,-0.209467
7.388,-0.209587
7.389,-0.20971
7.39,-0.209834
7.391,-0.20996
7.392,-0.210088
7.393,-0.210219
7.394,-0.210351
7.395,-0.210486
7.396,-0.210623
7.397,-0.210762
7.398,-0.210903
7.399,-0.211047
7.4,-0.211193
7.401,-0.211342
7.402,-0.211493
7.403,-0.211647
7.404,-0.211804
7.405,-0.211963
7.406,-0.212124
7.407,-0.212289
7.408,-0.212457
7.409,-0.212627
7.41,-0.212801
7.411,-0.212977
7.412,-0.213157
7.413,-0.213339
7.414,-0.213526
7.415,-0.213715
7.41563,-0.213835
7.416,-0.213908
7.417,-0.214104
7.418,-0.214304
7.419,-0.214508
7.41917,-0.214542
7.42,-0.214715
7.421,-0.214926
7.422,-0.215141
7.42263,-0.215279
7.423,-0.215361
7.424,-0.215584
7.425,-0.215811
7.426,-0.216043
7.42601,-0.216046
7.427,-0.21628
7.428,-0.21652
7.429,-0.216766
7.42932,-0.216845
7.43,-0.217016
7.431,-0.217272
7.432,-0.217532
7.43255,-0.217676
7.433,-0.217797
7.434,-0.218068
7.435,-0.218344
7.4357,-0.218541
7.436,-0.218626
7.437,-0.218914
7.438,-0.219207
7.43878,-0.219441
7.439,-0.219507
7.44,-0.219812
7.441,-0.220124
7.44179,-0.220377
7.442,-0.220443
7.443,-0.220769
7.444,-0.221101
7.44474,-0.221351
7.445,-0.221441
7.446,-0.221787
7.447,-0.222142
7.44761,-0.222363
7.448,-0.222504
7.449,-0.222875
7.45,-0.223253
7.45042,-0.223415
7.451,-0.22364
7.452,-0.224036
7.453,-0.224441
7.45317,-0.224509
7.454,-0.224855
7.455,-0.225279
7.45585,-0.225646
7.456,-0.225712
7.457,-0.226156
7.458,-0.22661
7.45847,-0.226828
7.459,-0.227075
7.46,-0.227552
7.461,-0.22804
7.46103,-0.228055
7.462,-0.22854
7.463,-0.229052
7.46353,-0.229331
7.464,-0.229577
7.465,-0.230115
7.46598,-0.230655
7.466,-0.230667
7.467,-0.231234
7.468,-0.231814
7.46837,-0.232031
7.469,-0.23241
7.47,-0.233022
7.4707,-0.23346
7.471,-0.233649
7.472,-0.234294
7.47298,-0.234944
7.473,-0.234956
7.474,-0.235636
7.475,-0.236335
7.47521,-0.236484
7.476,-0.237053
7.477,-0.237792
7.47739,-0.238084
7.478,-0.238552
7.479,-0.239333
7.47951,-0.239744
7.48,-0.240137
7.481,-0.240965
7.48159,-0.241467
7.482,-0.241817
7.483,-0.242694
7.48362,-0.243256
7.484,-0.243598
7.485,-0.24453
7.48561,-0.245112
7.486,-0.245491
7.487,-0.246482
7.48755,-0.247037
7.488,-0.247504
7.489,-0.248558
7.48944,-0.249036
7.49,-0.249647
7.491,-0.250771
7.49129,-0.251108
7.492,-0.251933
7.493,-0.253134
7.4931,-0.253259
7.494,-0.254375
7.49487,-0.255489
7.495,-0.255659
7.496,-0.256987
7.4966,-0.257802
7.497,-0.258363
7.498,-0.259787
7.49828,-0.2602
7.499,-0.261263
7.49993,-0.262687
7.5,-0.262792
7.501,-0.264379
7.50154,-0.265265
7.502,-0.266025
7.503,-0.267733
7.50312,-0.267937
7.504,-0.269507
7.50465,-0.270706
7.505,-0.271351
7.506,-0.273268
7.50616,-0.273576
7.507,-0.275261
7.50763,-0.276549
7.508,-0.277336
7.509,-0.279497
7.50906,-0.279629
7.51,-0.281749
7.51046,-0.282819
7.511,-0.284096
7.51183,-0.286123
7.512,-0.286544
7.513,-0.2891
7.51317,-0.289543
7.514,-0.29177
7.51448,-0.293084
7.515,-0.29456
7.51575,-0.296748
7.516,-0.297478
7.517,-0.300533
7.517,-0.300539
7.518,-0.303732
7.51822,-0.304462
7.519,-0.307084
7.51941,-0.308518
7.52,-0.310601
7.52058,-0.312712
7.521,-0.314292
7.52172,-0.317048
7.522,-0.31817
7.52283,-0.321528
7.523,-0.322247
7.52391,-0.326156
7.524,-0.326537
7.52497,-0.330936
7.525,-0.331054
7.526,-0.335815
7.52601,-0.335872
7.527,-0.340837
7.52702,-0.340965
7.528,-0.34614
7.52801,-0.34622
7.52898,-0.35164
7.529,-0.351744
7.52993,-0.357228
7.53,-0.357671
7.53085,-0.362986
7.531,-0.363946
7.53175,-0.368917
7.532,-0.370597
7.53263,-0.375025
7.533,-0.377651
7.5335,-0.38131
7.534,-0.385142
7.53434,-0.387776
7.535,-0.393103
7.53516,-0.394424
7.53596,-0.401255
7.536,-0.401573
7.53675,-0.408272
7.537,-0.410592
7.53752,-0.415475
7.538,-0.420206
7.53827,-0.422865
7.539,-0.430442
7.539,-0.430463
7.53971,-0.438206
7.54,-0.441418
7.54041,-0.446157
7.541,-0.453127
7.5411,-0.454293
7.54176,-0.462614
7.542,-0.465653
7.54242,-0.471117
7.543,-0.479063
7.54305,-0.479801
7.54368,-0.488663
7.544,-0.493429
7.54428,-0.497699
7.54488,-0.506905
7.545,-0.508829
7.54546,-0.516277
7.546,-0.525345
7.54603,-0.525811
7.54658,-0.5355
7.547,-0.543061
7.54712,-0.545339
7.54765,-0.55532
7.548,-0.562065
7.54817,-0.565438
7.54868,-0.575684
7.549,-0.582448
7.54917,-0.58605
7.54965,-0.596527
7.55,-0.604297
7.55012,-0.607106
7.55058,-0.617777
7.551,-0.627694
7.55103,-0.628531
7.55147,-0.639356
7.5519,-0.650242
7.552,-0.652713
7.55232,-0.661177
7.55273,-0.672151
7.553,-0.67941
7.55314,-0.68315
7.55353,-0.694163
7.55391,-0.705178
7.554,-0.707818
7.55428,-0.716183
7.55465,-0.727165
7.555,-0.737931
7.55501,-0.738113
7.55535,-0.749013
7.5557,-0.759854
7.556,-0.769694
7.55603,-0.770624
7.55635,-0.781311
7.55667,-0.791904
7.55698,-0.802392
7.557,-0.802985
7.55729,-0.812763
7.55758,-0.823008
7.55787,-0.833117
7.558,-0.837596
7.55816,-0.843079
7.55843,-0.852888
7.5587,-0.862533
7.55897,-0.872008
7.559,-0.873207
7.55922,-0.881304
7.55948,-0.890417
7.55972,-0.899339
7.55996,-0.908065
7.56,-0.909371
7.5602,-0.916591
7.56043,-0.924912
7.56065,-0.933025
7.56087,-0.940928
7.561,-0.945488
7.56109,-0.948617
7.5613,-0.956091
7.5615,-0.96335
7.5617,-0.970392
7.5619,-0.977217
7.562,-0.980794
7.56209,-0.983826
7.56227,-0.99022
7.56246,-0.996399
7.56263,-1.00237
7.56281,-1.00812
7.56298,-1.01367
7.563,-1.01436
7.56314,-1.01902
7.56331,-1.02416
7.56347,-1.02911
7.56362,-1.03386
7.56377,-1.03842
7.56392,-1.04279
7.564,-1.04512
7.56406,-1.04699
7.56421,-1.051
7.56434,-1.05484
7.56448,-1.05851
7.56461,-1.06202
7.56474,-1.06536
7.56487,-1.06856
7.56499,-1.0716
7.565,-1.07189
7.56511,-1.07449
7.56523,-1.07725
7.56534,-1.07987
7.56545,-1.08236
7.56556,-1.08472
7.56567,-1.08696
7.56577,-1.08908
7.56588,-1.09109
7.56597,-1.093
7.566,-1.09346
7.56607,-1.09479
7.56617,-1.09649
7.56626,-1.09809
7.56635,-1.0996
7.56644,-1.10102
7.56653,-1.10235
7.56661,-1.10361
7.5667,-1.10479
7.56678,-1.10589
7.56686,-1.10692
7.56693,-1.10789
7.567,-1.1087
7.56701,-1.10879
7.56708,-1.10963
7.56715,-1.11042
7.56722,-1.11114
7.56729,-1.11182
7.56736,-1.11244
7.56743,-1.11302
7.56749,-1.11355
7.56755,-1.11404
7.56761,-1.11449
7.56767,-1.1149
7.56773,-1.11527
7.56779,-1.11561
7.56785,-1.11591
7.5679,-1.11619
7.56795,-1.11643
7.568,-1.11663
7.56801,-1.11665
7.56806,-1.11684
7.56811,-1.11701
7.56816,-1.11715
7.5682,-1.11728
7.56825,-1.11738
7.56829,-1.11746
7.56834,-1.11753
7.56838,-1.11757
7.56842,-1.11761
7.56847,-1.11762
7.56851,-1.11762
7.56855,-1.11761
7.56858,-1.11759
7.56862,-1.11756
7.56866,-1.11751
7.5687,-1.11746
7.56873,-1.1174
7.56876,-1.11733
7.5688,-1.11725
7.56883,-1.11716
7.56886,-1.11707
7.56889,-1.11697
7.56892,-1.11686
7.56895,-1.11675
7.56898,-1.11664
7.569,-1.11657
7.56901,-1.11652
7.56904,-1.1164
7.56907,-1.11627
7.56909,-1.11614
7.56912,-1.11601
7.56915,-1.11587
7.56917,-1.11574
7.56919,-1.1156
7.56922,-1.11546
7.56924,-1.11532
7.56926,-1.11518
7.56929,-1.11503
7.56931,-1.11489
7.56933,-1.11475
7.56935,-1.1146
7.56937,-1.11446
7.56939,-1.11431
7.56941,-1.11417
7.56943,-1.11402
7.56945,-1.11388
7.56946,-1.11374
7.56948,-1.1136
7.5695,-1.11345
7.56952,-1.11331
7.56953,-1.11317
7.56955,-1.11304
7.56956,-1.1129
7.56958,-1.11276
7.56959,-1.11263
7.56961,-1.11249
7.56962,-1.11236
7.56964,-1.11223
7.56965,-1.1121
7.56966,-1.11197
7.56968,-1.11185
7.56969,-1.11172
7.5697,-1.1116
7.56971,-1.11148
7.56972,-1.11136
7.56974,-1.11124
7.56975,-1.11112
7.56976,-1.11101
7.56977,-1.11089
7.56978,-1.11078
7.56979,-1.11067
7.5698,-1.11056
7.56981,-1.11046
7.56982,-1.11035
7.56983,-1.11025
7.56984,-1.11014
7.56985,-1.11004
7.56986,-1.10995
7.56986,-1.10985
7.56987,-1.10975
7.56988,-1.10966
7.56989,-1.10957
7.5699,-1.10948
7.5699,-1.10939
7.56991,-1.1093
7.56992,-1.10922
7.56993,-1.10913
7.56993,-1.10905
7.56994,-1.10897
7.56995,-1.10889
7.56995,-1.10881
7.56996,-1.10874
7.56997,-1.10866
7.56997,-1.10859
7.56998,-1.10851
7.56998,-1.10844
7.56999,-1.10837
7.56999,-1.10831
7.57,-1.10824
7.57,-1.10824
7.57001,-1.10817
7.57001,-1.10811
7.57002,-1.10805
7.57002,-1.10798
7.57002,-1.10792
7.57003,-1.10786
7.57003,-1.10781
7.57004,-1.10775
7.57004,-1.10769
7.57005,-1.10764
7.57005,-1.10761
7.57005,-1.10759
7.57006,-1.10753
7.57006,-1.10748
7.57006,-1.10743
7.57007,-1.10738
7.57007,-1.10733
7.57007,-1.10729
7.57008,-1.10724
7.57008,-1.10719
7.57009,-1.10714
7.57009,-1.10709
7.57009,-1.10703
7.5701,-1.10698
7.5701,-1.10692
7.57011,-1.10687
7.57011,-1.10681
7.57012,-1.10675
7.57012,-1.10669
7.57012,-1.10662
7.57013,-1.10656
7.57013,-1.10649
7.57014,-1.10642
7.57014,-1.10635
7.57015,-1.10628
7.57016,-1.10621
7.57016,-1.10613
7.57017,-1.10605
7.57017,-1.10597
7.57018,-1.10589
7.57018,-1.10581
7.57019,-1.10572
7.5702,-1.10563
7.5702,-1.10554
7.57021,-1.10544
7.57022,-1.10535
7.57022,-1.10525
7.57023,-1.10515
7.57024,-1.10504
7.57025,-1.10493
7.57025,-1.10482
7.57026,-1.10471
7.57027,-1.10459
7.57028,-1.10447
7.57029,-1.10435
7.57029,-1.10422
7.5703,-1.10409
7.57031,-1.10395
7.57032,-1.10381
7.57033,-1.10367
7.57034,-1.10353
7.57035,-1.10337
7.57036,-1.10322
7.57037,-1.10306
7.57038,-1.1029
7.57039,-1.10273
7.5704,-1.10255
7.57041,-1.10237
7.57043,-1.10219
7.57044,-1.102
7.57045,-1.1018
7.57046,-1.1016
7.57048,-1.1014
7.57049,-1.10118
7.5705,-1.10096
7.57052,-1.10074
7.57053,-1.1005
7.57054,-1.10026
7.57056,-1.10002
7.57057,-1.09976
7.57059,-1.0995
7.5706,-1.09923
7.57062,-1.09895
7.57064,-1.09866
7.57065,-1.09836
7.57067,-1.09805
7.57069,-1.09774
7.57071,-1.09741
7.57073,-1.09708
7.57074,-1.09673
7.57076,-1.09637
7.57078,-1.096
7.5708,-1.09562
7.57082,-1.09523
7.57085,-1.09482
7.57087,-1.0944
7.57089,-1.09397
7.57091,-1.09352
7.57094,-1.09306
7.57096,-1.09259
7.57098,-1.09209
7.571,-1.09176
7.57101,-1.09159
7.57103,-1.09106
7.57106,-1.09052
7.57109,-1.08996
7.57111,-1.08938
7.57114,-1.08878
7.57117,-1.08816
7.5712,-1.08752
7.57123,-1.08686
7.57126,-1.08617
7.57129,-1.08547
7.57132,-1.08474
7.57136,-1.08398
7.57139,-1.0832
7.57143,-1.08239
7.57146,-1.08155
7.5715,-1.08068
7.57153,-1.07979
7.57157,-1.07886
7.57161,-1.0779
7.57165,-1.07691
7.57169,-1.07588
7.57173,-1.07481
7.57178,-1.07371
7.57182,-1.07257
7.57186,-1.07139
7.57191,-1.07017
7.57196,-1.0689
7.572,-1.0677
7.572,-1.06759
7.57205,-1.06623
7.5721,-1.06483
7.57215,-1.06337
7.57221,-1.06187
7.57226,-1.06031
7.57232,-1.05869
7.57237,-1.05702
7.57243,-1.05528
7.57249,-1.05349
7.57255,-1.05163
7.57261,-1.0497
7.57267,-1.04771
7.57274,-1.04564
7.5728,-1.0435
7.57287,-1.04129
7.57294,-1.039
7.573,-1.03699
7.57301,-1.03662
7.57308,-1.03416
7.57316,-1.03162
7.57323,-1.02898
7.57331,-1.02625
7.57339,-1.02343
7.57347,-1.02051
7.57356,-1.01748
7.57364,-1.01435
7.57373,-1.01111
7.57382,-1.00777
7.57391,-1.0043
7.574,-1.00081
7.574,-1.00072
7.5741,-0.997017
7.5742,-0.99319
7.5743,-0.989234
7.5744,-0.985147
7.5745,-0.980925
7.57461,-0.976565
7.57472,-0.972063
7.57483,-0.967416
7.57495,-0.962621
7.575,-0.960517
7.57507,-0.957675
7.57519,-0.952574
7.57531,-0.947316
7.57544,-0.941897
7.57557,-0.936315
7.5757,-0.930567
7.57584,-0.924651
7.57597,-0.918564
7.576,-0.91745
7.57612,-0.912304
7.57626,-0.905869
7.57641,-0.899258
7.57656,-0.892469
7.57672,-0.8855
7.57688,-0.878353
7.577,-0.872889
7.57704,-0.871024
7.57721,-0.863515
7.57738,-0.855826
7.57755,-0.847957
7.57773,-0.83991
7.57792,-0.831685
7.578,-0.827953
7.5781,-0.823285
7.5783,-0.814711
7.57849,-0.805968
7.57869,-0.797057
7.5789,-0.787983
7.579,-0.783571
7.57911,-0.778751
7.57933,-0.769364
7.57955,-0.759829
7.57977,-0.750151
7.58,-0.740467
7.58,-0.740337
7.58024,-0.730393
7.58048,-0.720327
7.58073,-0.710147
7.58098,-0.699861
7.581,-0.699169
7.58124,-0.689479
7.58151,-0.679008
7.58178,-0.66846
7.582,-0.660031
7.58206,-0.657843
7.58234,-0.647169
7.58263,-0.636448
7.58293,-0.625691
7.583,-0.623265
7.58324,-0.614909
7.58355,-0.604114
7.58387,-0.593316
7.584,-0.588965
7.5842,-0.582528
7.58453,-0.571761
7.58487,-0.561027
7.585,-0.557141
7.58522,-0.550337
7.58558,-0.539702
7.58595,-0.529134
7.586,-0.527737
7.58633,-0.518644
7.58671,-0.508242
7.587,-0.500657
7.58711,-0.49794
7.58751,-0.487746
7.58792,-0.477672
7.588,-0.475774
7.58834,-0.467725
7.58877,-0.457916
7.589,-0.452948
7.58922,-0.448251
7.58967,-0.438741
7.59,-0.432032
7.59013,-0.429391
7.59061,-0.420208
7.591,-0.412877
7.59109,-0.411199
7.59159,-0.40237
7.592,-0.39534
7.5921,-0.393725
7.59262,-0.38527
7.593,-0.379282
7.59315,-0.377007
7.59369,-0.368942
7.594,-0.364574
7.59425,-0.361075
7.59482,-0.35341
7.595,-0.351096
7.59541,-0.345949
7.596,-0.338736
7.596,-0.338692
7.59662,-0.331641
7.597,-0.327392
7.59724,-0.324796
7.59788,-0.318156
7.598,-0.316973
7.59854,-0.31172
7.599,-0.307393
7.59921,-0.305489
7.5999,-0.299459
7.6,-0.298575
7.6006,-0.29363
7.601,-0.290451
7.60132,-0.287999
7.602,-0.282958
7.60205,-0.282564
7.60281,-0.277322
7.603,-0.276038
7.60358,-0.27227
7.604,-0.269642
7.60437,-0.267404
7.605,-0.263723
7.60518,-0.262722
7.606,-0.258239
7.606,-0.258219
7.60685,-0.253892
7.607,-0.253153
7.60772,-0.249736
7.608,-0.24843
7.6086,-0.245748
7.609,-0.244041
7.60951,-0.241923
7.61,-0.239957
7.61044,-0.238258
7.611,-0.236153
7.61139,-0.234747
7.612,-0.232607
7.61236,-0.231386
7.613,-0.229297
7.61336,-0.228171
7.614,-0.226204
7.61437,-0.225098
7.615,-0.223313
7.61542,-0.222162
7.616,-0.220607
7.61648,-0.219359
7.617,-0.218072
7.61758,-0.216683
7.618,-0.215695
7.61869,-0.214132
7.619,-0.213464
7.61984,-0.2117
7.62,-0.211369
7.621,-0.2094
7.62101,-0.209384
7.622,-0.207547
7.62221,-0.207178
7.623,-0.205803
7.62343,-0.20508
7.624,-0.20416
7.62469,-0.203084
7.625,-0.20261
7.62597,-0.201188
7.626,-0.201148
7.627,-0.199768
7.62729,-0.199387
7.628,-0.198463
7.62863,-0.197676
7.629,-0.19723
7.63,-0.196064
7.63001,-0.196054
7.631,-0.194959
7.63142,-0.194515
7.632,-0.193913
7.63286,-0.193057
7.633,-0.192921
7.634,-0.19198
7.63434,-0.191675
7.635,-0.191088
7.63585,-0.190368
7.636,-0.19024
7.637,-0.189435
7.63739,-0.18913
7.638,-0.18867
7.63898,-0.18796
7.639,-0.187942
7.64,-0.18725
7.64059,-0.186854
7.641,-0.186591
7.642,-0.185963
