# Freq(Hz)	Amp(mV)
179095.028655	0.376411
179303.278689	0.398227
179511.528722	0.396381
179719.778755	0.382804
179928.028788	0.368990
180136.278822	0.360919
180344.528855	0.356121
180552.778888	0.346607
180761.028922	0.325644
180969.278955	0.294730
181177.528988	0.270932
181385.779022	0.287362
181594.029055	0.362183
181802.279088	0.477635
182010.529122	0.607102
182218.779155	0.729696
182427.029188	0.830084
182635.279222	0.897719
182843.529255	0.927062
183051.779288	0.918088
183260.029322	0.876634
183468.279355	0.814203
183676.529388	0.746566
183884.779422	0.689886
184093.029455	0.653744
184301.279488	0.634867
184509.529522	0.618680
184717.779555	0.588206
184926.029588	0.533014
185134.279621	0.456378
185342.529655	0.385947
185550.779688	0.382202
185759.029721	0.482638
185967.279755	0.647636
186175.529788	0.825573
186383.779821	0.981058
186592.029855	1.089155
186800.279888	1.132060
187008.529921	1.098833
187216.779955	0.986258
187425.029988	0.800747
187633.280021	0.565179
187841.530055	0.359307
188049.780088	0.414637
188258.030121	0.705244
188466.280155	1.040997
188674.530188	1.355939
188882.780221	1.618721
189091.030255	1.809102
189299.280288	1.914669
189507.530321	1.930506
189715.780355	1.859061
189924.030388	1.709618
190132.280421	1.497277
190340.530454	1.241461
190548.780488	0.964097
190757.030521	0.687658
190965.280554	0.433446
191173.530588	0.221597
191381.780621	0.088714
191590.030654	0.116630
191798.280688	0.174582
192006.530721	0.210424
192214.780754	0.242434
192423.030788	0.291643
192631.280821	0.359951
192839.530854	0.431926
193047.780888	0.488173
193256.030921	0.512561
193464.280954	0.494609
193672.530988	0.430766
193880.781021	0.326739
194089.031054	0.209299
194297.281088	0.184158
194505.531121	0.317480
194713.781154	0.493035
194922.031188	0.656798
195130.281221	0.784762
195338.531254	0.861551
195546.781287	0.878126
195755.031321	0.832230
195963.281354	0.729456
196171.531387	0.585718
196379.781421	0.435688
196588.031454	0.354731
196796.281487	0.418355
197004.531521	0.568297
197212.781554	0.721964
197421.031587	0.838809
197629.281621	0.899185
197837.531654	0.894516
198045.781687	0.824831
198254.031721	0.698340
198462.281754	0.532700
198670.531787	0.362997
198878.781821	0.273387
199087.031854	0.348531
199295.281887	0.494548
199503.531921	0.625550
199711.781954	0.709258
199920.031987	0.732279
200128.282021	0.690953
200336.532054	0.589162
200544.782087	0.437520
200753.032120	0.254556
200961.282154	0.101590
201169.532187	0.211490
201377.782220	0.391620
201586.032254	0.544570
201794.282287	0.651661
202002.532320	0.704293
202210.782354	0.700828
202419.032387	0.646593
202627.282420	0.554390
202835.532454	0.446150
203043.782487	0.356643
203252.032520	0.328076
203460.282554	0.366308
203668.532587	0.429272
203876.782620	0.481330
204085.032654	0.510791
204293.282687	0.526526
204501.532720	0.554734
204709.782754	0.626363
204918.032787	0.753378
205126.282820	0.921449
205334.532854	1.104203
205542.782887	1.275105
205751.032920	1.411573
205959.282953	1.496257
206167.532987	1.517795
206375.783020	1.471418
206584.033053	1.359356
206792.283087	1.191133
207000.533120	0.984203
207208.783153	0.766334
207417.033187	0.582583
207625.283220	0.498621
207833.533253	0.542142
208041.783287	0.647808
208250.033320	0.745098
208458.283353	0.798400
208666.533387	0.793509
208874.783420	0.728106
209083.033453	0.607905
209291.283487	0.445027
209499.533520	0.259391
209707.783553	0.115288
209916.033587	0.213877
210124.283620	0.382711
210332.533653	0.526326
210540.783687	0.626254
210749.033720	0.674342
210957.283753	0.668224
211165.533786	0.610726
