C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_3rd_resonator.son DE_EMBEDDED Lk=14.0
FREQUENCY (GHz), DB[S21]-2D_3rd_resonator
6.492,-0.18489
6.494,-0.184768
6.496,-0.184647
6.498,-0.184525
6.5,-0.184403
6.502,-0.184281
6.504,-0.18416
6.506,-0.184038
6.508,-0.183916
6.51,-0.183793
6.512,-0.183671
6.514,-0.183549
6.516,-0.183427
6.518,-0.183304
6.52,-0.183182
6.522,-0.183059
6.524,-0.182937
6.526,-0.182814
6.528,-0.182691
6.53,-0.182568
6.532,-0.182445
6.534,-0.182322
6.536,-0.182199
6.538,-0.182076
6.54,-0.181953
6.542,-0.18183
6.544,-0.181707
6.546,-0.181583
6.548,-0.18146
6.55,-0.181336
6.552,-0.181213
6.554,-0.181089
6.556,-0.180965
6.558,-0.180842
6.56,-0.180718
6.562,-0.180594
6.564,-0.18047
6.566,-0.180346
6.568,-0.180222
6.57,-0.180097
6.572,-0.179973
6.574,-0.179849
6.576,-0.179724
6.578,-0.1796
6.58,-0.179476
6.582,-0.179351
6.584,-0.179226
6.586,-0.179102
6.588,-0.178977
6.59,-0.178852
6.592,-0.178727
6.594,-0.178602
6.596,-0.178477
6.598,-0.178352
6.6,-0.178227
6.602,-0.178102
6.604,-0.177976
6.606,-0.177851
6.608,-0.177726
6.61,-0.1776
6.612,-0.177475
6.614,-0.177349
6.616,-0.177224
6.618,-0.177098
6.62,-0.176972
6.622,-0.176846
6.624,-0.17672
6.626,-0.176595
6.628,-0.176469
6.63,-0.176342
6.632,-0.176216
6.634,-0.17609
6.636,-0.175964
6.638,-0.175838
6.64,-0.175711
6.642,-0.175585
6.644,-0.175459
6.646,-0.175332
6.648,-0.175205
6.65,-0.175079
6.652,-0.174952
6.654,-0.174825
6.656,-0.174699
6.658,-0.174572
6.66,-0.174445
6.662,-0.174318
6.664,-0.174191
6.666,-0.174064
6.668,-0.173937
6.67,-0.173809
6.672,-0.173682
6.674,-0.173555
6.676,-0.173428
6.678,-0.1733
6.68,-0.173173
6.682,-0.173045
6.684,-0.172918
6.686,-0.17279
6.688,-0.172662
6.69,-0.172535
6.692,-0.172407
6.694,-0.172279
6.696,-0.172151
6.698,-0.172023
6.7,-0.171895
6.702,-0.171767
6.704,-0.171639
6.706,-0.171511
6.708,-0.171383
6.71,-0.171255
6.712,-0.171127
6.714,-0.170998
6.716,-0.17087
6.718,-0.170742
6.72,-0.170613
6.722,-0.170485
6.724,-0.170356
6.726,-0.170228
6.728,-0.170099
6.73,-0.16997
6.732,-0.169841
6.734,-0.169713
6.736,-0.169584
6.738,-0.169455
6.74,-0.169326
6.742,-0.169197
6.744,-0.169068
6.746,-0.168939
6.748,-0.16881
6.75,-0.168681
6.752,-0.168552
6.754,-0.168422
6.756,-0.168293
6.758,-0.168164
6.76,-0.168034
6.762,-0.167905
6.764,-0.167776
6.766,-0.167646
6.768,-0.167517
6.77,-0.167387
6.772,-0.167257
6.774,-0.167128
6.776,-0.166998
6.778,-0.166868
6.78,-0.166739
6.782,-0.166609
6.784,-0.166479
6.786,-0.166349
6.788,-0.166219
6.79,-0.166089
6.792,-0.165959
6.794,-0.165829
6.796,-0.165699
6.798,-0.165569
6.8,-0.165439
6.802,-0.165309
6.804,-0.165178
6.806,-0.165048
6.808,-0.164918
6.81,-0.164788
6.812,-0.164657
6.814,-0.164527
6.816,-0.164396
6.818,-0.164266
6.82,-0.164135
6.822,-0.164005
6.824,-0.163874
6.826,-0.163744
6.828,-0.163613
6.83,-0.163482
6.832,-0.163352
6.834,-0.163221
6.836,-0.16309
6.838,-0.162959
6.84,-0.162828
6.842,-0.162698
6.844,-0.162567
6.846,-0.162436
6.848,-0.162305
6.85,-0.162174
6.852,-0.162043
6.854,-0.161912
6.856,-0.161781
6.858,-0.16165
6.86,-0.161518
6.862,-0.161387
6.864,-0.161256
6.866,-0.161125
6.868,-0.160994
6.87,-0.160862
6.872,-0.160731
6.874,-0.1606
6.876,-0.160468
6.878,-0.160337
6.88,-0.160206
6.882,-0.160074
6.884,-0.159943
6.886,-0.159811
6.888,-0.15968
6.89,-0.159548
6.892,-0.159417
6.894,-0.159285
6.896,-0.159153
6.898,-0.159022
6.9,-0.15889
6.902,-0.158759
6.904,-0.158627
6.906,-0.158495
6.908,-0.158363
6.91,-0.158232
6.912,-0.1581
6.914,-0.157968
6.916,-0.157836
6.918,-0.157704
6.92,-0.157573
6.922,-0.157441
6.924,-0.157309
6.926,-0.157177
6.928,-0.157045
6.93,-0.156913
6.932,-0.156781
6.934,-0.156649
6.936,-0.156517
6.938,-0.156385
6.94,-0.156253
6.942,-0.156121
6.944,-0.155989
6.946,-0.155857
6.948,-0.155725
6.95,-0.155593
6.952,-0.155461
6.954,-0.155329
6.956,-0.155196
6.958,-0.155064
6.96,-0.154932
6.962,-0.1548
6.964,-0.154668
6.966,-0.154536
6.968,-0.154403
6.97,-0.154271
6.972,-0.154139
6.974,-0.154007
6.976,-0.153874
6.978,-0.153742
6.98,-0.15361
6.982,-0.153478
6.984,-0.153345
6.986,-0.153213
6.988,-0.153081
6.99,-0.152948
6.992,-0.152816
6.994,-0.152684
6.996,-0.152551
6.998,-0.152419
7,-0.152287
7.002,-0.152154
7.004,-0.152022
7.006,-0.15189
7.008,-0.151757
7.01,-0.151625
7.012,-0.151493
7.014,-0.15136
7.016,-0.151228
7.018,-0.151095
7.02,-0.150963
7.022,-0.150831
7.024,-0.150698
7.026,-0.150566
7.028,-0.150433
7.03,-0.150301
7.032,-0.150169
7.034,-0.150036
7.036,-0.149904
7.038,-0.149772
7.04,-0.149639
7.042,-0.149507
7.044,-0.149374
7.046,-0.149242
7.048,-0.14911
7.05,-0.148977
7.052,-0.148845
7.054,-0.148713
7.056,-0.14858
7.058,-0.148448
7.06,-0.148315
7.062,-0.148183
7.064,-0.148051
7.066,-0.147918
7.068,-0.147786
7.07,-0.147654
7.072,-0.147521
7.074,-0.147389
7.076,-0.147257
7.078,-0.147125
7.08,-0.146992
7.082,-0.14686
7.084,-0.146728
7.086,-0.146596
7.088,-0.146463
7.09,-0.146331
7.092,-0.146199
7.094,-0.146067
7.096,-0.145934
7.098,-0.145802
7.1,-0.14567
7.102,-0.145538
7.104,-0.145406
7.106,-0.145274
7.108,-0.145142
7.11,-0.145009
7.112,-0.144877
7.114,-0.144745
7.116,-0.144613
7.118,-0.144481
7.12,-0.144349
7.122,-0.144217
7.124,-0.144085
7.126,-0.143953
7.128,-0.143821
7.13,-0.14369
7.132,-0.143558
7.134,-0.143426
7.136,-0.143294
7.138,-0.143162
7.14,-0.14303
7.142,-0.142898
7.144,-0.142767
7.146,-0.142635
7.148,-0.142503
7.15,-0.142372
7.152,-0.14224
7.154,-0.142108
7.156,-0.141977
7.158,-0.141845
7.16,-0.141713
7.162,-0.141582
7.164,-0.14145
7.166,-0.141319
7.168,-0.141188
7.17,-0.141056
7.172,-0.140925
7.174,-0.140793
7.176,-0.140662
7.178,-0.140531
7.18,-0.140399
7.182,-0.140268
7.184,-0.140137
7.186,-0.140006
7.188,-0.139875
7.19,-0.139744
7.192,-0.139613
7.194,-0.139481
7.196,-0.13935
7.198,-0.13922
7.2,-0.139089
7.202,-0.138958
7.204,-0.138827
7.206,-0.138696
7.208,-0.138565
7.21,-0.138435
7.212,-0.138304
7.214,-0.138173
7.216,-0.138043
7.218,-0.137912
7.22,-0.137782
7.222,-0.137651
7.224,-0.137521
7.226,-0.13739
7.228,-0.13726
7.23,-0.13713
7.232,-0.136999
7.234,-0.136869
7.236,-0.136739
7.238,-0.136609
7.24,-0.136479
7.242,-0.136349
7.244,-0.136219
7.246,-0.136089
7.248,-0.135959
7.25,-0.135829
7.252,-0.135699
7.254,-0.13557
7.256,-0.13544
7.258,-0.13531
7.26,-0.135181
7.262,-0.135051
7.264,-0.134922
7.266,-0.134792
7.268,-0.134663
7.27,-0.134534
7.272,-0.134405
7.274,-0.134276
7.276,-0.134146
7.278,-0.134017
7.28,-0.133888
7.282,-0.13376
7.284,-0.133631
7.286,-0.133502
7.288,-0.133373
7.29,-0.133245
7.292,-0.133116
7.294,-0.132987
7.296,-0.132859
7.298,-0.132731
7.3,-0.132602
7.302,-0.132474
7.304,-0.132346
7.306,-0.132218
7.308,-0.13209
7.31,-0.131962
7.312,-0.131834
7.314,-0.131706
7.316,-0.131579
7.318,-0.131451
7.32,-0.131323
7.322,-0.131196
7.324,-0.131068
7.326,-0.130941
7.328,-0.130814
7.33,-0.130687
7.332,-0.13056
7.334,-0.130433
7.336,-0.130306
7.338,-0.130179
7.34,-0.130052
7.342,-0.129926
7.344,-0.129799
7.346,-0.129673
7.348,-0.129546
7.35,-0.12942
7.352,-0.129294
7.354,-0.129168
7.356,-0.129042
7.358,-0.128916
7.36,-0.12879
7.362,-0.128664
7.364,-0.128539
7.366,-0.128413
7.368,-0.128288
7.37,-0.128163
7.372,-0.128037
7.374,-0.127912
7.376,-0.127787
7.378,-0.127662
7.38,-0.127538
7.382,-0.127413
7.384,-0.127289
7.386,-0.127164
7.388,-0.12704
7.39,-0.126916
7.392,-0.126792
7.394,-0.126668
7.396,-0.126544
7.398,-0.12642
7.4,-0.126297
7.402,-0.126173
7.404,-0.12605
7.406,-0.125927
7.408,-0.125804
7.41,-0.125681
7.412,-0.125558
7.414,-0.125435
7.416,-0.125313
7.418,-0.125191
7.42,-0.125068
7.422,-0.124946
7.424,-0.124824
7.426,-0.124703
7.428,-0.124581
7.43,-0.12446
7.432,-0.124338
7.434,-0.124217
7.436,-0.124096
7.438,-0.123975
7.44,-0.123855
7.442,-0.123734
7.444,-0.123614
7.446,-0.123494
7.448,-0.123374
7.45,-0.123254
7.452,-0.123134
7.454,-0.123015
7.456,-0.122895
7.458,-0.122776
7.46,-0.122657
7.462,-0.122539
7.464,-0.12242
7.466,-0.122302
7.468,-0.122184
7.47,-0.122066
7.472,-0.121948
7.474,-0.12183
7.476,-0.121713
7.478,-0.121596
7.48,-0.121479
7.482,-0.121362
7.484,-0.121246
7.486,-0.12113
7.488,-0.121014
7.49,-0.120898
7.492,-0.120782
7.494,-0.120667
7.496,-0.120552
7.498,-0.120437
7.5,-0.120323
7.502,-0.120208
7.504,-0.120094
7.506,-0.119981
7.508,-0.119867
7.51,-0.119754
7.512,-0.119641
7.514,-0.119529
7.516,-0.119416
7.518,-0.119304
7.52,-0.119192
7.522,-0.119081
7.524,-0.11897
7.526,-0.118859
7.528,-0.118749
7.53,-0.118639
7.532,-0.118529
7.534,-0.118419
7.536,-0.11831
7.538,-0.118201
7.54,-0.118093
7.542,-0.117985
7.544,-0.117877
7.546,-0.11777
7.548,-0.117663
7.55,-0.117557
7.552,-0.117451
7.554,-0.117345
7.556,-0.11724
7.558,-0.117135
7.56,-0.117031
7.562,-0.116927
7.564,-0.116823
7.566,-0.11672
7.568,-0.116618
7.57,-0.116516
7.572,-0.116414
7.574,-0.116313
7.576,-0.116213
7.578,-0.116113
7.58,-0.116014
7.582,-0.115915
7.584,-0.115817
7.586,-0.115719
7.588,-0.115622
7.59,-0.115526
7.592,-0.11543
7.594,-0.115335
7.596,-0.11524
7.598,-0.115147
7.6,-0.115054
7.602,-0.114961
7.604,-0.11487
7.606,-0.114779
7.608,-0.114689
7.61,-0.1146
7.612,-0.114511
7.614,-0.114424
7.616,-0.114337
7.618,-0.114251
7.62,-0.114166
7.622,-0.114082
7.624,-0.113999
7.626,-0.113917
7.628,-0.113836
7.63,-0.113756
7.632,-0.113677
7.634,-0.1136
7.636,-0.113523
7.638,-0.113448
7.64,-0.113373
7.642,-0.113301
7.644,-0.113229
7.646,-0.113159
7.648,-0.11309
7.65,-0.113022
7.652,-0.112957
7.654,-0.112892
7.656,-0.112829
7.658,-0.112768
7.66,-0.112709
7.662,-0.112651
7.664,-0.112595
7.666,-0.112541
7.668,-0.112489
7.67,-0.112439
7.672,-0.112392
7.674,-0.112346
7.676,-0.112303
7.678,-0.112262
7.68,-0.112223
7.682,-0.112187
7.684,-0.112154
7.686,-0.112123
7.688,-0.112096
7.69,-0.112071
7.692,-0.11205
7.694,-0.112031
7.696,-0.112017
7.698,-0.112005
7.7,-0.111998
7.702,-0.111994
7.704,-0.111995
7.706,-0.112
7.708,-0.112009
7.71,-0.112023
7.712,-0.112042
7.714,-0.112066
7.716,-0.112096
7.718,-0.112131
7.72,-0.112173
7.722,-0.11222
7.724,-0.112275
7.726,-0.112336
7.728,-0.112405
7.73,-0.112482
7.732,-0.112567
7.734,-0.112661
7.736,-0.112764
7.738,-0.112877
7.74,-0.113
7.742,-0.113135
7.744,-0.113282
7.746,-0.113441
7.748,-0.113614
7.75,-0.113801
7.752,-0.114003
7.754,-0.114222
7.756,-0.114458
7.758,-0.114713
7.75836,-0.114762
7.76,-0.114989
7.76067,-0.115086
7.762,-0.115286
7.76293,-0.115431
7.764,-0.115606
7.76513,-0.115798
7.766,-0.115952
7.76728,-0.116188
7.768,-0.116326
7.76939,-0.116601
7.77,-0.116728
7.77144,-0.117038
7.772,-0.117163
7.77345,-0.1175
7.774,-0.117632
7.77541,-0.117986
7.776,-0.11814
7.77733,-0.118499
7.778,-0.118688
7.7792,-0.119039
7.78,-0.119281
7.78103,-0.119607
7.782,-0.119924
7.78282,-0.120203
7.784,-0.12062
7.78457,-0.120829
7.786,-0.121376
7.78628,-0.121485
7.78794,-0.122173
7.788,-0.122196
7.78957,-0.122893
7.79,-0.123089
7.79117,-0.123646
7.792,-0.124061
7.79272,-0.124434
7.794,-0.125121
7.79424,-0.125257
7.79573,-0.126117
7.796,-0.12628
7.79718,-0.127015
7.798,-0.127547
7.7986,-0.127951
7.79999,-0.128928
7.8,-0.128937
7.80134,-0.129945
7.802,-0.130465
7.80266,-0.131005
7.80396,-0.132109
7.804,-0.132147
7.80522,-0.133257
7.806,-0.134003
7.80645,-0.134451
7.80766,-0.135693
7.808,-0.136057
7.80884,-0.136984
7.80999,-0.138324
7.81,-0.138335
7.81112,-0.139715
7.812,-0.14087
7.81221,-0.141159
7.81329,-0.142656
7.814,-0.143698
7.81434,-0.144209
7.81536,-0.145817
7.816,-0.146864
7.81637,-0.147483
7.81734,-0.149208
7.818,-0.150419
7.8183,-0.150992
7.81924,-0.152837
7.82,-0.154426
7.82015,-0.154744
7.82104,-0.156714
7.82191,-0.158749
7.822,-0.158958
7.82276,-0.160848
7.8236,-0.163012
7.824,-0.164103
7.82441,-0.165243
7.8252,-0.167542
7.82598,-0.169908
7.826,-0.169966
7.82674,-0.172342
7.82748,-0.174844
7.828,-0.176674
7.82821,-0.177416
7.82891,-0.180056
7.8296,-0.182764
7.83,-0.184374
7.83028,-0.185542
7.83094,-0.188387
7.83159,-0.1913
7.832,-0.193247
7.83222,-0.19428
7.83283,-0.197326
7.83343,-0.200437
7.834,-0.203499
7.83402,-0.203612
7.83459,-0.20685
7.83516,-0.210148
7.8357,-0.213505
7.836,-0.215371
7.83624,-0.216919
7.83676,-0.220388
7.83728,-0.223909
7.83778,-0.22748
7.838,-0.229129
7.83826,-0.231098
7.83874,-0.23476
7.83921,-0.238462
7.83966,-0.242202
7.84,-0.245052
7.84011,-0.245977
7.84054,-0.249781
7.84097,-0.253613
7.84138,-0.257467
7.84179,-0.26134
7.842,-0.263402
7.84218,-0.265228
7.84257,-0.269126
7.84295,-0.273031
7.84332,-0.276938
7.84368,-0.280842
7.844,-0.284353
7.84403,-0.28474
7.84438,-0.288628
7.84472,-0.2925
7.84505,-0.296353
7.84537,-0.300183
7.84568,-0.303986
7.84599,-0.307757
7.846,-0.307888
7.84629,-0.311493
7.84658,-0.31519
7.84687,-0.318845
7.84715,-0.322455
7.84742,-0.326015
7.84769,-0.329523
7.84795,-0.332977
7.848,-0.333622
7.84821,-0.336372
7.84846,-0.339708
7.8487,-0.342982
7.84894,-0.346192
7.84917,-0.349335
7.8494,-0.352411
7.84962,-0.355418
7.84984,-0.358355
7.85,-0.360566
7.85005,-0.36122
7.85026,-0.364013
7.85046,-0.366734
7.85066,-0.369381
7.85085,-0.371955
7.85104,-0.374456
7.85122,-0.376884
7.8514,-0.379238
7.85158,-0.38152
7.85175,-0.383729
7.85192,-0.385868
7.852,-0.386893
7.85208,-0.387935
7.85224,-0.389933
7.8524,-0.391862
7.85255,-0.393723
7.8527,-0.395518
7.85285,-0.397247
7.85299,-0.398913
7.85313,-0.400515
7.85327,-0.402057
7.8534,-0.403538
7.85353,-0.404962
7.85366,-0.406328
7.85378,-0.407639
7.85391,-0.408897
7.854,-0.409856
7.85402,-0.410102
7.85414,-0.411256
7.85425,-0.412361
7.85436,-0.413419
7.85447,-0.41443
7.85458,-0.415397
7.85468,-0.416321
7.85478,-0.417203
7.85488,-0.418046
7.85498,-0.418849
7.85507,-0.419615
7.85516,-0.420345
7.85525,-0.421041
7.85534,-0.421704
7.85543,-0.422334
7.85551,-0.422934
7.85559,-0.423504
7.85567,-0.424046
7.85575,-0.424561
7.85583,-0.42505
7.8559,-0.425514
7.85598,-0.425954
7.856,-0.426096
7.85605,-0.426372
7.85612,-0.426767
7.85619,-0.427142
7.85625,-0.427496
7.85632,-0.427831
7.85638,-0.428148
7.85644,-0.428448
7.8565,-0.428731
7.85656,-0.428998
7.85662,-0.42925
7.85668,-0.429488
7.85673,-0.429712
7.85679,-0.429922
7.85684,-0.43012
7.85689,-0.430307
7.85694,-0.430481
7.85699,-0.430646
7.85704,-0.430799
7.85708,-0.430944
7.85713,-0.431078
7.85718,-0.431205
7.85722,-0.431322
7.85726,-0.431432
7.8573,-0.431534
7.85734,-0.431629
7.85738,-0.431718
7.85742,-0.4318
7.85746,-0.431876
7.8575,-0.431946
7.85754,-0.43201
7.85757,-0.43207
7.85761,-0.432124
7.85764,-0.432174
7.85767,-0.43222
7.85771,-0.432261
7.85774,-0.432299
7.85777,-0.432333
7.8578,-0.432363
7.85783,-0.43239
7.85786,-0.432414
7.85789,-0.432435
7.85791,-0.432454
7.85794,-0.43247
7.85797,-0.432483
7.85799,-0.432494
7.858,-0.432497
7.85802,-0.432503
7.85804,-0.43251
7.85807,-0.432516
7.85809,-0.432519
7.85811,-0.432521
7.85813,-0.432521
7.85816,-0.43252
7.85818,-0.432517
7.8582,-0.432514
7.85822,-0.432509
7.85824,-0.432503
7.85826,-0.432496
7.85828,-0.432488
7.8583,-0.432479
7.85831,-0.432469
7.85833,-0.432459
7.85835,-0.432448
7.85837,-0.432437
7.85838,-0.432425
7.8584,-0.432412
7.85841,-0.432399
7.85843,-0.432386
7.85844,-0.432372
7.85846,-0.432358
7.85847,-0.432343
7.85849,-0.432328
7.8585,-0.432313
7.85852,-0.432298
7.85853,-0.432283
7.85854,-0.432267
7.85855,-0.432252
7.85857,-0.432236
7.85858,-0.43222
7.85859,-0.432205
7.8586,-0.432189
7.85861,-0.432173
7.85862,-0.432157
7.85863,-0.432141
7.85864,-0.432126
7.85865,-0.43211
7.85866,-0.432094
7.85867,-0.432079
7.85868,-0.432063
7.85869,-0.432048
7.8587,-0.432033
7.85871,-0.432017
7.85872,-0.432002
7.85873,-0.431987
7.85874,-0.431973
7.85874,-0.431958
7.85875,-0.431944
7.85876,-0.431929
7.85877,-0.431915
7.85877,-0.431901
7.85878,-0.431887
7.85879,-0.431874
7.8588,-0.43186
7.8588,-0.431847
7.85881,-0.431834
7.85882,-0.431821
7.85882,-0.431808
7.85883,-0.431795
7.85883,-0.431783
7.85884,-0.431771
7.85885,-0.431759
7.85885,-0.431747
7.85886,-0.431735
7.85886,-0.431724
7.85887,-0.431712
7.85887,-0.431701
7.85888,-0.43169
7.85888,-0.431679
7.85889,-0.431669
7.85889,-0.431658
7.8589,-0.431648
7.8589,-0.431638
7.8589,-0.431628
7.85891,-0.431619
7.85891,-0.431609
7.85892,-0.4316
7.85892,-0.43159
7.85892,-0.431581
7.85893,-0.431573
7.85893,-0.431564
7.85894,-0.431555
7.85894,-0.431547
7.85894,-0.431539
7.85895,-0.431531
7.85895,-0.431523
7.85895,-0.431515
7.85896,-0.431507
7.85896,-0.4315
7.85896,-0.431492
7.85896,-0.431485
7.85897,-0.431478
7.85897,-0.431471
7.85897,-0.431465
7.85898,-0.431458
7.85898,-0.431451
7.85898,-0.431445
7.85898,-0.431439
7.85899,-0.431433
7.85899,-0.431427
7.85899,-0.431421
7.85899,-0.431414
7.85899,-0.431408
7.859,-0.431402
7.859,-0.431395
7.859,-0.431388
7.859,-0.431384
7.85901,-0.431381
7.85901,-0.431374
7.85901,-0.431366
7.85901,-0.431359
7.85902,-0.431351
7.85902,-0.431343
7.85902,-0.431335
7.85903,-0.431326
7.85903,-0.431318
7.85903,-0.431309
7.85904,-0.431299
7.85904,-0.43129
7.85904,-0.43128
7.85905,-0.43127
7.85905,-0.43126
7.85905,-0.43125
7.85906,-0.431239
7.85906,-0.431228
7.85907,-0.431216
7.85907,-0.431205
7.85908,-0.431193
7.85908,-0.43118
7.85908,-0.431167
7.85909,-0.431154
7.85909,-0.431141
7.8591,-0.431127
7.8591,-0.431113
7.85911,-0.431098
7.85911,-0.431083
7.85912,-0.431067
7.85912,-0.431051
7.85913,-0.431035
7.85914,-0.431018
7.85914,-0.431001
7.85915,-0.430983
7.85915,-0.430964
7.85916,-0.430945
7.85917,-0.430926
7.85917,-0.430906
7.85918,-0.430885
7.85919,-0.430863
7.85919,-0.430841
7.8592,-0.430819
7.85921,-0.430795
7.85922,-0.430771
7.85922,-0.430746
7.85923,-0.430721
7.85924,-0.430694
7.85925,-0.430667
7.85926,-0.430639
7.85926,-0.43061
7.85927,-0.43058
7.85928,-0.43055
7.85929,-0.430518
7.8593,-0.430485
7.85931,-0.430451
7.85932,-0.430417
7.85933,-0.430381
7.85934,-0.430344
7.85935,-0.430305
7.85936,-0.430266
7.85937,-0.430225
7.85939,-0.430183
7.8594,-0.430139
7.85941,-0.430094
7.85942,-0.430048
7.85943,-0.43
7.85945,-0.42995
7.85946,-0.429899
7.85947,-0.429846
7.85949,-0.429791
7.8595,-0.429734
7.85952,-0.429676
7.85953,-0.429615
7.85955,-0.429553
7.85956,-0.429488
7.85958,-0.429421
7.85959,-0.429352
7.85961,-0.42928
7.85963,-0.429206
7.85964,-0.429129
7.85966,-0.42905
7.85968,-0.428967
7.8597,-0.428882
7.85972,-0.428794
7.85974,-0.428703
7.85976,-0.428608
7.85978,-0.42851
7.8598,-0.428409
7.85982,-0.428303
7.85984,-0.428194
7.85986,-0.428081
7.85989,-0.427964
7.85991,-0.427843
7.85993,-0.427717
7.85996,-0.427587
7.85998,-0.427452
7.86,-0.427363
7.86001,-0.427311
7.86004,-0.427166
7.86006,-0.427015
7.86009,-0.426859
7.86012,-0.426696
7.86015,-0.426528
7.86018,-0.426353
7.86021,-0.426172
7.86024,-0.425984
7.86027,-0.425788
7.8603,-0.425586
7.86034,-0.425375
7.86037,-0.425157
7.8604,-0.42493
7.86044,-0.424694
7.86048,-0.424449
7.86051,-0.424195
7.86055,-0.423932
7.86059,-0.423658
7.86063,-0.423373
7.86067,-0.423077
7.86071,-0.42277
7.86076,-0.422451
7.8608,-0.42212
7.86084,-0.421775
7.86089,-0.421417
7.86094,-0.421046
7.86099,-0.420659
7.86104,-0.420258
7.86109,-0.419841
7.86114,-0.419408
7.86119,-0.418957
7.86124,-0.418489
7.8613,-0.418003
7.86136,-0.417498
7.86141,-0.416973
7.86147,-0.416427
7.86153,-0.41586
7.8616,-0.415271
7.86166,-0.414659
7.86172,-0.414023
7.86179,-0.413363
7.86186,-0.412677
7.86193,-0.411964
7.862,-0.411223
7.862,-0.411222
7.86207,-0.410454
7.86215,-0.409656
7.86222,-0.408827
7.8623,-0.407966
7.86238,-0.407072
7.86246,-0.406144
7.86255,-0.405182
7.86263,-0.404182
7.86272,-0.403146
7.86281,-0.40207
7.8629,-0.400955
7.863,-0.399798
7.86309,-0.398599
7.86319,-0.397356
7.86329,-0.396068
7.8634,-0.394733
7.8635,-0.393351
7.86361,-0.391919
7.86372,-0.390437
7.86384,-0.388904
7.86395,-0.387317
7.864,-0.386655
7.86407,-0.385676
7.86419,-0.38398
7.86432,-0.382226
7.86444,-0.380415
7.86457,-0.378544
7.86471,-0.376613
7.86484,-0.374621
7.86498,-0.372566
7.86513,-0.370448
7.86527,-0.368265
7.86542,-0.366017
7.86558,-0.363704
7.86573,-0.361323
7.86589,-0.358876
7.866,-0.357252
7.86606,-0.356361
7.86623,-0.353779
7.8664,-0.351128
7.86657,-0.348409
7.86675,-0.345623
7.86694,-0.342769
7.86713,-0.339847
7.86732,-0.336859
7.86752,-0.333805
7.86772,-0.330687
7.86793,-0.327504
7.868,-0.326414
7.86814,-0.324259
7.86836,-0.320953
7.86858,-0.317587
7.86881,-0.314164
7.86904,-0.310686
7.86928,-0.307155
7.86952,-0.303573
7.86977,-0.299943
7.87,-0.296647
7.87003,-0.296268
7.87029,-0.292551
7.87056,-0.288796
7.87083,-0.285004
7.87111,-0.281181
7.8714,-0.27733
7.87169,-0.273454
7.87199,-0.269558
7.872,-0.269416
7.8723,-0.265645
7.87261,-0.261719
7.87293,-0.257785
7.87326,-0.253847
7.8736,-0.249909
7.87394,-0.245975
7.874,-0.245346
7.8743,-0.242049
7.87466,-0.238137
7.87503,-0.234241
7.87541,-0.230366
7.87579,-0.226516
7.876,-0.224519
7.87619,-0.222695
7.8766,-0.218907
7.87701,-0.215155
7.87744,-0.211444
7.87787,-0.207775
7.878,-0.206721
7.87832,-0.204154
7.87877,-0.200582
7.87924,-0.197063
7.87972,-0.193599
7.88,-0.191606
7.88021,-0.190193
7.8807,-0.186847
7.88122,-0.183564
7.88174,-0.180344
7.882,-0.178799
7.88228,-0.177191
7.88282,-0.174104
7.88339,-0.171087
7.88396,-0.168139
7.884,-0.167942
7.88455,-0.165261
7.88515,-0.162454
7.88577,-0.15972
7.886,-0.158717
7.8864,-0.157057
7.88704,-0.154466
7.8877,-0.151947
7.888,-0.150853
7.88838,-0.1495
7.88907,-0.147125
7.88978,-0.14482
7.89,-0.144121
7.8905,-0.142587
7.89124,-0.140422
7.892,-0.138332
7.892,-0.138327
7.89278,-0.1363
7.89357,-0.134339
7.894,-0.133331
7.89439,-0.132444
7.89522,-0.130614
7.896,-0.128991
7.89607,-0.128847
7.89694,-0.127142
7.89784,-0.125497
7.898,-0.125205
7.89875,-0.123912
7.89968,-0.122384
7.9,-0.121888
7.90064,-0.120913
7.90162,-0.119496
7.902,-0.118968
7.90262,-0.118132
7.90365,-0.11682
7.904,-0.116387
7.9047,-0.115558
7.90577,-0.114344
7.906,-0.114095
7.90687,-0.113177
7.908,-0.112056
7.908,-0.112052
7.90915,-0.110978
7.91,-0.110223
7.91033,-0.109943
7.91153,-0.108949
7.912,-0.10858
7.91277,-0.107993
7.914,-0.107098
7.91403,-0.107076
7.91532,-0.106195
7.916,-0.105757
7.91665,-0.10535
7.918,-0.104539
7.918,-0.104538
7.91939,-0.103758
7.92,-0.103429
7.92081,-0.103009
7.922,-0.102415
7.92226,-0.10229
7.92375,-0.101599
7.924,-0.101485
7.92527,-0.100935
7.926,-0.10063
7.92682,-0.100297
7.928,-0.0998408
7.92842,-0.0996841
7.93,-0.0991114
7.93005,-0.0990947
7.93172,-0.0985278
7.932,-0.0984349
7.93342,-0.0979825
7.934,-0.097806
7.93517,-0.0974575
7.936,-0.0972198
7.93696,-0.096952
7.938,-0.096672
7.93879,-0.0964649
7.94,-0.096159
7.94067,-0.0959953
7.942,-0.0956774
7.94258,-0.0955423
7.944,-0.0952242
7.94455,-0.095105
7.946,-0.0947969
7.94656,-0.0946825
7.948,-0.0943931
7.94861,-0.0942741
7.95,-0.0940108
7.95072,-0.0938789
7.952,-0.0936481
7.95287,-0.0934961
7.954,-0.0933032
7.95507,-0.0931251
