C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_3rd_resonator.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-2D_3rd_resonator
12.0518,-0.415867
12.0518,-0.415702
12.0519,-0.415529
12.052,-0.415349
12.052,-0.415161
12.0521,-0.414964
12.0521,-0.414759
12.0522,-0.414544
12.0522,-0.41432
12.0523,-0.414086
12.0524,-0.413842
12.0524,-0.413586
12.0525,-0.41332
12.0526,-0.413041
12.0526,-0.41275
12.0527,-0.412446
12.0528,-0.412129
12.0528,-0.411798
12.0529,-0.411452
12.053,-0.411091
12.0531,-0.410714
12.0532,-0.41032
12.0532,-0.409909
12.0533,-0.40948
12.0534,-0.409032
12.0535,-0.408565
12.0536,-0.408077
12.0537,-0.407568
12.0538,-0.407036
12.0539,-0.406482
12.054,-0.405904
12.0541,-0.405301
12.0542,-0.404672
12.0543,-0.404016
12.0544,-0.403332
12.0545,-0.40262
12.0546,-0.401876
12.0547,-0.401102
12.0549,-0.400295
12.055,-0.399454
12.0551,-0.398578
12.0552,-0.397666
12.0554,-0.396716
12.0555,-0.395727
12.0556,-0.394698
12.0558,-0.393627
12.0559,-0.392513
12.0561,-0.391355
12.0562,-0.39015
12.0564,-0.388898
12.0565,-0.387597
12.0567,-0.386245
12.0569,-0.384842
12.057,-0.383384
12.0572,-0.381872
12.0574,-0.380303
12.0576,-0.378676
12.0577,-0.376989
12.0579,-0.375242
12.0581,-0.373431
12.0583,-0.371557
12.0585,-0.369617
12.0587,-0.367611
12.0589,-0.365536
12.0592,-0.363393
12.0594,-0.361179
12.0596,-0.358893
12.0599,-0.356535
12.06,-0.355063
12.0601,-0.354104
12.0603,-0.351599
12.0606,-0.349019
12.0608,-0.346363
12.0611,-0.343632
12.0614,-0.340824
12.0617,-0.33794
12.0619,-0.334981
12.0622,-0.331945
12.0625,-0.328833
12.0628,-0.325647
12.0631,-0.322386
12.0634,-0.319053
12.0638,-0.315647
12.0641,-0.31217
12.0644,-0.308624
12.0648,-0.305011
12.0651,-0.301332
12.0655,-0.297591
12.0659,-0.293789
12.0663,-0.289929
12.0667,-0.286014
12.0671,-0.282047
12.0675,-0.278031
12.0679,-0.273971
12.0683,-0.269868
12.0687,-0.265729
12.0692,-0.261555
12.0696,-0.257353
12.0701,-0.253125
12.0706,-0.248876
12.0711,-0.24461
12.0716,-0.240333
12.0721,-0.236049
12.0726,-0.231762
12.0732,-0.227477
12.0737,-0.223198
12.0743,-0.218931
12.0749,-0.214679
12.0755,-0.210448
12.0761,-0.206241
12.0767,-0.202064
12.0773,-0.197919
12.078,-0.193812
12.0786,-0.189746
12.0793,-0.185725
12.08,-0.181817
12.08,-0.181752
12.0807,-0.177831
12.0815,-0.173966
12.0822,-0.170158
12.083,-0.166411
12.0837,-0.162727
12.0845,-0.159109
12.0854,-0.155559
12.0862,-0.152079
12.0871,-0.14867
12.0879,-0.145334
12.0888,-0.142071
12.0898,-0.138884
12.0907,-0.135773
12.0917,-0.132739
12.0926,-0.129781
12.0937,-0.1269
12.0947,-0.124097
12.0957,-0.121371
12.0968,-0.118722
12.0979,-0.11615
12.0991,-0.113653
12.1,-0.111677
12.1002,-0.111232
12.1014,-0.108885
12.1026,-0.106612
12.1039,-0.104411
12.1051,-0.102282
12.1064,-0.100223
12.1078,-0.0982331
12.1091,-0.096311
12.1105,-0.0944553
12.112,-0.0926644
12.1134,-0.0909371
12.1149,-0.0892717
12.1164,-0.0876667
12.118,-0.0861206
12.1196,-0.0846319
12.12,-0.0842826
12.1213,-0.0831989
12.1229,-0.0818201
12.1246,-0.0804939
12.1264,-0.0792187
12.1282,-0.077993
12.1301,-0.0768153
12.1319,-0.0756839
12.1339,-0.0745975
12.1358,-0.0735544
12.1379,-0.0725533
12.1399,-0.0715926
12.14,-0.0715621
12.142,-0.070671
12.1442,-0.0697871
12.1464,-0.0689396
12.1487,-0.068127
12.151,-0.0673482
12.1534,-0.0666018
12.1558,-0.0658866
12.1583,-0.0652014
12.16,-0.0647666
12.1609,-0.0645452
12.1635,-0.0639166
12.1662,-0.0633147
12.1689,-0.0627384
12.1717,-0.0621867
12.1745,-0.0616586
12.1775,-0.061153
12.18,-0.0607439
12.1805,-0.0606692
12.1835,-0.0602061
12.1867,-0.059763
12.1899,-0.059339
12.1932,-0.0589333
12.1966,-0.0585451
12.2,-0.0581737
12.22,-0.0564327
12.24,-0.0551977
12.26,-0.0542888
12.28,-0.0535996
12.3,-0.0530641
12.32,-0.0526397
12.34,-0.0522981
12.36,-0.0520195
12.38,-0.0517904
12.4,-0.0516007
12.42,-0.0514431
12.44,-0.0513123
12.46,-0.051204
12.48,-0.0511151
12.5,-0.0510432
12.52,-0.0509862
12.54,-0.0509427
12.56,-0.0509115
12.58,-0.0508915
12.6,-0.0508819
12.62,-0.0508821
12.64,-0.0508915
12.66,-0.0509097
12.68,-0.0509362
12.7,-0.0509708
12.72,-0.0510131
12.74,-0.051063
12.76,-0.0511203
12.78,-0.0511848
12.8,-0.0512563
12.82,-0.0513347
12.84,-0.05142
12.86,-0.051512
12.88,-0.0516106
12.9,-0.0517159
12.92,-0.0518276
12.94,-0.0519458
12.96,-0.0520704
12.98,-0.0522014
13,-0.0523387
13.02,-0.0524823
13.04,-0.0526321
13.06,-0.0527882
13.08,-0.0529505
13.1,-0.053119
13.12,-0.0532937
13.14,-0.0534745
13.16,-0.0536614
13.18,-0.0538545
13.2,-0.0540536
13.22,-0.0542588
13.24,-0.0544701
13.26,-0.0546874
13.28,-0.0549108
13.3,-0.0551402
13.32,-0.0553756
13.34,-0.0556169
13.36,-0.0558643
13.38,-0.0561176
13.4,-0.0563769
13.42,-0.0566421
13.44,-0.0569133
13.46,-0.0571903
13.48,-0.0574733
13.5,-0.0577621
13.52,-0.0580569
13.54,-0.0583574
13.56,-0.0586639
13.58,-0.0589761
13.6,-0.0592942
13.62,-0.059618
13.64,-0.0599477
13.66,-0.0602831
13.68,-0.0606243
13.7,-0.0609712
13.72,-0.0613238
13.74,-0.0616821
13.76,-0.0620462
13.78,-0.0624158
13.8,-0.0627912
13.82,-0.0631721
13.84,-0.0635587
13.86,-0.0639509
13.88,-0.0643486
13.9,-0.0647519
13.92,-0.0651607
13.94,-0.065575
13.96,-0.0659948
13.98,-0.0664201
14,-0.0668508
14.02,-0.067287
14.04,-0.0677285
14.06,-0.0681755
14.08,-0.0686277
14.1,-0.0690853
14.12,-0.0695482
14.14,-0.0700164
14.16,-0.0704899
14.18,-0.0709685
14.2,-0.0714524
14.22,-0.0719414
14.24,-0.0724356
14.26,-0.0729349
14.28,-0.0734392
14.3,-0.0739487
14.32,-0.0744631
14.34,-0.0749826
14.36,-0.075507
14.38,-0.0760364
14.4,-0.0765707
14.42,-0.0771098
14.44,-0.0776538
14.46,-0.0782026
14.48,-0.0787562
14.5,-0.0793146
14.52,-0.0798776
14.54,-0.0804453
14.56,-0.0810177
14.58,-0.0815946
14.6,-0.0821762
14.62,-0.0827623
14.64,-0.0833528
14.66,-0.0839479
14.68,-0.0845473
14.7,-0.0851511
14.72,-0.0857593
14.74,-0.0863718
14.76,-0.0869885
14.78,-0.0876095
14.8,-0.0882346
14.82,-0.0888639
14.84,-0.0894973
14.86,-0.0901348
14.88,-0.0907762
14.9,-0.0914217
14.92,-0.092071
14.94,-0.0927242
14.96,-0.0933813
14.98,-0.0940422
15,-0.0947068
15.02,-0.0953751
15.04,-0.096047
15.06,-0.0967226
15.08,-0.0974017
15.1,-0.0980843
15.12,-0.0987703
15.14,-0.0994598
15.16,-0.100153
15.18,-0.100849
15.2,-0.101548
15.22,-0.102251
15.24,-0.102956
15.26,-0.103665
15.28,-0.104377
15.3,-0.105092
15.32,-0.10581
15.34,-0.10653
15.36,-0.107254
15.38,-0.10798
15.4,-0.108709
15.42,-0.109441
15.44,-0.110175
15.46,-0.110912
15.48,-0.111651
15.5,-0.112393
15.52,-0.113137
15.54,-0.113884
15.56,-0.114632
15.58,-0.115383
15.6,-0.116136
15.62,-0.116892
15.64,-0.117649
15.66,-0.118408
15.68,-0.119169
15.7,-0.119932
15.72,-0.120697
15.74,-0.121464
15.76,-0.122232
15.78,-0.123002
15.8,-0.123773
15.82,-0.124546
15.84,-0.125321
15.86,-0.126097
15.88,-0.126874
15.9,-0.127652
15.92,-0.128432
15.94,-0.129213
15.96,-0.129995
15.98,-0.130779
16,-0.131563
16.02,-0.132349
16.04,-0.133135
16.06,-0.133923
16.08,-0.134712
16.1,-0.135501
16.12,-0.136291
16.14,-0.137082
16.16,-0.137874
16.18,-0.138666
16.2,-0.13946
16.22,-0.140254
16.24,-0.141048
16.26,-0.141843
16.28,-0.142639
16.3,-0.143435
16.32,-0.144231
16.34,-0.145028
16.36,-0.145825
16.38,-0.146623
16.4,-0.147421
16.42,-0.14822
16.44,-0.149018
16.46,-0.149817
16.48,-0.150616
16.5,-0.151416
16.52,-0.152215
16.54,-0.153015
16.56,-0.153815
16.58,-0.154615
16.6,-0.155415
16.62,-0.156215
16.64,-0.157015
16.66,-0.157816
16.68,-0.158616
16.7,-0.159416
16.72,-0.160217
16.74,-0.161017
16.76,-0.161817
16.78,-0.162618
16.8,-0.163418
16.82,-0.164218
16.84,-0.165019
16.86,-0.165819
16.88,-0.166619
16.9,-0.167419
16.92,-0.168219
16.94,-0.169019
16.96,-0.169818
16.98,-0.170618
17,-0.171418
C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_3rd_resonator.son DE_EMBEDDED Lk=6.0
FREQUENCY (GHz), DB[S21]-2D_3rd_resonator
5,-0.0835303
5.02,-0.0838042
5.04,-0.0840752
5.06,-0.0843432
5.08,-0.084608
5.1,-0.0848699
5.12,-0.0851287
5.14,-0.0853844
5.16,-0.085637
5.18,-0.0858865
5.2,-0.0861329
5.22,-0.0863762
5.24,-0.0866164
5.26,-0.0868534
5.28,-0.0870873
5.3,-0.0873181
5.32,-0.0875456
5.34,-0.08777
5.36,-0.0879912
5.38,-0.0882092
5.4,-0.088424
5.42,-0.0886355
5.44,-0.0888439
5.46,-0.0890489
5.48,-0.0892508
5.5,-0.0894494
5.52,-0.0896447
5.54,-0.0898367
5.56,-0.0900254
5.58,-0.0902109
5.6,-0.090393
5.62,-0.0905718
5.64,-0.0907473
5.66,-0.0909194
5.68,-0.0910882
5.7,-0.0912537
5.72,-0.0914158
5.74,-0.0915745
5.76,-0.0917298
5.78,-0.0918818
5.8,-0.0920304
5.82,-0.0921756
5.84,-0.0923173
5.86,-0.0924557
5.88,-0.0925907
5.9,-0.0927222
5.92,-0.0928503
5.94,-0.092975
5.96,-0.0930962
5.98,-0.093214
6,-0.0933284
6.02,-0.0934393
6.04,-0.0935467
6.06,-0.0936507
6.08,-0.0937512
6.1,-0.0938483
6.12,-0.0939419
6.14,-0.094032
6.16,-0.0941186
6.18,-0.0942018
6.2,-0.0942815
6.22,-0.0943577
6.24,-0.0944305
6.26,-0.0944998
6.28,-0.0945656
6.3,-0.0946279
6.32,-0.0946868
6.34,-0.0947421
6.36,-0.0947941
6.38,-0.0948425
6.4,-0.0948875
6.42,-0.094929
6.44,-0.094967
6.46,-0.0950016
6.48,-0.0950327
6.5,-0.0950604
6.52,-0.0950846
6.54,-0.0951054
6.56,-0.0951227
6.58,-0.0951366
6.6,-0.0951471
6.62,-0.0951541
6.64,-0.0951578
6.66,-0.095158
6.68,-0.0951548
6.7,-0.0951482
6.72,-0.0951383
6.74,-0.095125
6.76,-0.0951083
6.78,-0.0950882
6.8,-0.0950648
6.82,-0.095038
6.84,-0.0950079
6.86,-0.0949745
6.88,-0.0949378
6.9,-0.0948978
6.92,-0.0948545
6.94,-0.0948079
6.96,-0.094758
6.98,-0.0947049
7,-0.0946486
7.02,-0.094589
7.04,-0.0945262
7.06,-0.0944603
7.08,-0.0943911
7.1,-0.0943188
7.12,-0.0942433
7.14,-0.0941647
7.16,-0.0940829
7.18,-0.0939981
7.2,-0.0939101
7.22,-0.0938191
7.24,-0.093725
7.26,-0.0936279
7.28,-0.0935278
7.3,-0.0934246
7.32,-0.0933185
7.34,-0.0932094
7.36,-0.0930974
7.38,-0.0929824
7.4,-0.0928645
7.42,-0.0927437
7.44,-0.09262
7.46,-0.0924935
7.48,-0.0923642
7.5,-0.0922321
7.52,-0.0920971
7.54,-0.0919595
7.56,-0.091819
7.58,-0.0916759
7.6,-0.09153
7.62,-0.0913815
7.64,-0.0912303
7.66,-0.0910765
7.68,-0.09092
7.7,-0.090761
7.72,-0.0905995
7.74,-0.0904354
7.76,-0.0902687
7.78,-0.0900997
7.8,-0.0899281
7.82,-0.0897541
7.84,-0.0895777
7.86,-0.0893989
7.88,-0.0892178
7.9,-0.0890343
7.92,-0.0888486
7.94,-0.0886605
7.96,-0.0884702
7.98,-0.0882777
8,-0.088083
8.02,-0.0878861
8.04,-0.0876871
8.06,-0.0874859
8.08,-0.0872827
8.1,-0.0870774
8.12,-0.0868701
8.14,-0.0866608
8.16,-0.0864496
8.18,-0.0862364
8.2,-0.0860213
8.22,-0.0858043
8.24,-0.0855855
8.26,-0.0853648
8.28,-0.0851424
8.3,-0.0849182
8.32,-0.0846923
8.34,-0.0844647
8.36,-0.0842354
8.38,-0.0840045
8.4,-0.083772
8.42,-0.0835379
8.44,-0.0833023
8.46,-0.0830651
8.48,-0.0828266
8.5,-0.0825865
8.52,-0.0823451
8.54,-0.0821023
8.56,-0.0818581
8.58,-0.0816127
8.6,-0.0813659
8.62,-0.081118
8.64,-0.0808688
8.66,-0.0806185
8.68,-0.080367
8.7,-0.0801144
8.72,-0.0798607
8.74,-0.079606
8.76,-0.0793503
8.78,-0.0790937
8.8,-0.0788361
8.82,-0.0785776
8.84,-0.0783183
8.86,-0.0780581
8.88,-0.0777972
8.9,-0.0775355
8.92,-0.0772731
8.94,-0.07701
8.96,-0.0767463
8.98,-0.076482
9,-0.0762171
9.02,-0.0759517
9.04,-0.0756859
9.06,-0.0754195
9.08,-0.0751528
9.1,-0.0748856
9.12,-0.0746182
9.14,-0.0743504
9.16,-0.0740824
9.18,-0.0738142
9.2,-0.0735458
9.22,-0.0732772
9.24,-0.0730086
9.26,-0.0727399
9.28,-0.0724712
9.3,-0.0722025
9.32,-0.0719339
9.34,-0.0716654
9.36,-0.071397
9.38,-0.0711289
9.4,-0.070861
9.42,-0.0705933
9.44,-0.070326
9.46,-0.0700591
9.48,-0.0697925
9.5,-0.0695265
9.52,-0.0692609
9.54,-0.0689959
9.56,-0.0687315
9.58,-0.0684677
9.6,-0.0682047
9.62,-0.0679424
9.64,-0.0676808
9.66,-0.0674202
9.68,-0.0671604
9.7,-0.0669016
9.72,-0.0666437
9.74,-0.066387
9.76,-0.0661313
9.78,-0.0658768
9.8,-0.0656236
9.82,-0.0653716
9.84,-0.0651211
9.86,-0.0648719
9.88,-0.0646242
9.9,-0.0643781
9.92,-0.0641336
9.94,-0.0638908
9.96,-0.0636498
9.98,-0.0634107
10,-0.0631736
10.02,-0.0629385
10.04,-0.0627055
10.06,-0.0624748
10.08,-0.0622465
10.1,-0.0620207
10.12,-0.0617975
10.14,-0.0615771
10.16,-0.0613595
10.18,-0.0611451
10.2,-0.0609339
10.22,-0.0607263
10.24,-0.0605223
10.26,-0.0603223
10.28,-0.0601265
10.3,-0.0599354
10.32,-0.0597491
10.34,-0.0595683
10.36,-0.0593933
10.38,-0.0592247
10.4,-0.0590632
10.42,-0.0589096
10.44,-0.0587647
10.46,-0.0586298
10.48,-0.0585061
10.5,-0.0583952
10.52,-0.0582992
10.54,-0.0582205
10.56,-0.0581623
10.58,-0.0581286
10.6,-0.0581243
10.62,-0.0581564
10.64,-0.0582336
10.66,-0.0583682
10.68,-0.058577
10.7,-0.0588838
10.72,-0.0593237
10.74,-0.0599493
10.76,-0.0608433
10.78,-0.0621414
10.8,-0.0640792
10.8031,-0.0644642
10.8062,-0.0648672
10.8092,-0.0652891
10.8121,-0.0657304
10.8149,-0.066192
10.8177,-0.0666746
10.82,-0.0670954
10.8204,-0.067179
10.8231,-0.0677061
10.8257,-0.0682568
10.8282,-0.0688318
10.8307,-0.0694322
10.8331,-0.0700589
10.8355,-0.0707129
10.8378,-0.0713951
10.84,-0.072082
10.8401,-0.0721067
10.8423,-0.0728486
10.8444,-0.0736221
10.8466,-0.0744281
10.8486,-0.0752679
10.8506,-0.0761427
10.8526,-0.0770536
10.8545,-0.0780019
10.8564,-0.0789889
10.8582,-0.0800159
10.86,-0.0810738
10.86,-0.0810841
10.8618,-0.0821948
10.8635,-0.0833495
10.8652,-0.0845495
10.8668,-0.0857961
10.8684,-0.0870908
10.8699,-0.0884348
10.8715,-0.0898297
10.873,-0.0912768
10.8744,-0.0927775
10.8758,-0.0943332
10.8772,-0.0959452
10.8786,-0.0976148
10.8799,-0.0993434
10.88,-0.099472
10.8812,-0.101132
10.8825,-0.102983
10.8837,-0.104896
10.8849,-0.106873
10.8861,-0.108915
10.8872,-0.111023
10.8884,-0.113197
10.8895,-0.11544
10.8906,-0.117751
10.8916,-0.120131
10.8926,-0.122581
10.8936,-0.125101
10.8946,-0.127692
10.8956,-0.130353
10.8965,-0.133085
10.8974,-0.135887
10.8983,-0.13876
10.8992,-0.141703
10.9,-0.144534
10.9001,-0.144715
10.9009,-0.147795
10.9017,-0.150942
10.9025,-0.154156
10.9033,-0.157435
10.904,-0.160776
10.9048,-0.164179
10.9055,-0.167642
10.9062,-0.171161
10.9069,-0.174736
10.9076,-0.178362
10.9082,-0.182038
10.9089,-0.18576
10.9095,-0.189526
10.9101,-0.193331
10.9107,-0.197172
10.9113,-0.201047
10.9119,-0.20495
10.9125,-0.208878
10.913,-0.212827
10.9136,-0.216793
10.9141,-0.220771
10.9146,-0.224758
10.9151,-0.228748
10.9156,-0.232739
10.9161,-0.236724
10.9165,-0.240701
10.917,-0.244664
10.9174,-0.24861
10.9179,-0.252534
10.9183,-0.256432
10.9187,-0.2603
10.9191,-0.264135
10.9195,-0.267932
10.9199,-0.271688
10.92,-0.272642
10.9203,-0.275399
10.9207,-0.279063
10.921,-0.282676
10.9214,-0.286236
10.9217,-0.289739
10.9221,-0.293183
10.9224,-0.296566
10.9227,-0.299885
10.923,-0.30314
10.9233,-0.306327
10.9236,-0.309447
10.9239,-0.312497
10.9242,-0.315476
10.9245,-0.318384
10.9248,-0.32122
10.925,-0.323983
10.9253,-0.326674
10.9255,-0.329291
10.9258,-0.331836
10.926,-0.334308
10.9263,-0.336707
10.9265,-0.339035
10.9267,-0.341291
10.927,-0.343476
10.9272,-0.345592
10.9274,-0.347639
10.9276,-0.349618
10.9278,-0.351531
10.928,-0.353377
10.9282,-0.35516
10.9284,-0.356879
10.9286,-0.358537
10.9288,-0.360134
10.9289,-0.361673
10.9291,-0.363154
10.9293,-0.364579
10.9294,-0.36595
10.9296,-0.367267
10.9298,-0.368533
10.9299,-0.369749
10.9301,-0.370917
10.9302,-0.372037
10.9303,-0.373112
10.9305,-0.374143
10.9306,-0.375131
10.9308,-0.376078
10.9309,-0.376985
10.931,-0.377854
10.9311,-0.378686
10.9313,-0.379482
10.9314,-0.380243
10.9315,-0.380971
10.9316,-0.381668
10.9317,-0.382333
10.9318,-0.382969
10.9319,-0.383577
10.932,-0.384157
10.9321,-0.384711
10.9322,-0.38524
10.9323,-0.385745
10.9324,-0.386226
10.9325,-0.386685
10.9326,-0.387123
10.9327,-0.38754
10.9328,-0.387938
10.9329,-0.388317
10.933,-0.388678
10.933,-0.389022
10.9331,-0.38935
10.9332,-0.389661
10.9333,-0.389958
10.9333,-0.39024
10.9334,-0.390509
10.9335,-0.390764
10.9335,-0.391007
10.9336,-0.391237
10.9337,-0.391456
10.9337,-0.391665
10.9338,-0.391862
10.9339,-0.39205
10.9339,-0.392228
10.934,-0.392398
10.934,-0.392558
10.9341,-0.39271
10.9341,-0.392855
10.9342,-0.392991
10.9343,-0.393121
10.9343,-0.393244
10.9344,-0.39336
10.9344,-0.39347
10.9344,-0.393574
10.9345,-0.393673
10.9345,-0.393766
10.9346,-0.393854
10.9346,-0.393938
10.9347,-0.394016
10.9347,-0.39409
10.9347,-0.39416
10.9348,-0.394226
10.9348,-0.394289
10.9349,-0.394347
10.9349,-0.394403
10.9349,-0.394455
10.935,-0.394504
10.935,-0.39455
10.935,-0.394593
10.9351,-0.394634
10.9351,-0.394672
10.9351,-0.394707
10.9352,-0.394741
10.9352,-0.394772
10.9352,-0.394802
10.9352,-0.394829
10.9353,-0.394854
10.9353,-0.394878
10.9353,-0.3949
10.9354,-0.394921
10.9354,-0.39494
10.9354,-0.394958
10.9354,-0.394974
10.9355,-0.394989
10.9355,-0.395003
10.9355,-0.395016
10.9355,-0.395028
10.9355,-0.395039
10.9356,-0.395049
10.9356,-0.395058
10.9356,-0.395066
10.9356,-0.395073
10.9356,-0.39508
10.9357,-0.395086
10.9357,-0.395091
10.9357,-0.395096
10.9357,-0.3951
10.9357,-0.395103
10.9357,-0.395106
10.9358,-0.395109
10.9358,-0.395111
10.9358,-0.395113
10.9358,-0.395114
10.9358,-0.395115
10.9358,-0.395115
10.9359,-0.395115
10.9359,-0.395115
10.9359,-0.395115
10.9359,-0.395114
10.9359,-0.395113
10.9359,-0.395112
10.9359,-0.395111
10.9359,-0.395109
10.936,-0.395107
10.936,-0.395106
10.936,-0.395104
10.936,-0.395101
10.936,-0.395099
10.936,-0.395097
10.936,-0.395094
10.936,-0.395091
10.936,-0.395089
10.936,-0.395086
10.9361,-0.395083
10.9361,-0.39508
10.9361,-0.395077
10.9361,-0.395074
10.9361,-0.395071
10.9361,-0.395067
10.9361,-0.395064
10.9361,-0.395061
10.9361,-0.395058
10.9361,-0.395055
10.9361,-0.395051
10.9361,-0.395048
10.9362,-0.395045
10.9362,-0.395041
10.9362,-0.395038
10.9362,-0.395035
10.9362,-0.395032
10.9362,-0.395028
10.9362,-0.395025
10.9362,-0.395022
10.9362,-0.395019
10.9362,-0.395016
10.9362,-0.395012
10.9362,-0.395009
10.9362,-0.395006
10.9362,-0.395003
10.9362,-0.395
10.9362,-0.394997
10.9362,-0.394994
10.9363,-0.394991
10.9363,-0.394988
10.9363,-0.394985
10.9363,-0.394983
10.9363,-0.39498
10.9363,-0.394977
10.9363,-0.394974
10.9363,-0.394972
10.9363,-0.394969
10.9363,-0.394966
10.9363,-0.394964
10.9363,-0.394961
10.9363,-0.394959
10.9363,-0.394959
10.9363,-0.394956
10.9363,-0.394954
10.9363,-0.394951
10.9363,-0.394949
10.9363,-0.394947
10.9363,-0.394944
10.9363,-0.394942
10.9363,-0.394939
10.9363,-0.394937
10.9363,-0.394934
10.9363,-0.394931
10.9363,-0.394929
10.9363,-0.394926
10.9364,-0.394923
10.9364,-0.39492
10.9364,-0.394916
10.9364,-0.394913
10.9364,-0.39491
10.9364,-0.394906
10.9364,-0.394903
10.9364,-0.394899
10.9364,-0.394895
10.9364,-0.394891
10.9364,-0.394887
10.9364,-0.394883
10.9364,-0.394878
10.9364,-0.394874
10.9364,-0.394869
10.9364,-0.394864
10.9364,-0.394859
10.9364,-0.394854
10.9364,-0.394849
10.9364,-0.394843
10.9365,-0.394837
10.9365,-0.394832
10.9365,-0.394825
10.9365,-0.394819
10.9365,-0.394812
10.9365,-0.394806
10.9365,-0.394799
10.9365,-0.394791
10.9365,-0.394784
10.9365,-0.394776
10.9365,-0.394768
10.9365,-0.39476
10.9365,-0.394751
10.9365,-0.394742
10.9366,-0.394733
10.9366,-0.394723
10.9366,-0.394713
10.9366,-0.394703
10.9366,-0.394692
10.9366,-0.394681
10.9366,-0.39467
10.9366,-0.394658
10.9366,-0.394645
10.9366,-0.394633
10.9367,-0.394619
10.9367,-0.394605
10.9367,-0.394591
10.9367,-0.394576
10.9367,-0.394561
10.9367,-0.394545
10.9367,-0.394528
10.9367,-0.394511
10.9367,-0.394493
10.9368,-0.394474
10.9368,-0.394455
10.9368,-0.394435
10.9368,-0.394414
10.9368,-0.394392
10.9368,-0.39437
10.9368,-0.394347
10.9369,-0.394322
10.9369,-0.394297
10.9369,-0.394271
10.9369,-0.394243
10.9369,-0.394215
10.9369,-0.394185
10.937,-0.394155
10.937,-0.394123
10.937,-0.394089
10.937,-0.394055
10.937,-0.394019
10.9371,-0.393981
10.9371,-0.393942
10.9371,-0.393902
10.9371,-0.393859
10.9371,-0.393815
10.9372,-0.393769
10.9372,-0.393722
10.9372,-0.393672
10.9372,-0.39362
10.9373,-0.393566
10.9373,-0.39351
10.9373,-0.393452
10.9373,-0.393391
10.9374,-0.393328
10.9374,-0.393262
10.9374,-0.393193
10.9375,-0.393121
10.9375,-0.393046
10.9375,-0.392968
10.9375,-0.392887
10.9376,-0.392802
10.9376,-0.392714
10.9376,-0.392622
10.9377,-0.392526
10.9377,-0.392426
10.9377,-0.392322
10.9378,-0.392213
10.9378,-0.3921
10.9379,-0.391981
10.9379,-0.391858
10.9379,-0.391729
10.938,-0.391595
10.938,-0.391455
10.9381,-0.391309
10.9381,-0.391157
10.9382,-0.390998
10.9382,-0.390833
10.9382,-0.39066
10.9383,-0.390479
10.9383,-0.390291
10.9384,-0.390095
10.9385,-0.389891
10.9385,-0.389677
10.9386,-0.389454
10.9386,-0.389222
10.9387,-0.388979
10.9387,-0.388726
10.9388,-0.388462
10.9389,-0.388187
10.9389,-0.3879
10.939,-0.3876
10.939,-0.387287
10.9391,-0.386961
10.9392,-0.386621
10.9392,-0.386266
10.9393,-0.385896
10.9394,-0.38551
10.9395,-0.385107
10.9395,-0.384687
10.9396,-0.384249
10.9397,-0.383792
10.9398,-0.383316
10.9399,-0.38282
10.94,-0.382302
10.94,-0.382058
10.94,-0.381762
10.9401,-0.3812
10.9402,-0.380614
10.9403,-0.380003
10.9404,-0.379366
10.9405,-0.378703
10.9406,-0.378012
10.9407,-0.377292
10.9408,-0.376543
10.9409,-0.375763
10.9411,-0.37495
10.9412,-0.374104
10.9413,-0.373224
10.9414,-0.372308
10.9415,-0.371356
10.9417,-0.370365
10.9418,-0.369334
10.9419,-0.368263
10.9421,-0.36715
10.9422,-0.365993
10.9423,-0.364791
10.9425,-0.363543
10.9426,-0.362248
10.9428,-0.360903
10.9429,-0.359508
10.9431,-0.358061
10.9432,-0.356561
10.9434,-0.355006
10.9436,-0.353395
10.9438,-0.351726
10.9439,-0.349999
10.9441,-0.348213
10.9443,-0.346364
10.9445,-0.344454
10.9447,-0.342479
10.9449,-0.34044
10.9451,-0.338336
10.9453,-0.336164
10.9455,-0.333926
10.9457,-0.331618
10.946,-0.329242
10.9462,-0.326796
10.9464,-0.32428
10.9467,-0.321694
10.9469,-0.319037
10.9472,-0.31631
10.9474,-0.313513
10.9477,-0.310645
10.9479,-0.307707
10.9482,-0.304701
10.9485,-0.301626
10.9488,-0.298483
10.9491,-0.295275
10.9494,-0.292002
10.9497,-0.288666
10.95,-0.285268
10.9503,-0.281811
10.9507,-0.278297
10.951,-0.274728
10.9514,-0.271106
10.9517,-0.267436
10.9521,-0.263719
10.9525,-0.259958
10.9528,-0.256158
10.9532,-0.252321
10.9536,-0.248451
10.954,-0.244552
10.9545,-0.240628
10.9549,-0.236682
10.9553,-0.23272
10.9558,-0.228744
10.9562,-0.22476
10.9567,-0.220772
10.9572,-0.216783
10.9577,-0.212799
10.9582,-0.208823
10.9587,-0.20486
10.9592,-0.200914
10.9598,-0.196989
10.96,-0.195307
10.9603,-0.193089
10.9609,-0.189219
10.9615,-0.185381
10.9621,-0.181581
10.9627,-0.17782
10.9633,-0.174104
10.9639,-0.170434
10.9646,-0.166814
10.9652,-0.163247
10.9659,-0.159736
10.9666,-0.156283
10.9673,-0.15289
10.9681,-0.149559
10.9688,-0.146293
10.9696,-0.143093
10.9704,-0.13996
