frequency,Re(S21),Im(S21),Amplitude,phase
7809100000.0,-0.0146609713,-0.0004775774,0.014668747718616421,-3.109029423204806
7809100360.0,-0.0146863551,-0.000465248,0.01469372253123081,-3.1099243154239224
7809100720.0,-0.0146909227,-0.0004445643,0.014697647675536713,-3.1113407298556828
7809101080.0,-0.0146799685,-0.0004456182,0.01468673043060175,-3.1112464438693666
7809101440.0,-0.0146857542,-0.0004124536,0.014691544996867095,-3.1135147489632673
7809101800.0,-0.0147058855,-0.0004060582,0.0147114904615711,-3.113987715990684
7809102160.0,-0.0147075257,-0.0003666155,0.014712094315256436,-3.1166707460898873
7809102520.0,-0.0147057608,-0.0003951853,0.014711069713931504,-3.114726296992041
7809102880.0,-0.0147160553,-0.0003740422,0.014720808101460968,-3.116180838056776
7809103240.0,-0.014712414,-0.0003609324,0.014716840622387869,-3.117065066355326
7809103600.0,-0.0147269886,-0.0003601615,0.014731391975323044,-3.117141645137389
7809103960.0,-0.0147012981,-0.0003810485,0.014706235540899507,-3.115679077759242
7809104320.0,-0.0147055689,-0.000359336,0.014709958498702273,-3.117162146362291
7809104680.0,-0.0147182125,-0.0003408474,0.014722158678170907,-3.118438585990878
7809105041.0,-0.0146898012,-0.0003749672,0.014694586067548731,-3.1160725128619395
7809105401.0,-0.0146891559,-0.0003749791,0.014693941281356124,-3.116070582645677
7809105761.0,-0.0147157866,-0.0003413511,0.01471974510072137,-3.1184005602359006
7809106121.0,-0.014711955,-0.0003551521,0.014716241127956534,-3.1174569670064045
7809106481.0,-0.0147039664,-0.0003609503,0.014708396004031135,-3.1170497640010004
7809106841.0,-0.0146904253,-0.0003401437,0.014694362634409491,-3.1184426815857917
7809107201.0,-0.0146900134,-0.0003509523,0.014694205021335957,-3.1177066608597337
7809107561.0,-0.014726715,-0.0003624929,0.014731175641943022,-3.1169829753669083
7809107921.0,-0.0147158346,-0.0003614279,0.014720272351470116,-3.1170371144059437
7809108281.0,-0.014720674,-0.0003546276,0.014724944948927916,-3.117506866402437
7809108641.0,-0.0146960914,-0.0003535709,0.014700344037419015,-3.117538454743408
7809109001.0,-0.0146859326,-0.0003278911,0.01468959253707202,-3.119269479313231
7809109361.0,-0.0146790043,-0.0003316013,0.014682749288249124,-3.1190063184862313
7809109721.0,-0.0146897072,-0.0003506789,0.014693892381279954,-3.1177247642191706
7809110081.0,-0.0147081562,-0.0003572952,0.014712495324163792,-3.1173051128495874
7809110441.0,-0.0146963076,-0.0003364905,0.014700159282484256,-3.1187003919967227
7809110801.0,-0.0146954539,-0.0003578057,0.014699809190801686,-3.1172494096273122
7809111161.0,-0.0146931709,-0.0003307982,0.014696894180258973,-3.1190827182696608
7809111521.0,-0.0146932791,-0.0003606032,0.01469770340489789,-3.117055528478102
7809111881.0,-0.0146800646,-0.0003353848,0.014683895246978718,-3.118750351748406
7809112241.0,-0.0146925873,-0.0003351732,0.014696409855543616,-3.118784208127125
7809112601.0,-0.0146889317,-0.0003463328,0.014693014016723075,-3.118019213975413
7809112961.0,-0.0146820088,-0.0003551187,0.014686302859956523,-3.1174100313234536
7809113321.0,-0.014706291,-0.0003426193,0.014710281539162108,-3.1182994022771857
7809113681.0,-0.0146678976,-0.0003454263,0.01467196439924857,-3.118047188959747
7809114041.0,-0.0146868768,-0.0003292168,0.014690566151097801,-3.1191806948581418
7809114401.0,-0.0146654926,-0.0003409986,0.014669456474111667,-3.118345076695724
7809114761.0,-0.014678042,-0.0003259801,0.014681661349430454,-3.119387612760389
7809115122.0,-0.0146764799,-0.0003221176,0.014680014373403515,-3.1196482980779696
7809115482.0,-0.014692245,-0.0003255882,0.014695852163655031,-3.1194357321657225
7809115842.0,-0.0146845853,-0.000326762,0.014688220410846923,-3.119344283825845
7809116202.0,-0.0146847007,-0.0003337402,0.0146884926786133,-3.118869496782251
7809116562.0,-0.0146845976,-0.0003034055,0.01468773166868717,-3.1209341142787643
7809116922.0,-0.0146796393,-0.0003109787,0.014682932872214536,-3.120411466086046
7809117282.0,-0.014671298,-0.0003110782,0.014674595553245044,-3.1203926483197533
7809117642.0,-0.0146762689,-0.0003309794,0.014680000551373681,-3.119044463169395
7809118002.0,-0.014675713,-0.0003301298,0.014679425661217712,-3.119101471568414
7809118362.0,-0.0146903598,-0.0003075478,0.014693578757496108,-3.1206603629984104
7809118722.0,-0.0146751642,-0.0003211226,0.014678677189079144,-3.119714100367443
7809119082.0,-0.0146636601,-0.0003157465,0.01466705912514824,-3.120063396053446
7809119442.0,-0.014668174,-0.0002896938,0.014671034421336297,-3.1218454005732394
7809119802.0,-0.0146639363,-0.0002864879,0.014666734576152392,-3.1220582357790203
7809120162.0,-0.014649186,-0.0003154139,0.014652581219393024,-3.120064824495774
7809120522.0,-0.0146653053,-0.0003042654,0.014668461302258164,-3.120848335758436
7809120882.0,-0.0146724955,-0.0003051646,0.014675668626356123,-3.1207972402032835
7809121242.0,-0.0146757043,-0.000284381,0.01467845936241946,-3.122217405374698
