C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_2port.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-Photon_count_2_V5_2D_2_5CELL_mod_2port
14.5195,-1.70036
14.5196,-1.7018
14.5198,-1.70471
14.5198,-1.70517
14.52,-1.70757
14.5202,-1.70975
14.5202,-1.71038
14.5204,-1.71314
14.5205,-1.71409
14.5206,-1.71585
14.5208,-1.71821
14.5208,-1.7185
14.521,-1.7211
14.5211,-1.72211
14.5212,-1.72364
14.5214,-1.72579
14.5214,-1.72613
14.5216,-1.72855
14.5217,-1.72926
14.5218,-1.73091
14.5219,-1.73253
14.522,-1.73321
14.5222,-1.73544
14.5222,-1.7356
14.5224,-1.73761
14.5225,-1.73848
14.5226,-1.73971
14.5227,-1.74118
14.5228,-1.74174
14.523,-1.7437
14.523,-1.7437
14.5232,-1.74558
14.5233,-1.74605
14.5234,-1.7474
14.5235,-1.74823
14.5236,-1.74914
14.5237,-1.75025
14.5238,-1.7508
14.524,-1.75212
14.524,-1.75239
14.5242,-1.75385
14.5242,-1.75389
14.5244,-1.75532
14.5244,-1.75543
14.5246,-1.75666
14.5246,-1.75688
14.5248,-1.75792
14.5248,-1.7582
14.525,-1.7591
14.5251,-1.7594
14.5252,-1.76019
14.5253,-1.76048
14.5254,-1.76119
14.5255,-1.76145
14.5256,-1.7621
14.5256,-1.76231
14.5258,-1.76293
14.5258,-1.76308
14.526,-1.76366
14.526,-1.76374
14.5262,-1.76431
14.5262,-1.76432
14.5264,-1.76481
14.5264,-1.76486
14.5266,-1.76521
14.5266,-1.76531
14.5267,-1.76554
14.5268,-1.76568
14.5269,-1.7658
14.527,-1.76594
14.527,-1.76599
14.5272,-1.76611
14.5272,-1.76611
14.5274,-1.76617
14.5274,-1.76618
14.5275,-1.76618
