C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF.son DE_EMBEDDED Lk=1.0
FREQUENCY (GHz), DB[Z33]-Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF
16.84,42.9268
16.86,42.9465
16.88,42.9662
16.9,42.9858
16.92,43.0053
16.94,43.0249
16.96,43.0444
16.98,43.0638
17,43.0832
17.02,43.1026
17.04,43.1219
17.06,43.1412
17.08,43.1605
17.1,43.1797
17.12,43.1989
17.14,43.2181
17.16,43.2372
17.18,43.2563
17.2,43.2754
17.22,43.2944
17.24,43.3134
17.26,43.3323
17.28,43.3512
17.3,43.3701
17.32,43.389
17.34,43.4078
17.36,43.4266
17.38,43.4453
17.4,43.464
17.42,43.4827
17.44,43.5014
17.46,43.52
17.48,43.5386
17.5,43.5571
17.52,43.5757
17.54,43.5942
17.56,43.6127
17.58,43.6311
17.6,43.6495
17.62,43.6679
17.64,43.6863
17.66,43.7046
17.68,43.7229
17.7,43.7412
17.72,43.7594
17.74,43.7776
17.76,43.7958
17.78,43.814
17.8,43.8322
17.82,43.8503
17.84,43.8684
17.86,43.8865
17.88,43.9045
17.9,43.9225
17.92,43.9405
17.94,43.9585
17.96,43.9765
17.98,43.9944
18,44.0124
18.02,44.0303
18.04,44.0481
18.06,44.066
18.08,44.0839
18.1,44.1017
18.12,44.1195
18.14,44.1373
18.16,44.1551
18.18,44.1728
18.2,44.1906
18.22,44.2083
18.24,44.2261
18.26,44.2438
18.28,44.2615
18.3,44.2792
18.32,44.2969
18.34,44.3146
18.36,44.3323
18.38,44.35
18.4,44.3677
18.42,44.3853
18.44,44.403
18.46,44.4207
18.48,44.4384
18.5,44.4561
18.52,44.4738
18.54,44.4915
18.56,44.5092
18.58,44.527
18.6,44.5447
18.62,44.5625
18.64,44.5803
18.66,44.5982
18.68,44.6161
18.7,44.634
18.72,44.6519
18.74,44.6699
18.76,44.688
18.78,44.7061
18.8,44.7243
18.82,44.7426
18.84,44.7609
18.86,44.7794
18.88,44.7979
18.9,44.8166
18.92,44.8354
18.94,44.8543
18.96,44.8734
18.98,44.8927
19,44.9123
19.02,44.932
19.04,44.9521
19.06,44.9724
19.08,44.9931
19.1,45.0142
19.12,45.0358
19.14,45.058
19.16,45.0807
19.18,45.1043
19.2,45.1287
19.22,45.1542
19.24,45.1811
19.26,45.2095
19.28,45.2398
19.3,45.2726
19.32,45.3085
19.3245,45.3172
19.3289,45.3258
19.3333,45.3345
19.3375,45.3431
19.34,45.3484
19.3416,45.3518
19.3456,45.3605
19.3496,45.3693
19.3534,45.378
19.3572,45.3868
19.36,45.3936
19.3608,45.3956
19.3644,45.4045
19.3679,45.4133
19.3713,45.4222
19.3747,45.4311
19.378,45.44
19.38,45.4458
19.3811,45.449
19.3843,45.458
19.3873,45.467
19.3903,45.4761
19.3932,45.4851
19.3961,45.4942
19.3988,45.5033
19.4,45.5072
19.4015,45.5125
19.4042,45.5216
19.4068,45.5307
19.4093,45.5399
19.4118,45.549
19.4142,45.5582
19.4166,45.5673
19.4189,45.5765
19.42,45.5809
19.4211,45.5856
19.4233,45.5947
19.4255,45.6037
19.4276,45.6127
19.4297,45.6217
19.4317,45.6306
19.4336,45.6395
19.4356,45.6483
19.4374,45.6569
19.4393,45.6655
19.44,45.6691
19.441,45.674
19.4428,45.6824
19.4445,45.6907
19.4462,45.6988
19.4478,45.7068
19.4494,45.7146
19.4509,45.7222
19.4525,45.7297
19.454,45.7369
19.4554,45.7439
19.4568,45.7507
19.4582,45.7573
19.4596,45.7636
19.46,45.7656
19.4609,45.7697
19.4622,45.7755
19.4634,45.781
19.4647,45.7862
19.4659,45.7911
19.4671,45.7956
19.4682,45.7999
19.4693,45.8038
19.4704,45.8073
19.4715,45.8105
19.4726,45.8133
19.4736,45.8157
19.4746,45.8178
19.4756,45.8195
19.4765,45.8208
19.4775,45.8217
19.4784,45.8222
19.4793,45.8223
19.48,45.8221
19.4801,45.822
19.481,45.8213
19.4818,45.8203
19.4826,45.8189
19.4834,45.817
19.4842,45.8149
19.485,45.8123
19.4857,45.8094
19.4864,45.8061
19.4871,45.8025
19.4878,45.7986
19.4885,45.7944
19.4892,45.7898
19.4898,45.785
19.4905,45.7798
19.4911,45.7744
19.4917,45.7688
19.4923,45.7629
19.4928,45.7568
19.4934,45.7504
19.4939,45.7439
19.4945,45.7372
19.495,45.7303
19.4955,45.7232
19.496,45.716
19.4965,45.7087
19.497,45.7013
19.4974,45.6937
19.4979,45.6861
19.4983,45.6784
19.4988,45.6706
19.4992,45.6628
19.4996,45.6549
19.5,45.6475
19.5,45.647
19.5004,45.6391
19.5008,45.6312
19.5012,45.6232
19.5016,45.6153
19.5019,45.6074
19.5023,45.5996
19.5026,45.5917
19.503,45.5839
19.5033,45.5762
19.5036,45.5685
19.5039,45.5608
19.5042,45.5532
19.5045,45.5457
19.5048,45.5383
19.5051,45.5309
19.5054,45.5237
19.5057,45.5165
19.5059,45.5094
19.5062,45.5024
19.5064,45.4954
19.5067,45.4886
19.5069,45.4819
19.5072,45.4753
19.5074,45.4687
19.5076,45.4623
19.5079,45.456
19.5081,45.4498
19.5083,45.4437
19.5085,45.4376
19.5087,45.4317
19.5089,45.4259
19.5091,45.4202
19.5093,45.4146
19.5095,45.4091
19.5096,45.4038
19.5098,45.3985
19.51,45.3933
19.5102,45.3882
19.5103,45.3832
19.5105,45.3783
19.5106,45.3735
19.5108,45.3688
19.5109,45.3642
19.5111,45.3597
19.5112,45.3553
19.5114,45.3509
19.5115,45.3467
19.5116,45.3426
19.5118,45.3385
19.5119,45.3345
19.512,45.3306
19.5121,45.3268
19.5123,45.3231
19.5124,45.3194
19.5125,45.3159
19.5126,45.3124
19.5127,45.309
19.5128,45.3056
19.5129,45.3024
19.513,45.2992
19.5131,45.296
19.5132,45.293
19.5133,45.29
19.5134,45.2871
19.5135,45.2842
19.5136,45.2814
19.5137,45.2787
19.5138,45.276
19.5138,45.2734
19.5139,45.2709
19.514,45.2684
19.5141,45.2659
19.5141,45.2636
19.5142,45.2612
19.5143,45.259
19.5144,45.2567
19.5144,45.2546
19.5145,45.2524
19.5146,45.2504
19.5146,45.2483
19.5147,45.2464
19.5147,45.2444
19.5148,45.2425
19.5149,45.2407
19.5149,45.2389
19.515,45.2371
19.515,45.2354
19.5151,45.2337
19.5151,45.232
19.5152,45.2304
19.5152,45.2289
19.5153,45.2273
19.5153,45.2258
19.5154,45.2244
19.5154,45.2229
19.5155,45.2215
19.5155,45.2202
19.5155,45.2188
19.5156,45.2175
19.5156,45.2162
19.5157,45.215
19.5157,45.2138
19.5157,45.2126
19.5158,45.2114
19.5158,45.2103
19.5158,45.2092
19.5159,45.2081
19.5159,45.207
19.5159,45.206
19.516,45.205
19.516,45.204
19.516,45.203
19.5161,45.2021
19.5161,45.2012
19.5161,45.2003
19.5162,45.1994
19.5162,45.1985
19.5162,45.1977
19.5162,45.1969
19.5163,45.1961
19.5163,45.1953
19.5163,45.1945
19.5163,45.1938
19.5164,45.1931
19.5164,45.1924
19.5164,45.1917
19.5164,45.191
19.5164,45.1903
19.5165,45.1897
19.5165,45.189
19.5165,45.1884
19.5165,45.1878
19.5165,45.1872
19.5166,45.1866
19.5166,45.1861
19.5166,45.1855
19.5166,45.185
19.5166,45.1845
19.5166,45.1839
19.5167,45.1834
19.5167,45.1829
19.5167,45.1825
19.5167,45.182
19.5167,45.1815
19.5167,45.1811
19.5167,45.1807
19.5168,45.1802
19.5168,45.1798
19.5168,45.1794
19.5168,45.179
19.5168,45.1786
19.5168,45.1782
19.5168,45.1779
19.5168,45.1775
19.5169,45.1772
19.5169,45.1768
19.5169,45.1765
19.5169,45.1761
19.5169,45.1758
19.5169,45.1755
19.5169,45.1752
19.5169,45.1749
19.5169,45.1746
19.5169,45.1743
19.517,45.174
19.517,45.1738
19.517,45.1735
19.517,45.1732
19.517,45.173
19.517,45.1727
19.517,45.1725
19.517,45.1722
19.517,45.172
19.517,45.1718
19.517,45.1715
19.517,45.1713
19.517,45.1711
19.5171,45.1709
19.5171,45.1707
19.5171,45.1705
19.5171,45.1703
19.5171,45.1701
19.5171,45.1699
19.5171,45.1698
19.5171,45.1696
19.5171,45.1694
19.5171,45.1692
19.5171,45.1691
19.5171,45.1689
19.5171,45.1688
19.5171,45.1686
19.5171,45.1685
19.5171,45.1683
19.5171,45.1682
19.5171,45.168
19.5171,45.1679
19.5172,45.1677
19.5172,45.1676
19.5172,45.1674
19.5172,45.1672
19.5172,45.1671
19.5172,45.1669
19.5172,45.1667
19.5172,45.1665
19.5172,45.1663
19.5172,45.1662
19.5172,45.166
19.5172,45.1658
19.5172,45.1656
19.5172,45.1654
19.5172,45.1651
19.5172,45.1649
19.5172,45.1647
19.5173,45.1645
19.5173,45.1642
19.5173,45.164
19.5173,45.1637
19.5173,45.1635
19.5173,45.1632
19.5173,45.163
19.5173,45.1627
19.5173,45.1624
19.5173,45.1622
19.5173,45.1619
19.5173,45.1616
19.5174,45.1613
19.5174,45.161
19.5174,45.1606
19.5174,45.1603
19.5174,45.16
19.5174,45.1597
19.5174,45.1593
19.5174,45.159
19.5174,45.1586
19.5175,45.1582
19.5175,45.1578
19.5175,45.1575
19.5175,45.1571
19.5175,45.1566
19.5175,45.1562
19.5175,45.1558
19.5175,45.1554
19.5176,45.1549
19.5176,45.1545
19.5176,45.154
19.5176,45.1535
19.5176,45.153
19.5176,45.1525
19.5176,45.152
19.5177,45.1515
19.5177,45.151
19.5177,45.1504
19.5177,45.1498
19.5177,45.1493
19.5178,45.1487
19.5178,45.1481
19.5178,45.1475
19.5178,45.1468
19.5178,45.1462
19.5179,45.1455
19.5179,45.1449
19.5179,45.1442
19.5179,45.1435
19.5179,45.1427
19.518,45.142
19.518,45.1412
19.518,45.1405
19.518,45.1397
19.5181,45.1389
19.5181,45.138
19.5181,45.1372
19.5181,45.1363
19.5182,45.1354
19.5182,45.1345
19.5182,45.1336
19.5183,45.1326
19.5183,45.1317
19.5183,45.1307
19.5184,45.1296
19.5184,45.1286
19.5184,45.1275
19.5185,45.1265
19.5185,45.1253
19.5185,45.1242
19.5186,45.123
19.5186,45.1218
19.5187,45.1206
19.5187,45.1194
19.5187,45.1181
19.5188,45.1168
19.5188,45.1154
19.5189,45.1141
19.5189,45.1127
19.519,45.1113
19.519,45.1098
19.519,45.1083
19.5191,45.1068
19.5191,45.1052
19.5192,45.1036
19.5193,45.102
19.5193,45.1003
19.5194,45.0986
19.5194,45.0969
19.5195,45.0951
19.5195,45.0932
19.5196,45.0914
19.5197,45.0895
19.5197,45.0875
19.5198,45.0855
19.5199,45.0835
19.5199,45.0814
19.52,45.0793
19.52,45.0792
19.5201,45.0771
19.5201,45.0749
19.5202,45.0726
19.5203,45.0703
19.5204,45.0679
19.5205,45.0655
19.5205,45.063
19.5206,45.0605
19.5207,45.0579
19.5208,45.0553
19.5209,45.0526
19.521,45.0498
19.5211,45.047
19.5212,45.0442
19.5213,45.0413
19.5214,45.0383
19.5215,45.0352
19.5216,45.0321
19.5217,45.0289
19.5218,45.0257
19.5219,45.0224
19.522,45.019
19.5222,45.0156
19.5223,45.0121
19.5224,45.0085
19.5225,45.0049
19.5227,45.0012
19.5228,44.9974
19.5229,44.9935
19.5231,44.9896
19.5232,44.9856
19.5234,44.9815
19.5235,44.9774
19.5237,44.9732
19.5238,44.9689
19.524,44.9645
19.5241,44.9601
19.5243,44.9555
19.5245,44.9509
19.5247,44.9463
19.5248,44.9415
19.525,44.9367
19.5252,44.9318
19.5254,44.9269
19.5256,44.9218
19.5258,44.9167
19.526,44.9115
19.5262,44.9063
19.5265,44.9009
19.5267,44.8956
19.5269,44.8901
19.5271,44.8846
19.5274,44.879
19.5276,44.8734
19.5279,44.8677
19.5281,44.8619
19.5284,44.8561
19.5287,44.8503
19.5289,44.8444
19.5292,44.8385
19.5295,44.8325
19.5298,44.8265
19.5301,44.8204
19.5304,44.8144
19.5307,44.8083
19.5311,44.8022
19.5314,44.7962
19.5317,44.7901
19.5321,44.784
19.5324,44.7779
19.5328,44.7719
19.5332,44.7659
19.5335,44.7599
19.5339,44.7539
19.5343,44.7481
19.5347,44.7422
19.5352,44.7365
19.5356,44.7308
19.536,44.7252
19.5365,44.7198
19.5369,44.7144
19.5374,44.7091
19.5379,44.704
19.5384,44.699
19.5389,44.6942
19.5394,44.6895
19.5399,44.685
19.54,44.6843
19.5405,44.6806
19.541,44.6765
19.5416,44.6726
19.5421,44.6688
19.5427,44.6653
19.5433,44.6621
19.544,44.659
19.5446,44.6562
19.5452,44.6537
19.5459,44.6514
19.5466,44.6494
19.5473,44.6477
19.548,44.6463
19.5487,44.6452
19.5495,44.6444
19.5502,44.6438
19.551,44.6436
19.5518,44.6437
19.5526,44.6441
19.5535,44.6448
19.5543,44.6459
19.5552,44.6472
19.5561,44.6489
19.557,44.6509
19.558,44.6532
19.5589,44.6558
19.5599,44.6587
19.56,44.659
19.5609,44.662
19.5619,44.6655
19.563,44.6693
19.5641,44.6734
19.5652,44.6778
19.5663,44.6825
19.5675,44.6874
19.5687,44.6926
19.5699,44.698
19.5711,44.7037
19.5724,44.7096
19.5737,44.7158
19.575,44.7221
19.5764,44.7287
19.5778,44.7354
19.5792,44.7424
19.58,44.7462
19.5807,44.7495
19.5822,44.7567
19.5837,44.7642
19.5852,44.7717
19.5868,44.7794
19.5885,44.7873
19.5902,44.7952
19.5919,44.8033
19.5936,44.8114
19.5954,44.8197
19.5973,44.828
19.5992,44.8364
19.6,44.8401
19.6011,44.8449
19.6031,44.8534
19.6051,44.862
19.6072,44.8706
19.6093,44.8792
19.6114,44.8879
19.6137,44.8966
19.6159,44.9053
19.6182,44.9141
19.62,44.9206
19.6206,44.9228
19.623,44.9316
19.6255,44.9404
19.6281,44.9491
19.6307,44.9579
19.6334,44.9666
19.6361,44.9753
19.6389,44.9841
19.64,44.9875
19.6417,44.9928
19.6447,45.0015
19.6477,45.0101
19.6507,45.0188
19.6539,45.0274
19.6571,45.036
19.66,45.0437
19.6604,45.0446
19.6637,45.0532
19.6672,45.0617
19.6707,45.0702
19.6743,45.0787
19.678,45.0872
19.68,45.0917
19.6818,45.0957
19.6856,45.1041
19.6896,45.1125
19.6936,45.1209
19.6978,45.1293
19.7,45.1337
19.702,45.1377
19.7064,45.1461
19.7108,45.1544
19.7153,45.1628
19.72,45.1711
19.74,45.2049
19.76,45.236
19.78,45.2648
19.8,45.2918
19.82,45.3173
19.84,45.3416
19.86,45.3649
19.88,45.3874
19.9,45.4091
19.92,45.4301
19.94,45.4506
19.96,45.4707
19.98,45.4903
20,45.5095
C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF.son DE_EMBEDDED Lk=11.0
FREQUENCY (GHz), DB[Z33]-Photon_count_2_V5_2D_2_5CELL_mod_3ports_DEF
2,51.5319
2.02,51.4344
2.04,51.3376
2.06,51.2416
2.08,51.1462
2.1,51.0515
2.12,50.9574
2.14,50.864
2.16,50.7713
2.18,50.6791
2.2,50.5876
2.22,50.4966
2.24,50.4062
2.26,50.3164
2.28,50.2272
2.3,50.1384
2.32,50.0502
2.34,49.9625
2.36,49.8753
2.38,49.7886
2.4,49.7024
2.42,49.6166
2.44,49.5313
2.46,49.4465
2.48,49.362
2.5,49.2781
2.52,49.1945
2.54,49.1113
2.56,49.0285
2.58,48.9462
2.6,48.8642
2.62,48.7826
2.64,48.7013
2.66,48.6204
2.68,48.5398
2.7,48.4596
2.72,48.3797
2.74,48.3002
2.76,48.2209
2.78,48.142
2.8,48.0633
2.82,47.985
2.84,47.9069
2.86,47.8292
2.88,47.7517
2.9,47.6744
2.92,47.5974
2.94,47.5207
2.96,47.4442
2.98,47.368
3,47.292
3.02,47.2162
3.04,47.1407
3.06,47.0653
3.08,46.9902
3.1,46.9153
3.12,46.8405
3.14,46.766
3.16,46.6917
3.18,46.6175
3.2,46.5435
3.22,46.4697
3.24,46.3961
3.26,46.3226
3.28,46.2493
3.3,46.1761
3.32,46.1031
3.34,46.0302
3.36,45.9574
3.38,45.8848
3.4,45.8123
3.42,45.7399
3.44,45.6677
3.46,45.5955
3.48,45.5235
3.5,45.4515
3.52,45.3797
3.54,45.308
3.56,45.2363
3.58,45.1647
3.6,45.0932
3.62,45.0218
3.64,44.9505
3.66,44.8792
3.68,44.808
3.7,44.7369
3.72,44.6658
3.74,44.5947
3.76,44.5237
3.78,44.4528
3.8,44.3818
3.82,44.311
3.84,44.2401
3.86,44.1693
3.88,44.0985
3.9,44.0277
3.92,43.9569
3.94,43.8861
3.96,43.8153
3.98,43.7446
4,43.6738
4.02,43.603
4.04,43.5322
4.06,43.4614
4.08,43.3906
4.1,43.3198
4.12,43.2489
4.14,43.178
4.16,43.1071
4.18,43.0361
4.2,42.9651
4.22,42.894
4.24,42.8229
4.26,42.7517
4.28,42.6804
4.3,42.6091
4.32,42.5378
4.34,42.4663
4.36,42.3948
4.38,42.3232
4.4,42.2515
4.42,42.1798
4.44,42.1079
4.46,42.0359
4.48,41.9639
4.5,41.8917
4.52,41.8194
4.54,41.747
4.56,41.6745
4.58,41.6019
4.6,41.5291
4.62,41.4562
4.64,41.3832
4.66,41.31
4.68,41.2367
4.7,41.1632
4.72,41.0896
4.74,41.0158
4.76,40.9418
4.78,40.8677
4.8,40.7934
4.82,40.719
4.84,40.6443
4.86,40.5694
4.88,40.4944
4.9,40.4192
4.92,40.3437
4.94,40.2681
4.96,40.1922
4.98,40.1161
5,40.0398
5.02,39.9633
5.04,39.8865
5.06,39.8095
5.08,39.7322
5.1,39.6547
5.12,39.5769
5.14,39.4988
5.16,39.4205
5.18,39.3419
5.2,39.263
5.22,39.1839
5.24,39.1044
5.26,39.0246
5.28,38.9445
5.3,38.8641
5.32,38.7834
5.34,38.7024
5.36,38.621
5.38,38.5392
5.4,38.4572
5.42,38.3747
5.44,38.2919
5.46,38.2087
5.48,38.1252
5.5,38.0412
5.52,37.9568
5.54,37.8721
5.56,37.7869
5.58,37.7013
5.6,37.6152
5.62,37.5288
5.64,37.4418
5.66,37.3544
5.68,37.2666
5.7,37.1782
5.72,37.0894
5.74,37
5.76,36.9102
5.78,36.8198
5.8,36.7289
5.82,36.6374
5.84,36.5454
5.86,36.4529
5.88,36.3597
5.9,36.2659
5.92,36.1716
5.94,36.0766
5.96,35.981
5.98,35.8847
6,35.7878
6.02,35.6902
6.04,35.592
6.06,35.493
6.08,35.3933
6.1,35.2928
6.12,35.1916
6.14,35.0897
6.16,34.9869
6.18,34.8834
6.2,34.779
6.22,34.6738
6.24,34.5677
6.26,34.4607
6.28,34.3528
6.3,34.244
6.32,34.1343
6.34,34.0235
6.36,33.9118
6.38,33.7991
6.4,33.6853
6.42,33.5704
6.44,33.4545
6.46,33.3374
6.48,33.2192
6.5,33.0997
6.52,32.9791
6.54,32.8572
6.56,32.734
6.58,32.6096
6.6,32.4837
6.62,32.3565
6.64,32.2278
6.66,32.0977
6.68,31.966
6.7,31.8328
6.72,31.698
6.74,31.5616
6.76,31.4234
6.78,31.2835
6.8,31.1418
6.82,30.9983
6.84,30.8528
6.86,30.7053
6.88,30.5558
6.9,30.4042
6.92,30.2504
6.94,30.0943
6.96,29.9359
6.98,29.7751
7,29.6118
7.02,29.4459
7.04,29.2773
7.06,29.1059
7.08,28.9316
7.1,28.7543
7.12,28.5739
7.14,28.3902
7.16,28.2031
7.18,28.0125
7.2,27.8182
7.22,27.6201
7.24,27.418
7.26,27.2117
7.28,27.001
7.3,26.7857
7.32,26.5656
7.34,26.3404
7.36,26.1099
7.38,25.8738
7.4,25.6319
7.42,25.3837
7.44,25.1289
7.46,24.8673
7.48,24.5982
7.5,24.3214
7.52,24.0362
7.54,23.7422
7.56,23.4387
7.58,23.1251
7.6,22.8007
7.62,22.4646
7.64,22.116
7.66,21.7538
7.68,21.3768
7.7,20.9839
7.72,20.5734
7.74,20.1437
7.76,19.6929
7.78,19.2188
7.8,18.7185
7.82,18.1892
7.84,17.6271
7.86,17.0277
7.88,16.3857
7.9,15.6943
7.92,14.9454
7.94,14.1281
7.96,13.2288
7.98,12.2289
8,11.1028
8.02,9.81427
8.04,8.30869
8.06,6.49948
8.08,4.23836
8.1,1.24762
8.12,-3.0068
8.14,-8.15216
8.16,-5.41642
8.18,-0.457928
8.2,2.98327
8.22,5.49869
8.24,7.46257
8.26,9.06804
8.28,10.4236
8.3,11.5956
8.32,12.6272
8.34,13.5479
8.36,14.3792
8.38,15.1366
8.4,15.8319
8.42,16.4746
8.44,17.0718
8.46,17.6296
8.48,18.1526
8.5,18.645
8.52,19.1101
8.54,19.5507
8.56,19.9691
8.58,20.3676
8.6,20.7478
8.62,21.1114
8.64,21.4597
8.66,21.7939
8.68,22.1151
8.7,22.4242
8.72,22.7221
8.74,23.0097
8.76,23.2874
8.78,23.5561
8.8,23.8162
8.82,24.0682
8.84,24.3127
8.86,24.55
8.88,24.7807
8.9,25.0049
8.92,25.2231
8.94,25.4355
8.96,25.6425
8.98,25.8443
9,26.0412
9.02,26.2334
9.04,26.4211
9.06,26.6045
9.08,26.7837
9.1,26.9591
9.12,27.1307
9.14,27.2986
9.16,27.4631
9.18,27.6243
9.2,27.7822
9.22,27.9371
9.24,28.089
9.26,28.2381
9.28,28.3843
9.3,28.528
9.32,28.669
9.34,28.8076
9.36,28.9438
9.38,29.0776
9.4,29.2092
9.42,29.3387
9.44,29.466
9.46,29.5913
9.48,29.7146
9.5,29.836
9.52,29.9556
9.54,30.0733
9.56,30.1893
9.58,30.3036
9.6,30.4162
9.62,30.5273
9.64,30.6367
9.66,30.7447
9.68,30.8511
9.7,30.9561
9.72,31.0597
9.74,31.1619
9.76,31.2628
9.78,31.3624
9.8,31.4607
9.82,31.5578
9.84,31.6537
9.86,31.7484
9.88,31.8419
9.9,31.9343
9.92,32.0257
9.94,32.1159
9.96,32.2051
9.98,32.2932
10,32.3804
10.02,32.4666
10.04,32.5518
10.06,32.6361
10.08,32.7194
10.1,32.8019
10.12,32.8835
10.14,32.9642
10.16,33.044
10.18,33.1231
10.2,33.2013
10.22,33.2787
10.24,33.3553
10.26,33.4312
10.28,33.5064
10.3,33.5807
10.32,33.6544
10.34,33.7274
10.36,33.7996
10.38,33.8712
10.4,33.9421
10.42,34.0124
10.44,34.082
10.46,34.1509
10.48,34.2193
10.5,34.287
10.52,34.3542
10.54,34.4207
10.56,34.4867
10.58,34.552
10.6,34.6169
10.62,34.6811
10.64,34.7449
10.66,34.8081
10.68,34.8707
10.7,34.9329
10.72,34.9945
10.74,35.0557
10.76,35.1163
10.78,35.1765
10.8,35.2362
10.82,35.2954
10.84,35.3541
10.86,35.4124
10.88,35.4703
10.9,35.5277
10.92,35.5846
10.94,35.6412
10.96,35.6973
10.98,35.753
11,35.8083
11.02,35.8632
11.04,35.9177
11.06,35.9718
11.08,36.0255
11.1,36.0788
11.12,36.1318
11.14,36.1844
11.16,36.2366
11.18,36.2884
11.2,36.3399
11.22,36.3911
11.24,36.4419
11.26,36.4923
11.28,36.5424
11.3,36.5922
11.32,36.6417
11.34,36.6908
11.36,36.7396
11.38,36.7881
11.4,36.8363
11.42,36.8842
11.44,36.9318
11.46,36.9791
11.48,37.026
11.5,37.0727
11.52,37.1191
11.54,37.1652
11.56,37.2111
11.58,37.2566
11.6,37.3019
11.62,37.3469
11.64,37.3917
11.66,37.4361
11.68,37.4803
11.7,37.5243
11.72,37.568
11.74,37.6114
11.76,37.6546
11.78,37.6976
11.8,37.7403
11.82,37.7828
11.84,37.825
11.86,37.867
11.88,37.9087
11.9,37.9503
11.92,37.9916
11.94,38.0326
11.96,38.0735
11.98,38.1141
12,38.1545
12.02,38.1947
12.04,38.2347
12.06,38.2745
12.08,38.314
12.1,38.3534
12.12,38.3926
12.14,38.4315
12.16,38.4703
12.18,38.5088
12.2,38.5472
12.22,38.5853
12.24,38.6233
12.26,38.6611
12.28,38.6987
12.3,38.7361
12.32,38.7733
12.34,38.8104
12.36,38.8472
12.38,38.8839
12.4,38.9204
12.42,38.9568
12.44,38.9929
12.46,39.0289
12.48,39.0647
12.5,39.1004
12.52,39.1359
12.54,39.1712
12.56,39.2064
12.58,39.2414
12.6,39.2762
12.62,39.3109
12.64,39.3454
12.66,39.3798
12.68,39.414
12.7,39.4481
12.72,39.482
12.74,39.5157
12.76,39.5493
12.78,39.5828
12.8,39.6161
12.82,39.6493
12.84,39.6823
12.86,39.7152
12.88,39.748
12.9,39.7806
12.92,39.8131
12.94,39.8454
12.96,39.8776
12.98,39.9097
13,39.9416
13.02,39.9734
13.04,40.0051
13.06,40.0367
13.08,40.0681
13.1,40.0994
13.12,40.1305
13.14,40.1616
13.16,40.1925
13.18,40.2233
13.2,40.254
13.22,40.2845
13.24,40.315
13.26,40.3453
13.28,40.3755
13.3,40.4056
13.32,40.4355
13.34,40.4654
13.36,40.4951
13.38,40.5247
13.4,40.5543
13.42,40.5837
13.44,40.613
13.46,40.6421
13.48,40.6712
13.5,40.7002
13.52,40.7291
13.54,40.7578
13.56,40.7865
13.58,40.815
13.6,40.8435
13.62,40.8718
13.64,40.9001
13.66,40.9282
13.68,40.9562
13.7,40.9842
13.72,41.012
13.74,41.0398
13.76,41.0674
13.78,41.095
13.8,41.1225
13.82,41.1498
13.84,41.1771
13.86,41.2043
13.88,41.2314
13.9,41.2584
13.92,41.2853
13.94,41.3121
13.96,41.3389
13.98,41.3655
14,41.3921
14.02,41.4185
14.04,41.4449
14.06,41.4712
14.08,41.4974
14.1,41.5235
14.12,41.5496
14.14,41.5755
14.16,41.6014
14.18,41.6272
14.2,41.6529
14.22,41.6785
14.24,41.7041
14.26,41.7296
14.28,41.755
14.3,41.7803
14.32,41.8055
14.34,41.8307
14.36,41.8558
14.38,41.8808
14.4,41.9057
14.42,41.9305
14.44,41.9553
14.46,41.98
14.48,42.0047
14.5,42.0292
14.52,42.0537
14.54,42.0781
14.56,42.1025
14.58,42.1267
14.6,42.1509
14.62,42.1751
14.64,42.1991
14.66,42.2231
14.68,42.2471
14.7,42.2709
14.72,42.2947
14.74,42.3184
14.76,42.3421
14.78,42.3657
14.8,42.3892
14.82,42.4127
14.84,42.4361
14.86,42.4594
14.88,42.4827
14.9,42.5059
14.92,42.529
14.94,42.5521
14.96,42.5751
14.98,42.598
15,42.6209
15.02,42.6438
15.04,42.6665
15.06,42.6892
15.08,42.7119
15.1,42.7345
15.12,42.757
15.14,42.7795
15.16,42.8019
15.18,42.8243
15.2,42.8466
15.22,42.8688
15.24,42.891
15.26,42.9131
15.28,42.9352
15.3,42.9572
15.32,42.9792
15.34,43.0011
15.36,43.023
15.38,43.0448
15.4,43.0665
15.42,43.0882
15.44,43.1098
15.46,43.1314
15.48,43.153
15.5,43.1745
15.52,43.1959
15.54,43.2173
15.56,43.2386
15.58,43.2599
15.6,43.2811
15.62,43.3023
15.64,43.3234
15.66,43.3445
15.68,43.3655
15.7,43.3865
15.72,43.4075
15.74,43.4283
15.76,43.4492
15.78,43.47
15.8,43.4907
15.82,43.5114
15.84,43.5321
15.86,43.5527
15.88,43.5732
15.9,43.5937
15.92,43.6142
15.94,43.6346
15.96,43.655
15.98,43.6753
16,43.6956
16.02,43.7159
16.04,43.7361
16.06,43.7562
16.08,43.7764
16.1,43.7964
16.12,43.8165
16.14,43.8365
16.16,43.8564
16.18,43.8763
16.2,43.8962
16.22,43.916
16.24,43.9358
16.26,43.9555
16.28,43.9752
16.3,43.9949
16.32,44.0145
16.34,44.0341
16.36,44.0536
16.38,44.0731
16.4,44.0926
16.42,44.112
16.44,44.1314
16.46,44.1508
16.48,44.1701
16.5,44.1893
16.52,44.2086
16.54,44.2278
16.56,44.247
16.58,44.2661
16.6,44.2852
16.62,44.3042
16.64,44.3233
