C:\Users\oper\Downloads\Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[Z33]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1
3.28,48.3403
3.3,48.2782
3.32,48.2164
3.34,48.1547
3.36,48.0934
3.38,48.0322
3.4,47.9713
3.42,47.9107
3.44,47.8502
3.46,47.79
3.48,47.73
3.5,47.6702
3.52,47.6107
3.54,47.5513
3.56,47.4922
3.58,47.4333
3.6,47.3745
3.62,47.316
3.64,47.2576
3.66,47.1995
3.68,47.1415
3.7,47.0837
3.72,47.0261
3.74,46.9687
3.76,46.9115
3.78,46.8544
3.8,46.7975
3.82,46.7408
3.84,46.6842
3.86,46.6278
3.88,46.5715
3.9,46.5155
3.92,46.4595
3.94,46.4037
3.96,46.3481
3.98,46.2926
4,46.2373
4.02,46.1821
4.04,46.127
4.06,46.0721
4.08,46.0173
4.1,45.9626
4.12,45.9081
4.14,45.8537
4.16,45.7994
4.18,45.7452
4.2,45.6912
4.22,45.6373
4.24,45.5835
4.26,45.5298
4.28,45.4762
4.3,45.4227
4.32,45.3693
4.34,45.3161
4.36,45.2629
4.38,45.2099
4.4,45.1569
4.42,45.1041
4.44,45.0513
4.46,44.9986
4.48,44.946
4.5,44.8936
4.52,44.8412
4.54,44.7888
4.56,44.7366
4.58,44.6844
4.6,44.6324
4.62,44.5804
4.64,44.5285
4.66,44.4766
4.68,44.4248
4.7,44.3731
4.72,44.3215
4.74,44.2699
4.76,44.2184
4.78,44.167
4.8,44.1156
4.82,44.0643
4.84,44.0131
4.86,43.9619
4.88,43.9107
4.9,43.8596
4.92,43.8086
4.94,43.7576
4.96,43.7067
4.98,43.6558
5,43.6049
5.02,43.5541
5.04,43.5034
5.06,43.4527
5.08,43.402
5.1,43.3513
5.12,43.3007
5.14,43.2502
5.16,43.1996
5.18,43.1491
5.2,43.0987
5.22,43.0482
5.24,42.9978
5.26,42.9474
5.28,42.897
5.3,42.8467
5.32,42.7963
5.34,42.746
5.36,42.6958
5.38,42.6455
5.4,42.5952
5.42,42.545
5.44,42.4947
5.46,42.4445
5.48,42.3943
5.5,42.3441
5.52,42.2939
5.54,42.2437
5.56,42.1935
5.58,42.1433
5.6,42.0931
5.62,42.0429
5.64,41.9927
5.66,41.9425
5.68,41.8923
5.7,41.8421
5.72,41.7919
5.74,41.7417
5.76,41.6914
5.78,41.6412
5.8,41.5909
5.82,41.5406
5.84,41.4903
5.86,41.44
5.88,41.3896
5.9,41.3393
5.92,41.2889
5.94,41.2385
5.96,41.188
5.98,41.1376
6,41.0871
6.02,41.0366
6.04,40.986
6.06,40.9354
6.08,40.8848
6.1,40.8341
6.12,40.7834
6.14,40.7327
6.16,40.6819
6.18,40.6311
6.2,40.5802
6.22,40.5293
6.24,40.4784
6.26,40.4274
6.28,40.3763
6.3,40.3252
6.32,40.2741
6.34,40.2228
6.36,40.1716
6.38,40.1203
6.4,40.0689
6.42,40.0174
6.44,39.9659
6.46,39.9143
6.48,39.8627
6.5,39.811
6.52,39.7592
6.54,39.7074
6.56,39.6555
6.58,39.6035
6.6,39.5514
6.62,39.4993
6.64,39.447
6.66,39.3947
6.68,39.3424
6.7,39.2899
6.72,39.2373
6.74,39.1847
6.76,39.132
6.78,39.0791
6.8,39.0262
6.82,38.9732
6.84,38.9201
6.86,38.8669
6.88,38.8136
6.9,38.7602
6.92,38.7067
6.94,38.6531
6.96,38.5994
6.98,38.5456
7,38.4916
7.02,38.4376
7.04,38.3834
7.06,38.3291
7.08,38.2747
7.1,38.2202
7.12,38.1655
7.14,38.1108
7.16,38.0559
7.18,38.0008
7.2,37.9457
7.22,37.8904
7.24,37.835
7.26,37.7794
7.28,37.7237
7.3,37.6678
7.32,37.6118
7.34,37.5557
7.36,37.4994
7.38,37.443
7.4,37.3864
7.42,37.3296
7.44,37.2727
7.46,37.2156
7.48,37.1584
7.5,37.101
7.52,37.0434
7.54,36.9857
7.56,36.9278
7.58,36.8697
7.6,36.8114
7.62,36.753
7.64,36.6943
7.66,36.6355
7.68,36.5765
7.7,36.5173
7.72,36.4579
7.74,36.3983
7.76,36.3384
7.78,36.2784
7.8,36.2182
7.82,36.1578
7.84,36.0971
7.86,36.0363
7.88,35.9752
7.9,35.9139
7.92,35.8524
7.94,35.7906
7.96,35.7286
7.98,35.6664
8,35.6039
8.02,35.5412
8.04,35.4782
8.06,35.415
8.08,35.3515
8.1,35.2878
8.12,35.2237
8.14,35.1595
8.16,35.0949
8.18,35.0301
8.2,34.965
8.22,34.8996
8.24,34.834
8.26,34.768
8.28,34.7018
8.3,34.6352
8.32,34.5683
8.34,34.5012
8.36,34.4337
8.38,34.3659
8.4,34.2977
8.42,34.2292
8.44,34.1604
8.46,34.0913
8.48,34.0218
8.5,33.952
8.52,33.8817
8.54,33.8112
8.56,33.7402
8.58,33.6689
8.6,33.5972
8.62,33.5252
8.64,33.4527
8.66,33.3798
8.68,33.3066
8.7,33.2329
8.72,33.1588
8.74,33.0842
8.76,33.0093
8.78,32.9339
8.8,32.858
8.82,32.7817
8.84,32.7049
8.86,32.6277
8.88,32.5499
8.9,32.4717
8.92,32.393
8.94,32.3138
8.96,32.2341
8.98,32.1538
9,32.0731
9.02,31.9917
9.04,31.9099
9.06,31.8274
9.08,31.7444
9.1,31.6608
9.12,31.5767
9.14,31.4919
9.16,31.4065
9.18,31.3205
9.2,31.2338
9.22,31.1465
9.24,31.0585
9.26,30.9699
9.28,30.8806
9.3,30.7905
9.32,30.6998
9.34,30.6083
9.36,30.5161
9.38,30.4231
9.4,30.3293
9.42,30.2348
9.44,30.1394
9.46,30.0433
9.48,29.9462
9.5,29.8484
9.52,29.7496
9.54,29.6499
9.56,29.5494
9.58,29.4478
9.6,29.3454
9.62,29.2419
9.64,29.1375
9.66,29.032
9.68,28.9255
9.7,28.8179
9.72,28.7092
9.74,28.5993
9.76,28.4883
9.78,28.3762
9.8,28.2628
9.82,28.1482
9.84,28.0323
9.86,27.9151
9.88,27.7966
9.9,27.6767
9.92,27.5554
9.94,27.4326
9.96,27.3084
9.98,27.1826
10,27.0552
10.02,26.9263
10.04,26.7956
10.06,26.6633
10.08,26.5292
10.1,26.3933
10.12,26.2555
10.14,26.1158
10.16,25.9741
10.18,25.8304
10.2,25.6845
10.22,25.5365
10.24,25.3862
10.26,25.2335
10.28,25.0785
10.3,24.921
10.32,24.7608
10.34,24.598
10.36,24.4325
10.38,24.264
10.4,24.0926
10.42,23.918
10.44,23.7403
10.46,23.5591
10.48,23.3745
10.5,23.1862
10.52,22.9942
10.54,22.7982
10.56,22.598
10.58,22.3935
10.6,22.1845
10.62,21.9708
10.64,21.7521
10.66,21.5281
10.68,21.2987
10.7,21.0635
10.72,20.8221
10.74,20.5744
10.76,20.3199
10.78,20.0581
10.8,19.7888
10.82,19.5113
10.84,19.2253
10.86,18.93
10.88,18.6249
10.9,18.3092
10.92,17.9823
10.94,17.6432
10.96,17.291
10.98,16.9246
11,16.5428
11.02,16.1441
11.04,15.727
11.06,15.2897
11.08,14.8301
11.1,14.3458
11.12,13.8338
11.14,13.2909
11.16,12.7129
11.18,12.095
11.2,11.4312
11.22,10.7141
11.24,9.93431
11.26,9.0799
11.28,8.13508
11.3,7.07861
11.32,5.88097
11.34,4.49961
11.36,2.87052
11.38,0.892582
11.4,-1.59984
11.42,-4.85585
11.44,-8.77819
11.46,-9.6728
11.48,-5.98403
11.5,-2.48282
11.52,0.188734
11.54,2.28113
11.56,3.98496
11.58,5.41657
11.6,6.64867
11.62,7.72892
11.64,8.68999
11.66,9.55516
11.68,10.3416
11.7,11.0622
11.72,11.727
11.74,12.344
11.76,12.9194
11.78,13.4585
11.8,13.9654
11.82,14.4439
11.84,14.8968
11.86,15.3267
11.88,15.7358
11.9,16.1261
11.92,16.499
11.94,16.8562
11.96,17.1988
11.98,17.528
12,17.8447
12.02,18.1499
12.04,18.4444
12.06,18.7288
12.08,19.0039
12.1,19.2702
12.12,19.5282
12.14,19.7784
12.16,20.0214
12.18,20.2574
12.2,20.4869
12.22,20.7101
12.24,20.9276
12.26,21.1394
12.28,21.3459
12.3,21.5474
12.32,21.7441
12.34,21.9362
12.36,22.1238
12.38,22.3073
12.4,22.4868
12.42,22.6624
12.44,22.8344
12.46,23.0027
12.48,23.1677
12.5,23.3294
12.52,23.488
12.54,23.6435
12.56,23.7962
12.58,23.946
12.6,24.0931
12.62,24.2375
12.64,24.3795
12.66,24.519
12.68,24.6561
12.7,24.791
12.72,24.9236
12.74,25.0541
12.76,25.1825
12.78,25.3089
12.8,25.4334
12.82,25.5559
12.84,25.6766
12.86,25.7956
12.88,25.9128
12.9,26.0283
12.92,26.1422
12.94,26.2544
12.96,26.3652
12.98,26.4744
13,26.5821
13.02,26.6885
13.04,26.7934
13.06,26.8969
13.08,26.9992
13.1,27.1002
13.12,27.1999
13.14,27.2983
13.16,27.3956
13.18,27.4917
13.2,27.5867
13.22,27.6806
13.24,27.7734
13.26,27.8651
13.28,27.9558
13.3,28.0456
13.32,28.1344
13.34,28.2223
13.36,28.3093
13.38,28.3955
13.4,28.481
13.42,28.566
13.44,28.6505
13.46,28.7341
13.48,28.8112
13.5,28.8794
13.52,28.9575
13.54,29.038
13.56,29.1175
13.58,29.1957
13.6,29.273
13.62,29.3493
13.64,29.4247
13.66,29.4993
13.68,29.5732
13.7,29.6464
13.72,29.7188
13.74,29.7906
13.76,29.8617
13.78,29.9321
13.8,30.0019
13.82,30.0711
13.84,30.1397
13.86,30.2076
13.88,30.275
13.9,30.3418
13.92,30.408
13.94,30.4737
13.96,30.5388
13.98,30.6033
14,30.6674
14.02,30.7309
14.04,30.7939
14.06,30.8564
14.08,30.9184
14.1,30.9799
14.12,31.0409
14.14,31.1014
14.16,31.1615
14.18,31.2211
14.2,31.2803
14.22,31.339
14.24,31.3973
14.26,31.4552
14.28,31.5126
14.3,31.5696
14.32,31.6262
14.34,31.6824
14.36,31.7382
14.38,31.7935
14.4,31.8485
14.42,31.9031
14.44,31.9574
14.46,32.0112
14.48,32.0647
14.5,32.1178
14.52,32.1706
14.54,32.223
14.56,32.275
14.58,32.3268
14.6,32.3781
14.62,32.4292
14.64,32.4799
14.66,32.5302
14.68,32.5803
14.7,32.63
14.72,32.6795
14.74,32.7286
14.76,32.7774
14.78,32.8259
14.8,32.8741
14.82,32.922
14.84,32.9696
14.86,33.0169
14.88,33.064
14.9,33.1107
14.92,33.1572
14.94,33.2034
14.96,33.2494
14.98,33.295
15,33.3404
15.02,33.3856
15.04,33.4305
15.06,33.4751
15.08,33.5195
15.1,33.5637
15.12,33.6075
15.14,33.6512
15.16,33.6946
15.18,33.7378
15.2,33.7807
15.22,33.8234
15.24,33.8659
15.26,33.9082
15.28,33.9502
15.3,33.992
15.32,34.0336
15.34,34.075
15.36,34.1161
15.38,34.1571
15.4,34.1978
15.42,34.2384
15.44,34.2787
15.46,34.3188
15.48,34.3588
15.5,34.3985
15.52,34.438
15.54,34.4774
15.56,34.5166
15.58,34.5555
15.6,34.5943
15.62,34.6329
15.64,34.6714
15.66,34.7096
15.68,34.7477
15.7,34.7856
15.72,34.8233
15.74,34.8609
15.76,34.8983
15.78,34.9355
15.8,34.9725
15.82,35.0094
15.84,35.0462
15.86,35.0828
15.88,35.1192
15.9,35.1555
15.92,35.1916
15.94,35.2276
15.96,35.2634
15.98,35.2991
16,35.3347
16.02,35.3701
16.04,35.4054
16.06,35.4405
16.08,35.4756
16.1,35.5104
16.12,35.5452
16.14,35.5799
16.16,35.6144
16.18,35.6488
16.2,35.6831
16.22,35.7173
16.24,35.7514
16.26,35.7854
16.28,35.8193
16.3,35.8531
16.32,35.8868
16.34,35.9204
16.36,35.954
16.38,35.9875
16.4,36.0209
16.42,36.0543
16.44,36.0876
16.46,36.1209
16.48,36.1541
16.5,36.1874
16.52,36.2206
16.54,36.2539
16.56,36.2872
16.58,36.3205
16.6,36.3539
16.62,36.3874
16.64,36.4211
16.66,36.4549
16.68,36.4889
16.7,36.5232
16.72,36.5579
16.74,36.5929
16.76,36.6285
16.78,36.6647
16.8,36.7017
16.82,36.7397
16.84,36.779
16.86,36.82
16.88,36.8631
16.9,36.9092
16.92,36.9592
16.94,37.0146
16.96,37.0776
16.98,37.151
17,37.237
17.02,37.3272
17.04,37.3482
17.06,37.0626
17.08,36.6658
17.1,36.6106
17.12,36.6889
17.14,36.7766
17.16,36.8529
17.18,36.9179
17.2,36.9743
17.22,37.0245
17.24,37.0701
17.26,37.1123
17.28,37.1519
17.3,37.1895
17.32,37.2254
17.34,37.2601
17.36,37.2937
17.38,37.3263
17.4,37.3583
17.42,37.3896
17.44,37.4203
17.46,37.4505
17.48,37.4803
17.5,37.5097
17.52,37.5388
17.54,37.5675
17.56,37.596
17.58,37.6242
17.6,37.6521
17.62,37.6799
17.64,37.7074
17.66,37.7347
17.68,37.7618
17.7,37.7888
17.72,37.8156
17.74,37.8423
17.76,37.8688
17.78,37.8951
17.8,37.9213
17.82,37.9474
17.84,37.9734
17.86,37.9992
17.88,38.0249
17.9,38.0505
17.92,38.076
17.94,38.1014
17.96,38.1267
17.98,38.1519
18,38.1769
18.02,38.2019
18.04,38.2268
18.06,38.2516
18.08,38.2763
18.1,38.3009
18.12,38.3254
18.14,38.3498
18.16,38.3741
18.18,38.3984
18.2,38.4226
18.22,38.4466
18.24,38.4706
18.26,38.4946
18.28,38.5184
18.3,38.5422
18.32,38.5659
18.34,38.5895
18.36,38.613
18.38,38.6365
18.4,38.6599
18.42,38.6832
18.44,38.7065
18.46,38.7297
18.48,38.7528
18.5,38.7758
18.52,38.7988
18.54,38.8217
18.56,38.8446
18.58,38.8673
18.6,38.89
18.62,38.9127
18.64,38.9353
18.66,38.9578
18.68,38.9802
18.7,39.0026
18.72,39.025
18.74,39.0472
18.76,39.0694
18.78,39.0916
18.8,39.1137
18.82,39.1357
18.84,39.1577
18.86,39.1796
18.88,39.2014
18.9,39.2232
18.92,39.245
18.94,39.2666
18.96,39.2883
18.98,39.3098
19,39.3313
19.02,39.3528
19.04,39.3742
19.06,39.3956
19.08,39.4168
19.1,39.4381
19.12,39.4593
19.14,39.4804
19.16,39.5015
19.18,39.5225
19.2,39.5435
19.22,39.5644
19.24,39.5853
19.26,39.6061
19.28,39.6269
19.3,39.6476
19.32,39.6683
19.34,39.6889
19.36,39.7095
19.38,39.7301
19.4,39.7505
19.42,39.771
19.44,39.7914
19.46,39.8117
19.48,39.832
19.5,39.8522
19.52,39.8724
19.54,39.8926
19.56,39.9127
19.58,39.9328
19.6,39.9528
19.62,39.9727
19.64,39.9927
19.66,40.0126
19.68,40.0324
19.7,40.0522
19.72,40.0719
19.74,40.0916
19.76,40.1113
19.78,40.1309
19.8,40.1505
19.82,40.17
19.84,40.1895
19.86,40.209
19.88,40.2284
19.9,40.2478
19.92,40.2671
19.94,40.2864
19.96,40.3056
19.98,40.3248
20,40.344
C:\Users\oper\Downloads\Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1.son DE_EMBEDDED Lk=5.0
FREQUENCY (GHz), DB[Z33]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1
2,53.0731
2.02,52.9807
2.04,52.889
2.06,52.7981
2.08,52.708
2.1,52.6186
2.12,52.53
2.14,52.442
2.16,52.3547
2.18,52.2682
2.2,52.1823
2.22,52.097
2.24,52.0124
2.26,51.9284
2.28,51.845
2.3,51.7622
2.32,51.6801
2.34,51.5985
2.36,51.5174
2.38,51.437
2.4,51.357
2.42,51.2777
2.44,51.1988
2.46,51.1205
2.48,51.0426
2.5,50.9653
2.52,50.8884
2.54,50.8121
2.56,50.7362
2.58,50.6607
2.6,50.5857
2.62,50.5112
2.64,50.4371
2.66,50.3634
2.68,50.2902
2.7,50.2174
2.72,50.1449
2.74,50.0729
2.76,50.0013
2.78,49.93
2.8,49.8592
2.82,49.7887
2.84,49.7186
2.86,49.6488
2.88,49.5794
2.9,49.5103
2.92,49.4416
2.94,49.3732
2.96,49.3051
2.98,49.2374
3,49.17
3.02,49.1029
3.04,49.0361
3.06,48.9696
3.08,48.9034
3.1,48.8375
3.12,48.7719
3.14,48.7066
3.16,48.6415
3.18,48.5768
3.2,48.5122
3.22,48.448
3.24,48.384
3.26,48.3203
3.28,48.2568
3.3,48.1936
3.32,48.1306
3.34,48.0678
3.36,48.0053
3.38,47.943
3.4,47.881
3.42,47.8191
3.44,47.7575
3.46,47.6961
3.48,47.6349
3.5,47.5739
3.52,47.5132
3.54,47.4526
3.56,47.3922
3.58,47.332
3.6,47.272
3.62,47.2122
3.64,47.1526
3.66,47.0931
3.68,47.0339
3.7,46.9748
3.72,46.9159
3.74,46.8571
3.76,46.7985
3.78,46.7401
3.8,46.6818
3.82,46.6237
3.84,46.5658
3.86,46.508
3.88,46.4503
3.9,46.3928
3.92,46.3354
3.94,46.2782
3.96,46.2211
3.98,46.1641
4,46.1073
4.02,46.0506
4.04,45.994
4.06,45.9376
4.08,45.8813
4.1,45.8251
4.12,45.769
4.14,45.713
4.16,45.6572
4.18,45.6014
4.2,45.5458
4.22,45.4902
4.24,45.4348
4.26,45.3794
4.28,45.3242
4.3,45.2691
4.32,45.214
4.34,45.1591
4.36,45.1042
4.38,45.0494
4.4,44.9947
4.42,44.9401
4.44,44.8856
4.46,44.8311
4.48,44.7768
4.5,44.7225
4.52,44.6682
4.54,44.6141
4.56,44.56
4.58,44.506
4.6,44.452
4.62,44.3981
4.64,44.3443
4.66,44.2905
4.68,44.2368
4.7,44.1832
4.72,44.1296
4.74,44.076
4.76,44.0225
4.78,43.9691
4.8,43.9156
4.82,43.8623
4.84,43.809
4.86,43.7557
4.88,43.7024
4.9,43.6492
4.92,43.5961
4.94,43.5429
4.96,43.4898
4.98,43.4367
5,43.3837
5.02,43.3307
5.04,43.2777
5.06,43.2247
5.08,43.1717
5.1,43.1188
5.12,43.0659
5.14,43.013
5.16,42.9601
5.18,42.9072
5.2,42.8543
5.22,42.8015
5.24,42.7486
5.26,42.6958
5.28,42.6429
5.3,42.5901
5.32,42.5373
5.34,42.4844
5.36,42.4316
5.38,42.3787
5.4,42.3259
5.42,42.273
5.44,42.2201
5.46,42.1673
5.48,42.1144
5.5,42.0614
5.52,42.0085
5.54,41.9556
5.56,41.9026
5.58,41.8496
5.6,41.7966
5.62,41.7436
5.64,41.6905
5.66,41.6374
5.68,41.5843
5.7,41.5311
5.72,41.478
5.74,41.4247
5.76,41.3715
5.78,41.3182
5.8,41.2648
5.82,41.2115
5.84,41.158
5.86,41.1046
5.88,41.051
5.9,40.9975
5.92,40.9439
5.94,40.8902
5.96,40.8365
5.98,40.7827
6,40.7288
6.02,40.6749
6.04,40.621
6.06,40.5669
6.08,40.5129
6.1,40.4587
6.12,40.4045
6.14,40.3502
6.16,40.2958
6.18,40.2414
6.2,40.1868
6.22,40.1322
6.24,40.0776
6.26,40.0228
6.28,39.968
6.3,39.913
6.32,39.858
6.34,39.8029
6.36,39.7477
6.38,39.6924
6.4,39.637
6.42,39.5815
6.44,39.5259
6.46,39.4702
6.48,39.4144
6.5,39.3585
6.52,39.3025
6.54,39.2464
6.56,39.1902
6.58,39.1338
6.6,39.0773
6.62,39.0208
6.64,38.964
6.66,38.9072
6.68,38.8503
6.7,38.7932
6.72,38.736
6.74,38.6786
6.76,38.6211
6.78,38.5635
6.8,38.5057
6.82,38.4478
6.84,38.3898
6.86,38.3316
6.88,38.2732
6.9,38.2147
6.92,38.1561
6.94,38.0972
6.96,38.0383
6.98,37.9791
7,37.9198
7.02,37.8604
7.04,37.8007
7.06,37.7409
7.08,37.6809
7.1,37.6207
7.12,37.5604
7.14,37.4998
7.16,37.4391
7.18,37.3782
7.2,37.317
7.22,37.2557
7.24,37.1942
7.26,37.1325
7.28,37.0705
7.3,37.0084
7.32,36.946
7.34,36.8835
7.36,36.8207
7.38,36.7577
7.4,36.6944
7.42,36.6309
7.44,36.5672
7.46,36.5033
7.48,36.4391
7.5,36.3746
7.52,36.31
7.54,36.245
7.56,36.1798
7.58,36.1143
7.6,36.0486
7.62,35.9826
7.64,35.9163
7.66,35.8498
7.68,35.7829
7.7,35.7158
7.72,35.6484
7.74,35.5807
7.76,35.5127
7.78,35.4443
7.8,35.3757
7.82,35.3068
7.84,35.2375
7.86,35.1679
7.88,35.098
7.9,35.0277
7.92,34.9571
7.94,34.8861
7.96,34.8148
7.98,34.7431
8,34.6711
8.02,34.5987
8.04,34.5259
8.06,34.4528
8.08,34.3792
8.1,34.3052
8.12,34.2309
8.14,34.1561
8.16,34.0809
8.18,34.0053
8.2,33.9293
8.22,33.8528
8.24,33.7759
8.26,33.6985
8.28,33.6207
8.3,33.5424
8.32,33.4636
8.34,33.3843
8.36,33.3046
8.38,33.2243
8.4,33.1435
8.42,33.0622
8.44,32.9804
8.46,32.898
8.48,32.8151
8.5,32.7317
8.52,32.6476
8.54,32.563
8.56,32.4778
8.58,32.3919
8.6,32.3055
8.62,32.2184
8.64,32.1307
8.66,32.0424
8.68,31.9534
8.7,31.8637
8.72,31.7733
8.74,31.6822
8.76,31.5904
8.78,31.4979
8.8,31.4046
8.82,31.3106
8.84,31.2158
8.86,31.1202
8.88,31.0238
8.9,30.9265
8.92,30.8284
8.94,30.7295
8.96,30.6297
8.98,30.5289
9,30.4273
9.02,30.3247
9.04,30.2211
9.06,30.1166
9.08,30.011
9.1,29.9044
9.12,29.7968
9.14,29.6881
9.16,29.5783
9.18,29.4673
9.2,29.3552
9.22,29.2419
9.24,29.1274
9.26,29.0116
9.28,28.8945
9.3,28.7762
9.32,28.6565
9.34,28.5353
9.36,28.4128
9.38,28.2888
9.4,28.1634
9.42,28.0363
9.44,27.9077
9.46,27.7775
9.48,27.6455
9.5,27.5119
9.52,27.3765
9.54,27.2392
9.56,27.1001
9.58,26.959
9.6,26.8159
9.62,26.6707
9.64,26.5234
9.66,26.3739
9.68,26.2221
9.7,26.0679
9.72,25.9113
9.74,25.7522
9.76,25.5904
9.78,25.426
9.8,25.2587
9.82,25.0885
9.84,24.9153
9.86,24.7389
9.88,24.5592
9.9,24.3762
9.92,24.1896
9.94,23.9993
9.96,23.8051
9.98,23.6069
10,23.4045
10.02,23.1978
10.04,22.9864
10.06,22.7701
10.08,22.5488
10.1,22.3222
10.12,22.09
10.14,21.8518
10.16,21.6075
10.18,21.3566
10.2,21.0987
10.22,20.8335
10.24,20.5605
10.26,20.2791
10.28,19.9889
10.3,19.6893
10.32,19.3796
10.34,19.0591
10.36,18.7269
10.38,18.3822
10.4,18.0239
10.42,17.651
10.44,17.2621
10.46,16.8558
10.48,16.4304
10.5,15.984
10.52,15.5143
10.54,15.0188
10.56,14.4943
10.58,13.9373
10.6,13.3434
10.62,12.7073
10.64,12.0225
10.66,11.2808
10.68,10.472
10.7,9.58248
10.72,8.5946
10.74,7.48399
10.76,6.21631
10.78,4.74106
10.8,2.98028
10.82,0.807087
10.84,-1.99146
10.86,-5.70124
10.88,-9.43798
10.9,-7.81518
10.92,-3.73924
10.94,-0.531107
10.96,1.9056
10.98,3.8373
11,5.42829
11.02,6.77731
11.04,7.94665
11.06,8.97771
11.08,9.89924
11.1,10.7319
11.12,11.4912
11.14,12.1888
11.16,12.8339
11.18,13.4336
11.2,13.994
11.22,14.5197
11.24,15.0148
11.26,15.4826
11.28,15.9258
11.3,16.347
11.32,16.7482
11.34,17.1311
11.36,17.4973
11.38,17.8483
11.4,18.1851
11.42,18.5089
11.44,18.8207
11.46,19.1212
11.48,19.4113
11.5,19.6916
11.52,19.9628
11.54,20.2254
11.56,20.4799
11.58,20.7269
11.6,20.9667
11.62,21.1997
11.64,21.4264
11.66,21.647
11.68,21.8618
11.7,22.0712
11.72,22.2753
11.74,22.4745
11.76,22.669
11.78,22.859
11.8,23.0446
11.82,23.2262
11.84,23.4038
11.86,23.5776
11.88,23.7477
11.9,23.9144
11.92,24.0778
11.94,24.2379
11.96,24.3949
11.98,24.549
12,24.7001
12.02,24.8485
12.04,24.9942
12.06,25.1374
12.08,25.278
12.1,25.4162
12.12,25.5521
12.14,25.6858
12.16,25.8172
12.18,25.9465
12.2,26.0738
12.22,26.1991
12.24,26.3225
12.26,26.444
12.28,26.5637
12.3,26.6816
12.32,26.7978
12.34,26.9123
12.36,27.0253
12.38,27.1366
12.4,27.2464
12.42,27.3547
12.44,27.4616
12.46,27.567
12.48,27.6711
12.5,27.7738
12.52,27.8752
12.54,27.9753
12.56,28.0742
12.58,28.1718
12.6,28.2683
12.62,28.3636
12.64,28.4577
12.66,28.5508
12.68,28.6428
12.7,28.7337
12.72,28.8236
12.74,28.9125
12.76,29.0004
12.78,29.0873
12.8,29.1733
12.82,29.2584
12.84,29.3426
12.86,29.4258
12.88,29.5083
12.9,29.5899
12.92,29.6707
12.94,29.7507
12.96,29.8299
12.98,29.9084
13,29.9862
13.02,30.0634
13.04,30.1401
13.06,30.2163
13.08,30.2922
13.1,30.3667
13.12,30.433
13.14,30.4977
13.16,30.57
13.18,30.6425
13.2,30.714
13.22,30.7845
13.24,30.8542
13.26,30.9232
13.28,30.9915
13.3,31.0591
13.32,31.1262
13.34,31.1926
13.36,31.2584
13.38,31.3236
13.4,31.3883
13.42,31.4525
13.44,31.5161
13.46,31.5792
13.48,31.6418
13.5,31.7038
13.52,31.7654
13.54,31.8265
13.56,31.8871
13.58,31.9472
13.6,32.0069
13.62,32.0661
13.64,32.1248
13.66,32.1831
13.68,32.241
13.7,32.2984
13.72,32.3555
13.74,32.4121
13.76,32.4683
13.78,32.524
13.8,32.5794
13.82,32.6344
13.84,32.689
13.86,32.7432
13.88,32.7971
13.9,32.8505
13.92,32.9036
13.94,32.9564
13.96,33.0087
13.98,33.0608
14,33.1125
14.02,33.1638
14.04,33.2148
14.06,33.2655
14.08,33.3158
14.1,33.3658
14.12,33.4155
14.14,33.4649
14.16,33.5139
14.18,33.5627
14.2,33.6111
14.22,33.6592
14.24,33.7071
14.26,33.7546
14.28,33.8019
14.3,33.8489
14.32,33.8956
14.34,33.942
14.36,33.9881
14.38,34.034
14.4,34.0796
14.42,34.1249
14.44,34.17
14.46,34.2148
14.48,34.2593
14.5,34.3036
14.52,34.3477
14.54,34.3914
14.56,34.435
14.58,34.4783
14.6,34.5214
14.62,34.5642
14.64,34.6068
14.66,34.6492
14.68,34.6913
14.7,34.7332
14.72,34.7749
14.74,34.8164
14.76,34.8576
14.78,34.8986
14.8,34.9395
14.82,34.9801
14.84,35.0205
14.86,35.0606
14.88,35.1006
14.9,35.1404
14.92,35.18
14.94,35.2194
14.96,35.2586
14.98,35.2976
15,35.3364
15.02,35.375
15.04,35.4134
15.06,35.4516
15.08,35.4897
15.1,35.5276
15.12,35.5653
15.14,35.6028
15.16,35.6401
15.18,35.6773
15.2,35.7143
15.22,35.7511
15.24,35.7877
15.26,35.8242
15.28,35.8606
15.3,35.8967
15.32,35.9327
15.34,35.9686
15.36,36.0042
15.38,36.0398
15.4,36.0751
15.42,36.1103
15.44,36.1454
15.46,36.1803
15.48,36.2151
15.5,36.2497
15.52,36.2842
15.54,36.3185
15.56,36.3527
15.58,36.3868
15.6,36.4207
15.62,36.4545
15.64,36.4881
15.66,36.5216
15.68,36.555
15.7,36.5883
15.72,36.6214
15.74,36.6544
15.76,36.6873
15.78,36.72
15.8,36.7526
15.82,36.7851
15.84,36.8175
15.86,36.8498
15.88,36.882
15.9,36.914
15.92,36.946
15.94,36.9778
15.96,37.0095
15.98,37.0411
16,37.0727
16.02,37.1041
16.04,37.1354
16.06,37.1666
16.08,37.1978
16.1,37.2288
16.12,37.2598
16.14,37.2907
16.16,37.3215
16.18,37.3522
16.2,37.3828
16.22,37.4134
16.24,37.4439
16.26,37.4744
