C:\Users\oper\Downloads\Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[Z33]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1
14.56,40.9305
14.58,40.9583
14.6,40.9861
14.62,41.0137
14.64,41.0413
14.66,41.0687
14.68,41.0961
14.7,41.1234
14.72,41.1505
14.74,41.1776
14.76,41.2046
14.78,41.2316
14.8,41.2584
14.82,41.2851
14.84,41.3118
14.86,41.3384
14.88,41.3649
14.9,41.3913
14.92,41.4176
14.94,41.4439
14.96,41.47
14.98,41.4961
15,41.5221
15.02,41.5481
15.04,41.5739
15.06,41.5997
15.08,41.6254
15.1,41.651
15.12,41.6766
15.14,41.7021
15.16,41.7275
15.18,41.7528
15.2,41.7781
15.22,41.8033
15.24,41.8284
15.26,41.8534
15.28,41.8784
15.3,41.9033
15.32,41.9282
15.34,41.953
15.36,41.9777
15.38,42.0024
15.4,42.0269
15.42,42.0515
15.44,42.0759
15.46,42.1003
15.48,42.1247
15.5,42.149
15.52,42.1732
15.54,42.1974
15.56,42.2215
15.58,42.2456
15.6,42.2696
15.62,42.2935
15.64,42.3175
15.66,42.3413
15.68,42.3651
15.7,42.3889
15.72,42.4126
15.74,42.4363
15.76,42.4599
15.78,42.4835
15.8,42.5071
15.82,42.5306
15.84,42.5541
15.86,42.5776
15.88,42.601
15.9,42.6244
15.92,42.6478
15.94,42.6711
15.96,42.6945
15.98,42.7178
16,42.7412
16.02,42.7645
16.04,42.7879
16.06,42.8112
16.08,42.8346
16.1,42.858
16.12,42.8814
16.14,42.9049
16.16,42.9285
16.18,42.9521
16.2,42.9758
16.22,42.9996
16.24,43.0235
16.26,43.0477
16.28,43.0719
16.3,43.0965
16.32,43.1213
16.34,43.1464
16.36,43.1719
16.38,43.1979
16.4,43.2244
16.42,43.2518
16.44,43.28
16.46,43.3094
16.48,43.3402
16.5,43.373
16.52,43.4084
16.54,43.4472
16.56,43.4909
16.58,43.5413
16.6,43.6011
16.62,43.6719
16.64,43.7438
16.66,43.7373
16.68,43.4442
16.7,43.1396
16.72,43.1256
16.74,43.1963
16.76,43.267
16.78,43.3267
16.8,43.3769
16.82,43.4201
16.84,43.4584
16.86,43.493
16.88,43.525
16.9,43.5549
16.92,43.5832
16.94,43.6103
16.96,43.6364
16.98,43.6616
17,43.6861
17.02,43.7101
17.04,43.7335
17.06,43.7566
17.08,43.7792
17.1,43.8016
17.12,43.8236
17.14,43.8455
17.16,43.867
17.18,43.8884
17.2,43.9096
17.22,43.9306
17.24,43.9515
17.26,43.9722
17.28,43.9928
17.3,44.0133
17.32,44.0336
17.34,44.0538
17.36,44.074
17.38,44.094
17.4,44.1139
17.42,44.1338
17.44,44.1536
17.46,44.1733
17.48,44.1929
17.5,44.2124
17.52,44.2319
17.54,44.2513
17.56,44.2706
17.58,44.2899
17.6,44.3091
17.62,44.3282
17.64,44.3473
17.66,44.3664
17.68,44.3853
17.7,44.4043
17.72,44.4231
17.74,44.4419
17.76,44.4607
17.78,44.4794
17.8,44.4981
17.82,44.5167
17.84,44.5353
17.86,44.5538
17.88,44.5723
17.9,44.5907
17.92,44.6091
17.94,44.6275
17.96,44.6458
17.98,44.6641
18,44.6823
18.02,44.7005
18.04,44.7186
18.06,44.7367
18.08,44.7548
18.1,44.7728
18.12,44.7908
18.14,44.8087
18.16,44.8267
18.18,44.8445
18.2,44.8624
18.22,44.8802
18.24,44.8979
18.26,44.9157
18.28,44.9334
18.3,44.951
18.32,44.9687
18.34,44.9863
18.36,45.0038
18.38,45.0213
18.4,45.0388
18.42,45.0563
18.44,45.0737
18.46,45.0911
18.48,45.1085
18.5,45.1258
18.52,45.1431
18.54,45.1604
18.56,45.1776
18.58,45.1948
18.6,45.212
18.62,45.2291
18.64,45.2463
18.66,45.2633
18.68,45.2804
18.7,45.2974
18.72,45.3144
18.74,45.3314
18.76,45.3483
18.78,45.3652
18.8,45.3821
18.82,45.399
18.84,45.4158
18.86,45.4326
18.88,45.4493
18.9,45.4661
18.92,45.4828
18.94,45.4995
18.96,45.5161
18.98,45.5328
19,45.5494
19.02,45.566
19.04,45.5825
19.06,45.599
19.08,45.6155
19.1,45.632
19.12,45.6485
19.14,45.6649
19.16,45.6813
19.18,45.6977
19.2,45.714
19.22,45.7303
19.24,45.7466
19.26,45.7629
19.28,45.7792
19.3,45.7954
19.32,45.8116
19.34,45.8278
19.36,45.8439
19.38,45.86
19.4,45.8761
19.42,45.8922
19.44,45.9083
19.46,45.9243
19.48,45.9403
19.5,45.9563
19.52,45.9723
19.54,45.9882
19.56,46.0042
19.58,46.0201
19.6,46.0359
19.62,46.0518
19.64,46.0676
19.66,46.0835
19.68,46.0992
19.7,46.115
19.72,46.1308
19.74,46.1465
19.76,46.1622
19.78,46.1779
19.8,46.1935
19.82,46.2092
19.84,46.2248
19.86,46.2404
19.88,46.256
19.9,46.2716
19.92,46.2871
19.94,46.3026
19.96,46.3181
19.98,46.3336
20,46.3491
C:\Users\oper\Downloads\Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1.son DE_EMBEDDED Lk=11.0
FREQUENCY (GHz), DB[Z33]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1
2,52.8961
2.02,52.7999
2.04,52.7045
2.06,52.6097
2.08,52.5157
2.1,52.4224
2.12,52.3298
2.14,52.2379
2.16,52.1466
2.18,52.0559
2.2,51.9658
2.22,51.8764
2.24,51.7875
2.26,51.6993
2.28,51.6116
2.3,51.5244
2.32,51.4378
2.34,51.3518
2.36,51.2662
2.38,51.1812
2.4,51.0967
2.42,51.0126
2.44,50.9291
2.46,50.846
2.48,50.7633
2.5,50.6811
2.52,50.5994
2.54,50.5181
2.56,50.4372
2.58,50.3567
2.6,50.2766
2.62,50.1969
2.64,50.1176
2.66,50.0386
2.68,49.9601
2.7,49.8819
2.72,49.804
2.74,49.7265
2.76,49.6494
2.78,49.5725
2.8,49.496
2.82,49.4198
2.84,49.3439
2.86,49.2684
2.88,49.1931
2.9,49.1181
2.92,49.0434
2.94,48.969
2.96,48.8948
2.98,48.8209
3,48.7473
3.02,48.6739
3.04,48.6008
3.06,48.5279
3.08,48.4552
3.1,48.3828
3.12,48.3106
3.14,48.2386
3.16,48.1669
3.18,48.0953
3.2,48.024
3.22,47.9528
3.24,47.8819
3.26,47.8111
3.28,47.7405
3.3,47.6702
3.32,47.5999
3.34,47.5299
3.36,47.46
3.38,47.3903
3.4,47.3207
3.42,47.2513
3.44,47.182
3.46,47.1129
3.48,47.0439
3.5,46.9751
3.52,46.9063
3.54,46.8378
3.56,46.7693
3.58,46.7009
3.6,46.6327
3.62,46.5646
3.64,46.4966
3.66,46.4286
3.68,46.3608
3.7,46.2931
3.72,46.2255
3.74,46.1579
3.76,46.0905
3.78,46.0231
3.8,45.9558
3.82,45.8886
3.84,45.8214
3.86,45.7543
3.88,45.6873
3.9,45.6203
3.92,45.5534
3.94,45.4865
3.96,45.4197
3.98,45.3529
4,45.2862
4.02,45.2195
4.04,45.1528
4.06,45.0861
4.08,45.0195
4.1,44.9529
4.12,44.8864
4.14,44.8198
4.16,44.7533
4.18,44.6867
4.2,44.6202
4.22,44.5537
4.24,44.4872
4.26,44.4206
4.28,44.3541
4.3,44.2876
4.32,44.221
4.34,44.1544
4.36,44.0878
4.38,44.0212
4.4,43.9545
4.42,43.8879
4.44,43.8211
4.46,43.7544
4.48,43.6876
4.5,43.6208
4.52,43.5539
4.54,43.4869
4.56,43.4199
4.58,43.3529
4.6,43.2858
4.62,43.2186
4.64,43.1513
4.66,43.084
4.68,43.0166
4.7,42.9492
4.72,42.8816
4.74,42.814
4.76,42.7462
4.78,42.6784
4.8,42.6105
4.82,42.5425
4.84,42.4744
4.86,42.4061
4.88,42.3378
4.9,42.2693
4.92,42.2008
4.94,42.1321
4.96,42.0632
4.98,41.9943
5,41.9252
5.02,41.856
5.04,41.7866
5.06,41.7171
5.08,41.6474
5.1,41.5776
5.12,41.5077
5.14,41.4375
5.16,41.3672
5.18,41.2968
5.2,41.2261
5.22,41.1553
5.24,41.0843
5.26,41.0131
5.28,40.9417
5.3,40.8701
5.32,40.7984
5.34,40.7264
5.36,40.6542
5.38,40.5818
5.4,40.5092
5.42,40.4363
5.44,40.3632
5.46,40.2899
5.48,40.2164
5.5,40.1426
5.52,40.0685
5.54,39.9942
5.56,39.9197
5.58,39.8449
5.6,39.7698
5.62,39.6944
5.64,39.6188
5.66,39.5428
5.68,39.4666
5.7,39.3901
5.72,39.3132
5.74,39.2361
5.76,39.1586
5.78,39.0809
5.8,39.0027
5.82,38.9243
5.84,38.8455
5.86,38.7664
5.88,38.6869
5.9,38.607
5.92,38.5268
5.94,38.4461
5.96,38.3651
5.98,38.2837
6,38.202
6.02,38.1198
6.04,38.0371
6.06,37.9541
6.08,37.8706
6.1,37.7867
6.12,37.7023
6.14,37.6175
6.16,37.5322
6.18,37.4464
6.2,37.3601
6.22,37.2734
6.24,37.1861
6.26,37.0983
6.28,37.01
6.3,36.9211
6.32,36.8317
6.34,36.7417
6.36,36.6512
6.38,36.5601
6.4,36.4683
6.42,36.376
6.44,36.283
6.46,36.1894
6.48,36.0952
6.5,36.0003
6.52,35.9047
6.54,35.8084
6.56,35.7115
6.58,35.6138
6.6,35.5153
6.62,35.4162
6.64,35.3162
6.66,35.2155
6.68,35.1139
6.7,35.0116
6.72,34.9084
6.74,34.8043
6.76,34.6994
6.78,34.5935
6.8,34.4867
6.82,34.379
6.84,34.2704
6.86,34.1607
6.88,34.05
6.9,33.9383
6.92,33.8256
6.94,33.7117
6.96,33.5968
6.98,33.4806
7,33.3634
7.02,33.2449
7.04,33.1251
7.06,33.0042
7.08,32.8819
7.1,32.7582
7.12,32.6333
7.14,32.5068
7.16,32.379
7.18,32.2497
7.2,32.1188
7.22,31.9863
7.24,31.8523
7.26,31.7165
7.28,31.5791
7.3,31.4398
7.32,31.2988
7.34,31.1558
7.36,31.011
7.38,30.8641
7.4,30.7151
7.42,30.564
7.44,30.4107
7.46,30.2551
7.48,30.0972
7.5,29.9368
7.52,29.7739
7.54,29.6083
7.56,29.44
7.58,29.2689
7.6,29.0949
7.62,28.9178
7.64,28.7376
7.66,28.5541
7.68,28.3671
7.7,28.1766
7.72,27.9823
7.74,27.7842
7.76,27.582
7.78,27.3755
7.8,27.1647
7.82,26.9491
7.84,26.7287
7.86,26.5031
7.88,26.2722
7.9,26.0356
7.92,25.793
7.94,25.5442
7.96,25.2886
7.98,25.026
8,24.756
8.02,24.478
8.04,24.1916
8.06,23.8961
8.08,23.5911
8.1,23.2758
8.12,22.9494
8.14,22.6112
8.16,22.2601
8.18,21.8952
8.2,21.5153
8.22,21.119
8.24,20.7048
8.26,20.271
8.28,19.8155
8.3,19.336
8.32,18.8298
8.34,18.2936
8.36,17.7236
8.38,17.1152
8.4,16.4626
8.42,15.759
8.44,14.9954
8.46,14.1605
8.48,13.2397
8.5,12.213
8.52,11.053
8.54,9.71972
8.56,8.15328
8.58,6.25707
8.6,3.86379
8.62,0.660584
8.64,-3.86881
8.66,-7.71908
8.68,-3.59253
8.7,0.833628
8.72,3.96004
8.74,6.3001
8.76,8.15545
8.78,9.6879
8.8,10.9913
8.82,12.1243
8.84,13.1256
8.86,14.0224
8.88,14.8342
8.9,15.5754
8.92,16.2572
8.94,16.8884
8.96,17.4758
8.98,18.025
9,18.5407
9.02,19.0266
9.04,19.4859
9.06,19.9213
9.08,20.3353
9.1,20.7296
9.12,21.1062
9.14,21.4665
9.16,21.8118
9.18,22.1432
9.2,22.462
9.22,22.7689
9.24,23.0648
9.26,23.3504
9.28,23.6265
9.3,23.8935
9.32,24.1522
9.34,24.4029
9.36,24.6462
9.38,24.8824
9.4,25.112
9.42,25.3353
9.44,25.5526
9.46,25.7642
9.48,25.9705
9.5,26.1716
9.52,26.3679
9.54,26.5595
9.56,26.7466
9.58,26.9295
9.6,27.1084
9.62,27.2833
9.64,27.4545
9.66,27.6221
9.68,27.7863
9.7,27.9472
9.72,28.1049
9.74,28.2595
9.76,28.4112
9.78,28.5601
9.8,28.7062
9.82,28.8497
9.84,28.9906
9.86,29.1291
9.88,29.2652
9.9,29.3989
9.92,29.5305
9.94,29.6599
9.96,29.7872
9.98,29.9125
10,30.0358
10.02,30.1572
10.04,30.2768
10.06,30.3945
10.08,30.5105
10.1,30.6249
10.12,30.7376
10.14,30.8486
10.16,30.9581
10.18,31.0662
10.2,31.1727
10.22,31.2778
10.24,31.3815
10.26,31.4838
10.28,31.5848
10.3,31.6845
10.32,31.7829
10.34,31.8801
10.36,31.9761
10.38,32.0709
10.4,32.1646
10.42,32.2572
10.44,32.3486
10.46,32.439
10.48,32.5283
10.5,32.6166
10.52,32.704
10.54,32.7903
10.56,32.8757
10.58,32.9601
10.6,33.0436
10.62,33.1262
10.64,33.208
10.66,33.2889
10.68,33.3689
10.7,33.4481
10.72,33.5265
10.74,33.6041
10.76,33.681
10.78,33.757
10.8,33.8323
10.82,33.9069
10.84,33.9808
10.86,34.0539
10.88,34.1264
10.9,34.1982
10.92,34.2693
10.94,34.3397
10.96,34.4095
10.98,34.4787
11,34.5473
11.02,34.6152
11.04,34.6825
11.06,34.7493
11.08,34.8155
11.1,34.8811
11.12,34.9461
11.14,35.0106
11.16,35.0745
11.18,35.138
11.2,35.2009
11.22,35.2632
11.24,35.3251
11.26,35.3865
11.28,35.4474
11.3,35.5078
11.32,35.5677
11.34,35.6272
11.36,35.6862
11.38,35.7447
11.4,35.8029
11.42,35.8606
11.44,35.9178
11.46,35.9747
11.48,36.0312
11.5,36.0873
11.52,36.1432
11.54,36.1987
11.56,36.2541
11.58,36.3091
11.6,36.3602
11.62,36.4095
11.64,36.4631
11.66,36.5166
11.68,36.5695
11.7,36.6219
11.72,36.6739
11.74,36.7254
11.76,36.7766
11.78,36.8274
11.8,36.8778
11.82,36.9278
11.84,36.9776
11.86,37.027
11.88,37.076
11.9,37.1248
11.92,37.1732
11.94,37.2214
11.96,37.2692
11.98,37.3167
12,37.3639
12.02,37.4108
12.04,37.4575
12.06,37.5038
12.08,37.5499
12.1,37.5956
12.12,37.6411
12.14,37.6864
12.16,37.7313
12.18,37.776
12.2,37.8205
12.22,37.8647
12.24,37.9086
12.26,37.9522
12.28,37.9957
12.3,38.0388
12.32,38.0818
12.34,38.1244
12.36,38.1669
12.38,38.2091
12.4,38.2511
12.42,38.2928
12.44,38.3343
12.46,38.3756
12.48,38.4167
12.5,38.4575
12.52,38.4982
12.54,38.5386
12.56,38.5788
12.58,38.6188
12.6,38.6586
12.62,38.6981
12.64,38.7375
12.66,38.7767
12.68,38.8156
12.7,38.8544
12.72,38.893
12.74,38.9314
12.76,38.9695
12.78,39.0075
12.8,39.0454
12.82,39.083
12.84,39.1204
12.86,39.1577
12.88,39.1948
12.9,39.2317
12.92,39.2684
12.94,39.3049
12.96,39.3413
12.98,39.3775
13,39.4135
13.02,39.4494
13.04,39.4851
13.06,39.5206
13.08,39.556
13.1,39.5912
13.12,39.6263
13.14,39.6612
13.16,39.6959
13.18,39.7305
13.2,39.7649
13.22,39.7992
13.24,39.8333
13.26,39.8673
13.28,39.9011
13.3,39.9348
13.32,39.9683
13.34,40.0017
13.36,40.0349
13.38,40.0681
13.4,40.101
13.42,40.1338
13.44,40.1665
13.46,40.1991
13.48,40.2315
13.5,40.2638
13.52,40.2959
13.54,40.3279
13.56,40.3598
13.58,40.3916
13.6,40.4232
13.62,40.4547
13.64,40.4861
13.66,40.5173
13.68,40.5485
13.7,40.5795
13.72,40.6104
13.74,40.6411
13.76,40.6718
13.78,40.7023
13.8,40.7327
13.82,40.763
13.84,40.7932
13.86,40.8232
13.88,40.8532
13.9,40.883
13.92,40.9127
13.94,40.9424
13.96,40.9719
13.98,41.0013
14,41.0306
14.02,41.0597
14.04,41.0888
14.06,41.1178
14.08,41.1467
14.1,41.1754
14.12,41.2041
14.14,41.2326
14.16,41.2611
14.18,41.2895
14.2,41.3177
14.22,41.3459
14.24,41.3739
14.26,41.4019
14.28,41.4298
14.3,41.4576
14.32,41.4852
14.34,41.5128
14.36,41.5403
14.38,41.5677
14.4,41.595
14.42,41.6223
14.44,41.6494
14.46,41.6764
14.48,41.7034
14.5,41.7303
14.52,41.7571
14.54,41.7837
14.56,41.8104
14.58,41.8369
14.6,41.8633
14.62,41.8897
14.64,41.916
14.66,41.9422
14.68,41.9683
14.7,41.9943
14.72,42.0202
14.74,42.0461
14.76,42.0719
14.78,42.0976
14.8,42.1233
14.82,42.1488
14.84,42.1743
14.86,42.1997
14.88,42.2251
14.9,42.2503
14.92,42.2755
14.94,42.3006
14.96,42.3257
14.98,42.3507
15,42.3756
15.02,42.4004
15.04,42.4252
15.06,42.4499
15.08,42.4745
15.1,42.4991
15.12,42.5236
15.14,42.548
15.16,42.5724
15.18,42.5967
15.2,42.6209
15.22,42.6451
15.24,42.6692
15.26,42.6932
15.28,42.7172
15.3,42.7412
15.32,42.765
15.34,42.7889
15.36,42.8126
15.38,42.8363
15.4,42.86
15.42,42.8835
15.44,42.9071
15.46,42.9306
15.48,42.954
15.5,42.9774
15.52,43.0007
15.54,43.024
15.56,43.0472
15.58,43.0704
15.6,43.0936
15.62,43.1167
15.64,43.1397
15.66,43.1627
15.68,43.1857
15.7,43.2087
15.72,43.2316
15.74,43.2544
15.76,43.2773
15.78,43.3001
15.8,43.3229
15.82,43.3456
15.84,43.3683
15.86,43.3911
15.88,43.4138
15.9,43.4365
15.92,43.4591
15.94,43.4818
15.96,43.5045
15.98,43.5272
16,43.5499
16.02,43.5726
16.04,43.5953
16.06,43.6181
16.08,43.6409
16.1,43.6638
16.12,43.6868
16.14,43.7098
16.16,43.7329
16.18,43.7562
16.2,43.7796
16.22,43.8032
16.24,43.827
16.26,43.851
16.28,43.8754
16.3,43.9001
16.32,43.9252
16.34,43.9509
16.36,43.9773
16.38,44.0044
16.4,44.0326
16.42,44.0622
16.44,44.0934
16.46,44.1269
16.48,44.1634
16.5,44.2041
16.52,44.2506
16.54,44.3052
16.56,44.3705
16.58,44.4443
16.6,44.4896
16.62,44.3361
16.64,43.9586
16.66,43.8435
16.68,43.8974
16.7,43.9704
16.72,44.0338
16.74,44.0868
16.76,44.1319
16.78,44.1713
16.8,44.2067
16.82,44.2391
16.84,44.2692
16.86,44.2975
16.88,44.3245
16.9,44.3504
16.92,44.3754
16.94,44.3997
16.96,44.4234
16.98,44.4465
17,44.4692
17.02,44.4916
17.04,44.5135
17.06,44.5352
17.08,44.5567
17.1,44.5779
17.12,44.5988
17.14,44.6196
17.16,44.6403
17.18,44.6607
17.2,44.6811
17.22,44.7012
17.24,44.7213
17.26,44.7413
17.28,44.7611
17.3,44.7808
17.32,44.8005
17.34,44.82
17.36,44.8395
17.38,44.8589
17.4,44.8782
17.42,44.8974
17.44,44.9165
17.46,44.9356
17.48,44.9546
17.5,44.9736
17.52,44.9925
17.54,45.0113
17.56,45.0301
17.58,45.0488
17.6,45.0675
17.62,45.0861
17.64,45.1047
17.66,45.1232
17.68,45.1416
17.7,45.16
17.72,45.1784
17.74,45.1967
17.76,45.215
17.78,45.2332
17.8,45.2514
17.82,45.2695
17.84,45.2876
17.86,45.3057
17.88,45.3237
17.9,45.3417
17.92,45.3596
17.94,45.3775
17.96,45.3954
17.98,45.4132
18,45.431
18.02,45.4488
18.04,45.4665
18.06,45.4841
18.08,45.5018
18.1,45.5194
18.12,45.537
18.14,45.5545
18.16,45.572
18.18,45.5895
18.2,45.6069
18.22,45.6243
18.24,45.6417
18.26,45.659
18.28,45.6763
18.3,45.6936
18.32,45.7108
18.34,45.728
18.36,45.7452
18.38,45.7623
18.4,45.7794
18.42,45.7965
18.44,45.8136
18.46,45.8306
18.48,45.8476
18.5,45.8645
18.52,45.8815
18.54,45.8984
18.56,45.9153
18.58,45.9321
18.6,45.9489
18.62,45.9657
18.64,45.9825
18.66,45.9992
18.68,46.0159
18.7,46.0326
18.72,46.0493
18.74,46.0659
18.76,46.0825
18.78,46.0991
18.8,46.1156
18.82,46.1321
18.84,46.1486
18.86,46.1651
18.88,46.1815
18.9,46.198
18.92,46.2143
18.94,46.2307
18.96,46.2471
18.98,46.2634
19,46.2797
19.02,46.2959
19.04,46.3122
19.06,46.3284
19.08,46.3446
19.1,46.3608
19.12,46.3769
19.14,46.393
19.16,46.4091
19.18,46.4252
19.2,46.4413
19.22,46.4573
19.24,46.4733
19.26,46.4893
19.28,46.5052
19.3,46.5212
19.32,46.5371
19.34,46.553
19.36,46.5688
19.38,46.5847
19.4,46.6005
19.42,46.6163
19.44,46.6321
19.46,46.6479
19.48,46.6636
19.5,46.6793
19.52,46.695
19.54,46.7107
19.56,46.7263
19.58,46.742
19.6,46.7576
19.62,46.7732
19.64,46.7888
19.66,46.8043
19.68,46.8198
19.7,46.8353
19.72,46.8508
19.74,46.8663
19.76,46.8818
19.78,46.8972
19.8,46.9126
19.82,46.928
19.84,46.9434
19.86,46.9587
19.88,46.974
19.9,46.9894
19.92,47.0046
19.94,47.0199
19.96,47.0352
19.98,47.0504
20,47.0656
C:\Users\oper\Downloads\Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1.son DE_EMBEDDED Lk=12.0
FREQUENCY (GHz), DB[Z33]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_3PORT1
2,52.8663
2.02,52.7694
2.04,52.6733
2.06,52.578
2.08,52.4833
2.1,52.3893
2.12,52.296
2.14,52.2034
2.16,52.1114
2.18,52.02
2.2,51.9292
2.22,51.8391
2.24,51.7495
2.26,51.6605
2.28,51.5721
2.3,51.4842
2.32,51.3968
2.34,51.31
2.36,51.2237
2.38,51.1378
2.4,51.0525
2.42,50.9677
2.44,50.8833
2.46,50.7994
2.48,50.7159
2.5,50.6329
2.52,50.5503
2.54,50.4681
2.56,50.3863
2.58,50.3049
2.6,50.224
2.62,50.1434
2.64,50.0632
2.66,49.9833
2.68,49.9038
2.7,49.8247
2.72,49.7459
2.74,49.6674
2.76,49.5893
2.78,49.5115
2.8,49.434
2.82,49.3568
2.84,49.2799
2.86,49.2033
2.88,49.127
2.9,49.051
2.92,48.9752
2.94,48.8997
2.96,48.8245
2.98,48.7495
3,48.6748
3.02,48.6003
3.04,48.5261
3.06,48.4521
3.08,48.3783
3.1,48.3047
3.12,48.2313
3.14,48.1582
3.16,48.0852
3.18,48.0125
3.2,47.9399
3.22,47.8675
3.24,47.7953
3.26,47.7233
3.28,47.6515
3.3,47.5798
3.32,47.5083
3.34,47.4369
3.36,47.3657
3.38,47.2947
3.4,47.2238
3.42,47.153
3.44,47.0823
3.46,47.0118
3.48,46.9414
3.5,46.8712
3.52,46.801
3.54,46.731
3.56,46.661
3.58,46.5912
3.6,46.5215
3.62,46.4518
3.64,46.3823
3.66,46.3128
3.68,46.2435
3.7,46.1742
3.72,46.1049
3.74,46.0358
3.76,45.9667
3.78,45.8977
3.8,45.8287
3.82,45.7598
3.84,45.691
3.86,45.6222
3.88,45.5534
3.9,45.4847
3.92,45.416
3.94,45.3473
3.96,45.2787
3.98,45.2101
4,45.1415
4.02,45.0729
4.04,45.0044
4.06,44.9358
4.08,44.8673
4.1,44.7987
4.12,44.7302
4.14,44.6617
4.16,44.5931
4.18,44.5246
4.2,44.456
4.22,44.3874
4.24,44.3187
4.26,44.2501
4.28,44.1814
4.3,44.1127
4.32,44.0439
4.34,43.9751
4.36,43.9063
4.38,43.8374
4.4,43.7685
4.42,43.6995
4.44,43.6304
4.46,43.5613
4.48,43.4921
4.5,43.4228
4.52,43.3535
4.54,43.2841
4.56,43.2146
4.58,43.145
4.6,43.0753
4.62,43.0055
4.64,42.9356
4.66,42.8657
4.68,42.7956
4.7,42.7254
4.72,42.6551
4.74,42.5846
4.76,42.5141
4.78,42.4434
4.8,42.3726
4.82,42.3017
4.84,42.2306
4.86,42.1594
4.88,42.088
4.9,42.0165
4.92,41.9448
4.94,41.873
4.96,41.801
4.98,41.7288
5,41.6564
5.02,41.5839
5.04,41.5112
5.06,41.4383
5.08,41.3652
5.1,41.292
5.12,41.2185
5.14,41.1448
5.16,41.0709
5.18,40.9968
5.2,40.9224
5.22,40.8478
5.24,40.7731
5.26,40.698
5.28,40.6227
5.3,40.5472
5.32,40.4714
5.34,40.3954
5.36,40.3191
5.38,40.2425
5.4,40.1657
5.42,40.0885
5.44,40.0111
5.46,39.9334
5.48,39.8554
5.5,39.7771
5.52,39.6984
5.54,39.6195
5.56,39.5402
5.58,39.4606
5.6,39.3807
5.62,39.3004
5.64,39.2197
5.66,39.1387
5.68,39.0573
5.7,38.9756
5.72,38.8935
5.74,38.8109
5.76,38.728
5.78,38.6447
5.8,38.5609
5.82,38.4767
5.84,38.3921
5.86,38.3071
5.88,38.2216
5.9,38.1357
5.92,38.0492
5.94,37.9623
5.96,37.8749
5.98,37.7871
6,37.6987
6.02,37.6097
6.04,37.5203
6.06,37.4303
6.08,37.3398
6.1,37.2487
6.12,37.157
6.14,37.0648
6.16,36.9719
6.18,36.8784
6.2,36.7844
6.22,36.6896
6.24,36.5942
6.26,36.4982
6.28,36.4015
6.3,36.3041
6.32,36.2059
6.34,36.1071
6.36,36.0075
6.38,35.9071
6.4,35.806
6.42,35.7041
6.44,35.6013
6.46,35.4978
6.48,35.3934
6.5,35.2881
6.52,35.1819
6.54,35.0748
6.56,34.9668
6.58,34.8579
6.6,34.7479
6.62,34.637
6.64,34.5251
6.66,34.4121
6.68,34.298
6.7,34.1828
6.72,34.0665
6.74,33.949
6.76,33.8304
6.78,33.7105
6.8,33.5894
6.82,33.467
6.84,33.3433
6.86,33.2182
6.88,33.0917
6.9,32.9638
6.92,32.8344
6.94,32.7036
6.96,32.5711
6.98,32.4371
7,32.3014
7.02,32.164
7.04,32.0248
7.06,31.8839
7.08,31.7411
7.1,31.5964
7.12,31.4497
7.14,31.3009
7.16,31.1501
7.18,30.997
7.2,30.8417
7.22,30.6841
7.24,30.524
7.26,30.3615
7.28,30.1964
7.3,30.0286
7.32,29.858
7.34,29.6845
7.36,29.508
7.38,29.3284
7.4,29.1455
7.42,28.9593
7.44,28.7695
7.46,28.5761
7.48,28.3788
7.5,28.1775
7.52,27.9721
7.54,27.7623
7.56,27.5479
7.58,27.3287
7.6,27.1045
7.62,26.875
7.64,26.6399
7.66,26.399
7.68,26.1518
7.7,25.8982
7.72,25.6376
7.74,25.3697
7.76,25.094
7.78,24.81
7.8,24.5173
7.82,24.2151
7.84,23.9029
7.86,23.5799
7.88,23.2454
7.9,22.8983
7.92,22.5378
7.94,22.1626
7.96,21.7716
7.98,21.3632
8,20.9357
8.02,20.4873
8.04,20.0157
8.06,19.5183
8.08,18.9922
8.1,18.4335
8.12,17.8381
8.14,17.2005
8.16,16.5143
8.18,15.7713
8.2,14.9611
8.22,14.0703
8.24,13.0808
8.26,11.9679
8.28,10.6966
8.3,9.21462
8.32,7.4395
8.34,5.23176
8.36,2.33421
8.38,-1.74036
8.4,-6.85756
8.42,-4.99129
8.44,-0.00839077
8.46,3.51417
8.48,6.0821
8.5,8.08038
8.52,9.70977
8.54,11.0829
8.56,12.2683
8.58,13.3104
8.6,14.2398
8.62,15.0781
8.64,15.8415
8.66,16.542
8.68,17.1891
8.7,17.7903
8.72,18.3515
8.74,18.8777
8.76,19.373
8.78,19.8406
8.8,20.2835
8.82,20.7042
8.84,21.1047
8.86,21.4868
8.88,21.8521
8.9,22.202
8.92,22.5377
8.94,22.8604
8.96,23.1709
8.98,23.4702
9,23.7589
9.02,24.0378
9.04,24.3076
9.06,24.5688
9.08,24.8219
9.1,25.0674
9.12,25.3057
9.14,25.5372
9.16,25.7623
9.18,25.9814
9.2,26.1946
9.22,26.4025
9.24,26.605
