C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_2port.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-Photon_count_2_V5_2D_2_5CELL_mod_2port
14.7949,-1.68101
14.7949,-1.68084
14.7949,-1.68067
14.7949,-1.68049
14.7949,-1.68031
14.7949,-1.68013
14.7949,-1.67993
14.7949,-1.67974
14.7949,-1.67954
14.795,-1.67933
14.795,-1.67912
14.795,-1.67891
14.795,-1.67868
14.795,-1.67855
14.795,-1.67846
14.795,-1.67822
14.795,-1.67799
14.795,-1.67774
14.7951,-1.67749
14.7951,-1.67723
14.7951,-1.67697
14.7951,-1.6767
14.7951,-1.67642
14.7951,-1.67614
14.7952,-1.67585
14.7952,-1.67555
14.7952,-1.67524
14.7952,-1.67493
14.7952,-1.6746
14.7952,-1.67427
14.7953,-1.67393
14.7953,-1.67359
14.7953,-1.67323
14.7953,-1.67286
14.7953,-1.67249
14.7954,-1.6721
14.7954,-1.67171
14.7954,-1.6713
14.7954,-1.67088
14.7954,-1.67046
14.7955,-1.67002
14.7955,-1.66957
14.7955,-1.66941
14.7955,-1.66911
14.7955,-1.66863
14.7956,-1.66815
14.7956,-1.66765
14.7956,-1.66713
14.7956,-1.66661
14.7957,-1.66607
14.7957,-1.66551
14.7957,-1.66494
14.7958,-1.66436
14.7958,-1.66376
14.7958,-1.66314
14.7959,-1.66251
14.7959,-1.66186
14.7959,-1.66119
14.796,-1.6605
14.796,-1.6598
14.796,-1.65973
14.796,-1.65908
14.7961,-1.65833
14.7961,-1.65757
14.7961,-1.65678
14.7962,-1.65597
14.7962,-1.65514
14.7963,-1.65429
14.7963,-1.65342
14.7964,-1.65252
14.7964,-1.65159
14.7964,-1.65064
14.7965,-1.64966
14.7965,-1.64953
14.7965,-1.64866
14.7966,-1.64762
14.7966,-1.64656
14.7967,-1.64547
14.7967,-1.64434
14.7968,-1.64319
14.7969,-1.642
14.7969,-1.64077
14.797,-1.63952
14.797,-1.63884
14.797,-1.63822
14.7971,-1.63689
14.7972,-1.63552
14.7972,-1.63411
14.7973,-1.63266
14.7973,-1.63117
14.7974,-1.62964
14.7975,-1.62806
14.7975,-1.62767
14.7976,-1.62643
14.7976,-1.62476
14.7977,-1.62304
14.7978,-1.62126
14.7979,-1.61944
14.7979,-1.61756
14.798,-1.61605
14.798,-1.61563
14.7981,-1.61364
14.7982,-1.61159
14.7983,-1.60948
14.7984,-1.60731
14.7985,-1.60507
14.7985,-1.60401
14.7986,-1.60277
14.7986,-1.6004
14.7987,-1.59795
14.7988,-1.59544
14.7989,-1.59285
14.799,-1.59158
14.7991,-1.59019
14.7992,-1.58744
14.7993,-1.58461
14.7994,-1.5817
14.7995,-1.57878
14.7995,-1.57871
14.7996,-1.57562
14.7997,-1.57244
14.7999,-1.56917
14.8,-1.5658
14.8,-1.56565
14.8001,-1.56233
14.8003,-1.55876
14.8004,-1.55508
14.8005,-1.5522
14.8005,-1.5513
14.8007,-1.5474
14.8008,-1.54339
14.801,-1.53926
14.801,-1.53848
14.8011,-1.53501
14.8013,-1.53064
14.8014,-1.52614
14.8015,-1.5245
14.8016,-1.52152
14.8018,-1.51676
14.8019,-1.51186
14.802,-1.5103
14.8021,-1.50683
14.8023,-1.50165
14.8025,-1.49633
14.8025,-1.49591
14.8027,-1.49086
14.8029,-1.48524
14.803,-1.48135
14.8031,-1.47946
14.8033,-1.47353
14.8035,-1.46744
14.8035,-1.46665
14.8037,-1.46118
14.8039,-1.45476
14.804,-1.45185
14.8041,-1.44817
14.8044,-1.44141
14.8045,-1.43695
14.8046,-1.43448
14.8048,-1.42737
14.805,-1.422
14.8051,-1.42009
14.8053,-1.41263
14.8055,-1.40701
14.8056,-1.40498
14.8058,-1.39716
14.806,-1.39201
14.8061,-1.38915
14.8064,-1.38096
14.8065,-1.37702
14.8066,-1.37258
14.8069,-1.36402
14.807,-1.36205
14.8072,-1.35528
14.8075,-1.34714
14.8075,-1.34635
14.8078,-1.33723
14.808,-1.3323
14.8081,-1.32794
14.8085,-1.31847
14.8085,-1.31755
14.8088,-1.30881
14.809,-1.3029
14.8091,-1.29898
14.8095,-1.28898
14.8095,-1.28836
14.8098,-1.27881
14.81,-1.27396
14.8102,-1.26847
14.8105,-1.25971
14.8106,-1.25798
14.8109,-1.24732
14.811,-1.24561
14.8113,-1.23652
14.8115,-1.23169
14.8117,-1.22557
14.812,-1.21794
14.8121,-1.21448
14.8125,-1.20438
14.8125,-1.20326
14.813,-1.19191
14.813,-1.19101
14.8134,-1.18045
14.8135,-1.17784
14.8138,-1.16888
14.814,-1.16488
14.8143,-1.15722
14.8145,-1.15213
14.8148,-1.14546
14.815,-1.1396
14.8152,-1.13362
14.8155,-1.12729
14.8157,-1.12172
14.816,-1.1152
14.8162,-1.10976
14.8165,-1.10334
14.8167,-1.09774
14.817,-1.0917
14.8173,-1.0857
14.8175,-1.0803
14.8178,-1.07362
14.818,-1.06912
14.8183,-1.06154
