 Sonnet Data File
 From: sonnet Version : 18.56
 From Project: PC2_1_1_P5_2PORT
 Data is De-embedded 
 Data File Written: 05/21/2026 10:13:14
Project Date: 05/21/2026 09:45:13
R 50.00000
Frequency (GHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S21],IM[S21],RE[S22],IM[S22]
Lk = 0.0
16.20000000000000,-0.226837311169,0.2664889725168,-0.710380093923,-0.602675177400,-0.710380093923,-0.602675177400,-0.226860102820,0.2665059270284
16.20050000000000,-0.226795101367,0.2664896828365,-0.710439000616,-0.602617670394,-0.710439000616,-0.602617670394,-0.226818306479,0.2665064407034
16.20100000000000,-0.226752888971,0.2664904177765,-0.710497903569,-0.602560124919,-0.710497903569,-0.602560124919,-0.226776509429,0.2665069784344
16.20150000000000,-0.226710673941,0.2664911775293,-0.710556802749,-0.602502540788,-0.710556802749,-0.602502540788,-0.226734711644,0.2665075404094
16.20200000000000,-0.226668456238,0.2664919622854,-0.710615698119,-0.602444917810,-0.710615698119,-0.602444917810,-0.226692913098,0.2665081268171
16.20250000000000,-0.226626235822,0.2664927722367,-0.710674589642,-0.602387255793,-0.710674589642,-0.602387255793,-0.226651113763,0.2665087378473
16.20300000000000,-0.226584012653,0.2664936075767,-0.710733477283,-0.602329554544,-0.710733477283,-0.602329554544,-0.226609313610,0.2665093736918
16.20350000000000,-0.226541786691,0.2664944685004,-0.710792361002,-0.602271813867,-0.710792361002,-0.602271813867,-0.226567512610,0.2665100345435
16.20400000000000,-0.226499557892,0.2664953552044,-0.710851240763,-0.602214033565,-0.710851240763,-0.602214033565,-0.226525710736,0.2665107205971
16.20450000000000,-0.226457326216,0.2664962678868,-0.710910116527,-0.602156213441,-0.710910116527,-0.602156213441,-0.226483907956,0.2665114320487
16.20500000000000,-0.226415091620,0.2664972067472,-0.710968988254,-0.602098353294,-0.710968988254,-0.602098353294,-0.226442104240,0.2665121690963
16.20550000000000,-0.226372854060,0.2664981719870,-0.711027855907,-0.602040452924,-0.711027855907,-0.602040452924,-0.226400299559,0.2665129319390
16.20600000000000,-0.226330613493,0.2664991638091,-0.711086719444,-0.601982512127,-0.711086719444,-0.601982512127,-0.226358493882,0.2665137207778
16.20650000000000,-0.226288369875,0.2665001824180,-0.711145578825,-0.601924530699,-0.711145578825,-0.601924530699,-0.226316687176,0.2665145358154
16.20700000000000,-0.226246123160,0.2665012280198,-0.711204434009,-0.601866508433,-0.711204434009,-0.601866508433,-0.226274879409,0.2665153772559
16.20750000000000,-0.226203873303,0.2665023008225,-0.711263284954,-0.601808445121,-0.711263284954,-0.601808445121,-0.226233070550,0.2665162453053
16.20800000000000,-0.226161620257,0.2665034010354,-0.711322131619,-0.601750340554,-0.711322131619,-0.601750340554,-0.226191260566,0.2665171401710
16.20850000000000,-0.226119363977,0.2665045288697,-0.711380973960,-0.601692194520,-0.711380973960,-0.601692194520,-0.226149449421,0.2665180620623
16.20900000000000,-0.226077104414,0.2665056845384,-0.711439811934,-0.601634006808,-0.711439811934,-0.601634006808,-0.226107637084,0.2665190111901
16.20950000000000,-0.226034841521,0.2665068682560,-0.711498645497,-0.601575777200,-0.711498645497,-0.601575777200,-0.226065823518,0.2665199877671
16.21000000000000,-0.225992575248,0.2665080802389,-0.711557474605,-0.601517505483,-0.711557474605,-0.601517505483,-0.226024008690,0.2665209920077
16.21050000000000,-0.225950305546,0.2665093207052,-0.711616299213,-0.601459191436,-0.711616299213,-0.601459191436,-0.225982192563,0.2665220241280
16.21100000000000,-0.225908032366,0.2665105898748,-0.711675119274,-0.601400834841,-0.711675119274,-0.601400834841,-0.225940375100,0.2665230843459
16.21150000000000,-0.225865755656,0.2665118879693,-0.711733934743,-0.601342435475,-0.711733934743,-0.601342435475,-0.225898556267,0.2665241728812
16.21200000000000,-0.225823475365,0.2665132152122,-0.711792745572,-0.601283993114,-0.711792745572,-0.601283993114,-0.225856736024,0.2665252899553
16.21250000000000,-0.225781191441,0.2665145718288,-0.711851551714,-0.601225507535,-0.711851551714,-0.601225507535,-0.225814914334,0.2665264357917
16.21300000000000,-0.225738903831,0.2665159580464,-0.711910353121,-0.601166978508,-0.711910353121,-0.601166978508,-0.225773091159,0.2665276106154
16.21350000000000,-0.225696612482,0.2665173740938,-0.711969149743,-0.601108405805,-0.711969149743,-0.601108405805,-0.225731266459,0.2665288146537
16.21400000000000,-0.225654317338,0.2665188202020,-0.712027941532,-0.601049789196,-0.712027941532,-0.601049789196,-0.225689440195,0.2665300481353
16.21450000000000,-0.225612018346,0.2665202966038,-0.712086728436,-0.600991128446,-0.712086728436,-0.600991128446,-0.225647612327,0.2665313112912
16.21500000000000,-0.225569715449,0.2665218035339,-0.712145510405,-0.600932423322,-0.712145510405,-0.600932423322,-0.225605782813,0.2665326043542
16.21550000000000,-0.225527408590,0.2665233412290,-0.712204287387,-0.600873673587,-0.712204287387,-0.600873673587,-0.225563951611,0.2665339275588
16.21600000000000,-0.225485097713,0.2665249099277,-0.712263059330,-0.600814879001,-0.712263059330,-0.600814879001,-0.225522118681,0.2665352811418
16.21650000000000,-0.225442782760,0.2665265098707,-0.712321826181,-0.600756039324,-0.712321826181,-0.600756039324,-0.225480283978,0.2665366653419
16.21700000000000,-0.225400463670,0.2665281413004,-0.712380587885,-0.600697154314,-0.712380587885,-0.600697154314,-0.225438447460,0.2665380803997
16.21750000000000,-0.225358140386,0.2665298044616,-0.712439344389,-0.600638223725,-0.712439344389,-0.600638223725,-0.225396609081,0.2665395265578
16.21800000000000,-0.225315812845,0.2665314996008,-0.712498095636,-0.600579247312,-0.712498095636,-0.600579247312,-0.225354768798,0.2665410040610
16.21850000000000,-0.225273480987,0.2665332269669,-0.712556841572,-0.600520224824,-0.712556841572,-0.600520224824,-0.225312926564,0.2665425131561
