 Sonnet Data File
 From: sonnet Version : 18.56
 From Project: Photon_count_2_V5_2D_2_5CELL_mod_2port
 Data is De-embedded 
 Data File Written: 04/30/2026 10:39:15
Project Date: 04/27/2026 12:09:39
R 50.00000
Frequency (GHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S21],IM[S21],RE[S22],IM[S22]
Lk = 0.0
14.30000000000000,-0.289515738372,0.2813144260106,-0.631975769077,-0.652913773706,-0.631975769077,-0.652913773706,-0.289297927484,0.2817188364196
14.30020000000000,-0.289498168548,0.2813272979021,-0.632004137395,-0.652884191945,-0.632004137395,-0.652884191945,-0.289281093119,0.2817312507159
14.30040000000000,-0.289480593890,0.2813401905562,-0.632032472770,-0.652854574984,-0.632032472770,-0.652854574984,-0.289264292589,0.2817436322420
14.30060000000000,-0.289463018224,0.2813531029472,-0.632060808058,-0.652824936039,-0.632060808058,-0.652824936039,-0.289247492584,0.2817560328396
14.30080000000000,-0.289445441542,0.2813660351280,-0.632089143252,-0.652795275055,-0.632089143252,-0.652795275055,-0.289230693099,0.2817684525604
14.30100000000000,-0.289427863834,0.2813789871516,-0.632117478345,-0.652765591980,-0.632117478345,-0.652765591980,-0.289213894129,0.2817808914564
14.30120000000000,-0.289410285093,0.2813919590713,-0.632145813330,-0.652735886762,-0.632145813330,-0.652735886762,-0.289197095671,0.2817933495796
14.30140000000000,-0.289392705308,0.2814049509406,-0.632174148200,-0.652706159347,-0.632174148200,-0.652706159347,-0.289180297719,0.2818058269823
14.30160000000000,-0.289375124471,0.2814179628130,-0.632202482948,-0.652676409682,-0.632202482948,-0.652676409682,-0.289163500268,0.2818183237169
14.30180000000000,-0.289357542574,0.2814309947424,-0.632230817568,-0.652646637714,-0.632230817568,-0.652646637714,-0.289146703314,0.2818308398360
14.30200000000000,-0.289339959606,0.2814440467826,-0.632259152052,-0.652616843390,-0.632259152052,-0.652616843390,-0.289129906851,0.2818433753924
14.30220000000000,-0.289322375559,0.2814571189879,-0.632287486392,-0.652587026655,-0.632287486392,-0.652587026655,-0.289113110876,0.2818559304390
14.30240000000000,-0.289304790425,0.2814702114125,-0.632315820583,-0.652557187456,-0.632315820583,-0.652557187456,-0.289096315382,0.2818685050290
14.30260000000000,-0.289287204192,0.2814833241110,-0.632344154616,-0.652527325738,-0.632344154616,-0.652527325738,-0.289079520366,0.2818810992157
14.30280000000000,-0.289269616854,0.2814964571380,-0.632372488485,-0.652497441448,-0.632372488485,-0.652497441448,-0.289062725821,0.2818937130526
14.30300000000000,-0.289252028399,0.2815096105485,-0.632400822181,-0.652467534531,-0.632400822181,-0.652467534531,-0.289045931743,0.2819063465934
14.30320000000000,-0.289234438819,0.2815227843974,-0.632429155698,-0.652437604932,-0.632429155698,-0.652437604932,-0.289029138128,0.2819189998918
14.30340000000000,-0.289216848104,0.2815359787400,-0.632457489029,-0.652407652597,-0.632457489029,-0.652407652597,-0.289012344968,0.2819316730020
14.30360000000000,-0.289199256245,0.2815491936317,-0.632485822166,-0.652377677470,-0.632485822166,-0.652377677470,-0.288995552261,0.2819443659782
14.30380000000000,-0.289181663233,0.2815624291281,-0.632514155100,-0.652347679497,-0.632514155100,-0.652347679497,-0.288978759999,0.2819570788748
14.30400000000000,-0.289164069056,0.2815756852850,-0.632542487826,-0.652317658622,-0.632542487826,-0.652317658622,-0.288961968179,0.2819698117463
14.30420000000000,-0.289146473707,0.2815889621584,-0.632570820335,-0.652287614790,-0.632570820335,-0.652287614790,-0.288945176794,0.2819825646476
14.30440000000000,-0.289128877176,0.2816022598045,-0.632599152619,-0.652257547944,-0.632599152619,-0.652257547944,-0.288928385840,0.2819953376335
14.30460000000000,-0.289111279451,0.2816155782795,-0.632627484671,-0.652227458029,-0.632627484671,-0.652227458029,-0.288911595310,0.2820081307593
14.30480000000000,-0.289093680525,0.2816289176401,-0.632655816483,-0.652197344989,-0.632655816483,-0.652197344989,-0.288894805200,0.2820209440802
14.30500000000000,-0.289076080386,0.2816422779430,-0.632684148047,-0.652167208768,-0.632684148047,-0.652167208768,-0.288878015504,0.2820337776518
14.30520000000000,-0.289058479025,0.2816556592451,-0.632712479356,-0.652137049308,-0.632712479356,-0.652137049308,-0.288861226217,0.2820466315298
14.30540000000000,-0.289040876431,0.2816690616034,-0.632740810401,-0.652106866554,-0.632740810401,-0.652106866554,-0.288844437332,0.2820595057701
14.30560000000000,-0.289023272596,0.2816824850754,-0.632769141175,-0.652076660449,-0.632769141175,-0.652076660449,-0.288827648845,0.2820724004287
14.30580000000000,-0.289005667508,0.2816959297185,-0.632797471668,-0.652046430935,-0.632797471668,-0.652046430935,-0.288810860750,0.2820853155619
14.30600000000000,-0.288988061157,0.2817093955904,-0.632825801875,-0.652016177955,-0.632825801875,-0.652016177955,-0.288794073040,0.2820982512262
14.30620000000000,-0.288970453534,0.2817228827489,-0.632854131785,-0.651985901452,-0.632854131785,-0.651985901452,-0.288777285710,0.2821112074783
14.30640000000000,-0.288952844627,0.2817363912523,-0.632882461392,-0.651955601368,-0.632882461392,-0.651955601368,-0.288760498755,0.2821241843750
14.30660000000000,-0.288935234427,0.2817499211587,-0.632910790686,-0.651925277646,-0.632910790686,-0.651925277646,-0.288743712168,0.2821371819734
14.30680000000000,-0.288917622923,0.2817634725266,-0.632939119660,-0.651894930227,-0.632939119660,-0.651894930227,-0.288726925944,0.2821502003307
14.30700000000000,-0.288900010104,0.2817770454148,-0.632967448305,-0.651864559052,-0.632967448305,-0.651864559052,-0.288710140077,0.2821632395043
14.30720000000000,-0.288882395960,0.2817906398820,-0.632995776612,-0.651834164065,-0.632995776612,-0.651834164065,-0.288693354560,0.2821762995518
14.30740000000000,-0.288864780481,0.2818042559874,-0.633024104574,-0.651803745206,-0.633024104574,-0.651803745206,-0.288676569388,0.2821893805312
14.30760000000000,-0.288847163654,0.2818178937902,-0.633052432182,-0.651773302416,-0.633052432182,-0.651773302416,-0.288659784554,0.2822024825004
14.30780000000000,-0.288829545471,0.2818315533498,-0.633080759427,-0.651742835636,-0.633080759427,-0.651742835636,-0.288643000053,0.2822156055177
14.30800000000000,-0.288811925919,0.2818452347261,-0.633109086300,-0.651712344807,-0.633109086300,-0.651712344807,-0.288626215878,0.2822287496415
14.30820000000000,-0.288794304989,0.2818589379788,-0.633137412793,-0.651681829870,-0.633137412793,-0.651681829870,-0.288609432023,0.2822419149304
14.30840000000000,-0.288776682668,0.2818726631680,-0.633165738897,-0.651651290764,-0.633165738897,-0.651651290764,-0.288592648482,0.2822551014432
14.30860000000000,-0.288759058947,0.2818864103541,-0.633194064603,-0.651620727431,-0.633194064603,-0.651620727431,-0.288575865248,0.2822683092391
14.30880000000000,-0.288741433813,0.2819001795974,-0.633222389903,-0.651590139810,-0.633222389903,-0.651590139810,-0.288559082315,0.2822815383771
14.30900000000000,-0.288723807256,0.2819139709588,-0.633250714787,-0.651559527841,-0.633250714787,-0.651559527841,-0.288542299676,0.2822947889168
14.30920000000000,-0.288706179265,0.2819277844991,-0.633279039247,-0.651528891464,-0.633279039247,-0.651528891464,-0.288525517326,0.2823080609179
14.30940000000000,-0.288688549828,0.2819416202794,-0.633307363273,-0.651498230617,-0.633307363273,-0.651498230617,-0.288508735257,0.2823213544401
14.30960000000000,-0.288670918933,0.2819554783611,-0.633335686856,-0.651467545240,-0.633335686856,-0.651467545240,-0.288491953463,0.2823346695435
14.30980000000000,-0.288653286570,0.2819693588057,-0.633364009988,-0.651436835272,-0.633364009988,-0.651436835272,-0.288475171937,0.2823480062884
14.31000000000000,-0.288635652727,0.2819832616749,-0.633392332658,-0.651406100651,-0.633392332658,-0.651406100651,-0.288458390673,0.2823613647353
14.31020000000000,-0.288618017392,0.2819971870306,-0.633420654858,-0.651375341317,-0.633420654858,-0.651375341317,-0.288441609663,0.2823747449448
14.31040000000000,-0.288600380553,0.2820111349352,-0.633448976578,-0.651344557207,-0.633448976578,-0.651344557207,-0.288424828902,0.2823881469778
14.31060000000000,-0.288582742199,0.2820251054508,-0.633477297809,-0.651313748259,-0.633477297809,-0.651313748259,-0.288408048382,0.2824015708955
14.31080000000000,-0.288565102319,0.2820390986402,-0.633505618542,-0.651282914412,-0.633505618542,-0.651282914412,-0.288391268096,0.2824150167592
14.31100000000000,-0.288547460899,0.2820531145661,-0.633533938766,-0.651252055603,-0.633533938766,-0.651252055603,-0.288374488037,0.2824284846303
14.31120000000000,-0.288529817929,0.2820671532916,-0.633562258472,-0.651221171770,-0.633562258472,-0.651221171770,-0.288357708199,0.2824419745707
14.31140000000000,-0.288512173396,0.2820812148798,-0.633590577651,-0.651190262849,-0.633590577651,-0.651190262849,-0.288340928573,0.2824554866423
14.31160000000000,-0.288494527288,0.2820952993944,-0.633618896293,-0.651159328778,-0.633618896293,-0.651159328778,-0.288324149154,0.2824690209073
14.31180000000000,-0.288476879592,0.2821094068989,-0.633647214388,-0.651128369494,-0.633647214388,-0.651128369494,-0.288307369934,0.2824825774280
14.31200000000000,-0.288459230298,0.2821235374572,-0.633675531926,-0.651097384932,-0.633675531926,-0.651097384932,-0.288290590905,0.2824961562671
14.31220000000000,-0.288441579392,0.2821376911335,-0.633703848897,-0.651066375030,-0.633703848897,-0.651066375030,-0.288273812061,0.2825097574874
14.31240000000000,-0.288423926862,0.2821518679921,-0.633732165291,-0.651035339724,-0.633732165291,-0.651035339724,-0.288257033394,0.2825233811519
14.31260000000000,-0.288406272695,0.2821660680975,-0.633760481098,-0.651004278949,-0.633760481098,-0.651004278949,-0.288240254896,0.2825370273240
14.31280000000000,-0.288388616879,0.2821802915146,-0.633788796309,-0.650973192642,-0.633788796309,-0.650973192642,-0.288223476561,0.2825506960670
14.31300000000000,-0.288370959402,0.2821945383084,-0.633817110912,-0.650942080737,-0.633817110912,-0.650942080737,-0.288206698380,0.2825643874448
14.31320000000000,-0.288353300250,0.2822088085440,-0.633845424898,-0.650910943170,-0.633845424898,-0.650910943170,-0.288189920346,0.2825781015212
14.31340000000000,-0.288335639411,0.2822231022870,-0.633873738256,-0.650879779877,-0.633873738256,-0.650879779877,-0.288173142451,0.2825918383604
14.31360000000000,-0.288317976873,0.2822374196031,-0.633902050976,-0.650848590790,-0.633902050976,-0.650848590790,-0.288156364688,0.2826055980268
14.31380000000000,-0.288300312621,0.2822517605581,-0.633930363047,-0.650817375847,-0.633930363047,-0.650817375847,-0.288139587049,0.2826193805850
14.31400000000000,-0.288282646643,0.2822661252183,-0.633958674459,-0.650786134980,-0.633958674459,-0.650786134980,-0.288122809527,0.2826331860998
14.31420000000000,-0.288264978926,0.2822805136499,-0.633986985202,-0.650754868123,-0.633986985202,-0.650754868123,-0.288106032112,0.2826470146363
14.31440000000000,-0.288247309457,0.2822949259197,-0.634015295263,-0.650723575212,-0.634015295263,-0.650723575212,-0.288089254797,0.2826608662598
14.31460000000000,-0.288229638223,0.2823093620943,-0.634043604634,-0.650692256178,-0.634043604634,-0.650692256178,-0.288072477575,0.2826747410358
14.31480000000000,-0.288211965210,0.2823238222410,-0.634071913302,-0.650660910957,-0.634071913302,-0.650660910957,-0.288055700437,0.2826886390301
14.31500000000000,-0.288194290404,0.2823383064270,-0.634100221258,-0.650629539480,-0.634100221258,-0.650629539480,-0.288038923375,0.2827025603086
14.31520000000000,-0.288176613793,0.2823528147199,-0.634128528490,-0.650598141681,-0.634128528490,-0.650598141681,-0.288022146381,0.2827165049376
14.31540000000000,-0.288158935363,0.2823673471874,-0.634156834986,-0.650566717493,-0.634156834986,-0.650566717493,-0.288005369446,0.2827304729835
14.31560000000000,-0.288141255100,0.2823819038976,-0.634185140737,-0.650535266848,-0.634185140737,-0.650535266848,-0.287988592563,0.2827444645130
14.31580000000000,-0.288123572990,0.2823964849187,-0.634213445730,-0.650503789678,-0.634213445730,-0.650503789678,-0.287971815723,0.2827584795931
14.31600000000000,-0.288105889019,0.2824110903192,-0.634241749955,-0.650472285915,-0.634241749955,-0.650472285915,-0.287955038917,0.2827725182908
14.31620000000000,-0.288088203174,0.2824257201678,-0.634270053400,-0.650440755492,-0.634270053400,-0.650440755492,-0.287938262137,0.2827865806737
14.31640000000000,-0.288070515441,0.2824403745336,-0.634298356054,-0.650409198339,-0.634298356054,-0.650409198339,-0.287921485375,0.2828006668092
14.31660000000000,-0.288052825805,0.2824550534856,-0.634326657905,-0.650377614388,-0.634326657905,-0.650377614388,-0.287904708621,0.2828147767654
14.31680000000000,-0.288035134252,0.2824697570935,-0.634354958942,-0.650346003569,-0.634354958942,-0.650346003569,-0.287887931867,0.2828289106103
14.31700000000000,-0.288017440769,0.2824844854268,-0.634383259153,-0.650314365815,-0.634383259153,-0.650314365815,-0.287871155105,0.2828430684123
14.31720000000000,-0.287999745340,0.2824992385556,-0.634411558526,-0.650282701055,-0.634411558526,-0.650282701055,-0.287854378325,0.2828572502400
14.31740000000000,-0.287982047951,0.2825140165500,-0.634439857050,-0.650251009219,-0.634439857050,-0.650251009219,-0.287837601518,0.2828714561622
14.31760000000000,-0.287964348588,0.2825288194805,-0.634468154712,-0.650219290238,-0.634468154712,-0.650219290238,-0.287820824676,0.2828856862481
14.31780000000000,-0.287946647236,0.2825436474178,-0.634496451501,-0.650187544041,-0.634496451501,-0.650187544041,-0.287804047789,0.2828999405669
14.31800000000000,-0.287928943881,0.2825585004327,-0.634524747405,-0.650155770559,-0.634524747405,-0.650155770559,-0.287787270849,0.2829142191883
14.31820000000000,-0.287911238507,0.2825733785966,-0.634553042412,-0.650123969719,-0.634553042412,-0.650123969719,-0.287770493846,0.2829285221822
14.31840000000000,-0.287893531100,0.2825882819808,-0.634581336509,-0.650092141453,-0.634581336509,-0.650092141453,-0.287753716771,0.2829428496185
14.31860000000000,-0.287875821645,0.2826032106571,-0.634609629684,-0.650060285687,-0.634609629684,-0.650060285687,-0.287736939615,0.2829572015676
14.31880000000000,-0.287858110126,0.2826181646973,-0.634637921925,-0.650028402351,-0.634637921925,-0.650028402351,-0.287720162368,0.2829715781001
14.31900000000000,-0.287840396529,0.2826331441737,-0.634666213219,-0.649996491373,-0.634666213219,-0.649996491373,-0.287703385020,0.2829859792869
14.31920000000000,-0.287822680838,0.2826481491588,-0.634694503554,-0.649964552681,-0.634694503554,-0.649964552681,-0.287686607563,0.2830004051991
14.31940000000000,-0.287804963038,0.2826631797253,-0.634722792917,-0.649932586203,-0.634722792917,-0.649932586203,-0.287669829987,0.2830148559079
14.31960000000000,-0.287787243114,0.2826782359461,-0.634751081296,-0.649900591866,-0.634751081296,-0.649900591866,-0.287653052281,0.2830293314851
14.31980000000000,-0.287769521049,0.2826933178945,-0.634779368677,-0.649868569598,-0.634779368677,-0.649868569598,-0.287636274437,0.2830438320025
14.32000000000000,-0.287751796829,0.2827084256440,-0.634807655049,-0.649836519326,-0.634807655049,-0.649836519326,-0.287619496444,0.2830583575321
14.32020000000000,-0.287734070438,0.2827235592684,-0.634835940398,-0.649804440976,-0.634835940398,-0.649804440976,-0.287602718292,0.2830729081465
14.32040000000000,-0.287716341859,0.2827387188416,-0.634864224710,-0.649772334476,-0.634864224710,-0.649772334476,-0.287585939972,0.2830874839182
14.32060000000000,-0.287698611077,0.2827539044379,-0.634892507974,-0.649740199750,-0.634892507974,-0.649740199750,-0.287569161473,0.2831020849201
14.32080000000000,-0.287680878076,0.2827691161320,-0.634920790175,-0.649708036725,-0.634920790175,-0.649708036725,-0.287552382786,0.2831167112254
14.32100000000000,-0.287663142839,0.2827843539985,-0.634949071300,-0.649675845328,-0.634949071300,-0.649675845328,-0.287535603900,0.2831313629076
14.32120000000000,-0.287645405351,0.2827996181127,-0.634977351337,-0.649643625482,-0.634977351337,-0.649643625482,-0.287518824805,0.2831460400403
14.32140000000000,-0.287627665595,0.2828149085498,-0.635005630271,-0.649611377115,-0.635005630271,-0.649611377115,-0.287502045490,0.2831607426975
14.32160000000000,-0.287609923555,0.2828302253855,-0.635033908089,-0.649579100149,-0.635033908089,-0.649579100149,-0.287485265945,0.2831754709535
14.32180000000000,-0.287592179214,0.2828455686957,-0.635062184778,-0.649546794510,-0.635062184778,-0.649546794510,-0.287468486159,0.2831902248827
14.32200000000000,-0.287574432556,0.2828609385565,-0.635090460323,-0.649514460123,-0.635090460323,-0.649514460123,-0.287451706123,0.2832050045599
14.32220000000000,-0.287556683564,0.2828763350444,-0.635118734711,-0.649482096911,-0.635118734711,-0.649482096911,-0.287434925825,0.2832198100602
14.32240000000000,-0.287538932220,0.2828917582361,-0.635147007928,-0.649449704798,-0.635147007928,-0.649449704798,-0.287418145254,0.2832346414589
14.32260000000000,-0.287521178509,0.2829072082086,-0.635175279960,-0.649417283708,-0.635175279960,-0.649417283708,-0.287401364400,0.2832494988316
14.32280000000000,-0.287503422413,0.2829226850391,-0.635203550793,-0.649384833564,-0.635203550793,-0.649384833564,-0.287384583252,0.2832643822541
14.32300000000000,-0.287485663914,0.2829381888052,-0.635231820413,-0.649352354290,-0.635231820413,-0.649352354290,-0.287367801798,0.2832792918026
14.32320000000000,-0.287467902997,0.2829537195847,-0.635260088804,-0.649319845806,-0.635260088804,-0.649319845806,-0.287351020029,0.2832942275535
14.32340000000000,-0.287450139642,0.2829692774557,-0.635288355954,-0.649287308037,-0.635288355954,-0.649287308037,-0.287334237931,0.2833091895835
14.32360000000000,-0.287432373834,0.2829848624967,-0.635316621848,-0.649254740904,-0.635316621848,-0.649254740904,-0.287317455495,0.2833241779696
14.32380000000000,-0.287414605554,0.2830004747862,-0.635344886470,-0.649222144329,-0.635344886470,-0.649222144329,-0.287300672709,0.2833391927890
