Time,Channel A
(ms),(mV)

0.00790400,-6.46899557
0.00800800,-6.46899557
0.00811200,-5.91473913
0.00821600,-6.09928608
0.00832000,-6.28444862
0.00842400,-6.28444862
0.00852800,-6.46899557
0.00863200,-5.91473913
0.00873600,-6.28444862
0.00884000,-6.65415812
0.00894400,-6.46899557
0.00904800,-6.09928608
0.00915200,-6.28444862
0.00925600,-6.28444862
0.00936000,-6.09928608
0.00946400,-6.09928608
0.00956800,-6.28444862
0.00967200,-5.73019171
0.00977600,-5.91473913
0.00988000,-5.54502916
0.00998400,-5.91473913
0.01008800,-6.46899557
0.01019200,-6.28444862
0.01029600,-5.73019171
0.01040000,-5.91473913
0.01050400,-6.28444862
0.01060800,-6.09928608
0.01071200,-6.28444862
0.01081600,-6.09928608
0.01092000,-5.54502916
0.01102400,-6.09928608
0.01112800,-6.28444862
0.01123200,-6.46899557
0.01133600,-5.73019171
0.01144000,-6.09928608
0.01154400,-6.46899557
0.01164800,-6.09928608
0.01175200,-6.28444862
0.01185600,-6.28444862
0.01196000,-6.46899557
0.01206400,-6.28444862
0.01216800,-6.28444862
0.01227200,-5.91473913
0.01237600,-6.09928608
0.01248000,-5.73019171
0.01258400,-6.28444862
0.01268800,-6.09928608
0.01279200,-6.28444862
0.01289600,-6.65415812
0.01300000,-6.09928608
0.01310400,-5.91473913
0.01320800,-6.09928608
0.01331200,-6.65415812
0.01341600,-6.28444862
0.01352000,-6.09928608
0.01362400,-5.91473913
0.01372800,-6.46899557
0.01383200,-7.02386761
0.01393600,-6.09928608
0.01404000,-6.46899557
0.01414400,-6.09928608
0.01424800,-6.09928608
0.01435200,-6.46899557
0.01445600,-6.28444862
0.01456000,-6.46899557
0.01466400,-6.28444862
0.01476800,-6.09928608
0.01487200,-6.28444862
0.01497600,-6.28444862
0.01508000,-6.28444862
0.01518400,-6.28444862
0.01528800,-6.28444862
0.01539200,-5.91473913
0.01549600,-6.28444862
0.01560000,-6.46899557
0.01570400,-6.46899557
0.01580800,-6.09928608
0.01591200,-6.09928608
0.01601600,-6.28444862
0.01612000,-6.46899557
0.01622400,-5.91473913
0.01632800,-6.09928608
0.01643200,-6.28444862
0.01653600,-5.54502916
0.01664000,-5.73019171
0.01674400,-5.91473913
0.01684800,-5.36048174
0.01695200,-6.09928608
0.01705600,-5.73019171
0.01716000,-6.09928608
0.01726400,-6.46899557
0.01736800,-5.73019171
0.01747200,-6.46899557
0.01757600,-6.09928608
0.01768000,-6.28444862
0.01778400,-6.46899557
0.01788800,-6.09928608
0.01799200,-6.28444862
0.01809600,-6.28444862
0.01820000,-6.09928608
0.01830400,-6.09928608
0.01840800,-6.28444862
0.01851200,-5.91473913
0.01861600,-5.91473913
0.01872000,-5.73019171
0.01882400,-6.28444862
0.01892800,-5.73019171
0.01903200,-5.91473913
0.01913600,-5.91473913
0.01924000,-6.46899557
0.01934400,-6.46899557
0.01944800,-6.28444862
0.01955200,-6.28444862
0.01965600,-6.46899557
0.01976000,-6.09928608
0.01986400,-6.28444862
0.01996800,-5.91473913
0.02007200,-5.91473913
0.02017600,-6.09928608
0.02028000,-6.28444862
0.02038400,-6.09928608
0.02048800,-6.46899557
0.02059200,-6.28444862
0.02069600,-6.28444862
0.02080000,-6.28444862
0.02090400,-6.28444862
0.02100800,-5.73019171
0.02111200,-6.28444862
0.02121600,-6.09928608
0.02132000,-6.46899557
0.02142400,-6.28444862
0.02152800,-6.28444862
0.02163200,-6.09928608
0.02173600,-5.91473913
0.02184000,-6.46899557
0.02194400,-6.65415812
0.02204800,-6.09928608
0.02215200,-5.73019171
0.02225600,-6.28444862
0.02236000,-6.09928608
0.02246400,-6.83870554
0.02256800,-6.09928608
0.02267200,-6.28444862
0.02277600,-6.46899557
0.02288000,-6.46899557
0.02298400,-5.73019171
0.02308800,-6.28444862
0.02319200,-6.28444862
0.02329600,-6.09928608
0.02340000,-6.28444862
0.02350400,-5.91473913
0.02360800,-6.46899557
0.02371200,-6.28444862
0.02381600,-6.09928608
0.02392000,-6.09928608
0.02402400,-6.65415812
0.02412800,-6.46899557
0.02423200,-6.28444862
0.02433600,-6.65415812
0.02444000,-6.65415812
0.02454400,-6.46899557
0.02464800,-6.28444862
0.02475200,-6.28444862
0.02485600,-6.28444862
0.02496000,-6.09928608
0.02506400,-6.46899557
0.02516800,-6.46899557
0.02527200,-6.65415812
0.02537600,-6.46899557
0.02548000,-6.46899557
0.02558400,-5.91473913
0.02568800,-6.46899557
0.02579200,-6.83870554
0.02589600,-6.09928608
0.02600000,-6.46899557
0.02610400,-5.73019171
0.02620800,-6.28444862
0.02631200,-6.83870554
0.02641600,-6.83870554
0.02652000,-6.65415812
0.02662400,-6.09928608
0.02672800,-6.46899557
0.02683200,-6.28444862
0.02693600,-6.28444862
0.02704000,-6.65415812
0.02714400,-6.28444862
0.02724800,-6.09928608
0.02735200,-6.65415812
0.02745600,-5.91473913
0.02756000,-6.46899557
0.02766400,-6.09928608
0.02776800,-5.91473913
0.02787200,-6.83870554
0.02797600,-6.09928608
0.02808000,-5.91473913
0.02818400,-6.46899557
0.02828800,-6.09928608
0.02839200,-5.91473913
0.02849600,-6.28444862
0.02860000,-5.91473913
0.02870400,-6.65415812
0.02880800,-6.28444862
0.02891200,-6.28444862
0.02901600,-6.09928608
0.02912000,-6.46899557
0.02922400,-6.09928608
0.02932800,-6.28444862
0.02943200,-6.65415812
0.02953600,-6.46899557
0.02964000,-5.91473913
0.02974400,-6.65415812
0.02984800,-6.28444862
0.02995200,-6.09928608
0.03005600,-6.09928608
0.03016000,-6.65415812
0.03026400,-6.65415812
0.03036800,-6.28444862
0.03047200,-6.28444862
0.03057600,-7.02386761
0.03068000,-5.91473913
0.03078400,-6.46899557
0.03088800,-6.28444862
0.03099200,-6.09928608
0.03109600,-6.28444862
0.03120000,-6.46899557
0.03130400,-6.28444862
0.03140800,-6.28444862
0.03151200,-5.91473913
0.03161600,-6.46899557
0.03172000,-5.91473913
0.03182400,-6.28444862
0.03192800,-6.28444862
0.03203200,-6.28444862
0.03213600,-6.28444862
0.03224000,-6.28444862
0.03234400,-6.09928608
0.03244800,-6.28444862
0.03255200,-6.46899557
0.03265600,-6.09928608
0.03276000,-6.46899557
0.03286400,-6.28444862
0.03296800,-6.83870554
0.03307200,-5.91473913
0.03317600,-6.28444862
0.03328000,-6.09928608
0.03338400,-6.09928608
0.03348800,-6.46899557
0.03359200,-5.91473913
0.03369600,-6.46899557
0.03380000,-6.65415812
0.03390400,-6.65415812
0.03400800,-6.09928608
0.03411200,-6.46899557
0.03421600,-6.65415812
0.03432000,-6.09928608
0.03442400,-6.46899557
0.03452800,-6.28444862
0.03463200,-6.09928608
0.03473600,-6.46899557
0.03484000,-5.73019171
0.03494400,-6.28444862
0.03504800,-6.65415812
0.03515200,-6.46899557
0.03525600,-6.46899557
0.03536000,-6.09928608
0.03546400,-6.28444862
0.03556800,-6.28444862
0.03567200,-6.46899557
0.03577600,-6.28444862
0.03588000,-5.73019171
0.03598400,-6.28444862
0.03608800,-6.46899557
0.03619200,-6.46899557
0.03629600,-6.28444862
0.03640000,-6.46899557
0.03650400,-6.09928608
0.03660800,-6.09928608
0.03671200,-6.83870554
0.03681600,-5.91473913
0.03692000,-6.09928608
0.03702400,-6.09928608
0.03712800,-5.91473913
0.03723200,-6.65415812
0.03733600,-6.28444862
0.03744000,-6.28444862
0.03754400,-6.09928608
0.03764800,-5.91473913
0.03775200,-6.28444862
0.03785600,-7.02386761
0.03796000,-6.28444862
0.03806400,-6.46899557
0.03816800,-6.09928608
0.03827200,-6.83870554
0.03837600,-6.28444862
0.03848000,-5.91473913
0.03858400,-5.73019171
0.03868800,-6.65415812
0.03879200,-5.73019171
0.03889600,-6.09928608
0.03900000,-6.46899557
0.03910400,-6.46899557
0.03920800,-5.73019171
0.03931200,-6.28444862
0.03941600,-6.09928608
0.03952000,-6.46899557
0.03962400,-6.46899557
0.03972800,-6.46899557
0.03983200,-6.09928608
0.03993600,-6.09928608
0.04004000,-6.28444862
0.04014400,-6.28444862
0.04024800,-6.28444862
0.04035200,-6.28444862
0.04045600,-6.28444862
0.04056000,-5.91473913
0.04066400,-6.46899557
0.04076800,-6.28444862
0.04087200,-6.28444862
0.04097600,-6.09928608
0.04108000,-6.65415812
0.04118400,-6.28444862
0.04128800,-6.09928608
0.04139200,-6.09928608
0.04149600,-6.65415812
0.04160000,-6.09928608
0.04170400,-6.28444862
0.04180800,-5.73019171
0.04191200,-6.09928608
0.04201600,-6.28444862
0.04212000,-6.28444862
0.04222400,-6.46899557
0.04232800,-6.46899557
0.04243200,-6.46899557
0.04253600,-5.73019171
0.04264000,-5.91473913
0.04274400,-6.65415812
0.04284800,-6.46899557
0.04295200,-6.09928608
0.04305600,-6.09928608
0.04316000,-6.09928608
0.04326400,-6.28444862
0.04336800,-6.09928608
0.04347200,-6.46899557
0.04357600,-6.28444862
0.04368000,-6.28444862
0.04378400,-6.09928608
0.04388800,-6.28444862
0.04399200,-6.46899557
0.04409600,-6.83870554
0.04420000,-5.91473913
0.04430400,-6.09928608
0.04440800,-5.91473913
0.04451200,-6.28444862
0.04461600,-6.65415812
0.04472000,-6.28444862
0.04482400,-6.28444862
0.04492800,-6.28444862
0.04503200,-6.46899557
0.04513600,-5.91473913
0.04524000,-6.46899557
0.04534400,-6.09928608
0.04544800,-6.46899557
0.04555200,-5.91473913
0.04565600,-6.46899557
0.04576000,-5.91473913
0.04586400,-6.09928608
0.04596800,-6.28444862
0.04607200,-5.91473913
0.04617600,-6.28444862
0.04628000,-6.28444862
0.04638400,-5.91473913
0.04648800,-6.09928608
0.04659200,-5.91473913
0.04669600,-6.83870554
0.04680000,-6.28444862
0.04690400,-6.09928608
0.04700800,-6.46899557
0.04711200,-6.46899557
0.04721600,-6.09928608
0.04732000,-6.28444862
0.04742400,-5.73019171
0.04752800,-6.46899557
0.04763200,-6.83870554
0.04773600,-6.65415812
0.04784000,-5.91473913
0.04794400,-6.65415812
0.04804800,-5.91473913
0.04815200,-5.91473913
0.04825600,-6.83870554
0.04836000,-5.91473913
0.04846400,-5.73019171
0.04856800,-6.28444862
0.04867200,-6.46899557
0.04877600,-5.91473913
0.04888000,-5.91473913
0.04898400,-6.46899557
0.04908800,-6.28444862
0.04919200,-5.91473913
0.04929600,-6.28444862
0.04940000,-6.09928608
0.04950400,-6.28444862
0.04960800,-5.91473913
0.04971200,-6.28444862
0.04981600,-6.46899557
0.04992000,-6.28444862
0.05002400,-5.91473913
0.05012800,-5.91473913
0.05023200,-6.65415812
0.05033600,-6.09928608
0.05044000,-6.09928608
0.05054400,-6.09928608
0.05064800,-6.28444862
0.05075200,-6.28444862
0.05085600,-6.09928608
0.05096000,-6.46899557
0.05106400,-5.91473913
0.05116800,-5.91473913
0.05127200,-6.09928608
0.05137600,-6.46899557
0.05148000,-6.65415812
0.05158400,-5.73019171
0.05168800,-5.91473913
0.05179200,-6.09928608
0.05189600,-6.09928608
0.05200000,-6.46899557
0.05210400,-6.28444862
0.05220800,-6.09928608
0.05231200,-6.65415812
0.05241600,-6.28444862
0.05252000,-6.28444862
0.05262400,-6.09928608
0.05272800,-5.91473913
0.05283200,-6.83870554
0.05293600,-6.46899557
0.05304000,-5.91473913
0.05314400,-6.09928608
0.05324800,-6.65415812
0.05335200,-6.09928608
0.05345600,-6.09928608
0.05356000,-5.54502916
0.05366400,-6.46899557
0.05376800,-6.28444862
0.05387200,-6.28444862
0.05397600,-6.09928608
0.05408000,-6.28444862
0.05418400,-6.09928608
0.05428800,-6.65415812
0.05439200,-6.09928608
0.05449600,-5.91473913
0.05460000,-6.65415812
0.05470400,-6.28444862
0.05480800,-6.46899557
0.05491200,-6.46899557
0.05501600,-6.09928608
0.05512000,-6.83870554
0.05522400,-6.09928608
0.05532800,-6.28444862
0.05543200,-6.65415812
0.05553600,-5.73019171
0.05564000,-6.46899557
0.05574400,-6.46899557
0.05584800,-6.09928608
0.05595200,-6.46899557
0.05605600,-5.73019171
0.05616000,-6.09928608
0.05626400,-6.09928608
0.05636800,-6.28444862
0.05647200,-6.65415812
0.05657600,-5.91473913
0.05668000,-6.09928608
0.05678400,-5.91473913
0.05688800,-6.65415812
0.05699200,-6.46899557
0.05709600,-6.46899557
0.05720000,-6.28444862
0.05730400,-6.65415812
0.05740800,-6.09928608
0.05751200,-6.09928608
0.05761600,-5.91473913
0.05772000,-5.73019171
0.05782400,-6.09928608
0.05792800,-6.46899557
0.05803200,-6.46899557
0.05813600,-5.91473913
0.05824000,-6.65415812
0.05834400,-6.65415812
0.05844800,-6.46899557
0.05855200,-6.28444862
0.05865600,-5.91473913
0.05876000,-6.28444862
0.05886400,-6.83870554
0.05896800,-6.28444862
0.05907200,-6.09928608
0.05917600,-6.65415812
0.05928000,-6.09928608
0.05938400,-6.09928608
0.05948800,-5.91473913
0.05959200,-5.91473913
0.05969600,-6.09928608
0.05980000,-6.46899557
0.05990400,-6.65415812
0.06000800,-6.28444862
0.06011200,-6.65415812
0.06021600,-5.73019171
0.06032000,-6.46899557
0.06042400,-6.28444862
0.06052800,-5.73019171
0.06063200,-6.46899557
0.06073600,-6.83870554
0.06084000,-6.09928608
0.06094400,-6.09928608
0.06104800,-6.09928608
0.06115200,-6.46899557
0.06125600,-6.65415812
0.06136000,-6.46899557
0.06146400,-6.46899557
0.06156800,-5.73019171
0.06167200,-6.09928608
0.06177600,-6.09928608
0.06188000,-6.28444862
0.06198400,-6.46899557
0.06208800,-6.46899557
0.06219200,-6.09928608
0.06229600,-6.65415812
0.06240000,-6.46899557
0.06250400,-6.09928608
0.06260800,-6.09928608
0.06271200,-6.83870554
0.06281600,-6.28444862
0.06292000,-6.28444862
0.06302400,-6.65415812
0.06312800,-5.91473913
0.06323200,-5.91473913
0.06333600,-6.09928608
0.06344000,-6.65415812
0.06354400,-6.09928608
0.06364800,-6.46899557
0.06375200,-6.09928608
0.06385600,-5.73019171
0.06396000,-6.28444862
0.06406400,-5.73019171
0.06416800,-6.28444862
0.06427200,-6.09928608
0.06437600,-5.91473913
0.06448000,-6.28444862
0.06458400,-6.65415812
0.06468800,-6.28444862
0.06479200,-6.28444862
0.06489600,-6.65415812
0.06500000,-5.73019171
0.06510400,-5.91473913
0.06520800,-6.09928608
0.06531200,-6.28444862
0.06541600,-6.28444862
0.06552000,-6.28444862
0.06562400,-5.91473913
0.06572800,-5.91473913
0.06583200,-5.91473913
0.06593600,-6.28444862
0.06604000,-6.09928608
0.06614400,-6.65415812
0.06624800,-6.28444862
0.06635200,-6.46899557
0.06645600,-5.91473913
0.06656000,-6.09928608
0.06666400,-6.46899557
0.06676800,-6.09928608
0.06687200,-6.28444862
0.06697600,-6.46899557
0.06708000,-5.91473913
0.06718400,-6.46899557
0.06728800,-6.46899557
0.06739200,-6.09928608
0.06749600,-6.09928608
0.06760000,-6.28444862
0.06770400,-6.28444862
0.06780800,-6.09928608
0.06791200,-6.09928608
0.06801600,-6.28444862
0.06812000,-6.65415812
0.06822400,-6.09928608
0.06832800,-6.83870554
0.06843200,-5.91473913
0.06853600,-6.28444862
0.06864000,-6.09928608
0.06874400,-6.09928608
0.06884800,-6.09928608
0.06895200,-6.46899557
0.06905600,-5.73019171
0.06916000,-6.46899557
0.06926400,-5.91473913
0.06936800,-6.09928608
0.06947200,-6.28444862
0.06957600,-6.46899557
0.06968000,-6.46899557
0.06978400,-6.28444862
0.06988800,-6.09928608
0.06999200,-6.09928608
0.07009600,-6.28444862
0.07020000,-6.28444862
0.07030400,-6.83870554
0.07040800,-6.09928608
0.07051200,-6.09928608
0.07061600,-6.28444862
0.07072000,-5.91473913
0.07082400,-6.28444862
0.07092800,-6.46899557
0.07103200,-6.09928608
0.07113600,-6.46899557
0.07124000,-5.91473913
0.07134400,-6.28444862
0.07144800,-6.09928608
0.07155200,-6.46899557
0.07165600,-6.46899557
0.07176000,-5.91473913
0.07186400,-6.46899557
0.07196800,-6.28444862
0.07207200,-6.09928608
0.07217600,-6.28444862
0.07228000,-6.46899557
0.07238400,-6.28444862
0.07248800,-5.73019171
0.07259200,-6.46899557
0.07269600,-5.73019171
0.07280000,-5.54502916
0.07290400,-6.09928608
0.07300800,-6.09928608
0.07311200,-6.65415812
0.07321600,-5.73019171
0.07332000,-6.46899557
0.07342400,-6.28444862
0.07352800,-6.28444862
0.07363200,-6.46899557
0.07373600,-5.91473913
0.07384000,-5.91473913
0.07394400,-7.02386761
0.07404800,-5.91473913
0.07415200,-6.28444862
0.07425600,-5.91473913
0.07436000,-6.09928608
0.07446400,-6.09928608
0.07456800,-5.54502916
0.07467200,-6.46899557
0.07477600,-6.09928608
0.07488000,-6.09928608
0.07498400,-6.28444862
0.07508800,-5.91473913
0.07519200,-6.65415812
0.07529600,-5.91473913
0.07540000,-6.46899557
0.07550400,-5.91473913
0.07560800,-6.46899557
0.07571200,-6.46899557
0.07581600,-6.46899557
0.07592000,-6.28444862
0.07602400,-5.54502916
0.07612800,-6.28444862
0.07623200,-6.65415812
0.07633600,-6.28444862
0.07644000,-6.65415812
0.07654400,-6.83870554
0.07664800,-6.09928608
0.07675200,-6.65415812
0.07685600,-6.09928608
0.07696000,-5.91473913
0.07706400,-6.09928608
0.07716800,-6.46899557
0.07727200,-6.46899557
0.07737600,-6.28444862
0.07748000,-6.46899557
0.07758400,-6.09928608
0.07768800,-6.28444862
0.07779200,-6.28444862
0.07789600,-6.09928608
0.07800000,-6.46899557
0.07810400,-6.28444862
0.07820800,-5.91473913
0.07831200,-5.91473913
0.07841600,-6.46899557
0.07852000,-6.65415812
0.07862400,-6.09928608
0.07872800,-6.28444862
0.07883200,-6.28444862
0.07893600,-5.91473913
0.07904000,-6.46899557
0.07914400,-6.28444862
0.07924800,-6.65415812
0.07935200,-6.28444862
0.07945600,-6.28444862
0.07956000,-6.46899557
0.07966400,-6.09928608
0.07976800,-6.28444862
0.07987200,-6.46899557
0.07997600,-6.28444862
0.08008000,-6.09928608
0.08018400,-6.46899557
0.08028800,-5.54502916
0.08039200,-6.09928608
0.08049600,-6.28444862
0.08060000,-6.46899557
0.08070400,-5.73019171
0.08080800,-6.46899557
0.08091200,-6.28444862
0.08101600,-5.91473913
0.08112000,-6.09928608
0.08122400,-5.91473913
0.08132800,-5.91473913
0.08143200,-6.09928608
0.08153600,-6.46899557
0.08164000,-7.02386761
0.08174400,-6.28444862
0.08184800,-6.28444862
0.08195200,-6.28444862
0.08205600,-6.09928608
0.08216000,-6.65415812
0.08226400,-6.09928608
0.08236800,-6.46899557
0.08247200,-6.09928608
0.08257600,-6.28444862
0.08268000,-6.28444862
0.08278400,-6.28444862
0.08288800,-6.46899557
0.08299200,-5.91473913
0.08309600,-5.91473913
0.08320000,-5.73019171
0.08330400,-6.09928608
0.08340800,-6.28444862
0.08351200,-6.28444862
0.08361600,-6.28444862
0.08372000,-6.65415812
0.08382400,-6.09928608
0.08392800,-6.65415812
0.08403200,-6.28444862
0.08413600,-6.09928608
0.08424000,-6.09928608
0.08434400,-5.91473913
0.08444800,-6.28444862
0.08455200,-6.65415812
0.08465600,-5.91473913
0.08476000,-6.09928608
0.08486400,-6.09928608
0.08496800,-5.54502916
0.08507200,-6.09928608
0.08517600,-6.28444862
0.08528000,-6.83870554
0.08538400,-6.09928608
0.08548800,-6.28444862
0.08559200,-6.09928608
0.08569600,-6.46899557
0.08580000,-5.91473913
0.08590400,-6.28444862
0.08600800,-6.28444862
0.08611200,-6.65415812
0.08621600,-6.09928608
0.08632000,-5.73019171
0.08642400,-6.28444862
0.08652800,-6.46899557
0.08663200,-6.46899557
0.08673600,-5.91473913
0.08684000,-6.46899557
0.08694400,-6.46899557
0.08704800,-6.46899557
0.08715200,-6.09928608
0.08725600,-6.46899557
0.08736000,-6.65415812
0.08746400,-6.65415812
0.08756800,-5.73019171
0.08767200,-6.09928608
0.08777600,-6.09928608
0.08788000,-6.28444862
0.08798400,-6.09928608
0.08808800,-6.28444862
0.08819200,-6.65415812
0.08829600,-5.73019171
0.08840000,-5.73019171
0.08850400,-6.28444862
0.08860800,-6.09928608
0.08871200,-6.09928608
0.08881600,-6.28444862
0.08892000,-6.83870554
0.08902400,-6.46899557
0.08912800,-6.28444862
0.08923200,-6.46899557
0.08933600,-6.09928608
0.08944000,-6.46899557
0.08954400,-6.28444862
0.08964800,-6.46899557
0.08975200,-6.09928608
0.08985600,-5.73019171
0.08996000,-6.46899557
0.09006400,-6.09928608
0.09016800,-7.02386761
0.09027200,-6.28444862
0.09037600,-5.73019171
0.09048000,-6.28444862
0.09058400,-5.73019171
0.09068800,-6.46899557
0.09079200,-6.28444862
0.09089600,-6.65415812
0.09100000,-5.91473913
0.09110400,-6.09928608
0.09120800,-6.28444862
0.09131200,-6.28444862
0.09141600,-5.91473913
0.09152000,-6.09928608
0.09162400,-5.91473913
0.09172800,-6.09928608
0.09183200,-6.28444862
0.09193600,-6.28444862
0.09204000,-6.46899557
0.09214400,-6.09928608
0.09224800,-5.91473913
0.09235200,-6.28444862
0.09245600,-6.28444862
0.09256000,-6.09928608
0.09266400,-6.46899557
0.09276799,-5.91473913
0.09287199,-5.91473913
0.09297599,-6.09928608
0.09307999,-6.28444862
0.09318399,-5.91473913
0.09328799,-6.28444862
0.09339199,-6.09928608
0.09349599,-5.91473913
0.09359999,-6.65415812
0.09370399,-5.73019171
0.09380799,-6.46899557
0.09391199,-5.73019171
0.09401599,-5.73019171
0.09411999,-5.73019171
0.09422399,-6.46899557
0.09432799,-6.28444862
0.09443199,-5.91473913
0.09453599,-6.46899557
0.09463999,-6.28444862
0.09474399,-5.91473913
0.09484799,-5.91473913
0.09495199,-6.46899557
0.09505599,-6.28444862
0.09515999,-6.28444862
0.09526399,-6.46899557
0.09536799,-6.09928608
0.09547199,-6.28444862
0.09557599,-5.91473913
0.09567999,-5.91473913
0.09578399,-6.28444862
0.09588799,-5.91473913
0.09599199,-6.28444862
0.09609599,-6.28444862
0.09619999,-5.73019171
0.09630399,-6.46899557
0.09640799,-6.46899557
0.09651199,-6.65415812
0.09661599,-6.09928608
0.09671999,-6.28444862
0.09682399,-6.46899557
0.09692799,-5.73019171
0.09703199,-6.09928608
0.09713599,-6.28444862
0.09723999,-6.46899557
0.09734399,-6.28444862
0.09744799,-6.65415812
0.09755199,-6.65415812
0.09765599,-6.28444862
0.09775999,-5.73019171
0.09786399,-6.28444862
0.09796799,-6.28444862
0.09807199,-6.46899557
0.09817599,-5.73019171
0.09827999,-6.28444862
0.09838399,-6.28444862
0.09848799,-6.28444862
0.09859199,-5.54502916
0.09869599,-6.46899557
0.09879999,-6.09928608
0.09890399,-5.91473913
0.09900799,-6.28444862
0.09911199,-6.65415812
0.09921599,-6.28444862
0.09931999,-6.28444862
0.09942399,-6.46899557
0.09952799,-5.91473913
0.09963199,-6.28444862
0.09973599,-6.09928608
0.09983999,-6.28444862
0.09994399,-5.73019171
0.10004799,-5.54502916
0.10015199,-6.09928608
0.10025599,-5.91473913
0.10035999,-6.46899557
0.10046399,-6.09928608
0.10056799,-5.54502916
0.10067199,-6.28444862
0.10077599,-6.09928608
0.10087999,-6.28444862
0.10098399,-6.09928608
0.10108799,-6.28444862
0.10119199,-6.28444862
0.10129599,-6.46899557
0.10139999,-6.46899557
0.10150399,-6.28444862
0.10160799,-6.46899557
0.10171199,-6.65415812
0.10181599,-6.65415812
0.10191999,-6.46899557
0.10202399,-6.28444862
0.10212799,-6.65415812
0.10223199,-6.46899557
0.10233599,-6.09928608
0.10243999,-6.09928608
0.10254399,-6.28444862
0.10264799,-6.28444862
0.10275199,-5.91473913
0.10285599,-6.28444862
0.10295999,-6.28444862
0.10306399,-6.28444862
0.10316799,-6.28444862
0.10327199,-5.91473913
0.10337599,-6.46899557
0.10347999,-6.46899557
0.10358399,-6.65415812
0.10368799,-5.91473913
0.10379199,-5.91473913
0.10389599,-6.28444862
0.10399999,-6.46899557
0.10410399,-6.46899557
0.10420799,-6.09928608
0.10431199,-6.28444862
0.10441599,-6.09928608
0.10451999,-6.28444862
0.10462399,-6.09928608
0.10472799,-6.09928608
0.10483199,-6.46899557
0.10493599,-6.46899557
0.10503999,-6.28444862
0.10514399,-6.46899557
0.10524799,-6.09928608
0.10535199,-6.65415812
0.10545599,-6.09928608
0.10555999,-6.09928608
0.10566399,-6.09928608
0.10576799,-6.83870554
0.10587199,-6.28444862
0.10597599,-6.46899557
0.10607999,-6.28444862
0.10618399,-6.09928608
0.10628799,-5.91473913
0.10639199,-6.09928608
0.10649599,-6.09928608
0.10659999,-6.46899557
0.10670399,-6.09928608
0.10680799,-6.28444862
0.10691199,-5.91473913
0.10701599,-6.46899557
0.10711999,-6.09928608
0.10722399,-6.46899557
0.10732799,-6.65415812
0.10743199,-6.28444862
0.10753599,-6.09928608
0.10763999,-6.28444862
0.10774399,-5.91473913
0.10784799,-6.28444862
0.10795199,-6.46899557
0.10805599,-6.46899557
0.10815999,-6.28444862
0.10826399,-6.09928608
0.10836799,-6.46899557
0.10847199,-6.46899557
0.10857599,-6.46899557
0.10867999,-6.09928608
0.10878399,-6.65415812
0.10888799,-6.46899557
0.10899199,-5.91473913
0.10909599,-6.46899557
0.10919999,-6.28444862
0.10930399,-6.09928608
0.10940799,-5.73019171
0.10951199,-5.91473913
0.10961599,-6.46899557
0.10971999,-6.46899557
0.10982399,-6.28444862
0.10992799,-5.36048174
0.11003199,-5.91473913
0.11013599,-6.65415812
0.11023999,-5.73019171
0.11034399,-6.65415812
0.11044799,-6.46899557
0.11055199,-6.09928608
0.11065599,-6.28444862
0.11075999,-6.09928608
0.11086399,-6.65415812
0.11096799,-6.65415812
0.11107199,-6.46899557
0.11117599,-6.46899557
0.11127999,-6.46899557
0.11138399,-6.09928608
