C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_3rd_resonator.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-2D_3rd_resonator
18.2693,-1.06956
18.2698,-1.06419
18.2704,-1.05879
18.271,-1.0534
18.2716,-1.04804
18.2722,-1.04273
18.2729,-1.03751
18.2735,-1.03243
18.2742,-1.02752
18.2749,-1.02285
18.2756,-1.01849
18.2763,-1.01449
18.277,-1.01095
18.2778,-1.00792
18.2785,-1.00546
18.2793,-1.0036
18.2801,-1.0023
18.2809,-1.0015
18.2818,-1.00108
18.2826,-1.0009
18.2835,-1.00086
18.2844,-1.00087
18.2853,-1.00095
18.2863,-1.00116
18.2872,-1.00158
18.2882,-1.00232
18.2892,-1.0035
18.2902,-1.00521
18.2913,-1.00751
18.2924,-1.01045
18.2935,-1.01406
18.2946,-1.01834
18.2958,-1.02328
18.297,-1.02881
18.2982,-1.03488
18.2994,-1.04139
18.3,-1.04421
18.3007,-1.0482
18.302,-1.05513
18.3033,-1.06197
18.3047,-1.06851
18.3061,-1.07449
18.3075,-1.07966
18.309,-1.08372
18.3105,-1.0864
18.312,-1.08742
18.3136,-1.08653
18.3152,-1.08348
18.3168,-1.0781
18.3185,-1.07026
18.3202,-1.05989
18.322,-1.04701
18.3238,-1.03171
18.3256,-1.01415
18.3275,-0.994556
18.3295,-0.973169
18.3314,-0.950228
18.3335,-0.925954
18.3355,-0.900567
18.3377,-0.874312
18.3398,-0.847469
18.342,-0.820345
18.3443,-0.793242
18.3466,-0.766438
18.349,-0.740172
18.35,-0.72963
18.3515,-0.714637
18.354,-0.689956
18.3565,-0.666233
18.3591,-0.64354
18.3618,-0.621921
18.3645,-0.601395
18.3673,-0.581963
18.3702,-0.56361
18.3731,-0.546312
18.3761,-0.530032
18.3792,-0.514733
18.3823,-0.500368
18.3856,-0.486893
18.3888,-0.474259
18.3922,-0.462418
18.3957,-0.451323
18.3992,-0.440929
18.4,-0.43868
18.4028,-0.431192
18.4065,-0.422068
18.4103,-0.413518
18.4142,-0.405504
18.4181,-0.39799
18.4222,-0.390942
18.4263,-0.38433
18.4306,-0.378123
18.4349,-0.372294
18.4394,-0.36682
18.4439,-0.361675
18.4486,-0.356839
18.45,-0.355457
18.4534,-0.352292
18.4582,-0.348016
18.4632,-0.343994
18.4684,-0.340212
18.4736,-0.336655
18.4789,-0.333311
18.4844,-0.330169
18.49,-0.32722
18.4958,-0.324454
18.5,-0.322573
18.5017,-0.321864
18.5077,-0.319443
18.5138,-0.317187
18.5201,-0.315089
18.5266,-0.313148
18.5332,-0.31136
18.5399,-0.309724
18.5469,-0.308239
18.55,-0.307576
18.5539,-0.306896
18.5612,-0.30566
18.5686,-0.304522
18.5762,-0.303477
18.5839,-0.302522
18.5919,-0.301651
18.6,-0.300861
18.65,-0.297739
18.7,-0.296634
18.75,-0.296741
18.8,-0.297587
18.85,-0.298916
18.9,-0.300573
18.95,-0.302462
19,-0.304518
19.05,-0.306695
19.1,-0.308944
19.15,-0.311227
19.2,-0.313529
19.25,-0.315839
19.3,-0.31815
19.35,-0.320459
19.4,-0.322763
19.45,-0.325064
19.5,-0.327366
19.55,-0.329677
19.6,-0.331978
19.65,-0.334238
19.7,-0.336449
19.75,-0.338602
19.8,-0.340691
19.85,-0.342705
19.9,-0.344638
19.95,-0.346481
20,-0.348223
