frequency,Re(S21),Im(S21),Amplitude,phase
7990000000.0,0.0119723724,-0.0092671057,0.015139912448203069,-0.6587105757346358
7990001200.0,0.0119095343,-0.009302354,0.015111942204236771,-0.6631002825827027
7990002400.0,0.0119001395,-0.0093728615,0.015148064325769234,-0.6671502618566069
7990003601.0,0.0119011941,-0.009367164,0.015145368348401791,-0.6668116486343484
7990004801.0,0.0119046738,-0.0093720132,0.015151101930400332,-0.6669211028428104
7990006001.0,0.011898844,-0.0093946912,0.015160564345686259,-0.6683343040393734
7990007201.0,0.0118967654,-0.0094390034,0.015186435136919023,-0.6707092359455974
7990008402.0,0.0118586314,-0.0094423682,0.015158675928505009,-0.6724467100380197
7990009602.0,0.0118982721,-0.0094450282,0.015191360592930235,-0.6709582746789854
7990010802.0,0.0118557593,-0.0094512691,0.015161975998534995,-0.6730239574019105
7990012002.0,0.0118417564,-0.0094594175,0.015156113422518557,-0.6740202761255037
7990013203.0,0.011854619,-0.0094539066,0.015162728700226901,-0.6732068517441462
7990014403.0,0.0118474175,-0.0094587126,0.015160097145754213,-0.673750882988338
7990015603.0,0.0118460311,-0.0094649366,0.015162898062843619,-0.6741287117916537
7990016803.0,0.011818753,-0.0095101371,0.015169892225583062,-0.677578999653583
7990018004.0,0.0118234846,-0.0094810279,0.01515535146827732,-0.6758868541445163
7990019204.0,0.0118064384,-0.0094801425,0.01514150222115695,-0.6765455190759605
7990020404.0,0.0118094239,-0.0094775676,0.015142218478890765,-0.6762894810212905
7990021604.0,0.0117932759,-0.0095162753,0.015153905504486654,-0.6789485508027626
7990022805.0,0.0117982159,-0.0095175149,0.015158528566280265,-0.6788075411512969
7990024005.0,0.0117987899,-0.0094887183,0.01514091206239231,-0.6773034422035706
7990025205.0,0.0117868527,-0.009533855,0.015159956719348585,-0.6801170715504529
7990026405.0,0.0117865587,-0.0095363149,0.01516127527157619,-0.6802554149229886
7990027606.0,0.0117791377,-0.009507704,0.015137520282634712,-0.6790944112396476
7990028806.0,0.0117503019,-0.0095101401,0.01511662526699566,-0.6804179258598126
7990030006.0,0.0117689601,-0.0095194717,0.015136999811141338,-0.680121654227214
7990031206.0,0.0117508213,-0.0095330904,0.015131477581489054,-0.6815752969416911
